propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
107987613,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/54/e3/68/1330336003.webp,PIS9285,13,4,1190000.0,flat,sale,75.0,True,1,1,Barrio Recoletos,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4284236,-3.6860253,False,https://www.idealista.com/inmueble/107987613/,"Fortuny Madrid Real Estate ofrece en el prestigioso barrio de Recoletos, en pleno corazón del distrito de Salamanca, esta cuidada y luminosa vivienda de 75 m², recientemente reformada con un diseño actual y funcional. Situada en una finca representativa, ofrece una combinación perfecta entre confort, estilo y ubicación. La propiedad dispone de un dormitorio exterior con vistas a la calle, lo que aporta luminosidad y amplitud. Además, cuenta con un despacho independiente, ideal como zona de teletrabajo o estudio, y un baño completo de diseño moderno. La cocina, totalmente equipada, ha sido pensada para ofrecer la máxima funcionalidad sin renunciar al estilo, aprovechando cada rincón de la vivienda con una distribución eficiente. La propiedad incluye una valiosa plaza de garaje en la misma finca y un trastero, elementos especialmente demandados en esta exclusiva zona de Madrid. Una excelente oportunidad para vivir o invertir en una de las zonas más cotizadas de la capital, rodeada de servicios, comercios de lujo, restauración y con excelentes conexiones de transporte. La gran mayoría de los inmuebles que tenemos en esta zona solo se encuentran en nuestra web. Visite nuestra página y descubra exclusivas viviendas. Fortuny Madrid Real Estate es una empresa con sólida experiencia formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes nacionales e internacionales. Somos un referente en el mercado español, ofreciendo un servicio completo con viviendas residenciales de alta calidad y una amplia gama de servicios inmobiliarios, cubriendo tanto el área privada como el área comercial para conseguir que personas físicas jurídicas, instituciones e inversores queden plenamente satisfechos con nuestros servicios.",False,good,False,True,15867.0,False,False,False,False,[],False,False,1190000.0,€,True,True,flat,"Recoletos, Madrid",Piso,,,,,
104695467,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/24/b4/85/1228811137.webp,FAR,26,5,1290000.0,flat,sale,130.0,True,3,2,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4232696,-3.6762376,False,https://www.idealista.com/inmueble/104695467/,"Belton Real Estate ofrece encantador piso ubicado en una de las zonas más pintorescas de la ciudad. Ofrece una oportunidad única para crear el hogar de tus sueños. Su potencial es evidente desde el momento en que cruzas la puerta. El piso tiene una superficie de 130 metros cuadrados con una buena distribución, dispone de tres amplios dormitorios y dos baños lo que permite que el piso pueda ser habitado por una familia numerosa así como una persona que busque varias habitaciones. El piso destaca por grandes ventanales que permiten la entrada de luz natural, creando un ambiente cálido y acogedor, desde algunas habitaciones, se pueden disfrutar de vistas panorámicas que enriquecen la experiencia de vivir en el centro urbano. Se vende completamente reformado el piso. Cuenta con trastero lo que permite al propietario tener un espacio para el almacenamiento, también dispone de ascensor muy necesario ya que el piso se encuentra en una quinta planta. Techos altos, suelos de madera y detalles arquitectónicos que reflejan la elegancia de la época. Ubicada en el prestigioso distrito de Salamanca, la zona de Goya en Madrid combina elegancia, comodidad y un estilo de vida vibrante. Conocida por su arquitectura clásica, boutiques exclusivas y una amplia oferta cultural, Goya se presenta como una de las ubicaciones más codiciadas de la capital. A pocos pasos, se encuentran varios teatros, cines y galerías de arte. La oferta cultural diversa garantiza entretenimiento para todos los gustos, desde eventos en vivo hasta exposiciones de arte contemporáneo. Goya cuenta con excelentes conexiones de transporte público, facilitando el desplazamiento por la ciudad. Estaciones de metro cercanas y varias líneas de autobús hacen que moverse por Madrid sea rápido y conveniente. Aproximadamente un 30 % de los inmuebles que tenemos en esta zona solo están anunciados en nuestra web por expreso deseo de los propietarios. Para verlos pinche por favor en el enlace adicional ubicado en la parte final del anuncio y encuentra el piso que estás buscando.",False,good,False,True,9923.0,False,False,False,False,[],False,False,1290000.0,€,,,flat,"Goya, Madrid",Piso,,,,,
109161962,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ea/a3/18/1366091530.webp,01226,68,,210000.0,chalet,sale,123.0,,3,2,Villar del Olmo,Madrid,Villar del Olmo,,es,,40.3385055,-3.2368563,False,https://www.idealista.com/inmueble/109161962/,"✨ Casa en Villar del Olmo con terraza y bonitas vistas ✨ Se vende estupenda vivienda de 125 m² construidos distribuida en dos plantas, ubicada en una zona tranquila de Villar del Olmo. La casa cuenta con: Amplio salón muy luminoso. Cocina amueblada, lista para entrar a vivir. Tres dormitorios, ideales para familias o para disponer de espacio extra como despacho o vestidor. Dos baños completos, prácticos y cómodos. Terraza con agradables vistas, perfecta para disfrutar de momentos de relax al aire libre. Una vivienda acogedora, bien distribuida y con todo lo necesario para disfrutar de la tranquilidad de un entorno natural sin renunciar a la comodidad.",False,good,False,,1707.0,False,False,False,False,[],False,False,210000.0,€,,,chalet,Villar del Olmo,Casa independiente,independantHouse,,,,
108074157,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/76/2a/c8/1336480186.webp,,52,,649000.0,chalet,sale,250.0,,3,3,avenida Monteros de Castilla,Madrid,Valdemorillo,Pino Alto - Navarredonda,es,,40.4935775,-4.0354189,False,https://www.idealista.com/inmueble/108074157/,"SAFIRA HOUSE ofrece en exclusiva moderno chalé independiente con aerotermia y jardín privado en Valdemorillo Y recuerda: en SAFIRA no cobramos comisión por el simple hecho de comprar. UNA VIVIENDA QUE MARCA LA DIFERENCIA Diseñado para disfrutar del confort, la amplitud y la luz natural en cada rincón, este chalé de 3 dormitorios te da la bienvenida con un entorno tranquilo y familiar, rodeado de naturaleza y calidad de vida. DISTRIBUCIÓN FUNCIONAL Y MODERNA En la planta principal nos recibe un elegante hall con armario empotrado y aseo de cortesía. Desde ahí, se accede a un amplio salón-comedor con techos altos y grandes ventanales, que llenan de luz cada espacio y lo convierten en el corazón del hogar. La chimenea añade un toque cálido y acogedor, y la cocina americana abierta ofrece diseño moderno y máxima funcionalidad. Además, la planta inferior de la vivienda se encuentra en bruto, ofreciendo múltiples posibilidades para crear nuevas estancias o zonas comunes. Cuenta con una superficie similar a la planta principal y, aunque actualmente se accede desde el salón mediante unas escaleras, lo ideal sería habilitar un acceso más cómodo para aprovechar al máximo su potencial. En la zona de descanso encontrarás tres dormitorios y dos baños completos (uno de ellos en suite). El dormitorio principal cuenta con vestidor y salida directa al jardín, creando un espacio íntimo y cómodo. Además, hay una sala extra ideal como cuarto de juegos, estudio o zona de lectura. PLANTA SUPERIOR CON TERRAZA PANORÁMICA Accesible desde el salón o desde el exterior, esta planta alberga una amplia sala diáfana con acceso directo a una gran terraza pavimentada, perfecta para disfrutar de vistas despejadas y momentos de relax. EXTERIORES Y SERVICIOS QUE ENAMORAN La parcela ofrece piscina privada, zona de barbacoa y amplios espacios exteriores ideales para compartir con familia y amigos. En la planta inferior, la vivienda dispone de un espacio diáfano en bruto que ocupa toda la superficie, listo para adaptar a tus necesidades. DETALLES QUE IMPORTAN •Construido en 2020 con materiales de alta calidad •Calefacción y refrigeración por aerotermia con suelo radiante/refrescante •Carpintería exterior PVC Cortizo Climalit Plus: doble acristalamiento, rotura de puente térmico, aislamiento acústico y seguridad •Suelos de tarima flotante de alta gama Una vivienda única en un entorno natural privilegiado, con diseño moderno y eficiencia energética. Ideal tanto para vivienda habitual como para inversión.",True,good,False,,2596.0,True,False,False,False,[],False,False,649000.0,€,True,True,chalet,"Pino Alto - Navarredonda, Valdemorillo",Casa independiente en avenida Monteros de Castilla,independantHouse,,,,
106852967,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/71/a3/11/1299259568.webp,MOI47.2,33,,1650000.0,chalet,sale,411.0,,5,5,La Moraleja urbanización,Madrid,La Moraleja,La Moraleja urbanización,es,,40.5091788,-3.6128374,False,https://www.idealista.com/inmueble/106852967/,"MO Inmobiliaria presenta este estupendo Chalet adosado de 400m2 y jardín privado, situado dentro de una urbanización con seguridad 24h, piscina, zonas comunes y gimnasio. La vivienda goza de un estado de conservación impecable por lo que se encuentra lista para entrar a vivir, y disfruta de una cómoda distribución: En la planta principal, se encuentra el hall de entrada, salón con comedor independiente y cocina totalmente equipada con office, además de un despacho o dormitorio de invitados, y un baño. Todas estas estancias de esta planta disponen de salida al jardín a través de grandes ventanales que proporcionan una increíble luz natural, con orientación sur. La planta superior es la principal zona de descanso con tres estupendos dormitorios con baño en suite, además el dormitorio principal cuenta con un increíble vestidor y un baño con moderna bañera de diseño y ducha, con acceso directo a una agradable terraza privada. La planta sótano cuenta con una zona de servicio completa con dormitorio y baño, zona de lavandería y almacenaje, y un salón polivalente, disfruta además de techos altos y mucha luz natural. Dispone de un garaje privado para tres vehículos y trastero, con aerotermia y suelo radiante dispone de calefacción y aire acondicionado por conductos. Rodeada por amplias zonas verdes, La Moraleja cuenta con la mayor oferta de colegios privados e internacionales del país, junto con una magnífica oferta gastronómica y de ocio, entre los que destacan clubes de tenis y campos de golf. Además de centros médicos y comerciales. La seguridad en la zona es su prioridad, por ello cuenta con sistemas de vigilancia 24h, con una amplia instalación de cámaras, garantizando así un alto nivel de seguridad. Rodeada por amplias zonas verdes, La Moraleja cuenta con la mayor oferta de colegios privados e internacionales del país, junto con una magnífica oferta gastronómica y de ocio, entre los que destacan clubes de tenis y campos de golf. Además de centros médicos y comerciales. La seguridad en la zona es su prioridad, por ello cuenta con sistemas de vigilancia 24h, con una amplia instalación de cámaras, garantizando así un alto nivel de seguridad. Muchas de nuestras propiedades no aparecen en Idealista por expreso deseo de los propietarios por lo que puede consultar nuestra página web para ver todas las viviendas disponibles.",False,good,False,,4015.0,True,False,False,False,[],False,False,1650000.0,€,True,True,chalet,"La Moraleja urbanización, La Moraleja",Chalet adosado,terracedHouse,,,,
109110957,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f1/40/cd/1364661698.webp,GP88,5,2,1490000.0,flat,sale,135.0,True,3,2,calle del General Pardiñas,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4231188,-3.6797356,False,https://www.idealista.com/inmueble/109110957/,"Belton Real Estate presenta magnífica vivienda reformada situada en una finca de principios de siglo de 135 metros cuadrados, es una segunda planta exterior con tres huecos a la calle. Muy cercano al Parque del Retiro. El piso dispone de tres habitaciones, dos de ella en suite y un baño que la da servicio al tercer dormitorio. Dispone de plaza de garaje en edificio contiguo en alquiler o venta. El edificio cuenta con ascensor y buenas zonas comunes. Se ubica en Salamanca - Goya, una zona prestigiosa, con amplia variedad cultural, de ocio y servicios. En cuánto a medios de transporte, también tiene excelentes conexiones. Aproximadamente un 30 % de los inmuebles que tenemos en esta zona solo están anunciados en nuestra web por expreso deseo de los propietarios. Para verlos pinche por favor en el enlace adicional ubicado en la parte final del anuncio y encuentra el piso que estás buscando.",False,good,False,True,11037.0,False,False,False,False,[],False,False,1490000.0,€,,,flat,"Goya, Madrid",Piso en calle del General Pardiñas,,,,,
108537249,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d1/ac/00/1347827061.webp,FRRE-00413,19,2,93500.0,flat,sale,56.0,True,2,1,CL TEJEDORES,Madrid,Madrid,San Blas,es,Amposta,40.4298649,-3.6179821,False,https://www.idealista.com/inmueble/108537249/,"Oportunidad inmueble sin posesión, no se puede visitar. Propio para inversores o vecinos que conozcan el inmueble. Disponemos de una amplia cartera de inmuebles sin posesión en madrid y en toda españa. Propio, pequeño y gran inversor. Madrid es un municipio y una ciudad de españa. La localidad, con categoría histórica de villa, es la capital del estado y de la comunidad de madrid. En su término municipal, el más poblado de españa, su población es de 3 416 771 habitantes (ine 2024), constituyéndose como la segunda ciudad más poblada de la unión europea, así como su área metropolitana, con 6 779 888 habitantes empadronados.",False,renew,False,False,1670.0,False,False,False,False,[],False,False,93500.0,€,,,flat,"Amposta, Madrid",Piso en CL Tejedores,,,,,
109102187,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2e/cc/7f/1364400086.webp,,7,bj,320000.0,flat,sale,90.0,True,3,1,"calle de la Barca, 5",Madrid,Madrid,Vicálvaro,es,Los Berrocales,40.3996914,-3.5941701,True,https://www.idealista.com/inmueble/109102187/,"Piso con piscina comunitaria a la venta en el barrio de Vicálvaro, Madrid. La vivienda está distribuida en salón-comedor, tres dormitorios, cocina, cuarto de baño, terraza y vestíbulo. Además, se encuentra en una urbanización con piscina comunitaria. Cuenta con suelos de parquet, ventanas de aluminio, puertas de paso interiores de madera de sapelly, armarios empotrados.. . Precisa reforma integral para entrar a vivir, pero ofrece muchas posibilidades.",False,renew,False,False,3556.0,False,False,False,False,[],False,False,320000.0,€,True,True,flat,"Los Berrocales, Madrid","Piso en calle de la Barca, 5",,,,,
108302369,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a2/95/f7/1356218816.webp,79688,32,4,3735000.0,flat,sale,253.0,True,4,5,Barrio Recoletos,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4272165,-3.6809665,False,https://www.idealista.com/inmueble/108302369/,"Álvora Capital Properties presenta esta magnífica propiedad, totalmente reformada de lujo, en pleno Recoletos. La propiedad consta de 253m2 construidos, ubicada en la 4ª planta exterior. Disfruta de una interesante distribución, de amplia zona de recibo de gran salón comedor con cocina integrada, (posibilidad de independizarla), tipo isla, que se entrega totalmente amueblada y equipada con todos los electrodomésticos de primeras marcas, zona de lavandería, aseo de cortesía y 4 dormitorios amplios en suite. El principal con vestidor y terraza privada. Una vivienda en el corazón del Barrio de Salamanca.",False,good,False,False,14763.0,False,False,False,False,[],False,False,3735000.0,€,True,False,flat,"Recoletos, Madrid",Piso,,,,,
107691856,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c6/74/15/1319941531.webp,LEG -62901111,44,,1495000.0,chalet,sale,973.0,,9,9,Barrio El Peñalar - Arroyo de Trofas - Montealegre,Madrid,Torrelodones,Los Peñascales,es,El Peñalar - Arroyo de Trofas - Montealegre,40.578565,-3.9106066,False,https://www.idealista.com/inmueble/107691856/,"¡OPORTUNIDAD DE COMPRAR UNA VIVIENDA PAGANDO ÚNICAMENTE LA ENTRADA! Esta exclusiva propiedad dividida en dos plantas con accesos independientes, permite el alquiler de una de las plantas que pague la hipoteca mientras se disfruta viviendo en la otra con total independencia.  Ubicada en Torrelodones, la parcela cuenta con 2.914 m² y la vivienda dispone de una superficie construida de 973 m² en dos plantas. Nos encontramos con una vivienda que aprovecha la pendiente de la parcela para que las dos plantas tengan acceso directo desde el jardín, además de dos accesos independientes desde la calle. Tiene orientación sureste para recibir abundante luminosidad en toda la casa y disfrutar las increíbles vistas de Madrid que ofrece esta propiedad. La propiedad está dividida en tres partes independientes, cada una con su parcela, entrada y cocina independientes, ofreciendo la posibilidad de unirlos y que funcionen como una única vivienda (ya se contempló donde poner las escaleras) o mantenerlas separadas. Actualmente las dos viviendas de la planta baja están alquiladas, aunque con opción a que queden liberadas si el comprador lo desea.  Vivienda A: se trata de la vivienda principal, a la cual accedemos por medio de amplio hall de entrada al impresionante salón comedor con grandes ventanales que inundan de luz natural todo el espacio y salida a terraza con vistas a Madrid. Cocina completamente equipada y amueblada con zona office y bien comunicada con el comedor, facilitando el servicio durante las reuniones. Encontramos salón secundario / despacho con salida a terraza con cerramiento acristalado y terraza exterior con vistas panorámicas. En la zona de descanso, la propiedad ofrece 4 grandes habitaciones, siendo la más pequeña de 16 m², todas ellas con baño en suite y armarios empotrados. Además, cuenta con lavandería con ventana para la ventilación e iluminación. Vivienda B: accedemos por medio de hall de entrada a luminoso y elegante salón con chimenea, dos zonas de comedor y salida a acogedora terraza para poder disfrutar de momentos de relajación y comidas al aire libre. Cocina completamente equipada con espacio de lavandería, despensa y salida a jardín. Cuenta con una amplísima habitación principal de 25 m² con baño en suite y dos dormitorios dobles que comparten baño. Todas las estancias tienen armarios empotrados, carpintería interior lacada y suelos de madera. Dispone de 780 m² de parcela independiente con garaje para dos coches. Vivienda C: accedemos por el espacioso y funcional salón comedor abierto con cocina estilo americano y aire acondicionado. Dispone de dos dormitorios de grandes dimensiones y bien iluminados, uno de ellos con baño en suite, vestidor y espacio para sofás, además, cuenta con otro baño completo y un vestidor independiente. A esta vivienda le corresponde una parcela ajardinada de aproximadamente 500 m². Además, la propiedad cuenta con un gran trastero, sala de máquinas y dos porches independientes, uno para 4 coches y otro para 2 coches. La zona se caracteriza por su ambiente residencial de alto nivel, con baja densidad de viviendas y una ubicación estratégica cerca del centro de Torrelodones. La urbanización permite disfrutar de un estilo de vida rodeado de tranquilidad y naturaleza, pero con fácil acceso a gran variedad de servicios, comercios, colegios internacionales, restauración y muy buena comunicación con la A6.  Gracias a las empresas del GRUPO LEGEND, aportamos Asesoramiento Fiscal, Financiero y un Arquitecto a su disposición para cualquier consulta, cambios de distribución, presupuestos de reforma, asesoramiento de obra o servicio que necesite. Todo incluido sin coste adicional a nuestros clientes. NO COBRAMOS HONORARIOS AL COMPRADOR. ** La información que se detalla en este anuncio, se muestra a título informativo y no es contractual ni vinculante **.",True,good,False,,1536.0,True,False,False,False,[],False,False,1495000.0,€,True,True,chalet,"El Peñalar - Arroyo de Trofas - Montealegre, Torrelodones",Casa independiente,independantHouse,,,,
