propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished
108960028,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/83/99/c6/1360154809.webp,XBMAD0083,56,1,1057000.0,flat,sale,165.0,True,4,2,avenida del Talgo,Madrid,Madrid,Moncloa,es,Aravaca,40.4486147,-3.7844079,False,https://www.idealista.com/inmueble/108960028/,"Luz, espacio y calidad de vida en Aravaca Vivienda exterior de 165 m² en la codiciada Avenida del Talgo, una de las zonas más exclusivas de Aravaca. Piso amplio, muy luminoso y con una distribución cómoda y funcional. Dispone de cuatro dormitorios con armarios empotrados, dos baños completos (uno en suite), amplio salón-comedor, cocina independiente con zona de office y tendedero cubierto. Vivienda bien conservada, lista para entrar a vivir. Ubicada en una urbanización privada construida en 1999 que ofrece todo lo necesario para el disfrute y el confort: piscina, pistas de pádel, gimnasio, sauna, sala de bicicletas, vigilancia 24 horas y una plaza de garaje incluida en el precio. La localización es inmejorable, con todos los servicios a mano: colegios, supermercados, zonas verdes, centros de salud y oferta de ocio. A solo unos minutos andando de la estación de Renfe Aravaca (líneas C7 y C10) y con fácil acceso a la A-6, M-40 y M-503. También cuenta con conexión por varias líneas de autobús que enlazan rápidamente con Moncloa y otras zonas clave. Una oportunidad única para vivir en una zona residencial tranquila, bien conectada y con todas las comodidades.",False,good,False,True,6406.0,True,False,False,False,[],False,False,1057000.0,€,flat,,"Aravaca, Madrid",Piso en avenida del Talgo,True,True,,,,
109188509,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9b/bd/04/1366902431.webp,,40,1,319000.0,duplex,sale,102.0,True,2,2,calle de Luis Rodríguez Ontiveros,Madrid,Alcobendas,Ensanche,es,,40.5503346,-3.6392312,False,https://www.idealista.com/inmueble/109188509/,"EN KONTE INMOBILIARIA te presentamos este luminoso Dúplex en Alcobendas La vivienda dispone de 102 m² construidos y 70 m² útiles, distribuidos en dos dormitorios con armarios empotrados, dos baños, un luminoso salón-comedor, cocina y una estupenda terraza muy cómoda. El piso se encuentra en buen estado y la cocina está actualmente decorada con una visión de reforma, lo que permite al futuro propietario personalizarla a su gusto y estilo. Al ser completamente exterior, todas las estancias disfrutan de una magnífica luminosidad natural durante todo el día. En cuanto a la comunicación, se encuentra a pocos metros de la estación de metro Manuel de Falla (L10), así como de las paradas de autobuses Nº 828, Nº 158 y Nº 151. También cuenta con fácil acceso a la M40 y a la carretera de Fuencarral. La zona está rodeada de todos los servicios necesarios: supermercados, centros de salud, farmacias, colegios, parques, centros comerciales, bares y restaurantes, ofreciendo comodidad y calidad de vida.",False,good,False,False,3127.0,False,False,False,False,[],False,False,319000.0,€,flat,duplex,"Ensanche, Alcobendas",Dúplex en calle de Luis Rodríguez Ontiveros,,,,,,
108343026,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a7/d5/40/1341292293.webp,,47,7,970000.0,flat,sale,90.0,False,2,2,"calle del Conde de Peñalver, 30",Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4281065,-3.6749139,True,https://www.idealista.com/inmueble/108343026/,"Flipping Mad presenta esta joya recién reformada en el codiciado Barrio de Salamanca. Ubicada en plena calle Conde de Peñalver, una de las más exclusivas y vibrantes de Madrid, esta vivienda de 90 m² combina a la perfección estilo contemporáneo, funcionalidad y una ubicación inmejorable. Reformada íntegramente con materiales de alta gama, dispone de dos amplios dormitorios y dos baños completos, uno de ellos en suite en la habitación principal, lo que garantiza máxima comodidad, privacidad y sofisticación. La distribución ha sido diseñada para aprovechar al máximo cada metro, creando un ambiente luminoso, acogedor y fluido. Techos altos, acabados neutros y detalles modernos convierten cada rincón en un espacio con personalidad. El edificio cuenta con ascensor y portero físico, añadiendo un extra de confort y seguridad. Perfecta tanto como residencia habitual como para inversión de alta rentabilidad, gracias a su ubicación premium y características de lujo. Vive o invierte en el corazón del Barrio de Salamanca, rodeado de boutiques exclusivas, restaurantes de primer nivel y una excelente conexión con toda la ciudad.",True,good,False,True,10778.0,True,False,False,False,[],False,False,970000.0,€,flat,,"Goya, Madrid","Piso en calle del Conde de Peñalver, 30",,,,,,
108883137,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3c/11/8d/1357860286.webp,CALAHORRA,26,1,230000.0,flat,sale,78.0,True,3,1,calle de Calahorra,Madrid,Madrid,Vicálvaro,es,Ambroz,40.4065909,-3.613655,False,https://www.idealista.com/inmueble/108883137/,"MUNDHOGAR CONSULTING! ofrece esta única y exclusiva vivienda en una de las zonas mejor ubicadas de todo Vicálvaro.  Oportunidad única tanto para inversores como para primera vivienda. ¿Buscas tu nuevo hogar o una inversión rentable? Este es tú inmueble. Esta fantástica vivienda cuenta con gran accesibilidad al transporte público teniendo la línea de metro y autobús a escasos minutos de la vivienda. Multitud de comercios en los aledaños y muy buena comunicación con la m40 y E-5. Situada a escasos minutos de zonas verdes, parques infantiles y amplia multitud de comercios.  Características del piso: - Superficie: Espacioso, cuenta con 78m2 construidos y 72m2 útiles bien distribuidos. - Luminosidad: La orientación del inmueble lo dota de una gran luminosidad durante todo el día. - Comodidades: Servicios básicos próximos a la vivienda y cuenta con rápido acceso al centro de la ciudad de Madrid gracias a la cercanía tanto de metro como de autobús. La vivienda consta de tres amplias habitaciones, un baño en buen estado, amplio salón y cocina totalmente equipada. Las tres habitaciones son bastante espaciosas y luminosas. La parte de las habitaciones cuenta con orientación suroeste y la de la cocina y el amplio salón con orientación noreste. Este piso no solo es perfecto como residencia habitual para disfrutar de la tranquilidad y la comodidad, sino que también es una excelente oportunidad de inversión, dada su ubicación privilegiada y la alta demanda de propiedades en la zona. Si buscas un hogar tranquilo y con los servicios básicos muy próximos a tu vivienda, es tu oportunidad. ¡No dudes en contactarnos, FINANCIAMOS HASTA EL 100%! Mundhogar Consulting Tu lugar en el mundo.",False,good,False,False,2949.0,True,False,False,False,[],False,False,230000.0,€,flat,,"Ambroz, Madrid",Piso en calle de Calahorra,,,,,,
109111053,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a9/b0/0b/1364670613.webp,,24,,1630000.0,chalet,sale,353.0,,4,5,CL PLAYA ALTEA,Madrid,Boadilla del Monte,Bonanza,es,,40.4447687,-3.8929756,False,https://www.idealista.com/inmueble/109111053/,"¡Descubre el hogar de tus sueños en Bonanza, Boadilla del Monte! Este impresionante chalet pareado, situado en una parcela de aproximadamente 800 m², ofrece un sinfín de posibilidades para disfrutar de la vida en familia. Con una construcción de 353 m², cada rincón ha sido diseñado para el confort y la elegancia. En la planta baja, un amplio salón comedor se abre al jardín trasero, creando un espacio perfecto para reuniones. La cocina de diseño, equipada con materiales de alta calidad, cuenta con acceso al porche y al jardín delantero, ideal para disfrutar del aire libre. En la primera planta, el dormitorio principal se convierte en un auténtico refugio, con vestidor y baño en suite. Además, hay dos dormitorios dobles secundarios que también cuentan con vestidor y baño en suite, garantizando privacidad y comodidad para todos. Un dormitorio individual ofrece flexibilidad para adaptarse a tus necesidades. Pero eso no es todo: el acceso a un apartamento individual completo desde el jardín exterior, que incluye baño y cocina, añade un valor excepcional a la propiedad. El jardín delantero está meticulosamente cuidado y cuenta con una piscina en la zona exterior, perfecta para los días soleados. También dispone de una zona de aparcamiento para vehículos, asegurando que siempre haya espacio para tus visitas. Esta casa, construida en 2006 y en excelente estado, cuenta con calefacción y aire acondicionado lo que garantiza un confort óptimo durante todo el año. No dejes pasar la oportunidad de vivir en este maravilloso chalet que combina estilo, funcionalidad y ubicación privilegiada. ¡Ven a visitarlo y enamórate!",True,good,False,,4618.0,True,False,True,False,[],False,False,1630000.0,€,chalet,semidetachedHouse,"Bonanza, Boadilla del Monte",Chalet pareado en CL Playa Altea,True,True,,,,
107684442,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f5/96/68/1319724971.webp,0015-07302,77,,1800000.0,chalet,sale,542.0,,7,5,calle Tejera,Madrid,Galapagar,Casa Amarilla,es,,40.5744948,-3.9575801,False,https://www.idealista.com/inmueble/107684442/,"Exclusiva propiedad en Torrelodones, en plena naturaleza con vistas protegidas Descubre esta increíble oportunidad en el Parque Regional del Curso Medio del Río Guadarrama, un enclave natural de gran valor ecológico donde la tranquilidad y la privacidad están garantizadas. Este paraje único, rodeado de encinas, pinos y fauna autóctona, ofrece un refugio perfecto para los amantes de la naturaleza, sin renunciar a la cercanía de Madrid. Se venden cuatro fincas independientes, todas colindantes entre sí, que suman un total de 101.488 m² de terreno. Distribución de las fincas: � Parcela 1 (urbana): Cuenta con una vivienda unifamiliar aislada de 542 m² y una piscina exterior privada. � Parcela 2 (rústica): Superficie de 38.640 m², ideal para múltiples usos. � Parcela 3 (rústica): Superficie de 57.506 m², con amplios espacios naturales. �️ Parcela 4 (urbana): 4.966 m², con posibilidad de edificar. Características de la vivienda principal:  Planta baja: Luminoso salón con grandes ventanales y acceso a un porche con vistas panorámicas. Además, cuenta con 5 dormitorios, 3 baños, cocina independiente y un patio interior acristalado que aporta luz natural.  Primera planta: 2 dormitorios, despacho con terraza, baño completo y un gran trastero.  Planta sótano: Garaje de más de 63 m², bodega y taller. Exteriores y entorno: � Vistas espectaculares al parque natural Regional del Curso Medio del Río Guadarrama. � Piscina exterior privada. � Terreno con múltiples posibilidades gracias a la combinación de fincas urbanas, rústicas y urbanizables. Las parcelas rústicas, no se puede urbanizar, ya que es suelo protegido por la Cuenca del rio Guadarrama. Ubicación y potencial: Situada en un enclave privilegiado dentro de Torrelodones y Galapagar, esta propiedad es perfecta para quienes buscan un estilo de vida en armonía con la naturaleza o una oportunidad de inversión con múltiples opciones de desarrollo. Si bien la vivienda necesita actualización, su potencial es ilimitado. � ¡No dejes escapar esta oportunidad única! Contáctanos para más información o para concertar una visita.",True,renew,False,,3321.0,True,False,False,False,[],False,False,1800000.0,€,chalet,independantHouse,"Casa Amarilla, Galapagar",Casa independiente en calle Tejera,True,True,,,,
109163214,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/17/58/a6/1366128613.webp,,64,,520000.0,chalet,sale,250.0,,4,3,"avenida de el Escorial, 50",Madrid,Valdemorillo,Cerro Alarcón,es,,40.4624797,-4.0718969,True,https://www.idealista.com/inmueble/109163214/,"¡Oportunidad Única en Valdemorillo! Chalet en venta con vistas impresionantes y entorno privilegiado Precio de venta: 520.000€ Dirección: Avenida del Escorial, 50 Valdemorillo, Madrid Características del Chalet: Año de construcción: 2002 Metros de parcela: 1.475 m² Metros construidos: 250 m² Dormitorios: 4 amplios dormitorios Baños: 3 baños completos IBI: 720€ anuales (con un 30% de descuento por placas solares) Calefacción: Gas natural Aire acondicionado Certificado de eficiencia energética: En trámite Lo que hace único a este chalet: Vistas espectaculares que te permitirán disfrutar de la naturaleza y tranquilidad de la zona. Entorno privilegiado en una de las mejores ubicaciones de Valdemorillo, ideal para vivir o descansar en un ambiente rural pero bien conectado. Eficiencia energética gracias a las placas solares instaladas, lo que no solo te permite ahorrar en tu factura de energía, sino también cuidar el medio ambiente. ¡No pierdas la oportunidad de vivir en un lugar único y disfrutar de una casa con todo lo que necesitas para tu comodidad y bienestar! Para más información o concertar una visita, contacta con nosotros. ¡Te esperamos!",False,good,False,,2080.0,False,False,False,False,[],False,False,520000.0,€,chalet,independantHouse,"Cerro Alarcón, Valdemorillo","Casa independiente en avenida de el Escorial, 50",True,True,,,,
109125955,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ae/c5/b1/1365100743.webp,33_23,37,,270000.0,chalet,sale,570.0,,8,3,calle de Jerónimo Mortal,Madrid,Colmenar de Oreja,,es,,40.1054452,-3.3866827,False,https://www.idealista.com/inmueble/109125955/,"Puede que al principio pienses: “madre mía, esta casa me queda enorme”. Y no te voy a engañar, grande es un rato: hablamos de 570 metros cuadrados construidos que dan para perderse dentro sin salir del pueblo. Lo cierto es que aquí no vas a tener problemas de espacio nunca. Son 8 habitaciones, repartidas para que cada miembro de la familia tenga su propio rincón, además de 2 baños completos y un aseo que evitan colas y discusiones. El salón es independiente y amplio, perfecto para reuniones familiares o simplemente para disfrutar de tu propio espacio sin sentirte encajonado. La cocina, también independiente, es de esas que te invitan a cocinar con calma y sin prisas. Por si fuera poco, la casa cuenta con garaje, para que olvides lo de dar vueltas buscando sitio, y con un patio que se convierte en el desahogo perfecto: ya sea para comer al aire libre, montar una zona de juegos o simplemente relajarte al sol. La gran ventaja es que tienes margen para actualizarla a tu gusto. No te tienes que conformar con decisiones de otros ni con estilos que no van contigo. Aquí puedes crear tu propio hogar a medida, desde una gran vivienda familiar hasta un proyecto con más de una posibilidad de uso. Con este espacio, soñar es gratis. Y todo ello en Colmenar de Oreja, un pueblo con historia, encanto y tradición, donde todavía se vive con la tranquilidad de antes pero con todos los servicios cerca: colegios, tiendas, supermercados, restaurantes y muy buena comunicación con el resto de la zona. En resumen: una casa enorme, con garaje, patio y posibilidades infinitas, esperando a alguien que sepa ver todo lo que puede llegar a ser. ¿Eres tú? ¿Qué comunicaciones y servicios hay cerca de la casa? La vivienda se encuentra en Colmenar de Oreja, un municipio con excelente comunicación y todos los servicios necesarios a mano. Está a pocos minutos de la A-3 y de la M-404, lo que garantiza un acceso cómodo tanto a Madrid como a otras localidades cercanas de la Comunidad. Además, cuenta con varias líneas de autobús interurbano que conectan directamente con la capital y con los pueblos de alrededor, facilitando la movilidad diaria. En cuanto a servicios, Colmenar de Oreja ofrece una amplia variedad: supermercados, farmacias, colegios, escuelas infantiles, instituto, centro de salud y numerosos comercios de proximidad. También dispone de instalaciones deportivas, zonas verdes y una gran oferta de bares y restaurantes donde disfrutar de la gastronomía local. A todo ello se suma el atractivo cultural de un municipio histórico, con plazas, museos y eventos tradicionales que hacen de Colmenar de Oreja un lugar único para vivir. ¿Te preocupa la hipoteca? Es cierto que el año pasado se pusieron las cosas más complicadas para la compra de la vivienda, pero este año las entidades bancarias están levantando más la mano en la concesión de hipotecas, concediendo mejores tipos de interés. ¿Necesitas financiación? Te podemos ayudar. Tenemos un equipo financiero que se dedica única y exclusivamente a realizar los números necesarios para ver la viabilidad del préstamo. Si deseáis venir a verlo llámanos ahora, estaremos encantados de resolver cualquier duda que tengáis.",True,renew,False,,474.0,True,False,False,False,[],False,False,270000.0,€,chalet,terracedHouse,Colmenar de Oreja,Chalet adosado en calle de Jerónimo Mortal,True,True,,,,
39673663,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0d/54/fc/264327507.webp,1417,8,1,2300000.0,flat,sale,215.0,True,3,3,calle de Serrano,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4343349,-3.6842865,False,https://www.idealista.com/inmueble/39673663/,"Reforma a tu gusto esta vivienda de 220 m2 construidos. Ubica en una primera planta exterior, techos altos y varios ambientes de gran amplitud. Espectacular oportunidad para estar ubicado en pleno Barrio de Salamanca junto a la embajada americana. Edificio representativo de ladrillo visto, con un bonito portal de entrada y unas elegantes zonas comunes de madera con la amplia escalera. Dispone además de portero. Fortuny Madrid Real Estate es una empresa joven y emprendedora, formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes.",False,renew,False,True,10698.0,False,False,False,False,[],False,False,2300000.0,€,flat,,"Castellana, Madrid",Piso en calle de Serrano,,,,,,
98014504,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1b/a3/d0/1306530719.webp,LaFondaNB,41,,899900.0,chalet,sale,1198.0,,30,4,"travesía José de Churriguera, 4",Madrid,Nuevo Baztan,,es,,40.3640549,-3.2431107,True,https://www.idealista.com/inmueble/98014504/,"Convierta un edificio histórico en un destino único: 1100 m² de patrimonio en el casco histórico, con 8.000 m² de jardines para crear un hotel boutique con huerta, restaurante y zonas para eventos exclusivos. La gestión de bodas y eventos en Nuevo Baztán, con el Palacio y sus jardines como epicentro, representa una oportunidad altamente rentable. Su diferenciador radica en ofrecer un entorno exclusivo con valor histórico y cultural, combinado con servicios de alta gama y experiencias personalizadas de alto valor añadido.  Ofrecemos anexo un estudio de viabilidad de una iniciativa integral que incluye: 1.Hotel Boutique: Enfocado en turismo de lujo, sostenibilidad y experiencias personalizadas. 2.Restaurante Gourmet con Huerta Propia: Cocina de proximidad basada en productos locales, como vinos y aceites de la región. 3.Gestión de Bodas: Eventos exclusivos con el Palacio de Goyeneche y sus jardines como telón de fondo. 4.Gestión de Eventos Corporativos y Sociales: Celebraciones temáticas y servicios de lujo. ¡Un proyecto que combina tradición y lujo en un entorno privilegiado! Contacte para más detalles y visitas.en uno de los pueblos más emblemáticos de comunidad Madrid - NUEVO BAZTÁN, y en la lista de los pueblos más bonitos de España a tan solo 40 minutos del aeropuerto o de MAdrid Se trata de una gran casona con un patio interior que nos transporta al siglo XIX cuando el palacio de Goyeneche se erigió en la comarca.  El edificio incuba una multitud de posibilidades por las dimensiones y característica del mismo. Se podría dividir en las dos plantas o en dos alas o incluso un cuatro espacios bien diferenciados, distribuyéndose en vivienda habitual y negocio turístico u hostelero. Frente a la casa, incluido en el precio, más de 8500 m2 de jardín, que completará el uso del negocio hostelero, o el gozo privado si fuera vivienda, pero además estaría la posibilidad de hacerse con otros 25.000 m2 de terreno más, que complementaria con múltiples posibilidades de actividades para la casa (ganaderas, equinas, celebraciones, estratégicas, deportivas, vuelo de drones, reportajes... ) Dando un carácter exclusivo a la gestión de esta finca a tan solo 40 minutos de Madrid y 40 de Guadalajara. Ofrecemos también la posibilidad de crear empresa conjunta para la puesta a punto y exploración del negocio. La distribución actual es la que correspondía en su día para la fonda y las habitaciones del servicio y de los dueños de la casa. 4 salones 3 cocinas (2 con chimeneas construidas grandes) 35 habitaciones (dormitorios/ habitáculos) posibilidad de ampliar varias, juntar, separar... 4 baños. [IW]. Se podría estudiar la probabilidad que los dueños participen como socios de la empresa, con parte de la vivienda.",True,good,False,,751.0,True,False,False,False,[],False,False,899900.0,€,chalet,independantHouse,Nuevo Baztan,"Casa independiente en travesía José de Churriguera, 4",True,True,,,,
108825198,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a6/bc/65/1356221323.webp,M42,27,2,995000.0,flat,sale,132.0,True,5,1,"CL MORATIN, 42",Madrid,Madrid,Centro,es,Huertas-Cortes,40.4124929,-3.6949865,True,https://www.idealista.com/inmueble/108825198/,"Amplio piso de 5 habitaciones en Calle Moratín, 42 para reformar – Barrio de Las Letras (Madrid) Se vende espacioso piso en una de las zonas más céntricas y con más encanto de Madrid, en Calle Moratín, 42, pleno Barrio de Las Letras. La vivienda dispone de 5 habitaciones, salón, cocina independiente y baño completo. La propiedad destaca por su gran luminosidad, techos altos y amplias estancias. Ideal tanto para familias numerosas, como para inversores que busquen rentabilidad mediante alquiler por habitaciones o uso turístico (consultar normativa vigente). Ubicado a pocos minutos a pie del Paseo del Prado, Museo del Reina Sofía y estación de Atocha. Zona con todos los servicios y excelente comunicación mediante metro, autobús y tren. Gran oportunidad en una de las localizaciones más demandadas de Madrid centro. � Transporte público Metro •Estaciones cercanas (a 4–6 min andando): •Antón Martín (Línea 1). •Sevilla (Línea 2). •Estación del Arte (Línea 1). Autobús (EMT) Paradas a menos de 3 min: •Museo del Prado–Jardín Botánico (1 min a pie). •Antón Martín, Plaza Matute, Prado–Atocha (3–5 min). Líneas que pasan: 001, 10, 14, 17, 26, 27, 32, 34, 37, 45, C03, E1. Cercanías (tren) Estación más próxima: Atocha (10 min a pie), servida por C1, C2, C3, C4, C4a, C4b, C5, C7, C10. Horario destacado •Metro (L1) empieza sobre las 6:05 h, finaliza cerca de 1:59h. •Autobuses nocturnos (líneas N11 primera, N9 última): entre las 3:00 y 3:29h. ⸻ � Transporte privado Coche (taxi/vehículo propio) •Aproximadamente 18 km desde el aeropuerto (MAD), con tiempo de trayecto estimado en 22 min en coche. •Taxi aeropuerto → Moratín 42: unos 22 min. Aparcamientos públicos. Algunas opciones en los alrededores: •Aparcamiento público Plaza Mayor. •Aparcamiento Atocha 70. •Low‑Cost Parking Madrid. Para residentes sin garaje, el acceso al área puede necesitar tarjeta de residente/Zona SER.",False,renew,False,False,7538.0,True,False,False,False,[],False,False,995000.0,€,flat,,"Huertas-Cortes, Madrid","Piso en CL Moratin, 42",,,,,,
108382010,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a8/12/71/1342443849.webp,,17,2,725000.0,flat,sale,136.0,True,3,2,avenida de Valladolid,Madrid,Madrid,Moncloa,es,Casa de Campo,40.4323572,-3.7337835,False,https://www.idealista.com/inmueble/108382010/,"**Piso en Venta en Avenida Valladolid - Oportunidad Única** Descubre esta espectacular vivienda de 136 m², situada en la privilegiada Avenida Valladolid, frente al hermoso Parque del Oeste. Este luminoso piso cuenta con 3 amplios dormitorios y 2 baños, ideal para familias que buscan comodidad y espacio. La propiedad, que ofrece la oportunidad de ser rehabilitada a tu gusto, se encuentra en un edificio residencial con zonas ajardinadas y servicio de portería. Imagina disfrutar de una terraza con vistas despejadas al parque, perfecta para relajarte después de un largo día. La ubicación es inmejorable, frente al Parque de la Bombilla y a un paso de la Casa de Campo, lo que te permitirá disfrutar de la naturaleza sin salir de la ciudad. Además, tendrás salida directa a las principales vías de comunicación como la A-6 y M-30, facilitando tus desplazamientos. La vivienda, construida en 1966, es apta para personas con movilidad reducida y cuenta con ascensor. Aunque necesita reformas, su potencial es enorme. No dejes pasar esta oportunidad de crear el hogar de tus sueños en un entorno inigualable. ¡Contáctanos para más información y ven a visitarlo!",False,renew,False,True,5331.0,True,False,False,False,[],False,False,725000.0,€,flat,,"Casa de Campo, Madrid",Piso en avenida de Valladolid,,,,,,
109011213,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dc/f9/04/1361637149.webp,AM250557,43,,499000.0,chalet,sale,300.0,,5,4,calle del Castillo,Madrid,Torrejón de Ardoz,Suroeste,es,,40.4344643,-3.4721636,False,https://www.idealista.com/inmueble/109011213/,"ÁGORA GESTORES INMOBILIARIOS pone en venta magnífico chalet adosado ubicado en el Barrio Castillo (Torrejón de Ardoz). Con una superficie de 300m2 construidos, se distribuye en tres plantas, tiene 5 habitaciones, 4 baños, salón, cocina, garaje, jardín, cuarto de lavado junto con el trastero/sótano y buhardilla. También tiene ascensor en la propia casa.  Las habitaciones son luminosas y amplias, todas ellas con armarios empotrados, y una de ellas tiene un baño integrado tipo suitte. En el sótano hay una zona de gimnasio ideal para hacer deporte sin salir de casa. La cocina amplia, está completamente amueblada. En cuanto a la zona, se encuentra en un barrio de Torrejón muy consolidado, que te ofrece una amplia gama de servicios y comodidades, todo tipo de negocios y comercios, centro educativos, el hospital universitario, centro de salud, supermercados, tiendas de barrio.. . etc. Al igual que acceso a paradas de autobuses y la estación de Renfe de Soto del Henares, conexión con numerosas carreteras incluida la A-2.  No pierda esta excelente oportunidad para vivir en un entorno ideal para disfrutar de la vida en familia con todos los servicios y magníficas comunicaciones. Ponemos a tu disposición nuestro departamento de hipotecas totalmente gratuito para buscarte las mejores condiciones del mercado. Llámanos sin compromiso y programaremos una visita. VENDE Y COMPRA SEGURO CON AGORA GESTORES INMOBILIARIOS AGORA GESTORES INMOBILIARIOS CREANDO HOGARES TU ÉXITO NUESTRA META Encuentra más en.",False,good,False,,1663.0,False,False,False,False,[],False,False,499000.0,€,chalet,terracedHouse,"Suroeste, Torrejón de Ardoz",Chalet adosado en calle del Castillo,True,True,,,,
108472033,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c3/28/3e/1345930157.webp,BFA13,10,5,839000.0,flat,sale,66.0,False,2,2,Barrio Lista,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4283515,-3.6728959,False,https://www.idealista.com/inmueble/108472033/,"Belton Real Estate ofrece vivienda en una quinta planta que recibe abundante luz natural. Cuenta con 66 metros cuadrados de superficie. El inmueble reformado con acabados de alta calidad y amueblado, se distribuye en dos amplias habitaciones, dos baños, cocina - salón - comedor. El edificio dispone de ascensor. Su ubicación en Salamanca - Lista, ofrece un ambiente agradable y tranquilo, con una amplia oferta comercial, gastronómica y cultural, con proximidad a diversos sitios de interés y muy bien conectada con toda la ciudad a través de transporte público. Aproximadamente un 30 % de los inmuebles que tenemos en esta zona solo están anunciados en nuestra web por expreso deseo de los propietarios. Para verlos pinche por favor en el enlace adicional ubicado en la parte final del anuncio y encuentra el piso que estás buscando. El inmueble es propiedad de BEST FLAT.",False,good,False,True,12712.0,True,False,False,False,[],False,False,839000.0,€,flat,,"Lista, Madrid",Piso,,,,,,
