propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished
108272775,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4f/7c/ff/1345030826.webp,,45,3,6200000.0,flat,sale,517.0,True,5,6,"paseo del Pintor Rosales, 40",Madrid,Madrid,Moncloa,es,Argüelles,40.4281049,-3.7205436,True,https://www.idealista.com/inmueble/108272775/,"¡Descubre Tu Nuevo Hogar en el Corazón de Madrid! Te invitamos a conocer este exclusivo piso, un auténtico hallazgo en el Paseo de Pintor Rosales. Es emocionante darse cuenta de que las personas aún pueden expresar su extraordinaria individualidad a través del diseño de sus hogares. Tras una demolición integral, el resultado final es un verdadero éxito, concebido y ejecutado por uno de los arquitectos y diseñadores de interiores más talentosos del país.  Aspectos Destacados: - Superficie de la vivienda: 411 metros cuadrados, más las zonas comunes. - Sistema de Aerotermia: calefacción central por suelo radiante para un confort inigualable. - Madera de nogal machihembrada en toda la vivienda, excepto en la cocina y cuartos de baño. - Suelo de mármol blanco y negro de 12x12, una elección atemporal; encimera de mármol Marquina, isla central y electrodomésticos de la marca GAGGENAU, con campana extractora Pando. - Waterworks aporta un estilo impecable y calidad artesanal en baños, cocinas y espacios selectos. - Iluminación en la entrada principal y de servicio con un innovador sistema de detección por presencia. - Cerramientos de ventanas y puertas correderas de la marca CORTIZO, con rotura de puente térmico. - Equipo de sonido SONOS con altavoces ocultos para disfrutar de tu música favorita. - Aire acondicionado Mitsubishi en todas las habitaciones para tu bienestar. - Sistema de alarma para tu seguridad. - Cochera y dos trasteros para mayor comodidad. - Edificio con dos ascensores y escaleras, una de ellas con acceso al patio interior. - Seguridad 24 horas.  Distribución zona de Día: - Elegante recibidor con armarios empotrados. - Aseo de cortesía. - Cocina con isla y dos fregaderos. - Conexión perfecta entre el comedor independiente, el salón y un acogedor cuarto de estar o despacho, todos con acceso a una impresionante terraza de 40 metros. Las puertas correderas permiten adaptar el espacio según tus necesidades, brindando privacidad o un ambiente abierto.  Zona de Noche: - Área de lavado y planchado equipada con dos lavadoras y dos secadoras para el máximo confort. - Dormitorio de servicio con baño privado. - Amplio pasillo que conduce a la zona de dormitorios. - Suite principal con un vestidor de ensueño; se crearon dos espacios privados, cada uno con inodoro y lavabo en cabinas independientes, además de un cuarto de baño con ducha, bañera y área de maquillaje. - Tres generosos dormitorios, cada uno con baño en suite. - Grandes ventanales en todas las estancias que inundan el hogar de luz natural. Esta propiedad es la fusión perfecta de comodidad, estilo y funcionalidad, situada en uno de los enclaves más deseados de Madrid. ¡Un hogar que espera ser tuyo!",True,good,False,True,11992.0,True,False,False,False,[],False,False,6200000.0,€,flat,,"Argüelles, Madrid","Piso en paseo del Pintor Rosales, 40",True,True,,,,
108651692,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/06/12/6d/1351521184.webp,ECDH25SPE,25,,299900.0,chalet,sale,188.0,,6,2,calle de San Pedro,Madrid,Coslada,Valleaguado - La Cañada,es,,40.4289809,-3.5376255,False,https://www.idealista.com/inmueble/108651692/,"Inmobiliaria Corredor del Henares te ofrece en exclusiva esta vivienda unifamiliar de 188m2 en Coslada.  Se trata de un inmueble de dos plantas con posibilidad de hacer una tercera distribuido de la siguiente manera: Planta baja: disponemos de 100m2 y en ella encontramos tres habitaciones, salón, cocina, baño y un patio cubierto donde se ubica la escalera para acceder a la primera planta. Esta planta baja se encuentra para reformar. Planta primera: cuenta con 75m2, dispone de tres habitaciones, salón desde donde tenemos salida a un balcón, cocina, baño y una amplia terraza con vistas a la calle principal. Respecto a las calidades de esta planta cuenta con los suelos de gres, aire acondicionado en el salón y plato de ducha recién puesto en el cuarto de baño. Si tienes problemas con la financiación, disponemos de departamento financiero propio que te ayudará a conseguir las mejores condiciones hipotecarias para ti. ¿Quieres una vivienda con muchas posibilidades? Tendrás todo muy cerca, parada de autobús, supermercados, colegios. No dejes pasar la oportunidad y llámanos!",False,renew,False,,1595.0,True,False,False,False,[],False,False,299900.0,€,chalet,terracedHouse,"Valleaguado - La Cañada, Coslada",Chalet adosado en calle de San Pedro,,,,,,
108982846,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/20/4f/e6/1360832475.webp,Avenida América Lujo,36,en,650000.0,flat,sale,81.0,True,3,2,calle Prádena del Rincón,Madrid,Madrid,Chamartín,es,Prosperidad,40.4378639,-3.6782034,False,https://www.idealista.com/inmueble/108982846/,"MARAVILLOSO PISO DE DISEÑO REFORMADO CON LOS MEJORES MATERIALES, 3 DORMITORIOS Y 2 BAÑOS COMPLETOS A UN MINUTO CAMINANDO DEL INTERCAMBIADOR DE AVENIDA DE AMÉRICA! Se vende en exclusiva piso con reforma de lujo en una de las mejores zonas de Madrid, a pasos del intercambiador de Avenida de América y del barrio Salamanca. Ubicado en una primera planta exterior (realmente una entreplanta con menos de 10 escalones para acceder al inmueble), el piso tiene el precio más competitivo de la zona para viviendas de características similares: reforma con los mejores materiales, 81 m2, 3 dormitorios, 2 baños completos (uno privado), salón grande y vistas a zona ajardinada. DESCRIPCIÓN DEL PISO - 3 amplios dormitorios con armarios empotrados. - 2 baños completos, uno ensuite con ducha y el otro con bañera de Corian® de lujo. - Salón muy luminoso y amplio, con ventanales y cocina con isla de mármol y puerta corredera de cristal. - La cocina cuenta con electrodomésticos de última generación y de las mejores marcas: lavavajillas, horno y microondas SIEMENS, campana de techo de la marca Pando, lavadora-secadora y 3 aparatos de aire acondicionado (más una preinstalación). - Ventanas de doble cristal Climalit que aportan aislamiento térmico y acústico. - Puerta de entrada acorazada. - Instalaciones de luz y agua completamente nuevas y calefacción de gas individual. CONEXIONES DE TRANSPORTE El Intercambiador de Avenida de América es uno de los nodos de transporte más importantes de Madrid. Aquí puedes encontrar conexiones con varios sistemas: •Metro de Madrid: Conexión directa con las líneas 4, 6, 7 y 9 de Metro. •Autobuses urbanos (EMT): Líneas 12, 29, 52, 5, 122, 200, C1, C2, N2, N4, entre otras. •Autobuses interurbanos: Líneas que conectan Madrid con el Corredor del Henares—destinos como Alcalá de Henares, Torrejón de Ardoz, Coslada, San Fernando, Mejorada, Loeches, Nuevo Baztán y otros municipios por la A-2. •Autobuses de largo recorrido: Destinos nacionales principalmente al norte de España (Burgos, Bilbao, Logroño, Pamplona, Zaragoza, etc.) salen del nivel -1 del intercambiador. Fácil acceso a vías principales de Madrid (M-30, M-40) y la Autovía A-2 hacia el aeropuerto, permitiendo una movilidad óptima dentro y fuera de la ciudad. Parada de taxi a un minuto caminando. LA ZONA El piso se encuentra en el barrio de Prosperidad y a pocos pasos del barrio Salamanca, estratégicamente situado en el cruce de importantes calles: calle del príncipe de Vergara, calle de Francisco Silvela, la calle de María de Molina y la misma avenida de América. Es ideal tanto para familias como para inversores que buscan cercanía a servicios, parques, zonas infantiles, colegios, hospitales y centros médicos, comercios e inmejorables conexiones de transporte público.  El barrio es tranquilo, ajardinado y de ambiente residencial muy seguro y excelentemente comunicado, incrementando el valor y la calidad de vida.",True,good,False,False,8025.0,True,False,False,False,[],False,False,650000.0,€,flat,,"Prosperidad, Madrid",Piso en calle Prádena del Rincón,,,665000.0,15000.0,2.0,
108995946,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/88/3c/90/1361188437.webp,,33,2,469900.0,flat,sale,89.0,True,3,2,avenida de José Hierro,Madrid,Rivas-Vaciamadrid,Rivas Futura,es,,40.3451616,-3.5243394,False,https://www.idealista.com/inmueble/108995946/,"Imagina despertar cada mañana en una vivienda de obra nueva, diseñada para ofrecerte confort, estilo y calidad de vida. Esta propiedad en Rivas Futura combina lo mejor del diseño moderno con detalles que marcan la diferencia. Cuenta con tres habitaciones, una de ellas en suite, y dos baños completos con plato de ducha. El salón y la cocina se integran en un único espacio amplio y luminoso, pensado para compartir momentos en familia o con amigos. La joya de esta vivienda es su terraza de 20 m², orientada al Suroeste, perfecta para disfrutar del sol durante todo el día y de atardeceres únicos. Para tu máximo confort, dispone de suelo radiante y aire acondicionado por conducto, garantizando la temperatura ideal en cualquier época del año. La urbanización está equipada con todo lo necesario para tu bienestar: Piscina para refrescarte en verano Gimnasio para mantenerte en forma Spa para relajarte Sala de reuniones para tus proyectos o encuentros Ubicada en una de las mejores zonas de Rivas Futura, tendrás a tu alcance comercios, transporte, zonas verdes y todo lo que necesitas para vivir plenamente.",True,good,False,True,5280.0,True,False,False,False,[],False,False,469900.0,€,flat,,"Rivas Futura, Rivas-Vaciamadrid",Piso en avenida de José Hierro,True,True,,,,
109171862,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/93/0b/3e/1366396250.webp,5370,36,3,200000.0,flat,sale,80.0,True,3,2,calle de Calero Pita,Madrid,Madrid,Puente de Vallecas,es,Entrevías,40.3818245,-3.6707036,False,https://www.idealista.com/inmueble/109171862/,"VIVE o INVIERTE con GRUPO ALQUILA ¿Estas buscando una vivienda reformada para entrar a vivir? GRUPO AQUILA te ofrece en exclusiva esta oportunidad como 1ª vivienda o Inversión.  Renta media de la zona aproximadamente 1000€. Rentabilidad bruta 5%. Ideal inversores, excelente oportunidad de negocio. Pago IBI anual: 270 € Pago de comunidad: 50€ Si buscas invertir en una vivienda que te genere una rentabilidad desde el primer día, asegurándote la renta mes a mes, llama ahora para agendar una cita y visitarla.  Alta rentabilidad. Ideal inversores, excelente oportunidad de negocio. REF5369. Piso exterior de 70m2. Dispone de 3 dormitorios, amplio salón independiente, cocina amueblada y equipada con vitrocerámica, campana extractora, horno, microondas, lavadora y frigorífico, 1 cuarto de baño completo con bañera y 1 aseo. Terraza de 3m2. Aire acondicionado en el salón y el dormitorio principal, calefacción individual de gas natural, suelos de tarima y pintura lisa. Piso exterior y AMUEBLADO. Finca SIN ASCENSOR. A cinco minutos de la estación de cercanías Asamblea de Madrid - Entrevías (C2). Autobuses: 24, 103, 111 y 144.",False,good,False,False,2500.0,False,False,False,False,[],False,False,200000.0,€,flat,,"Entrevías, Madrid",Piso en calle de Calero Pita,,,,,,
108118822,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/29/21/05/1367199187.webp,EXP09792,26,5,590000.0,penthouse,sale,170.0,True,5,3,Primera Fase - Nuevo Tres Cantos,Madrid,Tres Cantos,Primera Fase - Nuevo Tres Cantos,es,,40.6094469,-3.7150023,False,https://www.idealista.com/inmueble/108118822/,"Ático exclusivo en Tres Cantos – 170 m², 5 dormitorios y gran capacidad de almacenaje Luminoso y listo para entrar a vivir, con salón de 40 m², todas las habitaciones con armarios empotrados y espacios extra de almacenamiento, algo poco habitual hoy en día. Incluye 2 plazas de garaje, trastero y urbanización cerrada con zonas ajardinadas y conserje. Descubre este espectacular ático, luminoso y listo para entrar a vivir, ubicado en una de las zonas más consolidadas y demandadas de Tres Cantos. La vivienda destaca por su amplio salón de casi 40 m², perfecto para reuniones familiares o con amigos, 5 dormitorios (3 dobles y 2 sencillos) y 3 baños completos. Todas las habitaciones cuentan con armarios empotrados y, además, la vivienda ofrece espacios extra de almacenaje, un valor añadido, hoy muy difícil de encontrar. La cocina, amplia y funcional, dispone de doble encimera y acceso a una terraza tendedero que aporta desahogo como almacén y despensa. Entre sus calidades destacan la carpintería interior en haya, suelos de mármol, calefacción por suelo radiante de gas natural y ventanas con doble acristalamiento. Su orientación sureste aporta luz natural durante todo el día, creando ambientes cálidos y acogedores. Incluye 2 plazas de garaje y trastero en la misma finca. Situada en una urbanización cerrada con zonas ajardinadas y conserje, esta vivienda se encuentra en una zona residencial tranquila, con excelentes comunicaciones: autobuses urbanos (L1-L5 y N701) e interurbanos (712 y 827), acceso rápido a la M607, tren de cercanías a 15 minutos andando, además de colegios, centros médicos, supermercados, parques, centros comerciales y la Universidad Autónoma de Madrid a un paso. Una propiedad con alma, diseñada para disfrutar del espacio y la calidad de vida que tu familia merece. � No dejes pasar esta oportunidad y solicita tu visita. Facilidades de financiación.",False,good,False,True,3471.0,True,False,False,False,[],False,False,590000.0,€,flat,penthouse,"Primera Fase - Nuevo Tres Cantos, Tres Cantos",Ático,True,True,,,,
108896385,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7f/90/ee/1358242572.webp,,24,bj,425000.0,flat,sale,140.0,True,4,3,calle del Planeta Saturno,Madrid,Parla,Parla Este,es,,40.2248851,-3.7606752,False,https://www.idealista.com/inmueble/108896385/,"El piso es un bajo totalmente exterior, muy luminoso, orientación sureste. Tiene 140m² construidos, casi todo aprovechado. Consta de 4 dormitorios, 3 baños completos (uno en suite en habitación matrimonio), salon de 25m², cocina independiente aunque comunicada por doble puerta con salón y entrada. Y como extra una lavandería. En su exterior goza de un patio de 200m² en esquina. La vivienda y patio se encuentran totalmente reformados tanto interior como exterior, se dispone de materiales de reserva. El vallado perimetral esta subido, las venecianas de hierro estan en todas las ventanas para ofrecer tambien un plus de seguridad, las ventanas tambien tienen todas mosquiteras. Las persianas del salon son automáticas y todas las de la casa con rotura de puente termico asi como cerrojos.  La carpintería interior es de alumino climanlit. Tambien se dispone de toldo pergolado y toldos de avanzada en el patio. A nivel de climatización tiene conductos por toda la casa para la bomba de frio/calor, tambien dispone de caldera para agua caliente y calefacción por radiadores mediante gas natural. La tarima de la vivienda es C5 y en las zonas humedas como cocina y baños con resistencia al agua. Los baños tienen marmol asi como armarios a medida en alguno de ellos. Los armarios de la vivienda estan revestidos en su interior con madera. Tiene plaza de garaje y trastero de 4m². La urbanización tiene conserjería 24h así como sistema de cámaras de videovigilancia. Piscina, pista de padel, zonas comunes ajardinadas y zona infantil. La vivienda goza de una ubicación privilegiada teniendo paradas de tranvia, autobús, dos centros medicos, supermercados, tiendas, dos grandes parques, institutos y colegios y centro de actividades deportivas. Es la zona más demandada de Parla este.",False,good,False,True,3036.0,False,False,False,False,[],False,False,425000.0,€,flat,,"Parla Este, Parla",Piso en calle del Planeta Saturno,True,True,455000.0,30000.0,7.0,
108772712,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4f/0b/80/1356592866.webp,0015-07381,66,1,1650000.0,flat,sale,227.0,True,5,2,CL ALTAMIRANO,Madrid,Madrid,Moncloa,es,Argüelles,40.4288852,-3.723242,False,https://www.idealista.com/inmueble/108772712/,"¡ESPECTACULAR PISO EN ARGÜELLES - PASEO DEL PINTOR ROSALES! Si tuviera que destacar algo de este piso sin duda, seria su personalidad y amplitud, espacios donde crear tu hogar sin escatimar en metros, a la vez acogedora y cómoda con sus dos terrazas exteriores y con una zona de disfrute singular y única gracias a un patio de 53 m2. Desde nuestra puerta principal accedemos a un salón comedor de 56 m2, dividido en dos espacios, uno de ellos con salida a una terraza con vistas a los jardines y calle del Paseo del Pintor Rosales. La zona de la cocina, que tiene entrada de servicio, cuenta con un cuarto de baño completo y desde unas pequeñas escaleras accedemos a un espacio polivalente que actualmente son dos amplios dormitorios. Actualmente la vivienda cuenta con otros tres dormitorios, amplio vestidor y dos cuartos de baño. Dispone de un fantástico trastero de 17m2. SE ADJUNTAN PLANOS DE SU ESTADO ACTUAL Y DOS PROPUESTAS DE REFORMAS DIFERENTES. Este piso de 210 m² construidos es una oportunidad única para reformar a tu gusto y convertirlo en el hogar de tus sueños. No dejes pasar esta ocasión y ven a visitarlo. ¡Te encantará! UBICACIÓN: Rodeado de zonas verdes como el Parque del Oeste, La Rosaleda, Templo de Debod y Casa de Campo. La comunicación en el barrio es inmejorable, metro de Argüelles y muy próximo al intercambiador de Moncloa, perfectamente comunicado con líneas de autobuses. Con acceso rápido a la A-5, A-6, M-30 y M-40. Rodeado de colegios concertados, guarderías, universidades privadas como CEU, ICADE, ICAI, Nebrija y publicas como un campus de la Juan Carlos I, en la misma calle. Zona comercial con todo tipo de servicios: Corte Inglés, supermercados, cafeterías, restaurantes, cines, bancos y en la misma calle; oficina de correos y ambulatorio. Llámame, estaré encantada de atenderte.",False,renew,False,True,7269.0,True,False,False,False,[],False,False,1650000.0,€,flat,,"Argüelles, Madrid",Piso en CL Altamirano,,,,,,
107090874,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/55/38/c6/1302689934.webp,3SPGETAFECH-83146-0001EMPEDRADA,24,2,255000.0,flat,sale,116.0,True,1,1,calle Empedrada,Madrid,Getafe,Getafe Centro,es,,40.3053204,-3.7322773,False,https://www.idealista.com/inmueble/107090874/,"Inmueble especial Inversionistas que se vende SIN POSESIÓN. No podemos dar acceso a la vivienda para visitarla. El inmueble ha sido adquirido a través de un procedimiento judicial (concursal o hipotecario) por el vendedor, el cual no ha tomado todavía posesión del mismo. El Inmueble se transmite sin conocerse por parte del Vendedor el estado de conservación actual, ni su situación ocupacional, arrendaticia, de servicios y de suministros. Piso de segunda mano en venta situado en Getafe, municipio ubicado en la Comunidad de Madrid. Cuenta con una superficie de 116 m² distribuidos en varias dependencias. Se localiza en calle empedrada y en sus inmediaciones dispone de centros de enseñanza, centros hospitalarios, pequeño comercio, instalaciones deportivas y transporte público. La vivienda se encuentra a tan solo 10 minutos de la estación de metro y tren de Getafe Central. Tiene buena comunicación con la A-42 y la M-406. Se recomienda que el comprador obtenga asesoramiento profesional y legal antes de adoptar la decisión de compra.",False,good,False,True,2198.0,True,False,False,False,[],False,False,255000.0,€,flat,,"Getafe Centro, Getafe",Piso en calle Empedrada,,,,,,
109022255,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b8/33/15/1361929114.webp,2110/21100032/165,33,4,305000.0,flat,sale,127.0,True,3,2,San José - Buenos Aires,Madrid,Pinto,San José - Buenos Aires,es,,40.2383054,-3.7068121,False,https://www.idealista.com/inmueble/109022255/,"""ESTUPENDA VIVIENDA EN VENTA  Excelente vivienda de tres dormitorios y dos baños. Se encuentra en la planta 4 de un edificio residencial. Dispone de ascensor. Situado en San Jose Buenos Aires en el municipio de Pinto.  La vivienda se distribuye en tres dormitorios, salón-comedor, cocina independiente y dos baños. Cuenta con cocina amueblada y equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Además cuenta con terraza, garaje, piscina, trastero y armarios empotrados.  Se encuentra ubicado en Oeste, Sureste de Pinto. Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Pinto y se encuentra a menos de 10 minutos andando. La parada de autobús más cercana se encuentra a menos de 10 minutos andando. La parada de taxi más cercana se encuentra a menos de 10 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el colegio más cercano se encuentra a 240 metros  La zona cuenta con una amplia oferta de entretenimiento con 6 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Autovia del Sur, M-506 y la Calle Aguilas.  Estado de la vivienda: vacante. "".",True,good,False,True,2402.0,True,False,True,False,[],False,False,305000.0,€,flat,,"San José - Buenos Aires, Pinto",Piso,True,True,,,,
108651796,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/56/5f/cb/1351114032.webp,,26,5,330000.0,studio,sale,65.0,True,0,1,calle de Martín de los Heros,Madrid,Madrid,Moncloa,es,Argüelles,40.4264245,-3.7135347,False,https://www.idealista.com/inmueble/108651796/,"Agencia inmobiliaria de MADRID zona ARGUELLES - PLAZA ESPAÑA - CONDE DUQUE Oficina Tecnocasa  EN VENTA: Apartamento exterior en quinta planta con ascensor. Muy luminoso y recién reformado, se ubica en la C/Martín de los Heros, en pleno barrio de Argüelles. Su distribución es la siguiente: estudio/ salón, cocina integrada, cuarto de baño completo con plato de ducha y vestidor. La vivienda tiene zonas abuhardilladas, pero tiene muy buena altura en prácticamente toda su superficie. El piso se entrega tal y como como se aprecia en las fotos. La cocina dispone de frigorífico, lavadora, microondas, placa vitrocerámica y almacenaje. Excelente zona, perfectamente comunicada con el transporte público y todos los servicios a su disposición. A escasos metros de Plaza de España, junto a los cines Renoir y Golem, y el paseo de la fama de Madrid.",False,good,False,True,5077.0,True,False,False,False,[],False,False,330000.0,€,flat,studio,"Argüelles, Madrid",Estudio en calle de Martín de los Heros,,,,,,
108401831,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/89/f4/6f/1343108685.webp,beatrizynova,44,7,450000.0,flat,sale,67.0,True,1,1,calle de Beatriz de Bobadilla,Madrid,Madrid,Moncloa,es,Ciudad Universitaria,40.4471812,-3.7162499,False,https://www.idealista.com/inmueble/108401831/,"NOVA TE ASESORA AGENCIA INMOBILIARIA GESTIONA LA VENTA DE ESTE PISO para reformar, exterior, con terraza, en séptima planta con ascensor, con trastero y plaza de garaje, muy cerca del metro Guzmán el Bueno. Se trata de una vivienda de 67 m2 construidos distribuidos en un luminoso salón con acceso a una amplia terraza con toldo, 1 cocina independiente amueblada y equipada con electrodomésticos, 1 dormitorio con armario y 1 baño con ducha. Dispone de agua caliente y calefacción central, aire acondicionado, suelo de parqué, ventanas de climalit y puerta de seguridad. La finca cuenta con 3 ascensores y conserje. Dentro del precio se incluye trastero y plaza de garaje. ⚠️ Importante: al precio final de venta se le sumará los gastos de notario, registro y el Impuesto Transmisiones Patrimoniales (ITP) que es el 6 % en la Comunidad de Madrid.",False,good,False,True,6716.0,True,False,False,False,[],False,False,450000.0,€,flat,,"Ciudad Universitaria, Madrid",Piso en calle de Beatriz de Bobadilla,,,,,,
108683153,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1a/98/12/1247495736.webp,,26,1,690000.0,flat,sale,100.0,True,3,2,calle de Martín de los Heros,Madrid,Madrid,Moncloa,es,Argüelles,40.4242073,-3.7150956,False,https://www.idealista.com/inmueble/108683153/,"Excelente inmueble situado en el centro histórico a 200 metros de la plaza de España y calle Gran Vía. Vivienda sin ascensor actualmente pero aprobado en junta su instalación. Estancias: - salón y comedor en dos espacios independientes orientados a calle exterior, - espaciosa cocina amueblada con electrodomésticos orientada a luminoso patio interior, - habitación principal con cama doble orientada a calle exterior que incluye distribuidor-vestidor y baño en suite (1), - segunda habitación orientada a luminoso patio interior, - tercera habitación orientada a luminoso patio interior, - baño independiente (2), - amplio recibidor de entrada. El suelo de la vivienda es de tarima de pino macizo de primera calidad. Todos los servicios situados en el entorno del inmueble (museos, exposiciones, teatros, cines, centros comerciales, gimnasios, supermercados, restaurantes, bancos, parque del oeste, teleférico, casa de campo, universidades, polideportivos, centros escolares, de salud,.. . ). Muy buenas conexiones mediante transporte público y acceso a la M-30. VISUALICE EL TOUR VIRTUAL 360º Y EL PLANO QUE INCORPORAMOS EN EL ANUNCIO. Para cualquier aclaración no dude contactar.",False,good,False,False,6900.0,True,False,True,False,[],False,False,690000.0,€,flat,,"Argüelles, Madrid",Piso en calle de Martín de los Heros,,,,,,
107012441,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6f/f8/9f/1300366341.webp,HACIENDA PAVONES,17,bj,110000.0,flat,sale,42.0,True,1,1,calle de la Hacienda de Pavones,Madrid,Madrid,Moratalaz,es,Vinateros,40.4034502,-3.6395374,False,https://www.idealista.com/inmueble/107012441/,"Mundhogar Consulting vende en exclusiva este acogedor inmueble reformado de 42 m² construidos con gran potencial en el emblemático barrio de Pavones. Inmueble actualmente en rentabilidad con inquilino por 700€/mes.  Este local cuenta con cocina americana, aire acondicionado con bomba de calor, baño con ducha integrada y una habitación abierta junto a un acogedor salón-comedor.   A pocos pasos de la estación de metro de Pavones, con acceso rápido también en autobus, servicios, colegios y áreas verdes como el Parque del Barco o el Parque Vandel.  Ideal para inversores, ¡No dejes pasar la oportunidad de visitarlo! Mundhogar Consulting Tu lugar en el mundo.",False,good,False,False,2619.0,True,False,False,False,[],False,False,110000.0,€,flat,,"Vinateros, Madrid",Piso en calle de la Hacienda de Pavones,,,,,,
108905544,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/97/f7/c5/1358510886.webp,W-030I60,7,bj,2350000.0,duplex,sale,221.0,True,4,5,Barrio La Finca,Madrid,Pozuelo de Alarcón,Zona Prado de Somosaguas - La Finca,es,La Finca,40.406675,-3.801484,False,https://www.idealista.com/inmueble/108905544/,"SKY VILLA, vanguardia en un entorno exclusivo Contacte con Engel & Völkers para conocer en detalle esta nueva promoción ya finalizada, existen diversas tipologías, tamaños y precios.  Le presentamos una joya arquitectónica única: una exclusiva Sky Villa de 221 m² distribuidos en dos plantas, con jardín privado de 170 m² y piscina propia. Un concepto residencial innovador que redefine el lujo contemporáneo y el potencial de inversión inmobiliaria. Diseñada para quienes valoran la privacidad, el diseño y la rentabilidad a largo plazo, esta vivienda ofrece un estilo de vida inigualable y un atractivo producto patrimonial en uno de los enclaves más prestigiosos de Madrid. En la planta baja, el espacio se abre hacia la luz y la naturaleza: una elegante zona de día con salón-comedor de 37 m² orientado al sur, cocina abierta de 22 m², y acceso directo al jardín y a la piscina privada. La doble altura del vestíbulo y los grandes ventanales integran el paisaje en cada rincón del hogar. En la planta superior, la zona de noche garantiza descanso y exclusividad. El dormitorio principal de 33 m² incluye un baño de diseño con ducha y bañera, tocador y terraza privada. Dos dormitorios adicionales, cada uno con su propio baño, completan esta planta pensada para el confort y la intimidad. Una espectacular escalera y un ascensor privado conectan ambas plantas, asegurando comodidad y estilo. El conjunto se completa con dos plazas de garaje y trastero. Las Sky Villas rompen con los límites tradicionales entre vivienda unifamiliar y residencial colectivo. Aquí, no hay que elegir entre jardín y privacidad, ni entre vistas abiertas y vida en comunidad. Esta tipología única reúne lo mejor de ambos mundos, creando un concepto de vida moderno, rentable y sostenible. Contacte con nosotros y disfrute de nuestro servicio 360 pensado para que usted y su familia sientan la máxima comodidad y seguridad durante el proceso hacia esta nueva etapa. En los últimos años Madrid se consolida como uno de los destinos más sólidos de Europa para la inversión inmobiliaria, gracias a su estabilidad, crecimiento económico y atractivo internacional. Madrid ha reforzado su posición combinando calidad de vida, seguridad y alta rentabilidad. En este contexto destaca La Finca en Pozuelo de Alarcón como uno de los complejos preferidos por quienes eligen Madrid para residir o invertir. Las Sky Villa están situadas en La Finca, en el corazón de Pozuelo, una de las zonas más exclusivas y cotizadas de Madrid; cuentan con acceso inmediato a los mejores colegios internacionales como el British Council School, American School, Kensington School entre otros. Igualmente, la zona está dotada de centros médicos de referencia como el Hospital Quirón, Hospital Puerta de Hierro o la Zarzuela. Con conexiones rápidas a través de la M-40, M-50, A-5, A-6 y transporte público directo a Madrid centro, esta ubicación garantiza una conectividad excepcional sin renunciar a la tranquilidad. Un entorno diseñado para elevar la calidad de vida y el valor de su inversión Vistas privilegiadas al nuevo campo de golf La Finca, más de 40.000 m² de jardines comunitarios —sin tráfico rodado— se suman a los jardines privados, en un entorno donde la naturaleza, la luz y el agua dialogan con la arquitectura de forma armoniosa. A escasos 200 metros se encuentra La Finca Grand Café, el futuro epicentro de la restauración de alta gama en España. Una experiencia gastronómica y comercial que elevará aún más el valor y el atractivo de esta inversión. Sky Villas en La Finca no es solo una propuesta residencial: es una inversión en bienestar, calidad de vida, patrimonio y futuro.",False,good,False,True,10633.0,False,False,False,False,[],False,False,2350000.0,€,flat,duplex,"La Finca, Pozuelo de Alarcón",Dúplex,True,True,,,,
