propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,district,neighborhood,floor,exterior,hasLift,newDevelopmentFinished,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108603337,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9f/3a/f0/1349714313.webp,BT45,62,395000.0,flat,sale,173.0,2,2,CL MAGALLANES,Madrid,Móstoles,es,40.3299625,-3.8751002,False,https://www.idealista.com/inmueble/108603337/,"Descubra una preciosa vivienda en una de las mejores zonas de Móstoles, ubicado en un entorno privilegiado, magnifico piso que combina tranquilidad, comodidad y calidad de vida.  Consta de 173 metros cuadrados construidos según catastro, de los cuales la vivienda serían 86 m2, más una zona de terraza descubierta anejada e inseparable de la vivienda de casi 40 m2, en pleno uso y dominio. Además de plaza de garaje y trastero, zonas comunes, piscina comunitaria y jardines.  Precioso hall con armario empotrado, que nos lleva a derecha e izquierda a las dos zonas de la vivienda, guardando así mayor intimidad entre la zona de ocio y de descanso.  A la derecha entramos en un amplio salón comedor, luminoso y con opciones a diferentes distribuciones, con aire acondicionado y salida directa a una práctica terraza de aprox. 5.5 m2, cerrada con cortinas de cristal, muy bien orientada, perfecta para uso polivalente durante todo el año, como zona de ocio, despacho. A su vez el salón comunica directamente con la zona de cocina con modernos muebles de alta presión blancos y encimera de cuarzo, totalmente equipada de electrodomésticos, y tendedero de 2.5 m2 que hacen que la zona de lavado y secado este independiente, con la caldera de menos de 4 años en perfecto estado.  De manera independiente desde la entrada a la izquierda, tenemos además los dos dormitorios, ambos amplios y con mucha luz con salida directa a una gran terraza de más de 39 metros cuadrados que hacen de esta vivienda un lugar perfecto para el disfrute y el descanso, con mucho encanto en medio de Móstoles.  El dormitorio principal en modelo suit, tiene muy buenas dimensiones, mucha luz, salida a la gran terraza, con armario empotrado vestido su interior con cajonera, y aire acondicionado. Entrada a su cuarto de baño moderno con sanitarios empotrados, con ducha y mampara de baño, y preciosos acabados.  El segundo dormitorio, actualmente con uso infantil pero ideal para dormitorio, despacho, etc. Buenas dimensiones con armario empotrado y aire acondicionado, salida independiente a la preciosa terraza.  Y segundo cuarto de baño amplio, muy moderno, con saneamientos empotrados, bonito y practico mueble de baño y espejo, amplia ducha.  Ambos cuartos de baño con cisterna empotrada, toallero eléctrico y ducha blanca de carga mineral. Modernos y prácticos.  Se añade a los metros útioles de la vivienda la preciosa y amplia terraza descubierta de más de 39 m2, con el uso privativo y exclusivo, inseparable de la vivienda en sí. Perfecta para uso de juegos, ocio y disfrute al aire libre en plena ciudad de Móstoles.  Las calidades de la vivienda son inmejorables, suelos de madera en toda la casa, menos en cocinas y baños que son porcelánicos. Pintura lisa en toda la casa en buen estado. Carpintería de madera en puertas empotradas en cassoneto en baños y cocinas que favorecen el uso de las estancias y puertas abatibles en dormitorios y salón, puertas de armarios correderas, todos los armarios vestidos. La carpintería de aluminio todo en color blanco, con corte térmico y doble acristalamiento, ventanas oscilobatientes, mosquiteras en todas las ventanas y puertas con salida al exterior. Aire acondicionado en salón y dormitorios.  Además, incluido en el precio y de pleno dominio consta la vivienda de plaza de garaje de más de 20 m2, grande y bien ubicada, garaje amplio, cómodo con espacio para maniobrar. Al igual trastero de más de 5 m2, con gran almacenamiento gracias a su gran altura. Comunicación directa tanto en garaje y trastero por ascensor en planta baja.  También contamos con una piscina privada, con uso 24h, con vestuarios, baños y duchas independientes, con fácil acceso a ella desde la vivienda.  La ubicación es inmejorable, a la vez de ser una zona ajardinada muy tranquila, tenemos muy cerca colegios, institutos, centros de salud, zonas comerciales, autobuses y buenas comunicaciones tanto en tren como en metro. Cer.",False,good,False,2283.0,True,False,True,False,[],False,False,395000.0,€,True,True,flat,,"Norte - Universidad, Móstoles",Piso en CL Magallanes,Norte - Universidad,,bj,True,True,,,,
109178576,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6d/dd/37/1352483632.webp,11,12,1095000.0,chalet,sale,317.0,5,5,"calle Cosme Damián Churruca, 2",Madrid,Boadilla del Monte,es,40.4256168,-3.9201477,True,https://www.idealista.com/obra-nueva/109178576/,"Nueva Promoción en El Pastel, Boadilla Infinity II  Presentamos Boadilla Infinity II, la nueva promoción de Asentis en Boadilla del Monte, tras el éxito de Boadilla Infinity I. Esta exclusiva promoción consta de 14 chalets pareados, diseñados para ofrecer el máximo confort y privacidad a toda la familia.  Ubicada en la prestigiosa zona de El Pastel, en Boadilla Infinity II podrás disfrutar de una vida rodeada de naturaleza y con una amplia oferta de servicios a tu disposición: farmacias, supermercados, colegios y zonas verdes, garantizando una vida cómoda y práctica.  Cada chalet, cuenta con una superficie construida de más de 315 m² y amplias zonas exteriores privadas de más 240 m², que incluyen una piscina privada, ideal para disfrutar de momentos inolvidables con familiares y amigos en total privacidad.  Estos hogares de lujo cuentan con 5 dormitorios distribuidos en tres plantas, maximizando el espacio y la funcionalidad. Destaca su salón de doble altura que conecta visualmente con la planta superior, ofreciendo un diseño contemporáneo y elegante.  No podemos olvidar el espacio multifuncional de más de 65 m² en la tercera planta. Gracias al patio inglés, disfrutarás de abundante luz natural, ideal para crear una oficina, un gimnasio o una sala de juegos, donde toda la familia podrá disfrutar. Llámanos y reserva tu cita para descubrir todos los detalles de esta exclusiva promoción.",True,newdevelopment,True,3454.0,True,False,False,False,[],False,False,1095000.0,€,True,True,chalet,semidetachedHouse,"Cortijo Sur, Boadilla del Monte","Chalet pareado en calle Cosme Damián Churruca, 2",Cortijo Sur,,,,,False,,,
94632563,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d7/eb/3e/893998751.webp,,83,2290000.0,flat,sale,276.0,3,4,calle de Luis García Cereceda,Madrid,Pozuelo de Alarcón,es,40.40687,-3.7971094,False,https://www.idealista.com/inmueble/94632563/,"OPORTINIDAD EXCLUSIVA Y LUJOSA VIVIENDA de 276 m2 UBICADA EN LA PRESTIGIOSA URBANIZACION LA FINCA LGC3, COMPUESTA POR 3 HABITACIONES, 3 CUARTOS DE BAÑO, 1 ASEO DE CORTESIA, y 3 AMPLIAS PLAZAS DE GARAJE Y TRASTERO. Piso practicamente a estrenar de reciente construcción, en este fantástico complejo de máxima seguridad y alto standing, compuesto de 144 viviendas, con amplias zonas verdes y lagos, todas con vistas al Club de Golf de Somosaguas. La lista de detalles de esta propiedad es muy amplia y eso consigue que el ambiente sea de absoluto confort y lujo por dentro y por fuera.  DENTRO DE LA VIVIENDA *ZONA DE DIA: Nos da la bienvenida un elegante Hall de 12 m2 con armario gabanero de 2 puertas totalmente vestido. A la derecha nos encontramos con un enorme salón-comedor de 60 m2 dividido en 2 ambientes, con cocina americana en madera, mármol y acero e ISLA CENTRAL. Una amplia estancia rodeada de grandes ventanales que te permitirán debido a su doble orientación SUR y ESTE, disfrutar del Sol la mayor parte del día. Terraza panorámica de 70 m2 con vistas despejadas al Campo de Golf. -Aseo de cortesía para preservar la intimidad de los 2 dormitorios principales. Un distribuidor a mano izquierda nos da paso a una zona de la vivienda que podría ser utilizada para el personal de servicio y está compuesta por: - Cuarto de lavandería y Tendedero independiente de 8 m2 - Habitación Polivalente de 9m2 con baño completo. * ZONA DE NOCHE: Un amplio Vestíbulo de 6 m2 con Armarios Empotrados totalmente vestidos nos da paso a las habitaciones principales. -ENORME MASTER SUITE de 24 m2 con salida a la terraza principal, VESTIDOR con tres frentes de armarios y acceso directo al baño con ducha y ventana exterior. - DORMITORIO de 14 m2 con salida a una terraza de 10 m2 y baño en Suite de 4,30 m2 con ducha. FUERA DE LA VIVIENDA:  La vida en la Urbanización está diseñada para cubrir todos los caprichos, gustos y necesidades de los más exigentes: Entre sus más de 42.000 m2 aproximados de zonas comunes, te encantará pasear por sus zonas ajardinadas, rodeada de lagos, con especies de bajo consumo de agua. Cuenta con una Piscina comunitaria con las instalaciones complementarias (vestuarios, aseos, primeros auxilios, etc.), así como con un gimnasio con máquinas de entrenamiento de última generación. Para tu seguridad la urbanización tiene Caseta de Control y vigilancia 24 horas y doble vallado perimetral de la parcela con sistema de detección de intrusión controlado desde caseta de control. Y para los más pequeños una zona de juegos. CALIDADES PREMIUM Sistema domótico de última generación con sistema KNX Electrodomésticos NEFF Sanitarios y grifería PORCELANOSA Cerramientos SCHUCO  Calefacción por suelo radiante con energía geotérmica. Puerta Blindada Gres Porcelánico en toda la vivienda En las proximidades de LAFINCA encontrará los mejores colegios internacionales (The American School of Madrid, Kensington School, Colegio Británico, Retamar, Mater Salvatoris) y prestigiosos hospitales (La Zarzuela, Hospital Universitario Quirón). Un concepto de urbanización boutique con todos los detalles para hacerte sentir como en casa. Bienvenido a la vida en una de las urbanizaciones más exclusivas de Madrid.",False,good,False,8297.0,True,False,False,False,[],False,False,2290000.0,€,True,True,flat,,"La Finca, Pozuelo de Alarcón",Piso en calle de Luis García Cereceda,Zona Prado de Somosaguas - La Finca,La Finca,1,True,True,,,,
109199973,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ed/c8/38/1367270669.webp,1859,28,2500000.0,flat,sale,223.0,4,2,Barrio Almagro,Madrid,Madrid,es,40.4275063,-3.6925566,False,https://www.idealista.com/inmueble/109199973/,"Ubicada en una cuarta planta exterior, esta propiedad de 223 m² ofrece amplitud, luz natural y una magnífica oportunidad para reformar a medida en una de las zonas más codiciadas de Chamberí. La vivienda cuenta con 4 dormitorios, 2 baños completos y una distribución flexible que permite diseñar espacios elegantes y funcionales según las necesidades del comprador. Sus cuatro balcones a la calle, junto con la orientación norte, aportan luz constante y una agradable conexión con el entorno urbano. Situada en un edificio con carácter, esta propiedad es ideal para quienes buscan crear una residencia de lujo en una ubicación privilegiada, rodeada de servicios, comercios, restaurantes y excelentes conexiones de transporte. Una oportunidad única para transformar un espacio amplio en un hogar exclusivo y elegante en pleno barrio de Trafalgar.",False,renew,False,11211.0,True,False,True,False,[],False,False,2500000.0,€,,,flat,,"Almagro, Madrid",Piso,Chamberí,Almagro,4,True,True,,,,
108223631,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8b/4d/92/1337764596.webp,,40,519000.0,flat,sale,117.0,3,2,calle de Villasilos,Madrid,Madrid,es,40.4211622,-3.6295833,False,https://www.idealista.com/inmueble/108223631/,"**VIVIENDA DE 3 DORMITORIOS REFORMADA - PLAZA ALSACIA- CARREFOUR ""LAS ROSAS""  Descubre este espectacular piso reformado y con magnificas vistas, ideal para disfrutar de la vida urbana sin renunciar a la comodidad. Con 117 m² construidos, esta vivienda cuenta con 3 dormitorios lo que ofrece un amplio espacio para adaptarlo a tus necesidades. El salón independiente de 24 m², con mirador, es perfecto para disfrutar de la luz natural.  La cocina, muy amplia y de diseño moderno, está equipada con una ventana oscilobatiente al exterior, permitiendo la entrada de aire fresco. Además, la terraza-tendedero acristalada añade un toque especial y funcional a este hogar. Los dos baños completos, ambos reformados y con ducha, garantizan comodidad y estilo. La suite principal incluye un fantástico mirador con vistas a Madrid y un baño privado con ventana, asegurando privacidad y confort. Este piso destaca por su excelente aislamiento térmico gracias a las ventanas de rotura de puente térmico y doble ventana climalit en los dormitorios equipados con toldos. La calefacción individual de gas natural con termostato movible ideal para captar cualquier ambiente del hogar. El aire acondicionado por conductos aseguran un ambiente agradable durante todo el año con una formidable instalación del compresor situado en la azotea del edificio. Además, cuenta con cinco armarios empotrados con puertas correderas vestidos con carpintería en roble blanco, y pintura lisa en toda la vivienda. Ubicado en una zona inmejorable, cerca de la calle Hermanos Gracia Noblejas, plaza de alsacia, metro linea 2 de metro. rodeado de parques este hogar es perfecto para familias o personas que buscan calidad de vida.  No pierdas la oportunidad de vivir en este magnífico piso que combina modernidad, confort y una ubicación privilegiada. ¡Ven a verlo y enamórate de tu nuevo hogar!",False,good,False,4436.0,True,False,True,False,[],False,False,519000.0,€,True,True,flat,,"Pueblo Nuevo, Madrid",Piso en calle de Villasilos,Ciudad Lineal,Pueblo Nuevo,4,True,True,,,,
109050661,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/38/f6/30/1362767876.webp,P-1830,31,625000.0,flat,sale,100.0,3,2,calle de Puente la Reina,Madrid,Madrid,es,40.5001522,-3.6734109,False,https://www.idealista.com/inmueble/109050661/,"Se vende estupenda vivienda de 100 m² construidos en quinta planta, ubicada en una de las zonas más demandadas de Las Tablas. La vivienda destaca por su luminosidad y distribución funcional. Cuenta con tres dormitorios dobles, todos con armarios empotrados, y dos baños completos, uno de ellos en suite en el dormitorio principal. El salón-comedor es amplio y muy luminoso gracias a su orientación y altura. La cocina está completamente equipada y dispone de zona de lavadero. Incluye acceso a completas zonas comunes: piscina, pista de pádel, zona infantil y jardines. Ideal para familias que buscan comodidad, espacio y servicios. En el precio incluye una amplia plaza de garaje y trastero. La vivienda está muy bien comunicada: metro y autobuses a pocos minutos, acceso rápido a M-30 y M-40, y rodeada de supermercados, colegios, centros de salud y todo tipo de servicios. ¡No pierdas la oportunidad de vivir en una de las mejores zonas del norte de Madrid!",False,good,False,6250.0,True,False,True,False,[],False,False,625000.0,€,True,True,flat,,"Las Tablas, Madrid",Piso en calle de Puente la Reina,Fuencarral,Las Tablas,5,True,True,,,,
109175935,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/98/15/ba/1309768662.webp,Vivienda 9,18,2125000.0,chalet,sale,351.0,3,4,"calle Astun, 30",Madrid,Madrid,es,40.4660422,-3.7758358,True,https://www.idealista.com/obra-nueva/109175935/,"SUMMIT es una exclusiva urbanización de 20 chalets pareados con jardines y piscinas individuales que cuentan además con un increíble rooftop con vistas a la sierra y al skyline de Madrid.    Ubicado en pleno Valdemarín, en el distrito de Aravaca-Moncloa, uno de los barrios más cotizados de Madrid por su entorno natural a menos de 10 minutos del centro de la ciudad.   Summit te permitirá vivir en una urbanización cerrada con seguridad y zonas de ocio para compartir, con parcelas privadas de hasta 497 m², y viviendas construidas en 3 plantas más solárium, todas equipadas con ascensor, para una máxima comodidad. Las viviendas ofrecen la posibilidad de contar de 3 a 5 dormitorios con una distribución y un interiorismo personalizable.    Otro de los aspectos a destacar de esta promoción es que todas las viviendas cuentan con orientación sur, por lo que la luminosidad forma parte del sello de esta exclusiva promoción.   Viviendas pareadas que mantienen una máxima privacidad, logrando un aislamiento acústico superior ya que la única comunicación entre viviendas se realiza a través de la zona de escaleras y ascensor de cada vivienda, sin que lleguen a comunicar estancias principales, logrando así una sensación de gran independencia.   Mención especial merece su envidiable Rooftop, pensado para disfrutar de momentos de ocio y descanso con unas vistas despejadas a la sierra y al Skyline de Madrid.    Espacios amplios, modernos y conectados entre sí que comunican de manera impecable interior con exterior. En la planta principal los espacios fluyen entre cocina, salón y exterior, con salida directa desde todas las estancias al jardín.  La cocina, diseñada por la prestigiosa firma Gunni & Tentino, cuenta con gran isla central y se abre a la zona de comedor y salón para potenciar la sensación de espacio.  En esta planta contamos con una terraza de acceso directo desde la cocina, una zona de porche que comunica la zona de comedor y un gran porche principal con vistas al jardín y a la piscina por lo que toda la planta se integra de manera armoniosa con el exterior.   Diseño y elegancia van de la mano en este proyecto con una sofisticada presencia, con fachadas que juegan con grandes ventanales y unas elegantes celosías de lamas exteriores visten las viviendas y que controlan la incidencia solar, matizando la privacidad y la luz.   Calidades premium en todas las viviendas: cocinas de Gunni & Tentino, pavimentos porcelánicos en formato 1.2x1.2m, tarima de roble en la planta de noche, carpinterías de la máxima calidad, domótica de última generación. Las viviendas cuentan además con un diseño sostenible, con sistemas de calefacción por aerotermia con suelo radiante/ refrigerante además de contar con aire acondicionado de refuerzo.   Además, Grupo ABU ofrece la oportunidad de personalizar el interiorismo al gusto de cada cliente, creando un espacio que refleje su estilo y personalidad, de la mano del prestigioso estudio Coton et Bois.   Ubicación estratégica a menos de 10 minutos del centro de Madrid, Valdemarín cuenta con una amplia oferta de colegios internacionales como el colegio Estudio, The English Montesori, Mater Salvatoris o el Stela Maris; centros médicos como el hospital de la Zarzuela, Vithas Aravaca; centros de restauración y centros deportivos como el David Lloyd, Club de Campo o el Hipódromo de la Zarzuela.   Grupo Abu, cuenta con una una sólida trayectoria en el mundo del lujo, con más de 25 años en el sector, se ha especializado en la promoción de viviendas exclusivas en emplazamientos prime. Su compromiso con el diseño, la tecnología y la innovación son un sello latente en todas sus promociones. Cada proyecto es único y cada vivienda también gracias a su servicio de personal.",False,newdevelopment,True,6054.0,True,False,False,False,[],False,False,2125000.0,€,True,True,chalet,semidetachedHouse,"Valdemarín, Madrid","Chalet pareado en calle Astun, 30",Moncloa,Valdemarín,,,,False,,,
109174025,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4a/1d/5a/1366453115.webp,00590132,24,1395000.0,flat,sale,128.0,2,2,glorieta de Ruiz Giménez,Madrid,Madrid,es,40.4290479,-3.7070646,False,https://www.idealista.com/inmueble/109174025/,"Ana Gómez de la Serna de GV | JUSTICIA comercializa el siguiente inmueble: LUZ Y PURO ENCANTO en el Corazón de Madrid... ! Descubre este magnífico piso de 128 metros cuadrados, situado junto a la emblemática glorieta de Ruiz Jiménez. Ubicado en la cuarta planta de un edificio con una fachada que evoca la elegancia de épocas pasadas, este hogar destaca por su interior bien conservado y su diseño a medida.  La distribución del espacio permite que la luz natural fluya por cada rincón, creando un ambiente cálido y acogedor. El salón luminoso es el corazón de la casa, ideal para disfrutar de momentos en familia o con amigos.  Cuenta con dos dormitorios, uno de ellos con baño en suite y vestidor, y otro baño compartido, este piso es perfecto para quienes buscan comodidad sin renunciar al estilo.  La cocina, equipada con electrodomésticos de alta gama y excelentes calidades, es un sueño para los amantes de la gastronomía. Los suelos de madera aportan calidez, mientras que las paredes con ladrillo vivo y las vigas vistas añaden un toque rústico y moderno a la vez. Además, los suelos hidráulicos originales han sido recuperados, brindando un carácter único al espacio. Este inmueble es una magnífica opción para entrar a vivir sin necesidad de realizar reformas. La ubicación privilegiada te permitirá disfrutar de la vida urbana al máximo, con acceso a tiendas, restaurantes y transporte público. El edificio cuenta con trastero común y cuarto para bicicletas, facilitando aún más tu día a día.  ¡No pierdas la oportunidad de visitar este encantador piso que combina historia y modernidad! Sin duda. una excelente opción para entrar a Vivir... ! ________________________________________________________________________________________________________________ Esta información no tiene Carácter contractual. Un porcentaje importante de nuestros inmuebles no aparecen publicados por expreso deseo de los propietarios. Para más información sobre más propiedades en esta zona entre en nuestra página web.",False,good,False,10898.0,True,False,False,False,[],False,False,1395000.0,€,,,flat,,"Malasaña-Universidad, Madrid",Piso en glorieta de Ruiz Giménez,Centro,Malasaña-Universidad,4,True,True,,,,
108484134,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/be/7a/20/1346299091.webp,,26,255000.0,chalet,sale,178.0,3,2,paseo de Velázquez,Madrid,Lozoyuela-Navas-Sieteiglesias,es,40.9273795,-3.6189641,False,https://www.idealista.com/inmueble/108484134/,"Estupenda casa adosada, construida en 2005, bien cuidada y lista para entrar a disfrutar desde el primer dia, sin necesidad de inversion extra. Se encuentra ubicada de forma privilegiada, en una zona centrica a la vez que tranquila, con accesos amplios y despejados, asi como con todos los servicios y comercios de la localidad muy a mano. La vivienda esta distribuida en dos plantas principales, que albergan tres amplios dormitorios, dos baños completos, salon-comedor, y cocina. Ademas en la planta baja se encuentran, garaje, trastero, y cuarto de caldera. En conjunto se trata de una agradable casa, muy completa y confortable.",False,good,False,1433.0,True,False,True,False,[],False,False,255000.0,€,True,True,chalet,terracedHouse,Lozoyuela-Navas-Sieteiglesias,Chalet adosado en paseo de Velázquez,,,,,,,,,
107900247,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c1/cd/a3/1327766413.webp,IEM-POJOAMA_EDU1,41,1285000.0,flat,sale,164.0,3,3,Barrio Cuzco-Castillejos,Madrid,Madrid,es,40.4559296,-3.6923691,False,https://www.idealista.com/inmueble/107900247/,"Inmobiliaria EDUARDO MOLET vende EN EXCLUSIVA esta magnífica vivienda a estrenar en el prestigioso barrio de Cuzco, en C/ Poeta Joan Maragall Espectacular piso de 193 m² construidos (164 m² útiles según Catastro, 155 m² escriturados), ubicado en una bonita finca señorial del año 1960, en perfecto estado y con portero físico, ascensor y montacargas. La vivienda ha sido reformada íntegramente con materiales de alta calidad. Se encuentra a estrenar, con garantía de reforma   Se distribuye en 3 amplios dormitorios, 2 baños completos ( uno de ellos en suite) y 1 aseo, ofreciendo una distribución cómoda y funcional. Cuenta con 2 terrazas privadas, ideales para disfrutar del exterior en una zona tranquila y bien comunicada. Una propiedad luminosa, elegante y lista para entrar a vivir, en una de las zonas más demandadas. Finca con carácter y excelente conservación. Excelente situación, ubicado en el barrio de Castillejos, muy cerca del Ministerio de Defensa. La zona cuenta con todo tipo de servicios, rodeados de comercios, restaurantes, jardines, colegios, centros medicos. Dispone de amplio trastero En el precio de la vivienda no están incluidos los siguientes gastos:   Impuesto de transmisiones patrimoniales ( 6%)  Notaria ( entre 0,2 y 0,5%)  Registro de la propiedad ( entre 0,1% y 0,3%) Estos costes se pagan aparte y deben tener en cuenta al calcular el gasto total de la compra.",True,good,False,7835.0,True,False,True,False,[],False,False,1285000.0,€,,,flat,,"Cuzco-Castillejos, Madrid",Piso,Tetuán,Cuzco-Castillejos,3,True,True,,,,
109178455,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6d/dd/37/1352483632.webp,03,12,1085000.0,chalet,sale,317.0,5,5,"calle Cosme Damián Churruca, 2",Madrid,Boadilla del Monte,es,40.4256168,-3.9201477,True,https://www.idealista.com/obra-nueva/109178455/,"Nueva Promoción en El Pastel, Boadilla Infinity II  Presentamos Boadilla Infinity II, la nueva promoción de Asentis en Boadilla del Monte, tras el éxito de Boadilla Infinity I. Esta exclusiva promoción consta de 14 chalets pareados, diseñados para ofrecer el máximo confort y privacidad a toda la familia.  Ubicada en la prestigiosa zona de El Pastel, en Boadilla Infinity II podrás disfrutar de una vida rodeada de naturaleza y con una amplia oferta de servicios a tu disposición: farmacias, supermercados, colegios y zonas verdes, garantizando una vida cómoda y práctica.  Cada chalet, cuenta con una superficie construida de más de 315 m² y amplias zonas exteriores privadas de más 240 m², que incluyen una piscina privada, ideal para disfrutar de momentos inolvidables con familiares y amigos en total privacidad.  Estos hogares de lujo cuentan con 5 dormitorios distribuidos en tres plantas, maximizando el espacio y la funcionalidad. Destaca su salón de doble altura que conecta visualmente con la planta superior, ofreciendo un diseño contemporáneo y elegante.  No podemos olvidar el espacio multifuncional de más de 65 m² en la tercera planta. Gracias al patio inglés, disfrutarás de abundante luz natural, ideal para crear una oficina, un gimnasio o una sala de juegos, donde toda la familia podrá disfrutar. Llámanos y reserva tu cita para descubrir todos los detalles de esta exclusiva promoción.",True,newdevelopment,True,3423.0,True,False,False,False,[],False,False,1085000.0,€,True,True,chalet,semidetachedHouse,"Cortijo Sur, Boadilla del Monte","Chalet pareado en calle Cosme Damián Churruca, 2",Cortijo Sur,,,,,False,,,
107472553,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/58/37/3a/1347769581.webp,PIS_113,35,1400000.0,flat,sale,255.0,5,3,Barrio Mirasierra,Madrid,Madrid,es,40.4945268,-3.7028479,False,https://www.idealista.com/inmueble/107472553/,"S15 Real Estate tiene el placer de presentar esta elegante propiedad, situada en una de las urbanizaciones más exclusivas de Mirasierra, uno de los barrios residenciales más prestigiosos de Madrid. Propiedad de 1974, con una superficie construida de 255 m² según el catastro en altura, destacando por su gran luminosidad y vistas despejadas hacia la sierra de Madrid y zonas comunes, proporcionando una sensación de amplitud y serenidad. El inmueble ofrece acceso tanto por la puerta principal como por la de servicio, con ascensores independientes para mayor privacidad y comodidad. Al acceder a la propiedad, nos recibe un amplio hall de entrada con gabanero. A la izquierda, encontramos una cocina de generosas dimensiones con office, que se conecta con una zona de lavado y una habitación de servicio, baño completo, que posee acceso independiente desde el exterior. El salón-comedor, un espacio elegante y polivalente, ofrece diversos ambientes y una salida a una espaciosa terraza con excelente orientación, ideal para disfrutar del aire libre. La zona de descanso, situada en un lateral de la vivienda, alberga cuatro habitaciones, incluyendo una suite principal con vestidor y baño en suite, mientras que las otras tres, de generoso tamaño, comparten un baño completo de grandes proporciones. La propiedad se completa con instalaciones de aire acondicionado y calefacción central individualizada mediante gas natural, garantizando un confort óptimo en cualquier época del año. Además, ofrece un amplio abanico de posibilidades para una reforma y personalización que se ajuste a los gustos más exigentes. En cuanto a las zonas comunes, el inmueble dispone de una amplia plaza de garaje cerrada, así como un área de almacenamiento compartida con los vecinos. Entre los servicios adicionales, se incluyen un salón de juegos y reuniones, zonas ajardinadas perfectamente cuidadas y dos piscinas para disfrutar de un entorno de tranquilidad y privacidad. Los gastos de comunidad ascienden a 570 € al mes, con agua incluida, y el IBI correspondiente. Esta propiedad ofrece una base sólida para aquellos que deseen crear su hogar ideal, combinando sofisticación, confort y una ubicación envidiable. ¡No deje pasar la ocasión de hacerla suya!  ref: PIS_113.",False,good,False,5490.0,True,False,True,True,[],False,False,1400000.0,€,True,True,flat,,"Mirasierra, Madrid",Piso,Fuencarral,Mirasierra,4,True,True,,,,
106751478,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d8/0b/84/1292919095.webp,AVV-131,74,1860000.0,chalet,sale,397.0,6,2,Colonia,Madrid,Torrelodones,es,40.5818137,-3.9579154,False,https://www.idealista.com/inmueble/106751478/,"¡Descubre el hogar de tus sueños en Torrelodones Colonia! Terreno de 4450m2 este impresionante chalet independiente, construido en sillería de granito en 1985, ofrece una combinación perfecta de elegancia y comodidad. Con 235 m² útiles, la casa se distribuye de manera óptima para ofrecerte un estilo de vida inigualable: un vestíbulo acogedor, una biblioteca para tus momentos de lectura, seis amplios dormitorios con baño propio y vestidor, un salón espacioso y una cocina completamente equipada. La propiedad se encuentra en una parcela ajardinada de 4.462 m², ideal para disfrutar de la naturaleza y la tranquilidad que ofrece este entorno exclusivo. Además, cuenta con la posibilidad de segregarse en cuatro parcelas, brindando múltiples oportunidades de inversión. Su ubicación privilegiada te permite un fácil acceso a la A6 y a la Casa de la Cultura, así como a transportes públicos que conectan directamente con Madrid. Con orientación en todas las direcciones, terraza, balcón, armarios empotrados y trastero, esta casa es perfecta para quienes buscan amplitud y funcionalidad. La calefacción por con gas natural garantiza confort durante todo el año. Además, dispone de plaza de garaje y una clase energética E. No pierdas la oportunidad de reformar esta joya y convertirla en tu hogar ideal. ¡Ven a conocerla y enamórate de su encanto!",False,renew,False,4685.0,True,False,True,True,[],False,False,1860000.0,€,True,True,chalet,independantHouse,"Colonia, Torrelodones",Casa independiente,Colonia,,,,,,,,
