propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,district,neighborhood,floor,exterior,hasLift,newDevelopmentFinished,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108717012,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9c/1a/b2/1353019973.webp,ANTMAD0843,57,880000.0,chalet,sale,326.0,4,4,CL CANTABRIA,Madrid,Villaviciosa de Odón,es,40.3579861,-3.8764973,False,https://www.idealista.com/inmueble/108717012/,"¡ESPECTACULAR CHALET INDEPENDIENTE EN VILLAVICIOSA DE ODÓN CON GRAN PARCELA Y PISCINA! Antilla Grupo Inmobiliario (NO COBRAMOS COMISIÓN AL COMPRADOR) tiene el placer de presentar esta fantástica vivienda ubicada en la consolidada urbanización CAMPODÓN, en Villaviciosa de Odón, una de las zonas residenciales más tranquilas y mejor valoradas del suroeste de Madrid.  Se trata de un chalet independiente situado sobre una magnífica PARCELA DE 1.280 M², con un PRECIOSO JARDÍN, PISCINA de 58 m², CENADOR CON BARBACOA, baño exterior y espacio suficiente incluso para habilitar una pista de pádel. La vivienda, con 326 m² construidos, está distribuida en tres cómodas plantas y se encuentra en un excelente estado.  En la planta principal nos recibe un amplio hall que da paso a un ESPACIOSO SALÓN COMEDOR en dos ambientes bien diferenciados, con TECHOS A DOBLE ALTURA, chimenea y acceso directo a un IMPRESIONANTE PORCHE CUBIERTO CON VISTAS DESPEJADAS AL JARDÍN Y LA PISCINA. La cocina, totalmente amueblada y equipada con todos los electrodomésticos, también dispone de salida directa al exterior, además de contar con una espaciosa despensa. En esta misma planta encontramos DOS DORMITORIOS espaciosos, destacando el principal por disponer de un elegante BAÑO EN SUITE con doble lavabo, plato de ducha y bañera, así como una práctica zona de VESTIDOR Y ACCESO DIRECTO AL JARDÍN, lo que permite disfrutar de unas vistas excepcionales y gran luminosidad. Además, la planta incluye un segundo baño completo que aporta funcionalidad y confort a la vivienda. Toda la planta está equipada con sistema de AIRE ACONDICIONADO para garantizar una temperatura agradable durante todo el año. La planta superior alberga DOS DORMITORIOS ADICIONALES, uno de ellos con acceso a una agradable TERRAZA CON VISTAS al jardín y piscina, y un cuarto de baño completo, lo que la convierte en una zona perfecta para mayor privacidad. En la planta sótano encontramos una acogedora BODEGA o salón auxiliar ideal como sala de ocio o reuniones, además del cuarto de caldera de gasóleo y un AMPLIO GARAJE cerrado con capacidad para dos coches grandes. LA ZONA AJARDINADA es uno de los grandes atractivos de esta propiedad, no solo por su excelente mantenimiento, sino también por las múltiples posibilidades que ofrece para disfrutar al aire libre en un entorno tranquilo y privado. La PISCINA se convierte en el centro de la parcela, complementada por el porche y una zona de comedor exterior bajo cenador y espacio techado con barbacoa, perfecto para celebraciones o reuniones familiares. Además, cuenta con un baño exterior para mayor comodidad. La UBICACIÓN ES INMEJORABLE, a tan solo tres minutos de la salida principal de Campodón, con acceso directo a la M-506, M-50 y A-5, lo que permite una rápida conexión con Madrid. Villaviciosa de Odón cuenta con todos los servicios esenciales: centros de salud, colegios públicos, concertados y privados como Casvi o Villalkor, universidad (Universidad Europea de Madrid), centros comerciales (Tres Aguas, X-Madrid), comercios, restaurantes, supermercados y el Hospital Universitario Rey Juan Carlos a pocos minutos.  El entorno combina la tranquilidad de una zona residencial con una oferta educativa,  sanitaria y comercial de primer nivel, rodeado de naturaleza y grandes zonas verdes como el Parque del Forestal. Esta propiedad representa una oportunidad única para quienes buscan calidad de vida, amplitud y un entorno natural sin renunciar a las comodidades y la cercanía a Madrid.  ¡VEN A VISITAR TU PRÓXIMO HOGAR!  El PVP no incluye impuestos, gastos notariales ni gastos de registro.  � ¿QUIERES VENDER O ALQUILAR TU PROPIEDAD? Confía en Antilla Grupo Inmobiliario. Nuestra Misión: Tu Confianza.",True,good,False,2699.0,True,False,True,False,[],False,False,880000.0,€,True,True,chalet,independantHouse,"Castillo - Campodón, Villaviciosa de Odón",Casa independiente en CL Cantabria,Castillo - Campodón,,,,,,,,
108805127,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0c/43/d1/1355659683.webp,001408,21,207000.0,flat,sale,130.0,2,2,calle de San Isidro,Madrid,Aranjuez,es,40.0322284,-3.5962558,False,https://www.idealista.com/inmueble/108805127/,"¡Oportunidad única en Aranjuez! Piso moderno con garaje y trastero incluido Te presentamos este magnífico piso en venta situado en una de las zonas más tranquilas y bien comunicadas de Aranjuez. La vivienda cuenta con 2 amplios dormitorios, ideales tanto para familias como para parejas o personas que buscan una habitación extra como despacho o vestidor. El salón es muy luminoso, con grandes ventanales que permiten la entrada de luz natural durante todo el día, creando un ambiente cálido y acogedor perfecto para relajarse o disfrutar con invitados. Dispone de 2 baños completos, uno con ducha y el otro con bañera. La cocina está totalmente equipada y amueblada con electrodomésticos nuevos. La vivienda tiene toldos nuevos instalados, aire acondicionado en el salon, puertas lacadas en blanco. Además, el precio incluye plaza de garaje y trastero, lo que añade un valor extra a la propiedad y garantiza comodidad y espacio de almacenamiento adicional. Ponte en contacto con nosotros no te pierdas esta oportunidad.",True,good,False,1592.0,True,False,True,True,[],False,False,207000.0,€,True,True,flat,,"Nuevo Aranjuez-Ciudad de las Artes, Aranjuez",Piso en calle de San Isidro,Nuevo Aranjuez-Ciudad de las Artes,,1,True,False,,,,
107492043,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c6/17/26/1320559388.webp,EP2259,24,565000.0,chalet,sale,350.0,4,2,calle Quebrantarrejas,Madrid,Paracuellos de Jarama,es,40.5247178,-3.5357005,False,https://www.idealista.com/inmueble/107492043/,"Chalet independiente de 350 m² construidos en Altos de Jarama (Paracuellos de Jarama). Parcela de 996 m² muy bien situada, completamente plana. Se distribuye en: Planta calle: Salón comedor independiente con chimenea, cocina independiente amueblada, 4 espaciosos dormitorios y 2 baños completos. Tiene acceso al porche y jardín. Planta semisótano: salón comedor, cocina, despensa, trasteros y garaje con puerta de seguridad con capacidad para 4 vehículos. Calefacción por caldera de gasoil, piscina, barbacoa de obra con horno de leña. Paracuellos es una zona muy bien comunicada, a un paso de Madrid, con accesos cercanos a la M-50, M-40, A-1, aeropuerto, M-13, M-12, M-11, M-21, M-22. Posee 6 líneas de autobuses interurbanos que la conectan con Madrid, y con localidades cercanas como el hospital de San Sebastián de los Reyes o Torrejón de Ardoz. Además tiene 3 líneas urbanas para conectar toda la localidad. Cuenta con colegios públicos y concertados, centro de salud, supermercados, hostelería, restauración y todos los servicios que pueda necesitar. En los precios de venta no están incluidos impuestos legales ni gastos de escrituración.",True,good,False,1614.0,False,False,True,True,[],False,False,565000.0,€,True,True,chalet,independantHouse,"Altos de Jarama, Paracuellos de Jarama",Casa independiente en calle Quebrantarrejas,Altos de Jarama,,,,,,,,
108145520,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1f/09/cd/1335210872.webp,200almazan,38,189000.0,flat,sale,63.0,2,1,calle Almazán,Madrid,Madrid,es,40.4043111,-3.7445983,False,https://www.idealista.com/inmueble/108145520/,"¡Oportunidad en Lucero! Piso de 2 dormitorios con gran potencial Grupo Rein te presenta este piso de dos dormitorios, salón, cocina independiente y un baño en una ubicación inmejorable: la Calle Almazán, haciendo esquina con la Calle de las Higueras y frente al metro Lucero. Un hogar bien comunicado y con espacio para crear tu propio estilo Este inmueble de origen es perfectamente habitable, pero imagina las posibilidades de una reforma a tu gusto. ¡Convierte este piso en el hogar de tus sueños! Ubicación privilegiada: Frente al Metro Lucero: Disfruta de una conexión inmejorable con toda la ciudad. Zona con todos los servicios: comercios, colegios, parques y más. No dejes pasar esta oportunidad. Más información y visitas: �  � ¡Llámanos hoy mismo!",True,good,False,3000.0,True,False,True,False,[],False,False,189000.0,€,,,flat,,"Lucero, Madrid",Piso en calle Almazán,Latina,Lucero,bj,True,True,,,,
108981856,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dd/33/c8/1360802109.webp,manzanaresalberto/urbalortimanfaya,19,339000.0,flat,sale,81.0,3,1,CL RIO MANZANARES,Madrid,Alcorcón,es,40.3470216,-3.8146255,False,https://www.idealista.com/inmueble/108981856/,"Urbalor Timanfaya, agencia inmobiliaria de Alcorcón, vende vivienda de tres dormitorios y un cuarto de baño. La vivienda se distribuye de la siguiente manera: Recibidor que da acceso a la cocina y al salón de 25 metros, este último de paso y con la terraza incorporada. Desde este sale un pasillo distribuidor que nos lleva a 3 dormitorios, 1 de ellos el principal y un cuarto de baño con ventana y plato de ducha. En cuanto a calidades y servicios encontramos a nivel general, puerta blindada, ventanas de aluminio blanco climalit ampliadas en los dormitorios, lo que genera mucha luminosidad, suelos de gres y tarima, puertas de sapeli, pintura gotelé, aire acondicionado en salón, calefacción central con agua fría incluida en el importe de la comunidad. La vivienda, al ser una planta alta, dispone de una vistas abiertas y difíciles de encontrar en Alcorcón, pudiendo ver con facilidad Madrid, que junto con su orientación norte le confiere mucha luminosidad a la vez que temperaturas agradables en los meses de calor. Está ubicada en una de las mejores zonas de Alcorcón, rodeada de todos los servicios, zonas verdes y a 5 minutos andando de la parada de metro Puerta del Sur, cabeza de la línea 10, con la que llegas a Plaza de España en 25 minutos. Como municipio Alcorcón forma parte del cinturón sur oeste de Madrid y esta dotado de muy buen estatus en cuanto a calidad de vida, servicios muy bien posicionados en educación con colegios e institutos muy bien valorados, incluso universidad, en sanidad, con hospitales públicos y privados, con zonas comerciales de todo tipo y excelente comunicación.",False,good,False,4185.0,True,False,True,False,[],False,False,339000.0,€,,,flat,,"Parque Ondarreta - Urtinsa, Alcorcón",Piso en CL Rio Manzanares,Parque Ondarreta - Urtinsa,Parque Ondarreta - Urtinsa,8,True,True,,,,
108576642,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6c/61/8f/1349160855.webp,25062025,48,399000.0,chalet,sale,240.0,5,3,calle Lanchar de Losa Morilla,Madrid,El Berrueco,es,40.8805812,-3.5870767,False,https://www.idealista.com/inmueble/108576642/,"BREM GLOBAL INMOBILIARIA PRESENTA SINGULAR CHALET INDEPENDIENTE en El Berrueco municipio situado a 65 km de Madrid, construido en 1974, sobre una parcela de 1200 m². La vivienda ofrece la posibilidad de hacer vida en una sola planta, cuenta con un corredor acristalado con una superficie de 67 m², un estudio con un baño, zona de gimnasio y para dar paso a la entrada, que da acceso a la casa.  El recibidor, salón comedor de doble ambiente con acceso la buhardilla con la habitación principal doble vestidor en suite y terraza. Cocina amueblada, con office, equipada, gran despensa, terraza tendedero y cuarto de lavado con salida a la parcela. Tres habitaciones dobles, con armarios empotrados y dos baños con ducha con mampara.  La casa construida sobre zócalo de granito, revestida toda la fachada con el mismo mineral, la calefacción de gasoil con depósito de 2.000 l. Suelo de barro cocido, baldosa de gres porcelánico y cemento sellado en exteriores, incluido la parcela, la carpintería exterior de PVC blancas oscilobatientes climalit de alta gama, con cristal ahumado, persianas de aluminio térmicas a juego y mosquiteras en todas las ventanas. Madera maciza de roble con cristalera salón y cocina, Cuenta con dos pozos para el riego del jardín, el huerto el invernadero, la parcela ajardinada, en parte losado cuenta con diferentes motivos ornamentales. La parcela totalmente vallada en todo el perímetro con entrada para varios vehículos con puerta peatonal practicable, iluminada, ajardinada, en parte losado cuenta con diferentes motivos ornamentales con una vegetación muy frondosa adornada con varias especies de plantas aromáticas, pinos, encinas, enebros, tejos, frutales y algún madroño etc. y un huerto. Tejavana para varios coches. Adornada con algunas esculturas, algún cenador.  Se valoraría la posibilidad de entregarla totalmente amueblada y equipada, orientada al sur bien comunicada con el transporte público.  Encontramos la vivienda entre dos municipios con muy alta demanda como son El Berrueco, demandado por su cercanía al embalse y entorno natural y La Cabrera, demandado por la gran oferta de servicios de los que dispone y gran belleza natural. Si deseas una vivienda donde el tiempo sea una manera de generar recuerdos imborrables, esta es tu oportunidad, no lo dudes…. ¡ VEN A VISITARNOS!",False,good,False,1663.0,True,False,True,False,[],False,False,399000.0,€,True,True,chalet,independantHouse,El Berrueco,Casa independiente en calle Lanchar de Losa Morilla,,,,,,,,,
109168129,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/58/91/63/1366285719.webp,P2 3ºA,9,395500.0,penthouse,sale,69.0,1,1,"de Pedro Díez, 7",Madrid,Madrid,es,40.3909072,-3.7299457,True,https://www.idealista.com/obra-nueva/109168129/,"¡ÚLTIMOS 2 ÁTICOS DISPONIBLES! San Isidro Río está ubicado en la Avenida de Pedro Díez 7, junto a Madrid Río, un entorno que combina naturaleza, cultura y acceso privilegiado a la ciudad a través de la M30 y General Ricardos. En esta promoción, encontrarás viviendas de 1, 2 y 3 dormitorios, con cocina amueblada ideales para adaptarse a tus necesidades.  Entrega de llaves: Primer trimestre de 2027 Disfruta de unas completas zonas comunes: - Piscina solárium. - Gimnasio totalmente equipado. - Local social de uso comunitario. - Parking de bicicletas. - Buzones inteligentes.  - Zonas verdes. Viviendas sostenibles y eficientes: - Calificación energética A. - Aerotermia. - Suelo radiante refrescante. - Cubierta vegetal en parte del edificio. - Energía fotovoltaica.",False,,True,5732.0,True,False,False,False,[],False,False,395500.0,€,True,True,flat,penthouse,"San Isidro, Madrid","Ático en de Pedro Díez, 7",Carabanchel,San Isidro,3,True,True,False,,,
88885261,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7a/77/2e/1348869587.webp,MG164,57,1490000.0,chalet,sale,687.0,5,5,calle Gargantilla,Madrid,Hoyo de Manzanares,es,40.6285626,-3.9133113,False,https://www.idealista.com/inmueble/88885261/,"Magnífico chalet en Hoyo de Manzanares, ubicado en un privilegiado emplazamiento natural que linda con el Parque Regional de la Cuenca Alta del Manzanares. Vivienda distribuida en tres plantas, con una superficie de 687 m² construidos en parcela de 3.140 m². Construcción tradicional de estilo rústico, revestida con mampostería de granito y cubierta en teja curva a varias aguas. Cerramiento de la parcela con valla de mampostería de granito y cerramiento metálico. Jardín consolidado con pradera de césped, riego automático. Piscina y pista de Pádel. Espectaculares vistas a las formaciones montañosas “El Picazo” y “La Tortuga”. Dispone de 5 dormitorios todos en suite con baño, y 2 aseos. La distribución de la planta principal, con una superficie construida de 310 m², gira alrededor de un amplio hall abierto que divide en dos alas la vivienda. Distribución planta principal: Hall, aseo de cortesía, salón comedor con chimenea con una superficie de 72 m² con salida a terraza, cocina de 24 m², cuarto de plancha, y ala a zona de dormitorios con un amplio pasillo con cuatro armarios empotrados. Tres dormitorios secundarios en suite con baño y armarios empotrados; y dormitorio principal de 30 m², con zona de descanso, vestidor y baño. En la primera planta, con una superficie de 67 m², dispone de distribuidor, salón biblioteca con salida a una terraza corrida de 46 m², y dormitorio de servicio con baño. En la misma planta hay una zona en bruto, de otros 60 m², que dispone de acometidas de luz y bajantes para poder adapta como salón polivalente o más dormitorios. La planta semisótano, con una superficie de 310 m², tiene acceso por la zona de la cocina. Consta de salón con chimenea, bodega, amplio trastero, aseo, cuarto de caldera y garaje para 6 coches. Carpintería exterior en Aluminio con climalit, carpintería interior en madera. Suelos de barro cocido y tarima en dormitorios. Calefacción por aerotermia con apoyo de caldera de gasoil, y placas solares con capacidad de 6,4 KW. Próxima al casco urbano y a todos los servicios de Hoyo de Manzanares.",False,good,False,2169.0,True,False,True,False,[],False,False,1490000.0,€,True,True,chalet,independantHouse,Hoyo de Manzanares,Casa independiente en calle Gargantilla,,,,,,,,,
108673303,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7c/16/bc/1351763731.webp,2379,29,215000.0,duplex,sale,120.0,2,2,calle Mayor,Madrid,Torrelaguna,es,40.8256679,-3.5385469,False,https://www.idealista.com/inmueble/108673303/,"Dúplex de capricho con 120,87m2 construidos / 87,97m2 útiles aprox (según Registro de la propiedad). En primera planta dispone de amplio Salón-comedor con chimenea con cassette con maravillosos techos de madera y vigas de madera vista, todas ellas tratadas. Cocina americana completamente amueblada y equipada. 2 Dormitorios, uno en cada planta. El dormitorio de la planta principal, amplio y con bastante altura, con armario completo pero no empotrado. Ambos dormitorios con aire acondicionado (bomba de aire frío/calor). El dormitorio principal se encuentra en una planta más abajo, conectado con escalera interior, dispone de un gran espacio para el dormitorio, despacho, y aprovecha su particular forma para disponer de armarios completos que cumplen la función de vestidor. El dormitorio principal, dispone de baño en suite con plato de ducha independizado del lavamanos, con radiador eléctrico para toallas, . Volviendo a la planta principal, disponemos de otro baño completo con bañera, con radiador eléctrico para toallas, y espejo inteligente.  Magníficos techos con vigas de madera vista, totalmente tratadas, toda la vivienda cuenta con ventanas de pvc con cristales de climalit, contraventanas de madera y persianas térmicas aislantes motorizadas, puertas bengue, suelos de tarima maciza, paredes lisas, calefacción eléctrica, puerta blindada.  El edificio cuenta con un espacio exterior donde están instaladas unas pequeñas casetas que hacen las funciones de trastero. Es un edificio moderno, rehabilitado y dotado con excelentes calidades y con una fusión de estilos entre lo moderno y lo rústico.  La vivienda está ubicada en la calle Mayor también con fachada a la calle Cava. Con todos los servicios en las inmediaciones. Es una vivienda que te enamorará nada más verla.",False,good,False,1792.0,True,False,True,False,[],False,False,215000.0,€,,,flat,duplex,Torrelaguna,Dúplex en calle Mayor,,,1,True,False,,,,
106510969,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d7/66/c8/1287128867.webp,8900337,66,429000.0,chalet,sale,226.0,5,3,Félix Rodríguez de la Fuente,Madrid,Camarma de Esteruelas,es,40.5555482,-3.3806088,False,https://www.idealista.com/inmueble/106510969/,"Oportunidad de adquirir un espectacular y gran chalet que forma dos hermosas viviendas independientes entre si en zona residencial de Camarma de Esteruelas. De 226m2 construidos en parcela de 344m2. En este municipio existen todo tipo de servicios (colegios, comercios, restaurantes, etc). Comunicación directa con la M119 y transporte público a pasos de la vivienda. Distribuido en dos plantas: En planta baja: encontramos una vivienda que dispone de salón comedor, cocina con armarios para almacenaje, dos amplios dormitorios y un cuarto de baño.  En planta baja también se encuentra un precioso jardín, plaza de garaje para dos coches, habitación habilitada para hacer deportes actualmente, zona de barbacoa, trastero y una espectacular piscina para disfrutar del verano. En primera planta: da acceso a la vivienda principal del chalet con un precioso y acogedor salón comedor con chimenea; cocina estilo moderno con muchos muebles para almacenamiento; tres amplio dormitorios y dos baños de estilo moderno decorados con mucho gusto. Esta Diseñador y construido con mucho gusto, podemos destacar los suelos de tarima y gres, calefacción de gas natural y aire acondicionado en comedor. En los precios de venta no están incluidos impuestos legales ni gastos de escrituración. NO COBRAMOS NUESTROS HONORARIOS AL COMPRADOR. No pierdas la oportunidad de vivir en una excelente zona. Visítelo sin compromiso con su asesor comercial Francisco. Podemos conseguir hasta el 100% de financiación con nuestros Asesores Financieros.",False,good,False,1898.0,True,False,True,False,[],False,False,429000.0,€,True,True,chalet,independantHouse,Camarma de Esteruelas,Casa independiente en Félix Rodríguez de la Fuente,,,,,,,,,
101327901,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/68/a6/a0/1118387858.webp,,47,655000.0,countryHouse,sale,324.0,6,4,carretas,Madrid,Guadalix de la Sierra,es,40.783909,-3.6934488,False,https://www.idealista.com/inmueble/101327901/,"Autentica casa palacete de pueblo, incluida en el catalogo de patrimonio de la Comunidad de Madrid (ubicada en pleno centro de Guadalix, entre el ayuntamiento y la iglesia parroquial). Se trata de una solida edificación de piedra en mamposteria-silleria, construida en el año 1.900 con los mejores métodos y materiales de la época. Actualmente cuenta con diferentes reformas y actualizaciones que se han ido incorporando a lo largo de su historia, realizadas todas con el máximo respeto a su esencia arquitectónica. La vivienda se encuentra en perfecto estado de mantenimiento, lista para habitarse y disfrutarse desde el primer día. La distribución de sus espacios se reparte en dos plantas principales mas una buhardilla, albergando en la baja uno de los dos salones, un dormitorio, un baño, despacho, cuarto de lavado, recibidor, cocina, despensa, y trastero. La planta baja también incluye un patio con espacio de aparcamiento y con cuarto de caldera. En su planta superior hay tres dormitorios, dos baños, distribuidor, y salón principal. Todos los espacios destacan por amplitud y luminosidad, así como por su ambiente genuino.",False,good,False,2022.0,True,False,True,False,[],False,False,655000.0,€,True,True,countryHouse,casaDePueblo,Guadalix de la Sierra,Casa de pueblo en carretas,,,,,,,,,
108786590,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a0/7e/34/1355755392.webp,3529-00321,58,1200000.0,chalet,sale,346.0,5,3,CL ALMONTE,Madrid,Villaviciosa de Odón,es,40.3696809,-3.9224155,False,https://www.idealista.com/inmueble/108786590/,"¡Oportunidad única para Familias y para inversores! Esta espectacular casa independiente no solo destaca por su amplitud y comodidad, sino también por su excelente ubicación: se encuentra dentro de la distancia permitida para solicitar el cambio de uso a residencia de estudiantes, lo que la convierte en una inversión con alto potencial de rentabilidad. Con 342 m² construidos distribuidos en dos plantas, esta propiedad ofrece la posibilidad de ampliar hasta 7 habitaciones, ideal tanto para familias numerosas como para proyectos de coliving o alojamiento estudiantil. Dispone de 3 baños completos, armarios empotrados, y trastero, proporcionando un amplio espacio de almacenamiento. Situada en una parcela de 1.306 m², la vivienda cuenta con un extenso jardín privado, piscina, y una terraza orientada al sur que garantiza luminosidad natural durante todo el día, creando un ambiente cálido y acogedor. Construida en 1998 y en buen estado, está adaptada para personas con movilidad reducida y equipada con calefacción y aire acondicionado, lo que garantiza confort durante todo el año. Además, ofrece una zona techada con capacidad para hasta 4 vehículos. Ya sea como vivienda familiar de ensueño o como proyecto de inversión con fines residenciales o educativos, esta propiedad lo tiene todo. ¡No dejes pasar esta oportunidad y ven a descubrir su enorme potencial!",False,good,False,3468.0,True,False,True,False,[],False,False,1200000.0,€,True,True,chalet,independantHouse,"El Bosque, Villaviciosa de Odón",Casa independiente en CL Almonte,El Bosque,,,,,,,,
109216153,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6d/fc/b5/1367715500.webp,,18,950000.0,flat,sale,168.0,2,2,calle de Orense,Madrid,Madrid,es,40.4500785,-3.6955538,False,https://www.idealista.com/inmueble/109216153/,"¡Increíble oportunidad! Se vende luminoso piso de lujo en una ubicación privilegiada con piscinas y excelentes zonas comunes vídeo vigiladas.  Totalmente REFORMADO con productos de alta gama y diseño vanguardista. Concepto abierto, salón amplio con ventanales que brindan una vista espectacular.  Completamente amueblado cocina, baños y dos dormitorios con todo detalle.  Cuenta con calefacción central, aire acondicionado, accesibilidad para personas con movilidad reducida, ascensores, servicio de mantenimiento, cámaras de seguridad, conserjes 24h y plaza de garaje grande INCLUIDA. Disfruta de amplio solarium, piscinas, acceso adaptado, buena comunicación por transporte público, zona comercial, servicios cercanos y restauración de alta cocina. Cerca del paseo de la Castellana y del estadio Santiago Bernabéu.  PRECIOS: 950.000€ con plaza de garaje y completamente amueblado.  890.000 sin garaje y sin amueblar.  Atención por WhatsApp y llamadas, visitas sin compromiso y video visitas virtuales disponibles. Posibles errores u omisiones involuntarios en la información detallada. ¡No dejes pasar esta oportunidad única de vivir en un lugar excepcional!",True,good,False,5655.0,True,False,False,False,[],False,False,950000.0,€,True,True,flat,,"Cuatro Caminos, Madrid",Piso en calle de Orense,Tetuán,Cuatro Caminos,5,True,True,,,,
109216946,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/94/e5/d6/1367740597.webp,2001/20010001/295,32,180000.0,flat,sale,51.0,2,1,Barrio Casco Histórico de Vallecas,Madrid,Madrid,es,40.3750769,-3.6173343,False,https://www.idealista.com/inmueble/109216946/,"""ESTUPENDA VIVIENDA EN VENTA Excelente vivienda de dos dormitorios y un baño. Se encuentra en la 2ª planta de un edificio residencial. No dispone de ascensor. Situado en CASCO HISTORICO DE VALLECAS en el distrito de Villa de Vallecas. La vivienda se distribuye en dos dormitorios, armarios empotrados, salón-comedor, cocina independiente y un baño. Cuenta con cocina amueblada y equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Se encuentra ubicado en Casco histórico de Vallecas, Villa de Vallecas (Sureste de Madrid). Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público.    La parada de metro más cercana es Congosto y se encuentra a menos de 10 minutos andando. La parada de autobús más cercana es Congosto-Pena Rivera y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 10 minutos andando.    En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el centro de salud más cercano se encuentra a 460 metros, el hospital más cercano se encuentra a 640 metros, existen 6 farmacias a menos de 300 metros, existen 4 colegios a menos de 300 metros. Además, a menos de 500 metros también puedes encontrar 3 supermercados, 5 bancos.    La zona cuenta con una amplia oferta de entretenimiento con un teatro, un gimnasio, 16 parques, bares, restaurantes y comercios a pocos minutos de la vivienda. En cuanto al transporte privado, la zona dispone de parkings privados y aparcamiento en la calle.    La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Autovía del Este, Avenida Ensanche de Vallecas y la Avenida de Las Suertes. Estado de la vivienda: vacante"".",True,good,False,3529.0,True,False,True,False,[],False,False,180000.0,€,,,flat,,"Casco Histórico de Vallecas, Madrid",Piso,Villa de Vallecas,Casco Histórico de Vallecas,2,True,False,,,,
