propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice,detailedType.subTypology
108878845,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/53/4c/4f/1357738387.webp,tomas Bretón ,23,2,660000.0,flat,sale,132.0,True,4,2,calle de Tomás Bretón,Madrid,Madrid,Arganzuela,es,Delicias,40.3992999,-3.6960507,False,https://www.idealista.com/inmueble/108878845/,"Piso en 2ª planta exterior: 4 dormitorios, salón, cocina y 2 cuartos de baños completos. Distribución: Al exterior dan el amplio salón y la terraza. A un amplio patio de manzana orientación sur y oeste luminoso y silencioso se asoman 3 de los 4 dormitorios, los 2 baños y la cocina. A un segundo patio más pequeño se asoma el quinto dormitorio. La finca es de buena calidad, el portal reformado dispone de rampa y servicio de portería. El Inmueble tiene buena posibilidad de uso, necesita reforma completa. Zona con todos los servicios en las proximidades y en pleno desarrollo: correos, supermercados escuelas, farmacias, gimnasio y restaurantes y numerosas líneas de autobús y cercanías. Conexión con accesos a M-30 y M-40.",False,renew,False,True,5000.0,True,False,False,False,[],False,False,660000.0,€,flat,"Delicias, Madrid",Piso en calle de Tomás Bretón,Top,,,,
108621333,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0c/55/c6/1350201077.webp,LCM37329,39,1,279900.0,flat,sale,100.0,True,4,2,plaza Escandinavia,Madrid,Fuenlabrada,Fuenlabrada II - El Molino,es,,40.2925972,-3.8062948,False,https://www.idealista.com/inmueble/108621333/,"LA CASA AGENCY FUENLABRADA vende vivienda en Plaza Escandinavia, Fuenlabrada. Opcional Plaza de Garaje.  Inmueble de 100 m², con acceso y uso de zonas comunes, piscina con bar-restaurante, pistas de tenis y zonas deportivas. El piso consta de 4 dormitorios con armarios, salón, cocina, patio, amplio baño completo, aseo y terraza.  La vivienda cuenta con calefacción individual de gas natural, ventanas de aluminio, suelos de gres. Aire acondicionado en salón y pasillo.  Zona tranquila, rodeado de comercios, zonas de ocio, supermercados, restaurantes, colegios, institutos, polideportivos y centro de salud. Cercano al Centro Comercial Fuenlabrada 2, Parque de la Solidaridad y Hospital de Fuenlabrada.  Si buscas una vivienda con buena ubicación y distribución ¡ésta es tu oportunidad! ¡Contáctanos hoy mismo para programar una visita y descubre todo lo que tiene para ofrecer!",True,good,False,False,2799.0,True,False,True,False,[],False,False,279900.0,€,flat,"Fuenlabrada II - El Molino, Fuenlabrada",Piso en plaza Escandinavia,Top,True,False,10000.0,
108394263,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/52/04/a5/1342854970.webp,W-0308XZ,4,,3500000.0,chalet,sale,564.0,,5,6,Barrio Montealina,Madrid,Pozuelo de Alarcón,Urbanizaciones,es,Montealina,40.4302633,-3.8441052,False,https://www.idealista.com/inmueble/108394263/,"Espectacular casa unifamiliar en Montealina, Pozuelo de Alarcón Opción de personalización aún disponible: haz de esta vivienda tu hogar a medida. E&V presenta una residencia excepcional situada en una de las zonas más exclusivas y seguras del noroeste de Madrid: la urbanización privada de Montealina, con vigilancia permanente y acceso restringido para garantizar total privacidad y tranquilidad. Esta propiedad está siendo completamente renovada incorporando materiales de primera calidad y un diseño que equilibra modernidad y calidez gracias a sus acabados contemporáneos. Con una parcela de 1.785 m² y una superficie construida de aproximadamente 600 m², la vivienda se distribuye en tres niveles y ofrece un total de 5 dormitorios, todos ellos de generosas dimensiones, además de 5 baños completos y un aseo de cortesía. Una de sus características más exclusivas es el ascensor privado que comunica directamente el garaje con las plantas superiores, facilitando el día a día con un plus de comodidad. El salón principal se abre al jardín a través de ventanales de gran formato, donde una piscina tipo infinity al ras del suelo añade una atmósfera de lujo y vistas despejadas. La planta principal alberga una habitación polivalente, ideal como despacho o dormitorio, con baño en suite, además de un aseo independiente. La cocina, de diseño semiabierto, conecta directamente con el comedor y el amplio salón, en una disposición pensada para integrar espacios y maximizar la luz natural. La primera planta está dedicada al descanso, con cuatro dormitorios en suite, todos con vestidor y acceso a terrazas privadas. La suite principal destaca por su amplitud y orientación. En el nivel inferior, el sótano ofrece más de 250 m² distribuidos en un garaje de 100 m², zona de lavandería y servicio con habitación y baño propios, un aseo adicional y una gran sala multifuncional con excelente luz natural, perfecta como gimnasio, sala de cine o zona de ocio. Montealina es sinónimo de prestigio, naturaleza y calidad de vida. Disfruta de la cercanía a centros educativos internacionales, servicios premium y rápidas conexiones con el centro de Madrid. Entrega prevista: octubre de 2025. Montealina se ha consolidado como una de las urbanizaciones más prestigiosas del noroeste de Madrid, valorada por su entorno natural, su tranquilidad y su alto nivel de seguridad, gracias a su sistema de vigilancia 24 horas. Este enclave residencial ofrece también instalaciones deportivas como pistas de pádel y tenis, además de amplias zonas verdes perfectas para el disfrute familiar. Su excelente localización permite un acceso rápido a las principales vías de comunicación como la A-6, A-5 y M-40, lo que facilita la llegada al centro de Madrid en pocos minutos. La zona cuenta con una amplia oferta educativa de primer nivel, tanto nacional como internacional, con centros como el Colegio Americano, Aquinas American School, Retamar, CEU, British Council School, Kensington School y Liceo Sorolla, entre otros. En cuanto a servicios, los residentes disfrutan de una variada oferta comercial y de ocio con centros como El Corte Inglés, Zielo Shopping, LaFinca Grand Café o restaurantes de alta calidad. Además, las conexiones en transporte público son excelentes, con líneas de autobús (566 y 656A), cercanías RENFE en Pozuelo y Aravaca, y estaciones de metro como Colonia Jardín y Pozuelo Oeste. Una oportunidad irrepetible para vivir en una ubicación privilegiada, rodeado de naturaleza, con todos los servicios a tu alcance y con una sólida proyección de valor a futuro.",False,renew,False,,6206.0,False,False,False,False,[],False,False,3500000.0,€,chalet,"Montealina, Pozuelo de Alarcón",Casa independiente,Top,True,True,,independantHouse
108275526,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/24/e8/88/1342347205.webp,,37,3,1400000.0,flat,sale,230.0,True,4,3,calle de Vallehermoso,Madrid,Madrid,Chamberí,es,Arapiles,40.4342121,-3.7093226,False,https://www.idealista.com/inmueble/108275526/,"EXCLUSIVA VIVIENDA EXTERIOR MUY LUMINOSA CON TERRAZA! POSIBILIDADES DE MÁGNÍFICA REFORMA! Muy tranquilo inmueble en 3ª planta, situada en la mejor calle de Arapiles! Se trata de una magnifica vivienda con muchas posibilidades de 187m2 Al entrar, le recibirá un hall que da paso a un gran salón con agradable terraza. Cuenta con 4 habitaciones y 2 baños. Magnifica cocina con entrada de servicio independiente. También dispone de un amplio trastero para guardar sus pertenencias.  Calefacción central individualizada Buena finca de 1958. Cuenta con portero que vive en el edificio. Con una excelente ubicación y cercano a la estación de metro de Quevedo (L2) tendrás todo lo que necesitas a tu alcance. No pierdas la gran oportunidad de invertir en uno de los barrios más demandados de Madrid, con todas las comodidades y en un inmueble con historia. ¡Ven a visitarlo ya!",True,renew,False,True,6087.0,True,False,False,False,[],False,False,1400000.0,€,flat,"Arapiles, Madrid",Piso en calle de Vallehermoso,Top,,,,
108665820,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/29/46/a9/1359548190.webp,MLH-345,22,1,1385000.0,flat,sale,120.0,True,2,3,CL GOYA,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4249144,-3.6732386,False,https://www.idealista.com/inmueble/108665820/,"**Piso en Venta en el Barrio de Salamanca - Elegancia y Comodidad** Descubre este impresionante piso reformado de 120 m² situado en un edificio de fachada clásica con 2 balcones y un mirador a la calle. Este hogar es una perfecta fusión de elegancia clásica y comodidades modernas, ideal para quienes buscan un espacio único y acogedor. Con orientación sur destacando la luz natural, el amplio salón comedor se divide en dos ambientes perfectos para disfrutar de momentos en familia o recibir amigos. La cocina de diseño semi integrada está completamente equipada y lista para inspirar al chef que llevas dentro. Además, cuenta con un práctico aseo para visitas y una zona de lavandería independiente que añade funcionalidad al día a día.  Los dos dormitorios son espaciosos, siendo la habitación principal un verdadero refugio con baño en suite y vestidor, mientras que la segunda habitación también ofrece su propio vestidor y baño en suite, garantizando privacidad y confort. Los balcones orientados al sur son el lugar perfecto para relajarse. La calefacción central y el aire acondicionado aseguran un ambiente agradable durante todo el año. Ubicado a pocos pasos de El Retiro, este piso está rodeado de una variada oferta de restaurantes y tiendas, lo que lo convierte en una opción ideal para disfrutar de la vida urbana sin renunciar a la tranquilidad. Con portero y ascensor disponibles, este inmueble no solo ofrece seguridad, sino también comodidad en una de las zonas más lujosas de Europa. No pierdas la oportunidad de vivir en un lugar que combina historia, estilo y modernidad. ¡Ven a visitarlo y déjate enamorar!",False,good,False,True,11542.0,True,False,False,False,[],False,False,1385000.0,€,flat,"Goya, Madrid",Piso en CL Goya,Top,,,,
108999462,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bb/b8/d7/1361292878.webp,11828,27,4,405000.0,flat,sale,75.0,True,3,1,calle de Ángel Hernández,Madrid,Madrid,Chamartín,es,Prosperidad,40.4488043,-3.6616177,False,https://www.idealista.com/inmueble/108999462/,"""SOLFAI PONE A SU DISPOSICIÓN, ESTUPENDO PISO EXTERIOR EN LA CALLE ÁNGEL HERNÁNDEZ 21"" Se trata de una 4ª planta exterior de 75 m2 construdios y 66m2 utiles.   Distribuidos en: -Salón-Comedor -3 Dormitorios (2 dormitorios con armarios empotrados y salida a terraza)  -1 cuarto de baño con bañera.  -Cocina totalmente equipada (Frigorífico, Horno, Vitroceramica, campana extractora, lavavajillas, lavadora) -Terraza -Aire acondicionado.  -Calefacción individual: gas natural La finca dispone de Ascensor.   Situado en una buena zona Chamartín, muy bien comunicado con líneas de Bus y la estación de metro Alfonso XIII (L4), salidas a diferentes autovías (M-30), supermercados, zona de ocio y comercial, entidades bancarias, todos los servicios en la zona.   Gastos de comunidad: 114,46  €/mes IBI: 379,71€ - Anualidad. ****Si necesita ampliar información puede ponerse en contacto con nosotros y con gusto le atenderemos**** Descubre más inmuebles en nuestra web:.",False,good,False,True,5400.0,False,False,False,False,[],False,False,405000.0,€,flat,"Prosperidad, Madrid",Piso en calle de Ángel Hernández,Top,,,,
108520892,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e1/0d/fe/1347372032.webp,LCM37033,37,1,224900.0,flat,sale,87.0,True,3,1,calle de Portugal,Madrid,Fuenlabrada,Fuenlabrada II - El Molino,es,,40.2770966,-3.8074967,False,https://www.idealista.com/inmueble/108520892/,"LA CASA AGENCY FUENLABRADA vende vivienda en Calle Portugal, Fuenlabrada. Inmueble de 87 m², para entrar a vivir, finca con ascensor y fachada rehabilitada.  Consta de 3 dormitorios con armario empotrado en dormitorio principal, amplio salón-comedor, cocina, baño completo y terraza cerrada. La vivienda cuenta con calefacción individual de gas natural, ventanas de aluminio, suelos de gres. Aire acondicionado en salón y dormitorio principal. Muy buena orientación. Puertas en muy buen estado. Buena zona. Próximo a la estación de Metro Sur Parque Europa. La zona es muy tranquila, rodeado de comercios, colegios, institutos, centro de salud, galería comercial. Cercano a Centro Comercial Fuenlabrada II, Hospital de Fuenlabrada y Parque de la Solidaridad.  Si buscas una vivienda con buena ubicación, distribución y para entrar a vivir ¡ésta es tu oportunidad!",True,good,False,True,2585.0,True,False,True,False,[],False,False,224900.0,€,flat,"Fuenlabrada II - El Molino, Fuenlabrada",Piso en calle de Portugal,Top,,,,
109095522,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7f/e4/b2/1364227973.webp,4234,42,3,750000.0,flat,sale,100.0,True,4,1,avenida de Filipinas,Madrid,Madrid,Chamberí,es,Vallehermoso,40.4430526,-3.7037672,False,https://www.idealista.com/inmueble/109095522/,"ALTOR ASESORES pone a su disposición en venta amplia vivienda en una de las zonas más demandadas de la CAPITAL, la vivienda cuenta con cuatro habitaciones y un baño.  El precio de la vivienda reformada superará el millón de euros Esta vivienda se encuentra en una ubicación ideal para aquellos que buscan estar cerca de servicios y comodidades, ya que está situada en una zona céntrica de la ciudad. El piso cuenta con una distribución práctica y funcional, lo que lo hace perfecto para familias o personas que necesitan un espacio amplio y confortable. La cocina es espaciosa y está equipada con todos los electrodomésticos necesarios para el día a día. Además, todas las habitaciones son luminosas y cuentan con espacio suficiente para colocar los muebles necesarios.  El edificio en el que se encuentra la vivienda dispone de ascensor, lo que facilita el acceso a la misma. También cuenta con portero automático para mayor seguridad. Opción ideal para aquellos que buscan un hogar amplio, luminoso y cómodo en una ubicación privilegiada. No dudes en contactar con nosotros para concertar una visita y comprobar por ti mismo todas las ventajas que ofrece esta vivienda.",True,good,False,True,7500.0,False,False,True,False,[],False,False,750000.0,€,flat,"Vallehermoso, Madrid",Piso en avenida de Filipinas,Top,,,,
109037449,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b9/63/a8/1362354218.webp,2253-461-EM,59,3,1150000.0,flat,sale,111.0,True,2,1,calle de Montesa,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4272936,-3.6711654,False,https://www.idealista.com/inmueble/109037449/,"Se vende piso clásico en Lista. Siete balcones a la calle, enclavados en una bella fachada clásica, que hace esquina y que mira a otra de gemelo semblante, son los que tiene este piso de auténtico capricho en el barrio de Lista, en el distrito de Salamanca.  La singularidad de ser 100% exterior y estar orientado al sureste hace de esta vivienda un hogar cálido y acogedor, embriagado de sol y luz desde el amanecer hasta el anochecer. Algunos de sus balcones tienen el ancho suficiente para instalar una mesita y sillas, convirtiéndose en palcos de teatro urbano, desde donde observar el vaivén de los transeúntes, con los susurros de la conversación vecinal llegando hasta la tercera planta donde se encuentran.  A escasos metros de José Ortega y Gasset, en un entorno arbolado, y a pocos mas de Don Ramón de la Cruz, la ubicación es una de las favoritas de todos aquellos que quieren vivir y disfrutar a diario la vida íntima del tejido aristocrático de Barrio Salamanca; el trajín elegante de señoras que caminan hacia cercana milla de Oro, los amigos que se reúnen en las tabernas de siempre con las familias de siempre… Según Catastro, el inmueble tiene 111 m2 construidos de los cuales 98 m2 son de vivienda, con una superficie útil de aproximadamente 74 m2.  En su interior, cuenta con dos dormitorios, salón, cocina independiente y un baño. Los techos de 2,9 metros de altura aportan una superficie cúbica que enamora a quien cruza su umbral. Llámanos para visitarlo.",False,good,False,True,10360.0,False,True,False,False,[],False,False,1150000.0,€,flat,"Lista, Madrid",Piso en calle de Montesa,Top,,,,
107063992,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e1/de/c2/1301893148.webp,NM205253,29,,1950000.0,chalet,sale,532.0,,6,5,Bonanza,Madrid,Boadilla del Monte,Bonanza,es,,40.4460431,-3.9047442,False,https://www.idealista.com/inmueble/107063992/,"En venta, tenemos un espectacular Chalet Independiente en Bonanza, Boadilla del Monte, Madrid. Esta impresionante propiedad cuenta con una superficie de 533 m2 distribuidos en 3 plantas, todo ello en una preciosa parcela de 2.380 m2. Con un diseño elegante y lujoso, este chalet ofrece una vida cómoda y exclusiva para aquellos que buscan lo mejor. Al entrar en la propiedad, te sorprenderá la amplitud y luminosidad de cada una de las estancias. En la planta baja, encontrarás un distribuidor que te llevará a un amplio salón con chimenea y salida a un porche acristalado, perfecto para disfrutar de las vistas al jardín y la piscina. Además, cuenta con una sala de estar, una cocina completamente equipada con despensa, un baño completo y una habitación adicional. En la primera planta, se encuentran 3 habitaciones, 2 baños completos y una habitación principal en suite con un baño privado. Todas las habitaciones cuentan con amplios armarios empotrados y acabados de alta calidad. En el sótano, se encuentra una habitación de servicio, un baño completo, un trastero, un cuarto de calderas y un cuarto de herramientas. Además, cuenta con un amplio garaje con capacidad para 4 coches. Esta propiedad cuenta con una serie de características que la hacen única. La carpintería interior de madera lacada y la carpintería exterior de climalit le dan un toque de elegancia y sofisticación. Además, cuenta con calefacción de depósito de gasoil, aire acondicionado, sistema de alarma y piscina privada. El jardín de esta propiedad es simplemente espectacular. Con una hermosa piscina con cascada, podrás disfrutar de momentos de relax y diversión en compañía de tus seres queridos. Además, cuenta con un cenador y un aseo en el jardín, perfecto para disfrutar de comidas al aire libre. La ubicación de este chalet es inmejorable. Situado en el barrio de Bonanza, en Boadilla del Monte, ofrece una gran tranquilidad y privacidad, así como una excelente conexión con el resto de la ciudad. En definitiva, este Chalet Independiente en Bonanza es una oportunidad única para aquellos que buscan una vida de lujo y exclusividad. No pierdas la oportunidad de visitar esta propiedad y convertirla en tu hogar. Si deseas obtener más información sobre este inmueble, no dudes en ponerte en contacto con nuestro equipo en la oficina de Gilmar en Boadilla del Monte. Desde 1983, Gilmar ha estado ayudando a sus clientes a encontrar la casa de sus sueños, y estamos seguros de que podemos ayudarte a ti también. ¡No dudes en contactarnos y facilitarnos la referencia del inmueble!",False,good,False,,3665.0,False,False,False,False,[],False,False,1950000.0,€,chalet,"Bonanza, Boadilla del Monte",Casa independiente,Top,True,True,,independantHouse
