propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,neighborhood,hasLift,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
103321375,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c9/df/e7/1185712821.webp,2669,16,629000.0,flat,sale,57.0,2,2,calle de Ayala,Madrid,Madrid,Barrio de Salamanca,es,40.4264992,-3.6675476,False,https://www.idealista.com/inmueble/103321375/,"Magnífico piso en la calle Ayala. 1ª Planta. Exterior. 2 Balcones a la calle. Dormitorio Principal en Suite. Reforma de diseño a estrenar. Amueblado. Finca Clásica y Buen Portal. Muy bien comunicado. Junto a los principales comercios de la zona. Ref: 2669. ¡Bienvenidos a este espectacular piso en venta en la calle Ayala! Esta joya de la arquitectura clásica ha sido completamente reformada con un diseño moderno y a estrenar. Con una ubicación privilegiada en la 1ª planta, este piso cuenta con dos balcones a la calle para disfrutar del ambiente madrileño, que le proporciona una luminosidad única en todas sus estancias. El dormitorio principal en suite es una de las joyas de la corona de esta propiedad, con un baño de diseño y acabados de alta calidad.  Se encuentra en un edificio de fachada clásica, portal en buen estado y cuenta con ascensor, lo que hace que el acceso a la vivienda sea cómodo y sencillo. Además, la ubicación es inmejorable, muy bien comunicado y con los principales comercios de la zona a pocos minutos a pie. No dejes pasar la oportunidad de vivir en este espectacular piso amueblado y completamente equipado. ¡Contacta con nosotros para más información! ""AP de Propiedades, somos un grupo inmobiliario que opera en todos los campos del sector desde hace más de 20 años. Nuestra actividad se ha centrado fundamentalmente en Madrid capital, en donde hemos desarrollado diferentes promociones de obra nueva y de rehabilitación de edificios singulares, sin olvidar la prestación del servicio de intermediación inmobiliaria tanto en la compra como en la venta de inmuebles, con el único fin de ofrecer a nuestros clientes todo lo necesario para su completa satisfacción que también ha sido y será la nuestra. Nuestras oficinas se encuentran en la calle Castelló, 23 - 3ºIzq. Madrid”.",False,good,False,11035.0,True,False,False,False,[],False,False,629000.0,€,flat,,"Goya, Madrid",Piso en calle de Ayala,1,True,Goya,True,,,,,
109197520,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c0/e9/88/1367174172.webp,POZ62679,13,580000.0,flat,sale,145.0,2,2,Barrio El Pinar- Punta Galea,Madrid,Las Rozas de Madrid,El Pinar- Punta Galea,es,40.5380791,-3.8959751,False,https://www.idealista.com/inmueble/109197520/,"Lucas Fox se complace en presentar este magnífico piso de 2 dormitorios y  terraza, situado al noroeste de Madrid, en el municipio de las Rozas, a escasos 10 minutos de Madrid, donde encontrará un remanso de paz y tranquilidad. El piso se encuentra en un entorno privilegiado, muy bien comunicado y con todos los servicios a mano.  La vivienda goza de una ubicación muy cómoda y funcional para el día a día en la urbanización. Cuenta con magníficas vistas  y está orientado hacia el exterior, lo que se consigue una magnífica luz natural y una notable tranquilidad en un entorno libre de ruidos exteriores.  El piso forma parte de una de las urbanizaciones más exclusivas de Monterozas, ubicada en una de las principales calles y a proximo de la estación de tren de cercanías de las Rozas, cerca  de todo tipo de servicios como colegios, supermercados, ocio, transporte y principales carreteras.  Accedemos al piso en ascensor, ya sea por un elegante vestíbulo o directamente desde el garaje.  Al entrar, nos da la bienvenida un amplio hall con armario gabanero. A continuacion, nos encontramos con una cocina  practica y funcional que se presenta independiente y completamente equipada  y distribuida de forma funcional y cómoda para su uso. De frente  no encontramos un  amplio salón-comedor con gran ventanal y con acceso a  la terraza con vistas a los jardines de laurbanizacion y con orientacion este.  La zona de descanso se compone de dos dormitorios, el dormitorio principal con baño en suite y vestidor y el segundo dormitorio con su baño privado. Cabe destacar de este piso la gran cantidad de armarios y su capacidad de almacenaje.  Toda la vivienda tiene aire acondicionado frío/calor centralizado, ventanas de PVC con doble acristalamiento y calefacción individual. Incluye plaza de garaje y trastero. La urbanización está muy bien conservada y ofrece privacidad y tranquilidad, sin barreras arquitectónicas, indicada para personas con reducida movilidad y cómodo para carrito de niños. Asimismo, ofrece piscina, pista de tenis, pista de padel, sala social y vigilancia 24 horas.  Póngase en contacto con Lucas Fox por correo electrónico o por teléfono para concertar una visita y ver la villa con sus propios ojos. Estamos disponibles 7 días a la semana para adaptarnos a las necesidades de nuestros clientes. También puede visitar nuestro Lucas Fox Property Lounge en la avenida de Europa 38, Pozuelo, donde podremos conocer sus necesidades en más detalle y ayudarle a encontrar su casa o inversión perfecta.",False,good,False,4000.0,False,False,False,False,[],False,False,580000.0,€,flat,,"El Pinar- Punta Galea, Las Rozas de Madrid",Piso,1,True,El Pinar- Punta Galea,True,True,True,,,
103511941,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3d/13/28/1191812676.webp,2693,22,719000.0,flat,sale,73.0,2,2,calle de Lope de Rueda,Madrid,Madrid,Barrio de Salamanca,es,40.4222095,-3.6788515,False,https://www.idealista.com/inmueble/103511941/,"Magnífica vivienda en Salamanca-Goya. A escasos metros del Parque del Retiro. 2ª Planta. Reforma de diseño con materiales de primeras marcas. Dormitorio Principal en Suite. Finca Clásica y Buen Portal. Posibilidad de Plaza de Garaje en Finca. Muy bien comunicada. Junto a los principales comercios de la zona. Ref-2693.  Piso en venta en la exclusiva zona de Salamanca-Goya, con una ubicación privilegiada cerca del Parque del Retiro. Este inmueble se encuentra en la 2ª planta de una finca clásica con un buen portal y la posibilidad de adquirir una plaza de garaje.  El piso ha sido completamente reformado con un diseño moderno y cuenta con materiales de primeras marcas, lo que le otorga un estilo único y sofisticado. Dispone de un dormitorio principal en suite, brindando privacidad y comodidad. ¡No pierdas la oportunidad de adquirir este exclusivo piso en una de las mejores ubicaciones de Salamanca-Goya! ""AP de Propiedades, somos un grupo inmobiliario que opera en todos los campos del sector desde hace más de 20 años. Nuestra actividad se ha centrado fundamentalmente en Madrid capital, en donde hemos desarrollado diferentes promociones de obra nueva y de rehabilitación de edificios singulares, sin olvidar la prestación del servicio de intermediación inmobiliaria tanto en la compra como en la venta de inmuebles, con el único fin de ofrecer a nuestros clientes todo lo necesario para su completa satisfacción que también ha sido y será la nuestra. Nuestras oficinas se encuentran en la calle Castelló, 23 - 3ºIzq. Madrid”.",False,good,False,9849.0,True,False,False,False,[],False,False,719000.0,€,flat,,"Goya, Madrid",Piso en calle de Lope de Rueda,2,False,Goya,True,,,,,
108794997,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9e/e8/42/1355341247.webp,QUIN1200018,26,430000.0,duplex,sale,114.0,4,1,calle de Emilio Gastesi Fernández,Madrid,Madrid,Ciudad Lineal,es,40.437423,-3.6470248,False,https://www.idealista.com/inmueble/108794997/,"VOhome Quintana, vende dúplex de 114 m2 totales, en tercera planta con ascensor, calle Emilio Gastesi Fernández, frente al polideportivo de La Concepción, distrito de Ciudad Lineal. Dúplex exterior, muy luminoso, de tres dormitorios con amplias estancias, distribuido en tres plantas. Primera planta: Hall distribuidor con gran vestidor, tres dormitorios y baño completo con plato de ducha. Planta intermedia: Hall distribuidor con armario empotrado, salón y cocina indendientes, amplios y muy luminosos debido a su orientación sur. Planta baja: Hall de entrada con dormitorio auxiliar. Dispone de calefacción central, aire acondicionado en salón y habitación principal. Suelo de tarima, ventanas climalít y puerta exterior blindada. Esta estupenda vivienda está situada en un edificio señorial el cuál dispone de conserje, vigilancia y cuatro ascensores por planta. Recinto privado, ajardinado para uso y disfrute de los vecinos. Excelente ubicación, muy comercial, con todos los servicios cerca y medios de transporte tanto metro como autobuses. ""Te financiamos tu vivienda hasta el 100% del valor de compraventa. Tipo de interés fijo: desde 2.25 % Tipo de interés variable: desde Er+0.25 % Para más información, llamar al teléfono gratuito "" Contacto Oficina calle Alcalá 339, Plaza Quintana frente a Docamar Tlno. fijo / móvil /.",False,good,False,3772.0,True,False,False,False,[],False,False,430000.0,€,flat,duplex,"Quintana, Madrid",Dúplex en calle de Emilio Gastesi Fernández,3,True,Quintana,True,,,,,
107763192,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9f/a8/ab/1323069651.webp,W-02Z872,14,665000.0,penthouse,sale,70.0,2,1,Barrio Malasaña-Universidad,Madrid,Madrid,Centro,es,40.4227635,-3.7036741,False,https://www.idealista.com/inmueble/107763192/,"Ático con terraza en el corazón de Malasaña Este espectacular ático se encuentra en la cuarta planta de un edificio típico del vibrante barrio de Malasaña, una de las zonas más solicitadas de Madrid. Reformado recientemente, el inmueble ofrece un ambiente moderno y acogedor, ideal para quienes buscan un lugar lleno de luz y encanto. La propiedad dispone de dos acogedoras habitaciones y un baño completo, además de una cocina abierta totalmente equipada que se integra perfectamente con el luminoso salón, creando un espacio amplio y funcional. Las grandes ventanas que dan al exterior permiten que la luz natural inunde cada rincón del hogar, resaltando la calidez y comodidad del espacio. Uno de los grandes atractivos de este ático es su encantadora terraza, un lugar perfecto para disfrutar de las vistas del barrio y relajarse al aire libre en cualquier momento del día. Una oportunidad única para vivir en una de las zonas más emblemáticas de Madrid, en un hogar con personalidad, luz y un toque de frescura gracias a su reforma reciente. ¡No dejes escapar esta oportunidad de hacer de este ático tu nuevo hogar! Durante los años 80, el barrio de Malasaña saltó a la fama como el centro de la mundialmente conocida “Movida Madrileña"", un movimiento cultural y artístico que marca el final de la dictadura y el comienzo de una nueva era de libertad y diversión. El barrio está rodeado por las calles de Princesa, Gran Vía, Fuencarral, Carranza y Alberto Aguilera. Una característica del barrio de esta área es la cantidad de fachadas y balcones de color anaranjado. Los edificios de Malasaña son una rica muestra del patrimonio arquitectónico y cultural de la ciudad. El vecindario está lleno de pintorescas calles y callejones, mercadillos, una gran cantidad de historia, y un buen número de pequeñas tiendas exclusivas y negocios tradicionales que hacen de este barrio uno de los puntos de encuentro favoritos tanto para los visitantes como para los amantes de la historia de Madrid.",False,good,False,9500.0,False,False,False,False,[],False,False,665000.0,€,flat,penthouse,"Malasaña-Universidad, Madrid",Ático,4,True,Malasaña-Universidad,False,,,,,
108640010,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fb/e6/e6/1350738619.webp,C2BB,22,220000.0,flat,sale,78.0,2,1,CL CASARABONELA,Madrid,Madrid,Usera,es,40.367172,-3.6885548,False,https://www.idealista.com/inmueble/108640010/,"**Piso en planta baja ideal para tu nuevo hogar** Descubre este magnífico piso en planta baja que combina comodidad y estilo. Con 78 m² construidos, este espacio cuenta con 2 dormitorios, con la posibilidad de reconvertirlo en 3 según tus necesidades. Todas las estancias son exteriores, dan a un pequeño parque muy tranquilo, lo que garantiza una luminosidad excepcional durante todo el día. La cocina, equipada con un tendedero cubierto, esta en muy buen estado tanto el mobiliario como los electrodomésticos.  El salón se abre a una terraza cubierta, ideal para disfrutar de momentos al aire libre. Además, el baño está diseñado con un práctico plato de ducha, la vivienda tiene gran capacidad de almacenaje, pues dispone de 4 armarios empotrados, brindando un amplio espacio de almacenamiento. La calefacción por gas natural mediante una caldera estanca de evaporación de la marca Saunier Duval en perfecto estado de mantenimiento, la fontanería reformada recientemente. Ubicado en una comunidad tranquila, con un IBI de solo 275 € anuales y una cuota de comunidad de 70 €, este piso es perfecto para entrar a vivir o adecuar a tu gusto. Con suelos de gres de calidad en muy buen estado y radiadores en todas las estancias, instalados recientemente, este inmueble es una oportunidad que no querrás dejar pasar.  No dude en solicitarnos información, estaremos encantados de atenderles y agendar una visita. Ideal como vivienda habitual y como inversión por la alta demanda de alquiler en la zona, con una rentabilidad aproximada del 7 %.",True,renew,False,2821.0,True,False,False,False,[],False,False,220000.0,€,flat,,"San Fermín, Madrid",Piso en CL Casarabonela,bj,True,San Fermín,False,,,225000.0,5000.0,2.0
109066338,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8d/83/36/1363376510.webp,,42,328000.0,flat,sale,108.0,3,2,avenida de Rafael Alberti,Madrid,Madrid,Puente de Vallecas,es,40.3880661,-3.6400367,False,https://www.idealista.com/inmueble/109066338/,"Vivienda Madrid ofrece piso estupendo exterior y muy luminoso, PARA ENTRAR A VIVIR, bien comunicado, en el barrio de palomeras, perteneciente al distrito de Vallecas. Se trata de una 8ª planta de una buena finca con nueve alturas y con 10 vecinos por planta. El portal dispone de cuatro ascensores y se encuentra muy bien cuidado y adaptado a personas con movilidad reducida. El inmueble consta de hall-recibidor, amplio salón – comedor, grandes ventanas, cocina completamente equipada, 3 dormitorios con armarios empotrados, aire acondicionado. La vivienda posee doble ventanas de aluminio, suelos de gres, paredes gotelé, puertas de madera, calefacción individual de gas natural y aire acondicionado.  La vivienda incluye una plaza de garaje.   La ubicación es excelente, con una gran conexión de transporte público, incluyendo paradas de metro, así como acceso rápido a la M40 y M30. La zona está consolidada y cuenta con todos los servicios necesarios en los alrededores: comercios, farmacias, parques, colegios, centros de salud de Rafael Alberti y Federica Montseny. Los metros más cercanos son Miguel Hernández, y parada de autobuses: 10, 144, 57,58103, 142, N25 se encuentra cerca de las avenidas Albufera y Rafael Alberti. Para más información, visitas y consultas contacte con nuestra oficina en calle Torremolinos 2, en Miguel Hernández: Teléfonos: /.",False,good,False,3037.0,True,False,False,False,[],False,False,328000.0,€,flat,,"Palomeras sureste, Madrid",Piso en avenida de Rafael Alberti,8,True,Palomeras sureste,True,True,True,,,
109147046,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3e/6a/20/1365673726.webp,CH-426599-S,16,1300000.0,flat,sale,175.0,4,3,Barrio Bernabéu-Hispanoamérica,Madrid,Madrid,Chamartín,es,40.4534873,-3.6865023,False,https://www.idealista.com/inmueble/109147046/,"ÚNICA Inmobiliaria les invita a conocer una fantástica vivienda, ubicada a tan sólo unos pasos de Paseo de la Castellana. Una propiedad perfecta para todos aquellos que buscan exclusividad en pleno corazón de Hispanoamérica. Incorporada a un edificio clásico, la vivienda cumple los parámetros que reclaman nuestros compradores más exigentes: vistas exteriores y una excelente ubicación, en una de las mejores zonas de Madrid.  Se trata de una superficie de 175 m2, destacando su excelente iluminación natural, gracias a sus ventanales exteriores. Consta de 4 habitaciones, una de ellas de servicio, y 3 baños, 2 de ellos en suite. Aire acondicionado (frío y calor), cocina, comedor y plaza de garaje.  El inmueble se sitúa en un contexto de excepción, que permite disfrutar del fantástico entorno y el acceso a la oferta más ambiciosa en lo referido a ocio, cultura y gastronomía. No pierdas la oportunidad de vivir en un entorno privilegiado, con todas las comodidades y servicios a tu alcance. En Única Inmobiliaria aglutinamos más de veinte años de experiencia en el sector del lujo. Contamos con una amplia trayectoria que avala nuestra gestión trabajando alrededor de las zonas más exclusivas de Madrid: Barrio de Salamanca, Recoletos, Almagro, Chamartín, Retiro, Justicia….",False,renew,False,7429.0,False,False,False,False,[],False,False,1300000.0,€,flat,,"Bernabéu-Hispanoamérica, Madrid",Piso,bj,True,Bernabéu-Hispanoamérica,True,,,,,
108403079,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/06/c2/a3/1343300599.webp,,26,470000.0,flat,sale,67.0,2,2,CL POZAS,Madrid,Madrid,Centro,es,40.4249502,-3.7056308,False,https://www.idealista.com/inmueble/108403079/,"**** SIN HONORARIOS AL COMPRADOR **** Se vende piso recientemente reformado en el corazón de Tribunal con numerosos ventanales y excelente iluminación. Cuenta con un salón cocina con dos grandes balcones. Tiene dos habitaciones, una de ella con ducha y aseo en suite (ducha y aseo separados), un baño completo común y un pasillo distribuidor. El piso ha sido íntegramente rehabilitado manteniendo elementos originales y añadiendo la comodidad que dan elementos como ventanales nuevos, insonorizados y aislantes. Se entrega con muebles. Está a 3 minutos del metro Noviciado, a dos pasos de Gran Vía pero en una esquina tranquila.",True,good,False,7015.0,True,False,False,False,[],False,False,470000.0,€,flat,,"Malasaña-Universidad, Madrid",Piso en CL Pozas,bj,True,Malasaña-Universidad,True,,,490000.0,20000.0,4.0
108772485,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/85/8e/49/1354684584.webp,76246,33,700000.0,flat,sale,75.0,1,1,calle de la Princesa,Madrid,Madrid,Moncloa,es,40.4274022,-3.7153954,False,https://www.idealista.com/inmueble/108772485/,"Maravillosa oportunidad piso de 1 habitación y 1 baño, en Argüelles. 75 m2 construidos. 55 m2 útiles. Orientación Este. Salón de paso. Cocina independiente. Calefacción central y aire acondicionado. Armarios empotrados, suelo de cemento, ventanas de aluminio y puertas de madera. Portero físico 24 horas. Ascensor y acceso adaptado a personas con capacidad de movilidad reducida. NO PIERDA ESTA OPORTUNIDAD Y CONTACTE CON NOSOTROS PARA REALIZAR UNA VISITA.  Daurum Estate ofrece conseguir la mejor financiación a su medida hasta el 100% del valor de compra venta sea nuestra la vivienda o no.  INFORMACIÓN SIN COMPROMISO en el mismo número de teléfono del anuncio.  Además, posibilidad de servicio de reformas para acomodar la vivienda a su gusto.",True,renew,False,9333.0,True,False,False,False,[],False,False,700000.0,€,flat,,"Argüelles, Madrid",Piso en calle de la Princesa,18,True,Argüelles,True,,,,,
109133596,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/49/62/58/1365336550.webp,11740,37,164000.0,flat,sale,30.0,1,1,calle de Argumosa,Madrid,Madrid,Centro,es,40.4088038,-3.7017853,False,https://www.idealista.com/inmueble/109133596/,"Presentamos apartamento super tranquilo, situado en una de las calles más conocidas del efervescente y céntrico barrio de Lavapiés, la calle Argumosa, conocida por su diversidad de restaurantes y terracitas, ¡y con la parada de metro de Lavapiés en frente! ATENCION! EL PISO ESTA EN LA PLANTA SOTANO, AUNQUE TIENE LUZ Y VENTILACION NATURAL. EL ASCENSOR NO BAJA HASTA LA -1 -1, SE ACCEDE A TRAVES DE DOS PEQUEÑOS TRAMOS DE ESCALERAS INVERSION DE ALTA RENTABILIDAD. NO COBRAMOS HONORARIOS AL COMPRADOR! El apartamento esta recién reformado y se vende totalmente amueblado y con menaje del hogar con todo detalle (TV de 50"", sabanas, toallas, cafetera, tostadora, plancha etc), tiene cocina americana, un dormitorio, cuarto de baño con plato de ducha y un patio de uso privado que permiten la entrada de luz y ventilación natural, hay otro patio mas grande que se puede usar también compartido con el único vecino de la planta.  El inmueble está situado en una finca representativa de más de 100 años de historia, con ascensor, pero ATENCIÓN para acceder al inmueble hay que bajar dos tramos de escalera y solo 32 vecinos y acceso a una espectacular terraza comunitaria en la azotea donde disfrutar de los bonitos atardeceres de Madrid. Gracias a los grandes muros de la vivienda el aislamiento térmico y acústico está asegurado, manteniendo una temperatura estable durante todo el año que supone un gran ahorro en calefacción o aire acondicionado. El agua caliente funciona por termo acumulador eléctrico.  Lavapiés es barrio en tendencia. Es MadriZ, nuevos artistas, startups, tiendas de barrio de toda la vida, comidas internacionales, especialidades para veganos... panaderías de masa madre, tiendas de ropa de jóvenes diseñadores, arreglos de bicis, reciclaje de ropa... puedes tomar un aperitivo castizo de mollejas y torreznos, disfrutar de comida hindú o degustar croquetas de diseño o platos de cocina fusión y luego tomar algo en alguno de sus locales de ocio nocturno más renombrados de la ciudad.  Aunque la mezcla de culturas marcó su carácter iconoclasta durante los años 90 y 2000, ahora es un barrio moderno, con tiendas y negocios de todo tipo orientado hacia una convivencia vecinal y cosmopolita.  Es un barrio consolidado y muy bien comunicado por transporte público y privado, con salidas cercanas a la M.30, Paseo de la Castellana etc., con todo tipo de servicios esenciales, colegios, institutos y centros universitarios, centro de salud Lavapiés, Mercado de San Fernando, supermercados (Carrefour 24h, Mercadona, Ahorramas, Lidl), bancos, farmacia etc. y una oferta cultural impresionante, galerías de arte, cines Doré, la sala Equis para cine más indie, y los nuevos pequeños cines de embajadores. Y grandes centros culturales como la Casa Encendida, Tabacalera, Museo del Prado, Museo reina Sofía, museo Caixa Fórum, Teatro Circo Price, cerca de la casa de Cervantes….  Si nos gusta pasear por el Madrid más castizo, estamos muy cerca de la estación del Arte, Atocha, del Paseo del Prado o a 10 minutos de la Puerta del Sol, de La Latina o del mítico Rastro Madrileño, el gran Parque del Retiro, pulmón de la ciudad o Madrid Rio.  ¡No pierdas la oportunidad de poder vivir en un barrio con tanto encanto!",False,good,False,5467.0,True,False,True,False,[],False,False,164000.0,€,flat,,"Lavapiés-Embajadores, Madrid",Piso en calle de Argumosa,st,False,Lavapiés-Embajadores,True,,,,,
107898595,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4d/99/b3/1327719316.webp,,44,917000.0,penthouse,sale,305.0,4,3,calle Francisco Tomás y Valiente,Madrid,Boadilla del Monte,Viñas Viejas,es,40.4130255,-3.8960855,False,https://www.idealista.com/inmueble/107898595/,"Te presentamos esta impresionante vivienda en altura, ubicada en una de las zonas residenciales más exclusivas de Boadilla del Monte. Un entorno tranquilo, familiar y rodeado de naturaleza, ideal para quienes buscan confort, amplitud y calidad de vida. Distribuida en dos cómodas plantas, esta propiedad destaca por su luminosidad, funcionalidad y elegancia. Al entrar, te recibe un hall que da acceso a un amplio salón-comedor, a una gran cocina con office, perfecta para disfrutar en familia o con amigos. La cocina dispone, además, de un espacio independiente para lavandería. Gracias a la ausencia de muros de carga en esta zona, existe la posibilidad de unificar los ambientes y crear un espectacular espacio diáfano como gran área social de la vivienda. Desde el salón y la cocina accedemos a una maravillosa terraza en forma de L, ideal para disfrutar del exterior durante todo el año, ya sea para relajarse, comer al aire libre o disfrutar de las vistas despejadas. Esta planta se completa con un aseo de cortesía y un dormitorio con espacio para vestidor y baño completo en suite, perfecto como habitación principal en planta baja o como dormitorio de invitados. En la planta alta encontramos tres amplios dormitorios, todos con armarios empotrados y acceso directo a las dos terrazas de esta planta, perfectas para crear zonas privadas de descanso o relax. Gracias a la estructura del bajo cubierta, existe la posibilidad de ampliar todas las estancias, dotándolas de un tamaño y confort excepcionales. La planta dispone de un baño completo, con la posibilidad de incorporar un segundo baño y convertir una de las habitaciones en una exclusiva suite. Además, la vivienda dispone de trastero y 3 amplias plazas de garaje con cargador eléctrico incluido en el precio. Calidades y Tecnología •Sistema de domótica para control de luces y comunicación entre estancias. •Hilo musical integrado en todas las habitaciones. •Aire acondicionado por conductos en toda la vivienda. Urbanización de Lujo Ubicada en una de las mejores urbanizaciones de la zona, esta propiedad ofrece todo lo que necesitas para disfrutar con toda la familia: •Dos piscinas exteriores y una piscina interior climatizada •Zonas ajardinadas •Gimnasio completamente equipado •Pistas de pádel Una vivienda única, moderna y versátil, pensada para quienes buscan un estilo de vida superior en un entorno residencial privilegiado. A escasos minutos andando de todos los servicios y de la zona de ocio del Sector B de Boadilla del Monte. Además, a un minuto en coche de las principales salidas. Gracias a las empresas del GRUPO LEGEND, aportamos Asesoramiento Fiscal, Financiero y un Arquitecto a su disposición para cualquier consulta o servicio que necesite, todos estos servicios son incluidos sin coste adicional a nuestros clientes. Además, no cobramos honorarios al comprador. Nos adaptamos a las necesidades y horarios de nuestros clientes. Contacta con nosotros para más información y organizar una visita.dor elé.",True,good,False,3007.0,True,False,False,False,[],False,False,917000.0,€,flat,penthouse,"Viñas Viejas, Boadilla del Monte",Ático en calle Francisco Tomás y Valiente,3,True,,True,True,True,,,
108580947,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fa/a1/28/1349054699.webp,18_25,30,260000.0,flat,sale,54.0,1,1,calle de Luis Vélez de Guevara,Madrid,Madrid,Centro,es,40.41493,-3.7033703,False,https://www.idealista.com/inmueble/108580947/,"Piso en venta en Luis Vélez de Guevara, junto a Sol Piso en primera planta de 54 m² en una finca con ascensor, listo para entrar a vivir. Situado en la calle Luis Vélez de Guevara, a pocos metros de la Puerta del Sol. El Inmueble en buen estado se distribuye en hall de Entrada, Salon comedor, 1 dormitorio, Cocina equipada y Baño completo con plato de ducha.  En cuanto a sus calidades el inmueble cuenta con paredes lisas, suelo de tarima y calefacción individual.  Ubicación céntrica con acceso a metro Sol, tiendas, restaurantes y servicios cercanos. Ideal para quienes buscan vivir o invertir en el corazón de Madrid.",False,good,False,4815.0,True,False,False,False,[],False,False,260000.0,€,flat,,"Lavapiés-Embajadores, Madrid",Piso en calle de Luis Vélez de Guevara,1,False,Lavapiés-Embajadores,True,,,,,
98109006,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a6/5a/40/1001355392.webp,S50,20,3900000.0,flat,sale,320.0,4,4,calle de Serrano,Madrid,Madrid,Barrio de Salamanca,es,40.4382796,-3.6867103,False,https://www.idealista.com/inmueble/98109006/,"Impresionante vivienda en plena Calle Serrano, junto a Ortega y Gasset. El piso consta de 320 metros, se ubica en una 4ª planta exterior de edificio representativo. Se compone de una magnifica entrada, un gran salón, un comedor independiente, una cocina completamente equipada, cuatro habitaciones grandes, tres de ellas en suite. Se ha reformado con las mejores calidades y con electrodomésticos de primera calidad. El exclusivo barrio de tiendas de Castellana incluye parte de la Milla de Oro, una elegante franja de boutiques tras señoriales fachadas del siglo XIX. Los restaurantes gourmet conviven con los bares de tapas de toda la vida, y los locales de lujo donde sirven vinos y cócteles mantienen la animación al caer la noche. En medio de las numerosas embajadas extranjeras de la zona, la Fundación Juan March, una mansión familiar convertida en centro cultural, alberga exposiciones de arte y conciertos de música clásica. Aproximadamente un 30 % de los inmuebles que tenemos en esta zona solo están anunciados en nuestra web por expreso deseo de los propietarios. Para verlos pinche por favor en el enlace adicional ubicado en la parte final del anuncio y encuentra el piso que estás buscando.",False,good,False,12188.0,False,False,False,False,[],False,False,3900000.0,€,flat,,"Castellana, Madrid",Piso en calle de Serrano,4,True,Castellana,True,,,,,
108738639,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/23/8c/bc/1353705833.webp,28-02260,19,215000.0,flat,sale,68.0,3,1,calle Girasol,Madrid,Madrid,Carabanchel,es,40.3686075,-3.7483513,False,https://www.idealista.com/inmueble/108738639/,"� ¡VENTA GARANTIZADA! Piso con contrato de alquiler vigente: Oportunidad de inversión con rentabilidad inmediata ¿Buscas una inversión segura? ¡Esta es tu oportunidad! Ponemos a la venta un luminoso piso todo exterior con inquilino y contrato vigente, ideal para obtener rentabilidad desde el primer día. � Ubicación privilegiada en Carabanchel Alto – Buena Vista, a solo 5 minutos a pie de la estación de metro Carabanchel Alto (Línea 11), con excelente conexión a la M-40, A-5 y el centro de Madrid. �️ Distribución del piso: 3 amplios dormitorios 1 baño completo con bañera Salón independiente con acceso a terraza exterior Cocina equipada con salida a una pequeña terraza Calefacción individual de gas natural Suelos de tarima flotante 3ª planta sin ascensor Muy luminoso y ventilado � A un paso del Centro Comercial Islazul y rodeado de todo tipo de servicios: colegios, supermercados, zonas verdes y más. � Excelente comunicación: Metro Línea 11 (Carabanchel Alto) EMT: Líneas 34, 35, 47, 139 Autobuses interurbanos Próxima ampliación de la Línea 11 con conexión directa a Atocha y Valdebebas � Financiación hasta el 100% + gastos (*sujeto a estudio financiero) � ¡Ven a visitarlo sin compromiso! Déjate sorprender por todo lo que este piso tiene para ofrecerte. Alquiler Protegido – Real Estate +15 años de experiencia | +13.000 propietarios | +24.000 inquilinos | +8.000 inmuebles gestionados  Confianza | Profesionalidad | Trato humano.",False,good,False,3162.0,False,False,False,False,[],False,False,215000.0,€,flat,,"Buena Vista, Madrid",Piso en calle Girasol,3,True,Buena Vista,False,,,,,
