propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,neighborhood,hasLift,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
109126671,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/40/da/01/1365376287.webp,IMBX787,43,220000.0,chalet,sale,240.0,5,1,calle Frailes Viejos,Madrid,Ciempozuelos,Casco Antiguo norte,es,40.1626298,-3.6188759,False,https://www.idealista.com/inmueble/109126671/,"� Oportunidad de inversión en Ciempozuelos (Madrid) 3 parcelas edificables  Cada una, con su escritura correspondiente, en los números 27,29, 31 Parcela total 240 m2 aproximadamente   A solo 35 km de Madrid capital Adjuntamos proyectos para hacer 6 apartamentos. Ciempozuelos es una localidad en pleno crecimiento, con más de 24.000 habitantes y una expansión constante de su población e infraestructura. Una ciudad cuidada, con todos los servicios, y con una demanda de vivienda en aumento que garantiza plusvalías y rentabilidad para cualquier proyecto inmobiliario. ⸻ � Ubicación estratégica •A 35 km de Madrid capital. •A solo 300 metros del Ayuntamiento y de la zona comercial. •Conexiones rápidas gracias a la Renfe C3 (cercanías). •Servicios completos: farmacias, colegios, hospital general, supermercados, comercios y ocio. ⸻ � Características de las parcelas •3 parcelas disponibles. •Medidas: 12 metros de frente x 20 metros de fondo (240 m² aprox. ) •Potencial edificatorio: hasta 6 apartamentos (según proyecto inicial). ⸻ �️ Proyecto pensado para inversores Montamos el proyecto base para que pueda visualizarse la construcción de los 6 apartamentos, garantizando una inversión clara, segura y atractiva. Toda la documentación está disponible para su revisión. ⸻  Ventajas de invertir en Ciempozuelos 1. Demanda en aumento: la población crece de forma constante, generando necesidad de nuevas viviendas. 2. Alta rentabilidad en alquiler: gran movimiento de familias jóvenes y trabajadores que buscan residir cerca de Madrid con precios accesibles. 3. Revalorización constante: el metro cuadrado en Ciempozuelos no deja de subir. 4. Ubicación privilegiada: tranquilidad de un municipio en expansión a pocos minutos de la capital. 5. Proyección a futuro: muchas casas antiguas se están rehabilitando, lo que dinamiza y moderniza la ciudad. ⸻ � Ciempozuelos: tradición y futuro Su nombre proviene de los antiguos “cien pozuelos” que abastecían de agua a la zona. Hoy, este municipio combina tradición e historia con modernidad, ofreciendo una excelente calidad de vida y una oportunidad clara para el desarrollo inmobiliario. ⸻ � Información y contacto Si buscas un proyecto inmobiliario con demanda real, alta rentabilidad y plusvalías garantizadas, estas parcelas en Ciempozuelos son tu mejor opción. � Escríbenos para más información, planos y detalles del proyecto.",False,good,False,917.0,True,False,False,False,[],False,False,220000.0,€,chalet,independantHouse,"Casco Antiguo norte, Ciempozuelos",Casa independiente en calle Frailes Viejos,,,,,,,,,
108491756,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a8/ab/5d/1360827563.webp,H-JLL,19,185000.0,flat,sale,79.0,3,1,calle Cadete Julio Llompart,Madrid,Madrid,Carabanchel,es,40.3953895,-3.7333842,False,https://www.idealista.com/inmueble/108491756/,"ALMANOVA EVOLUCIÓN INMOBILIARIA “Nuestra alma renació para evolucionar el concepto de la gestión inmobiliaria a un modelo más eficiente"" Adecuando los precios a cada momento de mercado. Evolucionamos el barrio desde el 2004, junto a ti! Ofrecemos en esta ocasión: piso reformado de 3 dormitorios, salón, cocina y baño. La vivienda se distribuye en 2 dormitorios dobles y 1 individual, sala de estar, cocina completamente equipada y baño con plato de ducha con mampara. Esta alquilado con contrato de arrendamiento vigente. El inquilino está al corriente de pago. Próximo al Parque de San Isidro, es una zona bien conectada con el transporte público, facilitando el acceso a diferentes partes de la ciudad. Además, la cercanía a parques como el Parque de la Cuña Verde de Latina proporciona espacios verdes para el ocio y la recreación, que ofrecen rutas de senderismo y ciclismo, así como áreas de juegos y zonas deportivas. Es un entorno cómodo y accesible que mejora la calidad de vida de sus residentes. Cumplimos 20 años en el barrio prestando un servicio sincero y eficaz a nuestros vecinos. Contamos con 2 sucursales a su disposición en las principales columnas vertebrales del barrio, Calle Atocha 28, ""la esquina"" (enfrente de la Parroquia de San Sebastián) y Calle Huertas 57, llegando al Paseo Del Prado. ¿QUIERES SABER CUANTO VALE TU INMUEBLE? NUESTRO PRINCIPAL VALOR ES LA CLARIDAD CON FUNDAMENTO. Solicita tu valoración profesional y gratuita. Vende ahora, no pierdas el momento! Somos la evolución inmobiliaria! Trabajamos precio justo, no nos equivocamos. Nuestro trabajo no es publicar inmuebles sino venderlos y en menos de 60 días. Comprueba nuestra eficacia, demostrable! Desde el año 2004 junto a ti! Confíe en los que más tiempo llevan en el barrio Paredes lisas, suelos de madera y ventanas de climalit. Calefacción y agua caliente individual eléctrico. Puerta blindada.",False,good,False,2342.0,True,False,False,False,[],False,False,185000.0,€,flat,,"San Isidro, Madrid",Piso en calle Cadete Julio Llompart,1,True,San Isidro,False,,,,,
108325255,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/62/8f/dd/1340744300.webp,SV GAVIA 40,17,450000.0,penthouse,sale,86.0,2,1,avenida de la Gavia,Madrid,Madrid,Villa de Vallecas,es,40.3728161,-3.6138608,False,https://www.idealista.com/inmueble/108325255/,"OCASION, ATICO EN ENSANCHE DE VALLECA, NO COBRAMOS COMISION! 2 HABITACIONES, 2 GARAJES, TRASTERO Y CASI 30 METROS DE TERRAZA. Tiene 86 metros construidos con zonas comunes. Tiene una superficie aproximada de 71 m² distribuidos en salón-comedor, cocina amueblada, 2 dormitorios con armarios empotrados, 1 baño y amplia terraza.  Dispone de zona comunitaria con piscina y jardín. Incluye dos plazas de garaje 9 y 10 de sótano 1 y trastero numero 10 de sótano 1 (casi 6 metros) Se encuentra muy bien comunicado, disponiendo a pocos metros de parada autobús con servicio de las líneas N9-145. Su cercanía a colegios, supermercados, farmacias, centro comercial y parques infantiles, convierten a esta vivienda en una propuesta inteligente a un precio accesible. A 5 minutos caminando de la estación de metro La Gavia y con fácil acceso a la M-45. [IW].",False,good,False,5233.0,True,False,False,False,[],False,False,450000.0,€,flat,penthouse,"Ensanche de Vallecas - La Gavia, Madrid",Ático en avenida de la Gavia,8,True,Ensanche de Vallecas - La Gavia,True,True,True,,,
108071455,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/98/51/74/1332943654.webp,LEG-301191,61,1490000.0,flat,sale,214.0,3,2,calle de Esparteros,Madrid,Madrid,Centro,es,40.4156799,-3.703182,False,https://www.idealista.com/inmueble/108071455/,"Remax Legend presenta este exclusivo Piso en el Corazón de Madrid, vivienda única, ubicada en una de las zonas más emblemáticas y céntricas de Madrid. Este espectacular piso de 214 m² en la cuarta planta de un edificio elegante ofrece amplitud, luminosidad y posibilidades de adaptación según las necesidades del comprador.  Uno de los elementos que distingue esta propiedad es su altura de techos de 2,80 metros, una característica que realza la sensación de amplitud y elegancia en cada estancia. Esta altura excepcional no solo aporta mayor luminosidad a los espacios, sino que también permite una mayor personalización en el diseño interior, convirtiendo cada rincón en una oportunidad para destacar la belleza arquitectónica del inmueble. Con una distribución excepcional, al entrar nos recibe un imponente hall de 20 m², que se fusiona con una acogedora zona de estar, formando el núcleo de la vivienda. Desde esta área, se accede de manera independiente y directa al salón-comedor, proporcionando fluidez en la circulación y privacidad en cada espacio.  La cocina, de diseño moderno y totalmente amueblada con todos los electrodomésticos incluidos, ofrece un espacio funcional y listo para ser disfrutado. Su isla central maximiza la comodidad y la practicidad, convirtiéndola en el lugar ideal para compartir momentos en el día a día. Además, tiene acceso directo al salón-comedor, facilitando la conexión entre ambas áreas de forma práctica y funcional y creando una conexión perfecta entre los espacios sociales de la vivienda. El Salón-Comedor con una gran luminosidad y elegancia absoluta es el gran protagonista de este inmueble, sus 54 m² lo convierten en un espacio diseñado para disfrutar al máximo del confort y la amplitud. Gracias a su generosa superficie, permite la creación de distintas áreas dentro de la misma estancia, ideal para quienes buscan una distribución versátil que combine zona de estar, comedor formal y área de reunión o lectura. Destaca por sus tres ventanales con balcones y orientación oeste, lo que garantiza una extraordinaria entrada de luz natural durante todo el día. La luz, combinada con la amplitud del espacio y la calidad de los acabados, aporta una atmósfera cálida y sofisticada. Este es, sin duda, el corazón de la vivienda, perfecto para reuniones, celebraciones y momentos de relax en un entorno exclusivo.  La zona privada de la vivienda se distribuye de manera funcional para garantizar confort y privacidad, el primer dormitorio de 27 m², con doble ambiente que combina área de descanso y despacho o sala de estar, ofreciendo versatilidad para distintos usos.  El dormitorio principal de 35 m², diseñado como una auténtica suite, con baño integrado que incluye ducha y bañera de hidromasaje, ideal para disfrutar de momentos de relax.  Un baño completo adicional, estratégicamente ubicado para dar servicio a las áreas comunes y al primer dormitorio.  En cuanto a detalles y comodidades, este exclusivo piso está equipado con calefacción por suelo radiante y aire acondicionado por conductos, garantizando confort en cualquier época del año.  Además, el edificio cuenta con ascensor y portero automático, aportando seguridad y comodidad a los residentes.  Opciones de Reforma Personalizadas: Para quienes buscan una distribución más amplia y flexible, nuestro estudio de arquitectura ha diseñado una propuesta de reforma que permite adaptar la vivienda a diferentes necesidades. Entre las opciones contempladas se encuentra la posibilidad de convertir el piso en una vivienda de 3 dormitorios más despacho, además de abrir la cocina al salón-comedor, potenciando los espacios abiertos y la sensación de amplitud. Para facilitar la visualización de esta propuesta, se incluyen renders y planos en el anuncio, ofreciendo una visión clara del potencial de esta propiedad. No dudes en ponerte en contacto con nosotros y organizar una visita.",True,good,False,6963.0,True,False,False,False,[],False,False,1490000.0,€,flat,,"Sol, Madrid",Piso en calle de Esparteros,4,True,Sol,True,,,,,
109159246,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/db/91/6c/1367031115.webp,,44,675000.0,chalet,sale,485.0,3,4,calle Pagasarri,Madrid,San Lorenzo de El Escorial,La Pizarra,es,40.6188793,-4.1173148,False,https://www.idealista.com/inmueble/109159246/,"URBANIZACION LA PIZARRA ADOSADO DE DISEÑO. Vivienda en tres niveles volcada al exterior, con dos amplias terrazas orientación Sur que dan continuidad a la vivienda, ofreciendo vistas del conjunto de la Comunidad de Madrid, desde la Sierra de Guadarrama hasta las Cuatro torres de Madrid. El desarrollo de la vivienda se realiza en los dos niveles superiores, con la siguiente distribución. Planta de Acceso, disponemos de un Hall que nos distribuye a los dos usos principales de la planta, zona de estar y cocina/comedor.  En la zona de Estar destaca un gran salón con amplios ventanales con una doble altura y chimenea, elementos que ofrecen una sensación de amplitud y confort, desde salón salimos a la terraza principal de la vivienda.  La zona comedor independizada el salón, y próxima a la cocina pensada para la comodidad del día a día. Tanto desde el comedor como desde la cocina tenemos acceso a la terraza principal de la vivienda.  La planta se completa con un baño para dar servicio a la planta y una habitación de servicio ó despacho.  El nivel inferior, se destina a dormitorios, con un dormitorio principal en suite que dispone deb un hall/distribuidor, para dar paso al dormitorio y baño. La salida a la terraza de esta planta se realiza desde el dormitorio principal. ´ La planta se completa con otros dos dormitorios, ambos con armario y baño para dar servicio a los mismos.  La vivienda dispone en tercer nivel, con acceso independiente desde la calle, de un espacio preparado para poder realizar celebraciones familiares, zona de juegos, con un gran espacio destinado a salón y actualmente una sala sin distribuir, cocina y baño, que permiten disponer de una segunda vivienda independiente de la principal.  Caldera mixta para calefacción y agua caliente.  Dos plazas de Garaje.  Visitas con cita concertada CASSA inmobiliaria.",False,good,False,1392.0,False,False,False,False,[],False,False,675000.0,€,chalet,semidetachedHouse,"La Pizarra, San Lorenzo de El Escorial",Chalet pareado en calle Pagasarri,,,,,True,True,,,
108733461,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fd/da/5b/1364386445.webp,IE17-VPAPP,19,255000.0,flat,sale,59.0,2,1,paseo de los Perales,Madrid,Madrid,Latina,es,40.4056588,-3.7372641,False,https://www.idealista.com/inmueble/108733461/,"INMOBILIARIAS ENCUENTRO VENDE EN EXCLUSIVA! Un espectacular piso completamente REFORMADO de 59 m2, con una distribución moderna que destaca por su gran luminosidad. La vivienda dispone de un dormitorio doble, una habitación individual, un amplio salón-comedor y cocina independiente completamente equipada con placa de inducción, horno, frigorífico, microondas y lavadora, y un amplio baño con plato de ducha y calentador de toallas. Dispone de calefacción eléctrica de bajo consumo y termo eléctrico. Cuenta con aire acondicionado frio calor en el salón y en la habitación principal. Dispone de suelo de tarima y ventanas climalit. Esta listo para entrar a vivir y convertirlo en tu HOGAR. Situado en una zona tranquila y rodeada de comercios supermercados, colegios, cuenta con un gran patio comunitario para disfrutar en familia. Cuenta con acceso a movilidad reducida desde el portal principal. La comunicación es excelente, a solo dos minutos de la estación de metro Lucero y a 10 minutos del metro Alto de Extremadura, supermercado Mercadona y Día. a pocos metros de la lineal 6 del metro circular y líneas de autobuses 31 39 158 138. Además se encuentra cerca de Madrid Río y de centro de Madrid y Príncipe Pío. En Inmobiliarias Encuentro intentamos mejorar cada día, simplificando los trámites relacionados con la compra de tu nueva vivienda. Ya puedes reservar cualquiera de nuestros inmuebles a través de la web, de una manera rápida y sencilla, mediante un proceso totalmente seguro y transparente. ¡No dejes pasar esta gran oportunidad! Si necesita vender su inmueble para adquirir este un otro inmueble publicado, contacte con nosotros, disponemos del servicio: ""CAMBIA Y DESCANSA"". La solución perfecta para cuadrar los plazos de venta de su vivienda y entrega del nuevo inmueble ¡Sin complicaciones, sin esperas! ¡Contáctenos y comience el camino hacia su nuevo hogar! ¡Financiación a tu medida! Con Finmo tendrás los mejores tipos de interés y hasta el 100% de financiación. ¡Consulta nuestras condiciones! Entra en nuestra web y reserva este piso en tan sólo dos minutos con nuestro servicio iReserva. Si tienes alguna duda recuerda que puedes hablar con Inmobiliarias Encuentro.",True,good,False,4322.0,True,False,True,False,[],False,False,255000.0,€,flat,,"Puerta del Ángel, Madrid",Piso en paseo de los Perales,bj,True,Puerta del Ángel,False,,,265000.0,10000.0,4.0
109186019,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/89/f2/0a/1366815676.webp,PIS_859,5,239000.0,flat,sale,73.0,3,1,paseo de Londres,Madrid,Fuenlabrada,Fuenlabrada II - El Molino,es,40.2896711,-3.8093229,False,https://www.idealista.com/inmueble/109186019/,"¡Descubre tu nuevo hogar! Este espectacular piso totalmente reformado yA ESTRENAR es la oportunidad que estabas esperando. Con una distribución ideal de tres dormitorios y un baño, este espacio es perfecto tanto para familias como para quienes buscan comodidad y estilo. El amplio salón comedor se convierte en el corazón del hogar, ideal para disfrutar de momentos inolvidables. La cocina, equipada y amueblada, te permitirá dar rienda suelta a tu creatividad culinaria. Además, la calefacción en toda la vivienda y el aire acondicionado en el salón y la habitación principal garantizan el máximo confort durante todo el año.  Ubicado en una zona con todos los servicios a tu alcance, como bancos, colegios y supermercados, este piso también cuenta con excelentes comunicaciones a través de metro y autobuses. ¡No dejes pasar esta oportunidad única de compra! . ¡Contáctanos para más información y asegúrate de ser el primero en visitarlo!",False,good,False,3274.0,True,False,False,False,[],False,False,239000.0,€,flat,,"Fuenlabrada II - El Molino, Fuenlabrada",Piso en paseo de Londres,3,True,,False,,,,,
109149211,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4c/23/0a/1365740492.webp,,22,1100000.0,flat,sale,177.0,4,3,calle del Doctor Esquerdo,Madrid,Madrid,Retiro,es,40.4106134,-3.6688892,False,https://www.idealista.com/inmueble/109149211/,"VIHOGAR tiene el gusto de presentarles este magnífico piso señorial con un sinfín de posibilidades de reforma gracias a su extraordinaria y amplia planta sin muros de carga interiores sino únicamente perimetrales. Impresiona la gran cantidad de luz natural que recibe gracias a su eminente posición en una 5ª planta exterior, tal y como se aprecia en las fotografías. En la actualidad, destaca la excelente distribución de sus 177m² con estancias orientadas tanto al exterior como al patio de manzana de la exclusiva finca en la que se encuentra ubicado. La vivienda se compone de 4 luminosos dormitorios y 3 baños, gran salón y comedor independientes con chimenea, además de hall de entrada distribuidor para acceder a las estancias, cocina, terraza, zona de descanso cuarto de servicio. Amplia cocina con terraza orientada al patio.  La calefacción de la vivienda es central y esta incluida en el recibo de la comunidad.  Aire acondicionado en salón y habitación principal.  GASTOS: Comunidad 213€. IBI: 1.100 €.  La vivienda cuenta con un amplio cuarto trastero.  El edificio dispone de servicio de conserje, recogida de basuras y ascensor de carga. ITE (Inspección Técnica de Edificio): La última ITE se realizó en el año 2021 con resultado favorable. La próxima revisión está prevista para 2031. ZONA: Perteneciente al distrito de Retiro, Niño Jesús es una de las zonas residenciales más elegantes y demandadas de la capital. El barrio de Retiro es conocido por su elegancia y su proximidad al famoso Parque del Retiro, uno de los pulmones verdes de la capital. Además, cuenta con una amplia oferta de servicios y comodidades, incluyendo tiendas exclusivas, restaurantes de alta cocina y una gran variedad de opciones de ocio. Las diversas comunicaciones son excepcionales, con diversas líneas de metro, autobuses a cinco minutos de la estación de Atocha y con rápida y fácil salida a la M30. Vivienda situada junto al metro Sainz de Baranda y Conde Casal.  El barrio cuenta de todo tipo de servicios, diversos hospitales, entre ellos el Hospital Niño Jesús, hospital de referencia para pediatría y el Gregorio Marañón, prestigiosos colegios, una amplia variedad de tiendas, restaurantes y opciones de entretenimiento, en definitiva, todo lo que necesita para disfrutar de una gran calidad de vida. VIHOGAR Real Estate Projects es una empresa líder en el sector con más de 25 años de experiencia. Sus diferentes equipos de profesionales altamente cualificados y con gran vocación de servicio prestan asesoramiento en ámbitos que abarcan desde la compraventa y gestión completas de inmuebles situados en las zonas más exclusivas de Madrid hasta la reforma y decoración integrales de pisos y chalés con todas las garantías.",False,good,False,6215.0,True,False,False,False,[],False,False,1100000.0,€,flat,,"Niño Jesús, Madrid",Piso en calle del Doctor Esquerdo,5,True,Niño Jesús,True,,,,,
101245302,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d0/b0/51/1115631105.webp,2508,28,715000.0,flat,sale,74.0,2,2,calle del Conde de Peñalver,Madrid,Madrid,Barrio de Salamanca,es,40.4304454,-3.6734008,False,https://www.idealista.com/inmueble/101245302/,"Magnífica vivienda en Salamanca-Lista. 2ª Planta. Completamente Exterior. Vistas Despejadas. Amplia zona de recibo. Dormitorio Principal en Suite. Reforma de diseño a estrenar. Amueblado. Buena Finca y Buen Portal. Junto a los principales comercios de la zona. Muy bien comunicada. Ref-2508. ""AP de Propiedades, somos un grupo inmobiliario que opera en todos los campos del sector desde hace más de 20 años. Nuestra actividad se ha centrado fundamentalmente en Madrid capital, en donde hemos desarrollado diferentes promociones de obra nueva y de rehabilitación de edificios singulares, sin olvidar la prestación del servicio de intermediación inmobiliaria tanto en la compra como en la venta de inmuebles, con el único fin de ofrecer a nuestros clientes todo lo necesario para su completa satisfacción que también ha sido y será la nuestra. Nuestras oficinas se encuentran en la calle Castelló, 23 - 3ºIzq. Madrid. Teléfono: ”.",False,good,False,9662.0,True,False,False,False,[],False,False,715000.0,€,flat,,"Lista, Madrid",Piso en calle del Conde de Peñalver,2,True,Lista,True,,,,,
109191580,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/01/c1/61/1366988792.webp,IE25-JALC,39,4300000.0,flat,sale,300.0,5,5,Barrio Almagro,Madrid,Madrid,Chamberí,es,40.4375814,-3.6947537,False,https://www.idealista.com/inmueble/109191580/,"Inmobiliarias Encuentro pone a la venta Magnifica y singular vivienda exterior de lujo en uno de los barrios más castizos y representativos de Madrid, como es Chamberí en la zona de Almagro.  Vivienda completamente reformada con materiales y acabados de primera calidad, y diseñada por un prestigioso e importante diseñador. Con una superficie de 300m2. Todo ello repartido en recibidor con chimenea, un amplio y luminoso salón con minibar, un pequeño despacho biblioteca y comedor independiente. El área de descanso consta de cinco dormitorios, cuatro de estos con baño en suite y el dormitorio principal con vestidor, todos ellos con armarios empotrados y excelente luz natural. La cocina es totalmente independiente, con office y todo tipo de electrodomésticos de última generación, además de puerta de servicio. La calefacción es central con contadores individuales y aire acondicionado por conducto en todas las estancias.  La finca es muy señorial, con conserje, ascensor y amplia plaza de garaje incluida en el precio y muy cómoda para maniobrar.  Ubicada en una de las calles más elegantes y representativas de Almagro y a escasos metros a pie de una de las principales arterias de Madrid como es el Paseo de la Castellana. Rodeado de todo tipo de servicios, como supermercados, colegios centros de salud y lugares de ocio y restauración. Estos últimos para poder disfrutar de todo tipo de gastronomía tanto nacional como internacional. En transporte publico a escasos metros de paradas de metro o del intercambiador de Nuevos Ministerios, autobuses y Taxi. En transporte privado fácil acceso hacia la circunvalación de la M-30. Entra en nuestra web y resérvalo en menos de dos minutos con nuestro servicio de iReserva. Ahora que lo has encontrado, ¡No lo dejes escapar! Si tienes alguna duda recuerda que puedes hablar con Inmobiliarias Encuentro Almagro por chat.",False,good,False,14333.0,True,False,False,False,[],False,False,4300000.0,€,flat,,"Almagro, Madrid",Piso,4,True,Almagro,True,True,True,,,
