propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
107145381,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e0/9d/01/1323569823.webp,VPIS_3913,30,2,2200000.0,flat,sale,155.0,True,3,3,"calle de Claudio Coello, 141 -139",Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4357367,-3.6853702,True,https://www.idealista.com/inmueble/107145381/,"Home Select vende estupendo piso exterior en el barrio de Salamanca, zona Castellana justo en frente de la Embajada americana. Se trata de un piso exterior, tiene 155m2 distribuidos en un amplio salón muy acogedor con chimenea y con una cocina abierta, que dispone de mesa en isla y está equipada con los principales electrodomésticos, también tiene una bonita terraza con vistas despejadas. La zona de noche tiene dos habitaciones dobles en suite y una habitación individual. Además tiene lavandería independiente con lavadora y secadora.  ref: VPIS_3913.",False,good,False,True,14194.0,False,False,False,False,[],False,False,2200000.0,€,flat,"Castellana, Madrid","Piso en calle de Claudio Coello, 141 -139",,,,,,,
107953876,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/98/6c/9f/1329358747.webp,,26,1,760000.0,flat,sale,116.0,True,4,2,"calle de Cristóbal Bordiú, 8",Madrid,Madrid,Chamberí,es,Nuevos Ministerios-Ríos Rosas,40.4430878,-3.7033267,True,https://www.idealista.com/inmueble/107953876/,"**Home Action vende en exclusiva piso en Cristobal Bordiú - Oportunidad** Amplio piso exterior en la tranquila zona de Cristobal Bordiú, ideal para quienes buscan un hogar con potencial. Situado en un primer piso con altura de segundo/tercero. Cuenta con un luminoso salón que se abre a una encantadora terraza, perfecta para disfrutar de momentos al aire libre. La cocina independiente ofrece la posibilidad de crear un espacio a medida, mientras que las cuatro habitaciones dobles garantizan comodidad y espacio para toda la familia. Con dos cuartos de baño, uno de ellos en suite, este piso se adapta a las necesidades de cualquier hogar. Además de la terraza cuenta con un patio interior de uso exclusivo de aproximadamente 25 m², ideal para relajarse o realizar actividades al aire libre. Necesitaría reforma, y para ello la disposición del espacio permite una fácil redistribución de los tabiques al no tener muros de carga ni pilares desubicados, brindando la oportunidad de personalizar cada rincón a tu gusto. El edificio se encuentra en buen estado, con dos ascensores, además de contar con portero físico. Ubicado en una zona tranquila, está cerca de todo tipo de servicios, comercios, hospitales, colegios, centros de estudios, lo que lo convierte en una opción muy conveniente. Las conexiones de transporte son excelentes, con metro y autobuses muy cercanos, así como rápidos accesos a las autovías A6, A1 y A2. No dejes pasar esta oportunidad de adquirir un piso con tanto potencial en una ubicación inmejorable. ¡Solicita más información y ven a visitarlo! NUESTRA CARTERA DE PROPIEDADES INCLUYE OTROS INMUEBLES QUE NO APARECEN EN IDEALISTA POR EXPRESA VOLUNTAD DE SUS PROPIETARIOS EN homeaction. es.",True,good,False,True,6552.0,True,False,False,False,[],False,False,760000.0,€,flat,"Nuevos Ministerios-Ríos Rosas, Madrid","Piso en calle de Cristóbal Bordiú, 8",,,,,,,
108440359,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/34/60/5f/1344935543.webp,LF122,34,2,500000.0,flat,sale,139.0,True,4,2,calle de Troya,Madrid,Madrid,San Blas,es,Canillejas,40.4388914,-3.6109193,False,https://www.idealista.com/inmueble/108440359/,"Se VENDE piso exterior con terraza ubicado en Canillejas. Características: - 4 habitaciones con armarios empotrados. - 2 baños completos. - Orientación este y oeste. - Terraza de 4m². - Cocina con tendedero. - Calefacción individual de gas natural. - Agua caliente: gas natural. - Plaza de garaje para coche grande. - Trastero de 12m². La finca dispone de portero automático. Zona con todos los servicios (supermercados, farmacia, centro cultural, ferretería, colegios, iglesia, biblioteca, entre otros). Vivienda con muy buena comunicación. A 15min. andando del Estadio Metropolitano. A 10min. del Metro Estación Las Musas / Línea 7 y a menos de 15min. de la estación Torre Arias / Línea 5. Dispone de diferentes líneas de autobús EMT a su servicio (Líneas: 28-38-48-140-153-167-N5) e interurbanos. Contáctanos para visitarlo sin compromiso.",True,good,False,True,3597.0,True,False,False,False,[],False,False,500000.0,€,flat,"Canillejas, Madrid",Piso en calle de Troya,True,True,,,,,
109029083,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a2/1a/5d/1362140632.webp,,22,3,199000.0,flat,sale,74.0,True,3,2,calle de los Barros,Madrid,Madrid,Puente de Vallecas,es,Entrevías,40.378171,-3.6686214,False,https://www.idealista.com/inmueble/109029083/,"Nueva Lega Servicios Inmobiliarios les ofrece en exclusiva este fabuloso piso en venta en calle de los Barros, por distrito Puente de Vallecas, por donde el Asamblea de Madrid.   Se encuentra en la 3ºplanta, arriba del todo, sin ascensor, cuenta con 74m2 de superficie construida y 69m2 del piso. Orientación Noreste y Suroeste. Suelo de madera en el salón y en las habitaciones, gres en la cocina y baño, ventanas de aluminio Consta de: - Salón comedor amplio. - Tres dormitorios. - Dos baños, uno es un aseo. - Cocina completamente amueblada y con todos los electrodomésticos. - Terraza acristalada, que conecta la cocina y el salón.  Ubicación zona residencial, en calles amplias, también con todo tipo de tiendas y comercios alrededor, colegios, campo deportivo,  A 700m de la estación Asamblea de Madrid-Entrevías, varias líneas de autobuses como: 102, 103, y le búho N11. No lo dejes pasar, ven a conocerlo.  Cuota de Comunidad: 50€ Cuota de IBI: 190€ aprox. Próxima ITE: 2028.",True,good,False,False,2689.0,True,False,False,False,[],False,False,199000.0,€,flat,"Entrevías, Madrid",Piso en calle de los Barros,,,,,,,
108807707,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b9/a4/41/1355738505.webp,,61,,370000.0,chalet,sale,238.0,,3,3,AV LUXEMBURGO,Madrid,Eurovillas,,es,,40.3566833,-3.266956,False,https://www.idealista.com/inmueble/108807707/,"¡Descubre este encantador chalet independiente que te espera para entrar a vivir!  Situado en una parcela de esquina junto al Centro Comercial, este hogar alegre y luminoso ofrece una vida cómoda y práctica. Con acceso peatonal y de carruaje desde dos calles, disfrutarás de la conveniencia de tener todo a tu alcance: paradas de autobús, parques y servicios esenciales. La bonita parcela cuenta con zonas de césped artificial y solada, perfectas para disfrutar del aire libre sin complicaciones. La piscina, en perfecto estado, es ideal para refrescarte en los días calurosos. Además, el garaje independiente te proporciona un espacio seguro para tu vehículo.  Al entrar, te recibe un acogedor porche cubierto, perfecto para disfrutar del verano. El salón, con su cálida chimenea, se convierte en el lugar ideal para relajarte. La gran cocina, con vistas al salón y con salida al exterior, es perfecta para aquellos que disfrutan cocinar y compartir momentos en familia.  Este chalet cuenta con 3 dormitorios, ( dos de ellos en la planta baja, junto con dos baños ) En la planta alta se encuentra un impresionante dormitorio principal en suite con vestidor y baño privado que incluye bañera de hidromasaje. Los amplios ventanales permiten que la luz natural inunde cada rincón, creando un ambiente acogedor y agradable.  Con 238 m² construidos y 186 m² útiles, este hogar ofrece espacio suficiente para toda la familia. No te pierdas la oportunidad de vivir en un lugar donde la comodidad y el estilo se unen.  ¡Ven a verlo y enamórate de tu nuevo hogar!",False,good,False,,1555.0,True,False,False,False,[],False,False,370000.0,€,chalet,Eurovillas,Casa independiente en Av Luxemburgo,True,True,independantHouse,,,,
108816804,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b9/f0/a2/1355985521.webp,,21,2,220000.0,studio,sale,156.0,True,0,1,"calle Thomas Edison, 4",Madrid,Rivas-Vaciamadrid,Rivas Futura,es,,40.3341552,-3.5255438,True,https://www.idealista.com/inmueble/108816804/,"**Lof en Venta en Rivas - Ideal para Tu Estilo de Vida** ¡Descubre este espectacular loft en venta, perfecto para autónomos, jóvenes, parejas o solteros que buscan un espacio polivalente donde vivir y/o trabajar! Con 33 m² de espacio principal, este inmueble ofrece la flexibilidad de crear habitaciones o despachos con 11m2 según tus necesidades. La separación de espacios permite una distribución funcional y cómoda.  Ubicado en un edificio construido en 2007, el estudio cuenta con aire acondicionado y suelo radiante, garantizando el máximo confort durante todo el año. Su orientación norte proporciona abundante luz natural sin el inconveniente del sol directo. Además, disfrutarás de buenas vistas.  Este inmueble también incluye 2 plazas de garaje y un generoso trastero de 6 m², perfectos para almacenar tus pertenencias.  La ubicación es inmejorable, frente al H2Ocio, el mayor centro comercial de Rivas, y a solo 5 minutos a pie de todos los servicios que puedas necesitar: supermercados, cines, restaurantes y más. Cercano también a centros médicos públicos y el nuevo Hospital de HM Con acceso directo a la A3 y de la M50, y a solo 10 minutos del metro, la conexión es excelente.  Además, la vivienda es apta para personas con movilidad reducida, brindando comodidad y accesibilidad a todos sus habitantes.  IBI de 470€ ¡No dejes pasar esta oportunidad única de adquirir un espacio ideal para tu estilo de vida!",False,good,False,True,1410.0,True,False,False,False,[],False,False,220000.0,€,flat,"Rivas Futura, Rivas-Vaciamadrid","Estudio en calle Thomas Edison, 4",True,True,studio,,,,
108876414,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6e/32/e3/1357668829.webp,,39,6,1990000.0,penthouse,sale,300.0,True,4,4,calle de Oruro,Madrid,Madrid,Chamartín,es,Bernabéu-Hispanoamérica,40.4559295,-3.6804385,False,https://www.idealista.com/inmueble/108876414/,"Realizamos visitas también fines de semana y festivos. Nos adaptamos a tu horario. Distrito Global te invita a descubrir este impresionante Triplex/ Ático con una espectacular terraza ubicado en una de las zonas más privilegiadas de Madrid. Situado en una zona premium este hogar ofrece lujo, amplitud y confort en cada detalle. Este magnífico Triplex se distribuye en tres plantas, ofreciendo espacios diáfanos y una distribución funcional. En la planta principal, nos encontramos con un espectacular salón con grandes ventanales los cuales permiten la entrada de luz natural durante todo el día, creando un ambiente cálido y acogedor. Cocina de diseño moderno y totalmente equipada con electrodomésticos de alta gama ( NEFF), frigorífico Liebherr side by side y Vinoteca dormitorios, amplios y luminosos, con armarios empotrados y baños en suite, proporcionando el máximo confort y privacidad. En la planta superior, hay un encantador salón el cual cuenta con un proyector de cine en el techo con pantalla escamoteada perfecto para los amantes del cine. Este bonito salón da salida a una impresionante terraza con techo practicable (el cerramiento es de Lumon) perfecta para disfrutar tanto en invierno, queda totalmente cerrada, como en verano dejándola completamente abierta. En esta misma planta nos encontramos además de una gran habitacion en suite, aseo de invitados y un bonito vestidor. Dispone de una planta más de 20m con una pequeña terraza en la cual se encuentran 2 casetas de madera Los acabados de la vivienda son de primera calidad, con suelos de tarima de cerezo y puertas de madera. Cuenta con un sofisticado sistema de luces (Lutron ) el cual permite regular y crear diferentes ambientes proporcionando un hogar muy acogedor además de esto la vivienda dispone de un sistema de sonido cableado Bosé, de alta gama. Como parte de esta vivienda de lujo, los residentes tienen acceso a zonas comunes que incluyen piscina y pista de pádel (hay que solicitarlo y apuntarse a una lista) Conserje todo el día y sábados por la mañana Ubicado entre paseo de La Habana, Serrano y príncipe de Vergara, este inmueble se encuentra en una de las mejores zonas de Madrid. Rodeado de todo tipo de servicios exclusivos, restaurantes, numerosos colegios y hospitales y a pocos metros del famoso mercado de Chamartín. Tiene una excelente conexión con el centro ya que está a pocos metros del metro y cuenta con varias líneas de autobuses. La propiedad se encuentra próximo al Paseo de la Castellana y las principales zonas empresariales, la ubicación es perfecta para quienes buscan una combinación de lujo, comodidad y accesibilidad. Posibilidad de espaciosas plazas de garaje (130 euros) con acceso directo a la vivienda desde el ascensor.",False,good,False,True,6633.0,True,False,False,False,[],False,False,1990000.0,€,flat,"Bernabéu-Hispanoamérica, Madrid",Ático en calle de Oruro,True,False,penthouse,2095000.0,105000.0,5.0,70.0
107917429,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/52/64/5e/1328248263.webp,R10053,17,2,314000.0,flat,sale,61.0,True,1,1,paseo de la Dirección,Madrid,Madrid,Tetuán,es,Valdeacederas,40.4710415,-3.7043069,False,https://www.idealista.com/inmueble/107917429/,"Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble. Oportunidad de inversión: inmueble en rentabilidad. Viviendas actualmente alquiladas. Consulte con nuestro Agente Comercial la información adicional sobre el inmueble y las condiciones especiales de compraventa. *No se admiten visitas a la vivienda Vivienda distribuida en 61 m2, muy luminosa, con tarima flotante y puerta blindada. Amplio dormitorio con armarios empotrados, baño amueblado y equipado con mampara. Cocina totalmente equipada con electrodomésticos de primeras marcas: frigorífico, lavadora, horno, microondas.  A. C. S central con aporte de placas solares.  Bomba de frío/calor por conductos.  Plaza de garaje y trastero incluidos en el precio. Finca con ascensor y servicio de portería Edificio muy bien situado en zona norte de Madrid, frente al parque de los Pinos.  Muy bien comunicado con transporte público con parada de metro mas cercana, L9 Ventilla y paradas EMT mas cercanas 147, 42, N23. Muy próximo a todos los servicios, colegios, restaurantes, centros médicos y supermercados. Horario de atención telefónica de lunes a viernes de 9:00 a 21:00 y sábados de 9:00 a 14:00 horas.  *No se admiten visitas a la vivienda  En Testa Homes, te acompañamos durante todo el proceso de compra de la vivienda y te contamos todo con la mayor transparencia. Además, te ponemos en contacto con un asesor financiero que te informará de las mejores condiciones disponibles.  *En relación a los suministros de luz y agua, será necesario que el nuevo comprador realice el cambio de titularidad a su nombre. Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble.",False,good,False,True,5148.0,False,True,False,False,[],False,False,314000.0,€,flat,"Valdeacederas, Madrid",Piso en paseo de la Dirección,True,True,,,,,
108439565,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6a/2b/b4/1363356080.webp,1277,35,,2650000.0,chalet,sale,487.0,,5,6,calle Playa de Sitges,Madrid,Boadilla del Monte,Bonanza,es,,40.448726,-3.9014995,False,https://www.idealista.com/inmueble/108439565/,"ENTREGA INMEDIATA  Calidades Premium, Diseño Moderno y Entorno Privilegiado INMOB HOMES en colaboración con Promotora IGELCASA, con diseño proyecto y construcción por parte de PAS38 Arquitectura, se complace en presentar en esta oportunidad, una increíble VIVIENDA REHABILITADA AÑO 2025, lista para ser estrenada, ubicada en el corazón de la Urbanización Bonanza, Boadilla del Monte, considerado uno de los Municipios más prósperos de Madrid.  La propiedad ha sido rehabilitada basándose principalmente en el concepto de la SOSTENIBILIDAD y EFICIENCIA ENERGÉTICA por AEROTERMIA y PANELES SOLARES combinadas con un diseño óptimo, funcional y exclusivo, con materiales de primera calidad que hacen de la eficiencia un pilar, con climatización por suelo radiante/refrescante, sumado a que es independiente, brinda toda la privacidad que necesite, además de inmejorables y únicas vistas a la sierra de Madrid. La reforma es del año 2025, manteniendo su estructura original, con distribución de espacios respetando la funcionalidad y calidades que toda familia moderna necesita. Cuenta con un total de 490 metros construidos aproximados en parcela de 1.407 metros.  La propiedad  está distribuida en dos plantas más sótano, con una configuración casi exclusivamente en planta, cuenta con un total de 4 dormitorios en suite, más despacho con aseo,  amplio hall de acceso abierto a estancias nobles con doble salón con cocina Porcelanosa,  integrada totalmente equipada con electrodomésticos de primera marca. Este amplio espacio posee grandes ventanales diáfanos acristalados con vistas a la sierra de Madrid y salida directa a gran terraza al magnifico jardín con piscina.  Desde esta planta se accede a la planta superior donde se encuentra la master suite con baño incorporado vestidor independiente con amplios ventanales que dan a este lugar un espacio distintivo y privado del resto de la casa. La planta sótano, cuenta con espacio de parking para 3 coches, mas zona de servicio con baño, sala de lavandería cuarto de instalaciones y trastero.  Resumen Memoria de calidades:  Fachada se mantienen los muros de 1Pie y ½ pie de origen con el asilamiento existente y se realiza nueva fachada con sistema SATE de 80mm en color blanco, sobre medio pie de ladrillo tosco donde ha sido necesario, cámara de aire, doble aislamiento interior, existente y nueva instalación interior en 50mm con lana de fibra de vidrio 70kg/m3 y al exterior mediante sistema SATE de 80mm y densidad mínima de 38Kg/m3, trasdosado interior en placas de cartón yeso o similar/ladrillo de hueco doble.  Cubierta de la vivienda se ha modificado completamente, y se ha realizado nueva cubierta plana invertida. Instalación fotovoltaica completa por medio de paneles solares en cubierta. Carpintería de aluminio lacado de la firma CORTIZO CON HOJA OCULTA Y CANAL 16 con rotura de puente térmico 55mm para evitar transmisión de frío, vidrios 4+4 clim-12mm-laminar 3+3, climaguard en orientación Norte y control solar en Sur. Su apertura habitualmente será oscilobatiente, abatible y fijo, según diseño. Se ha incorporado tres carpintearías en aluminio RPT correderas elevables.  Acristalamiento con cámara de aire intermedia tipo climalit, guardian sun (control solar). Persianas motorizadas en dormitorios en PVC en el mismo color que la carpintería. Puerta de acceso blindada acorazada y panelada.  Carpinteria de paso lisas lacadas en blanco, rodapié 12 cm. Falsos techos con yeso laminado hidrófugo. Doble aislamiento en zona doble altura proyectado de espuma rígida de poliuretano en 60mm y lana de fibra de vidrio en 50mm. Baños totalmente alicatados según proyecto, con piezas porcelánicas rectificadas de primera calidad firma PORCELANOSA en gran formato, sanitarios ROCA, inodoros suspendidos, platos de ducha de tipo resina, grifería monocromada y termostática. Baños tota.",True,good,False,,5441.0,True,False,False,False,[],False,False,2650000.0,€,chalet,"Bonanza, Boadilla del Monte",Casa independiente en calle Playa de Sitges,True,True,independantHouse,,,,
107917428,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/29/0e/cd/1328248052.webp,R10052,20,1,396600.0,flat,sale,67.0,False,2,1,travesía Navaluenga,Madrid,Majadahonda,Zona Carretera del Plantío,es,,40.4751952,-3.8539154,False,https://www.idealista.com/inmueble/107917428/,"Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble. Oportunidad de inversión: inmueble en rentabilidad. Viviendas actualmente alquiladas. Consulte con nuestro Agente Comercial la información adicional sobre el inmueble y las condiciones especiales de compraventa. *No se admiten visitas a la vivienda Estupenda vivienda interior de excelentes calidades y en perfectas condiciones para entrar a vivir.  Dispone de un maravilloso salón-comedor y cocina totalmente amueblada y equipada con electrodomésticos de primera calidad.  La vivienda también cuenta con 2 dormitorios, suelos laminados, baño completamente equipado y armarios empotrados que ofrecen un gran espacio de almacenaje adicional. Urbanización privada con una agradable piscina en la azotea, de la que disfrutar durante los meses de calor. Además, dispone de servicio de portería para mayor seguridad. El edificio está ubicado en una tranquila zona residencial junto al parque Nayi, y a pocos minutos del centro de la ciudad. Con todos los servicios a tu alcance: desde supermercados, locales comerciales, de ocio y restauración, hasta centros educativos y de salud entre otros. De fácil acceso en vehículo privado (A-6 y M-50) y en transporte público con la estación de tren muy próxima a la urbanización, y varias paradas de autobús interurbano en las inmediaciones. **No se admiten visitas a la vivienda Además, te ponemos en contacto con un asesor financiero que te informará de las mejores condiciones disponibles. También, si lo necesitas, te asesoramos y hacemos realidad la reforma de tu casa para que la disfrutes cómo si fuera nueva. No deje pasar esta oportunidad, ¡llámanos y ven a conocer tu nuevo hogar!  *En relación a los suministros de luz y agua, será necesario que el nuevo comprador realice el cambio de titularidad a su nombre. Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble.",False,good,False,True,5919.0,False,False,False,False,[],False,False,396600.0,€,flat,"Zona Carretera del Plantío, Majadahonda",Piso en travesía Navaluenga,,,,,,,
