propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
109143170,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6f/54/d6/1365586263.webp,25,4,239900.0,flat,sale,124.0,True,3,1,calle el Charco,Madrid,Leganés,Centro,es,Casco Antiguo,40.3307155,-3.7679924,False,https://www.idealista.com/inmueble/109143170/,"HOGAR IDEAL INMOBILIARIA vende excelente propiedad en pleno centro urbano de Leganés y a un paso de la estación Cercanías Renfe. El inmueble cuenta con una superficie de 124m2 construidos según datos catastrales y se distribuye de la siguiente manera:  Hall de entrada, cocina amueblada con tendedero, salón-comedor independiente con una bonita terraza, gran pasillo distribuidor, cuarto de baño completo y tres dormitorios.  Vivienda muy bien distribuida, suelos de tarima, puertas de madera macizas, ventanas de aluminio, cocina y baño en buen estado. Vivienda muy bien ubicada con todos los servicios a un paso (Hospital, centro de salud, farmacia, supermercados) y comunicada con autobuses, Cercanias Renfe y metrosur. Llame e infórmese!",False,good,False,False,1935.0,False,False,False,False,[],False,False,239900.0,€,flat,"Casco Antiguo, Leganés",Piso en calle el Charco,,,,,,,,
109036508,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5e/e5/9a/1362332516.webp,30,4,1005000.0,flat,sale,208.0,True,4,3,Barrio Valdebebas - Valdefuentes,Madrid,Madrid,Hortaleza,es,Valdebebas - Valdefuentes,40.4942636,-3.6102343,False,https://www.idealista.com/inmueble/109036508/,"¡Descubre el hogar de tus sueños en Valdebebas, Madrid!  Este impresionante piso de 208 m² es perfecto tanto para familias que buscan espacio como para inversores que desean aprovechar una zona en pleno crecimiento. Con 4 amplios dormitorios, incluyendo dos dobles, y 3 baños completos (uno en suite), cada rincón de este hogar está diseñado para ofrecer comodidad y funcionalidad. El luminoso salón comedor se conecta a una acogedora terraza, ideal para disfrutar de las vistas al exterior. La cocina, espaciosa y equipada, cuenta con un práctico tendedero/lavadero. Además, el inmueble incluye dos plazas de parking y un trastero, todo en el precio. La urbanización ofrece conserje y seguridad, así como grandes zonas comunes con instalaciones de pádel y piscina. Gracias al sistema de aerotermia, los consumos son bajos, lo que añade un valor extra a esta propiedad. La ubicación es inmejorable: cerca de universidades, colegios, hospitales y el aeropuerto. No dejes pasar la oportunidad de vivir en un entorno que combina confort y modernidad. ¡Ven a verlo y enamórate!",False,good,False,True,4832.0,True,False,False,False,[],False,False,1005000.0,€,flat,"Valdebebas - Valdefuentes, Madrid",Piso,Valdebebeas@4.3,True,True,,,,,
108899845,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a1/89/24/1358359210.webp,24,2,410000.0,flat,sale,156.0,True,4,3,AV FRANCISCO FDEZ ORDOÑEZ,Madrid,Getafe,Getafe norte,es,,40.31578,-3.7163041,False,https://www.idealista.com/inmueble/108899845/,"¡Ideal para familias numerosas! Piso exterior en Getafe Norte con orientación sur y todos los servicios para los más pequeños. ¡SIN HONORARIOS AL COMPRADOR! Si buscas una vivienda amplia, luminosa y en una zona diseñada para crecer en familia, este piso en Getafe Norte, a solo unos minutos de la estación de Cercanías El Casar, es perfecto para ti. Con 146 m² construidos (112 m² pertenecen al piso), esta propiedad se distribuye en: � 4 dormitorios amplios, � 2 baños completos (uno en suite), � 1 aseo adicional, Todo ello en un piso completamente exterior con orientación sur, lo que garantiza una excelente entrada de luz natural durante todo el día. Se encuentra en una urbanización cerrada y tranquila, ideal para familias con niños. El edificio dispone de ascensor y la vivienda incluye una plaza de garaje de gran tamaño, con espacio para dos coches pequeños y punto de carga eléctrica para vehículos. ☀️ Calefacción individual por gas natural, � Doble ventana de aluminio con cristal Climalit en todas las estancias, asegurando aislamiento térmico y acústico y un mayor confort durante todo el año. En las inmediaciones encontrarás:  Colegios, institutos, guarderías y centros deportivos,  Grandes zonas verdes y parques infantiles,  El campus de la Universidad Carlos III,  Excelentes conexiones mediante transporte público y 2 estaciones de Cercanías. Acceso rápido a A-42 y M-45. El estado del piso es bueno, aunque requiere algunos arreglos y pequeñas actualizaciones, lo que te permitirá adaptarlo a tus gustos y necesidades. Una vivienda pensada para ofrecer espacio, tranquilidad y calidad de vida a familias que buscan un hogar para toda la vida. ¡Llámanos y agenda tu visita! Tu nuevo hogar te espera.",False,good,False,True,2628.0,True,False,False,False,[],False,False,410000.0,€,flat,"Getafe norte, Getafe",Piso en Av Francisco Fdez Ordoñez,,True,True,,,,,
109181063,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e0/86/f6/1366675908.webp,18,2,295000.0,flat,sale,70.0,True,3,1,calle de Ocaña,Madrid,Madrid,Latina,es,Aluche,40.3891024,-3.7553344,False,https://www.idealista.com/inmueble/109181063/,"Piso reformado en venta en una de las mejores zonas de Aluche – Madrid Ponemos a su disposición esta excelente vivienda ubicada en una de las zonas más valoradas y tranquilas de Aluche. La propiedad ha sido reformada integralmente hace menos de cinco años, ofreciendo un diseño actual, funcional y listo para entrar a vivir. Dispone de tres dormitorios, un luminoso salón con la terraza integrada, lo que aporta mayor amplitud y claridad natural al espacio principal. El baño completo también ha sido renovado, manteniendo una línea moderna y materiales de calidad. La finca cuenta con ascensor y ha sido objeto de una remodelación integral de las escaleras en 2024, mejorando la accesibilidad y el mantenimiento general del edificio. Además, el acceso está completamente libre de barreras arquitectónicas, lo que permite una entrada cómoda para personas con movilidad reducida. Ubicada en una zona residencial muy tranquila y de escaso tránsito, esta vivienda ofrece un entorno agradable y seguro, con todos los servicios esenciales y conexiones de transporte a pocos minutos. Características destacadas: Reforma integral reciente (menos de 5 años) Salón con terraza incorporada Baño completo reformado Finca con ascensor y escaleras renovadas (2024) Sin barreras arquitectónicas Entorno residencial, tranquilo y bien comunicado No pierda la oportunidad de conocer esta vivienda. Contáctenos para más información o para concertar una visita.",False,good,False,True,4214.0,False,False,False,False,[],False,False,295000.0,€,flat,"Aluche, Madrid",Piso en calle de Ocaña,,,,,,,,
103725340,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ef/62/6e/1198255728.webp,7,3,4600000.0,flat,sale,320.0,True,4,4,Barrio Recoletos,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4195845,-3.6849789,False,https://www.idealista.com/inmueble/103725340/,"Fortuny Real Estate presenta en exclusiva excepcional propiedad de 320m2 en venta, situada en una finca emblemática de principios del siglo pasado. Con una impresionante fachada clásica y vistas panorámicas al Parque del Retiro, esta vivienda es una joya en el corazón de Madrid. Techos Altos y Detalles de Época: La propiedad se distingue por sus techos de más de 3 metros de altura y detalles arquitectónicos de época, que añaden un toque de elegancia y autenticidad. Amplitud y Luminosidad: El hall de entrada da la bienvenida a una vivienda espaciosa y luminosa. La cocina abierta, completamente equipada con electrodomésticos de alta gama, se integra armoniosamente en el pasillo. Una zona de lavandería independiente, comedor y un amplio salón con balcones y mirador ofrecen vistas encantadoras a la calle y una abundancia de luz natural. Zona de Descanso: Consta de cuatro dormitorios, cada uno con su baño en suite. El dormitorio principal cuenta con dos balcones orientados a un tranquilo patio interior, múltiples armarios de suelo a techo y un aseo de invitados. La propiedad se entrega completamente reformada y amueblada, listo para entrar a vivir. Cuenta con calefacción central, aire acondicionado por conducto, portero físico y una buhardilla espaciosa. Esta es una oportunidad única para adquirir una vivienda de prestigio en una ubicación privilegiada. ¡Contacta con nosotros para más información y para agendar una visita a esta joya arquitectónica en pleno Barrio de Salamanca!",False,good,False,True,14375.0,False,False,False,False,[],False,False,4600000.0,€,flat,"Recoletos, Madrid",Piso,PJS767,True,False,50000.0,,,,
105883028,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f1/74/21/1265891903.webp,34,1,3500000.0,flat,sale,310.0,True,5,5,Barrio Castellana,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4354389,-3.6887613,False,https://www.idealista.com/inmueble/105883028/,"Ubicado en un edificio representativo de 1965, en el prestigioso Paseo de la Castellana, junto a María de Molina, se encuentra este exclusivo piso de 310 m², recientemente reformado con las mejores calidades. Esta vivienda ofrece un diseño sofisticado y funcional, ideal para quienes buscan lujo y comodidad en una de las zonas más cotizadas de Madrid. Al entrar, nos recibe un elegante hall de entrada con un gabanero de gran capacidad. Desde aquí, accedemos a un imponente salón-comedor de amplísimas dimensiones, diseñado para crear varios ambientes de convivencia y ocio. La moderna cocina, abierta al salón, está completamente equipada con electrodomésticos de alta gama, proporcionando un espacio perfecto para la vida diaria y el entretenimiento. La zona de noche se compone de cuatro amplios dormitorios, todos ellos en suite, garantizando la máxima privacidad y confort. Tres de las habitaciones cuentan con vestidor, además de armarios empotrados en toda la casa, ofreciendo un generoso espacio de almacenamiento. Adicionalmente, la zona de servicio incluye una habitación con su propio cuarto de baño en suite y una práctica zona de laundry, asegurando un espacio funcional y discreto para el personal de servicio. La vivienda ha sido reformada con materiales y acabados de primera calidad. Dispone de calefacción individual y un sistema de aire acondicionado con bomba de frío/calor, gestionado por tecnología Air Zone, que permite regular la temperatura de manera independiente en cada estancia. Toda la casa está domotizada, facilitando el control de diversas funciones del hogar a través de sistemas inteligentes. Un aseo de cortesía añade un toque extra de comodidad para las visitas. El portal del edificio es representativo y cuenta con servicio de conserjería, asegurando seguridad y atención personalizada. El precio de la vivienda incluye un trastero y una plaza de garaje, proporcionando un valioso espacio adicional para almacenamiento y estacionamiento en esta codiciada ubicación. En The Well Come Home tenemos muchas viviendas que no se encuentran publicadas por expreso deseo de los propietarios.   No dejes de contactarnos, seguro que tenemos la vivienda ideal para ti.",False,good,False,True,11290.0,True,False,False,False,[],False,False,3500000.0,€,flat,"Castellana, Madrid",Piso,2527,True,True,,,,,
108641639,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d4/6c/17/1350787142.webp,26,bj,115000.0,flat,sale,40.0,False,1,1,calle Referéndum de Viña Grande,Madrid,Alcorcón,Valderas - Los Castillos,es,Valderas - Los Castillos,40.3520859,-3.8025733,False,https://www.idealista.com/inmueble/108641639/,"************** GRUPO INMARA INMOBILIARIA********************* Te ofrece este encantadora OFICINA SIN CAMBIO DE USO adaptada como apartamento de una habitación, lista para ENTRAR A VIVIR. Una oportunidad perfecta para quienes buscan comodidad y funcionalidad en una ubicación estratégica. Situada en pleno corazón de Alcorcón, uno de los municipios más dinámicos y bien conectados de la Comunidad de Madrid, este inmueble te ofrece todo lo que necesitas, ya sea para vivir o para invertir. El SALÓN con COCINA INTEGRADA está diseñado para aprovechar al máximo cada rincón, creando un ambiente cálido y acogedor donde cada detalle ha sido pensado para tu comodidad. La HABITACIÓN es un refugio perfecto, con iluminación que invita al descanso en cualquier momento del día. El BAÑO, moderno y funcional, está equipado para ofrecer todo el confort que necesitas. Este inmueble se encuentra en la zona de Los Castillos, una ubicación privilegiada con excelentes conexiones de transporte, como la parada de autobuses  520, 514 o el 2 y la estación de metro Joaquín Vilumbrales  L10 que se encuentran a escasa distancia, lo que facilita los desplazamientos a Madrid y a las localidades cercanas. Además con todos los servicios necesarios en las inmediaciones, centro de salud, colegios, los parques de Las Presillas y Los Castillos, el Polideportivo La Canaleja, el Museo del Vidrio,   el Centro Comercial El Corte Inglés de San José de Valderas y diferentes comercios de proximidad. Alcorcón es reconocida como una excelente ciudad para vivir, con una amplia oferta de servicios y una gran calidad de vida. No pierda la oportunidad de ser parte de esta maravillosa comunidad y disfrutar de todas las ventajas que este inmueble y la ciudad tienen para ofrecer. ¡Contáctenos hoy mismo y permítanos ayudarle a hacer realidad su sueño de encontrar el hogar perfecto en Alcorcón! Ya sea que busques un lugar para vivir o una inversión rentable en una ciudad con gran demanda, este apartamento en Alcorcón es la opción que lo tiene todo. ¡NO DEJES PASAR LA OPORTUNIDAD LLÁMANOS Y TE LO ENSEÑAMOS!",False,good,False,False,2875.0,True,False,False,False,[],False,False,115000.0,€,flat,"Valderas - Los Castillos, Alcorcón",Piso en calle Referéndum de Viña Grande,1954,,,,,,,
109013092,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/97/7a/b6/1361699236.webp,5,,390000.0,chalet,sale,153.0,,3,3,"calle Herren Larga, 5",Madrid,Chapineria,,es,,40.3810536,-4.2110822,True,https://www.idealista.com/inmueble/109013092/,"Chapineria, casco urbano, en el centro del pueblo. Con todos los servicios al alcance de la mano y a 250 m. De la parada del autobús, venta de chalet independiente de nueva construcción, en urbanización privada con piscina y zonas comunes, 153 m. Construidos en tres plantas, 3 dormitorios, (POSIBILIDAD DE HACER UN CUARTO DORMITORIO EN PLANTA BAJA) 2 baños y 1 aseo, gran salón-cocina, climatización por aerotermia con suelo radiante, -facilidades de pago-.",False,good,False,,2549.0,True,False,False,False,[],False,False,390000.0,€,chalet,Chapineria,"Casa independiente en calle Herren Larga, 5",,,,,independantHouse,,,
107826173,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3f/47/02/1325148203.webp,31,5,289900.0,flat,sale,121.0,True,4,2,avenida de Pablo Neruda,Madrid,Madrid,Puente de Vallecas,es,Portazgo,40.3808978,-3.6493626,False,https://www.idealista.com/inmueble/107826173/,"**************GRUPO INMARA INMOBILIARIA************* Te ofrece en venta esta práctica vivienda de ESQUINA CON TODAS ESTANCIAS EXTERIORES en QUINTA PLANTA CON ASCENSOR, situada en el popular barrio de Puente de Vallecas, ofrece todo lo necesario para vivir cómodamente en Madrid. Con sus CUATRO HABITACIONES y DOS BAÑOS COMPLETOS, es ideal para familias o quienes necesitan espacio si llegan nuevos miembros, o tenemos invitados o para trabajar desde casa. La casa cuenta con una distribución funcional donde destaca el luminoso SALÓN-COMEDOR, que conecta directamente con una agradable TERRAZA donde poder tomar el aire o disfrutar de las vistas. Las habitaciones son amplias y aprovechables, con ARMARIOS EMPOTRADOS para mejorar el almacenaje. La COCINA está equipada con todos los electrodomésticos necesarios y mobiliario actual, lista para usarse desde el primer día. La CALEFACCIÓN de gas individual permite regular la temperatura a tu gusto, con un consumo controlable.  La presencia del ASCENSOR en la finca hace más cómodo el acceso a la vivienda, especialmente para cargar la compra o para personas con movilidad reducida. Ubicación privilegiada: A escasos 200 metros encontrarás el Centro de Salud Pablo Neruda, y a menos de 5 minutos a pie el CEIP Pablo Neruda, ideal para familias con niños en edad escolar. Para tus compras diarias, tienes un Mercadona a 300 metros y diversos comercios locales en los alrededores. Los amantes del deporte y el aire libre disfrutarán del Parque de Palomeras Bajas, un pulmón verde de 17 hectáreas situado a solo 10 minutos caminando. Muy bien comunicada: La zona está perfectamente conectada con el resto de Madrid. A 8 minutos andando (unos 650 metros) se encuentran las estaciones de metro Buenos Aires  y Alto del Arenal (1), que te llevan directamente a Sol en unos 20 minutos. Además, varias líneas de autobús (57, 58, 103 y 142) pasan por las calles aledañas, facilitando los desplazamientos por la ciudad. Es una vivienda pensada para el día a día, donde lo importante es la comodidad y la practicidad.  Si buscas un hogar para toda la vida en un barrio emergente y vibrante con buenas conexiones sin salir de Madrid Capital, esta puede ser tu oportunidad.  En INMARA INMOBILIARIA podemos mostrarte la propiedad y resolver todas tus dudas para que puedas tomar la mejor decisión. ¡LLÁMANOS TE LO ENSEÑAMOS SIN COMPROMISO!",False,good,False,True,2396.0,True,False,False,False,[],False,False,289900.0,€,flat,"Portazgo, Madrid",Piso en avenida de Pablo Neruda,1869,,,,,,,
108766181,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/39/72/e8/1354505608.webp,48,,714000.0,chalet,sale,260.0,,6,3,Las Conejeras - Esparragal,Madrid,Coslada,Las Conejeras - Esparragal,es,,40.4145065,-3.5512277,False,https://www.idealista.com/inmueble/108766181/,"HABICASA GESTIONA LA VENTA EN EXCLUSIVA DE ESTE FANTÁSTICO CHALET EN LA ZONA DE LA COLINA. Chalet pareado de esquina, semi reformado y en muy buen estado. Con mucha luminosidad y amplitud. Gran parcela de 468 m² en dos alturas, dejando patio jardín delantero y patio trasero con barbacoa, piscina, huerto y diferentes árboles. DISTRIBUCIÓN Y DETALLES: La vivienda tiene una superficie de 254 m² divididos en 4 plantas: En Planta sótano salón con cocina americana, baño completo con plato de ducha, despensa, dos dormitorios y salida a patio trasero. Como si fuera vivienda independiente.  En la Planta principal gran salón comedor independiente de más de 30 m² con chimenea y con salida a patio, cocina independiente totalmente amueblada y equipada, aseo y entrada al garaje. En la 1ª Planta 4 amplios dormitorios con armarios empotrados, y baño completo con plato de ducha y lavabo con dos senos. Y la Planta buhardilla totalmente diáfana con salida a solárium. Tiene suelos de gres y porcelánico en planta sótano, planta principal y baño, parquet en la planta 1ª planta, y suelos de tarima gris en la buhardilla, ventanas de aluminio climalit con rotura de puente térmico, puertas de roble, pintura lisa, calefacción de gas natural y puerta de entrada blindada. Patio con suelo de piedra, barbacoa y piscina. UBICACIÓN Y SERVICIOS: Ubicado en zona residencial y tranquila, con grandes zonas verdes. Con todo tipo de servicios para compras y ocio, parques, colegios, institutos, centro de salud y hospital, farmacias, bancos, y comunicaciones de transporte público con autobuses, renfe y metro, y buen acceso a M-40, M-45, M-21, A-2 quedando muy cerca del aeropuerto internacional Adolfo Suarez. HABICASA COSLADA con más de 30 años de experiencia en el sector inmobiliario y financiero. Nos destacamos por la profesionalidad, transparencia y eficacia. Nuestro equipo de asesores profesionales te acompaña durante todo el proceso para asesorarte y solucionar tus dudas para que el proceso de compra venta de su vivienda sea de la manera más rápida, sencilla y eficaz.",True,good,False,,2746.0,True,False,False,False,[],False,False,714000.0,€,chalet,"Las Conejeras - Esparragal, Coslada",Chalet pareado,,True,True,,semidetachedHouse,,,
