propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,neighborhood,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108435545,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7b/9c/85/1344795699.webp,9166,35,,1750000.0,chalet,sale,503.0,,6,7,calle Monte Umbrío,Madrid,Ciudalcampo,,es,40.6320417,-3.5897,False,https://www.idealista.com/inmueble/108435545/,"REA Inmobiliaria presenta este fantástico independiente dentro del conjunto residencial Ciudalgolf, situado en magnífica localización a la entrada de Ciudalcampo. Con 536 m2 construidos, dispone de cinco dormitorios y cinco baños y aún pueden ganarse otros 90 m2 más si se habilita la buhardilla. Destaca por la amplitud y luminosidad de sus estancias. El jardín cuenta con piscina y barbacoa de obra. La vivienda, construida en 2009, se distribuye en tres plantas. La planta principal se despliega a partir de un amplio y luminoso vestíbulo abierto hasta el techo. En ella brillan con luz propia un enorme salón con chimenea de gas y un coqueto comedor independiente. Ambos tienen salida a un agradable porche cubierto y al jardín. El comedor tiene acceso directo a la cocina, que es amplia, cómoda, moderna y dispone de zona de comedor de diario y salida al lateral del jardín, En este nivel encontramos también un acogedor cuarto de estar con gran ventanal, un dormitorio con baño completo (que puede funcionar como habitación de invitados o cuarto de servicio) y un aseo de invitados. La planta de arriba acoge la zona de descanso, que consta de cuatro dormitorios. Dos tienen baño en suite y los otros dos comparten otro baño. El principal tiene vestidor y baño doble, con ducha y bañera. Tres de los cuatro dormitorios tienen salida a una preciosa y amplia terraza corrida situada encima del porche. Todos tienen armarios empotrados. El sótano está dominado por por una gran sala multiusos a la que presta servicio un baño completo. Tiene acceso a un patio interior cubierto que hace las veces de cuarto de lavado y plancha y en el que está ubicada la caldera. El garaje, con capacidad para tres o cuatro coches, cuenta además con espacio de almacenamiento. La calefacción es de gas natural por radiadores. El aire acondicionado es por conductos con termostatos individuales en cada habitación. Las ventanas tienen cerramientos climalit con completo aislamiento térmico y acústico y cristales blindados. Ciudalgolf es una urbanización independiente dentro de Ciudalcampo. 75 chalets que gozan de seguridad privada 24 horas (aparte de la de Ciudalcampo) y unas excelentes zonas comunes, que incluyen dos pistas de pádel, piscina exterior e interior climatizada, gimnasio, sauna, jacuzzi y baño turco. Algunas de las imágenes de esta vivienda han sido retocadas digitalmente para sustituir el mobiliario original, siguiendo instrucciones expresas de la propiedad. Disponemos de otras muchas propiedades similares que no están publicadas en este portal. Visite nuestra web reainmobiliaria.com Ciudalcampo es una de las mejores zonas residenciales de Madrid. Ubicada en el km 28 de la A-1 y a solo 20 minutos de Plaza de Castilla, combina privacidad, naturaleza y exclusividad en un entorno único. Mantiene un equilibrio excepcional entre el desarrollo urbanístico y la conservación del medio natural. La urbanización se compone principalmente de chalets unifamiliares en parcelas a partir de 2.500 m², rodeadas de encinares y con maravillosas vistas a la sierra. Tiene un gran prestigio por su seguridad 24 horas, gracias a su profesional patrulla de vigilancia.  Dentro de la urbanización se encuentra el prestigioso colegio internacional SEK y el exclusivo club RACE — con campo de golf, hípica, piscinas, tenis y zonas deportivas. Además, se encuentra junto al centro comercial Santo Domingo, que ofrece supermercado, farmacia, carnicería, pescadería, frutería, estanco y restaurantes, entre otros servicios y a tan solo 10 minutos del Hospital Público Infanta Sofía. Cuenta con un servicio regular de autobuses a Madrid y una línea interna que recorre toda la urbanización.  Una urbanización que logra el equilibrio perfecto entre entorno natural, privacidad y calidad de vida.",False,good,False,,,3479.0,True,False,False,False,[],False,False,1750000.0,€,True,True,chalet,Ciudalcampo,Casa independiente en calle Monte Umbrío,,independantHouse,,,
109205255,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/18/ec/3f/1367432736.webp,4316,61,,1850000.0,chalet,sale,4802.0,,7,5,calle Vascos,Madrid,Villaviciosa de Odón,Castillo - Campodón,es,40.3683638,-3.8814403,False,https://www.idealista.com/inmueble/109205255/,"TORALIA CAPITAL PRESENTA Exclusivo chalet independiente de lujo en Villaviciosa de Odón — SUPERFICIE TOTAL 4.800 m² de exclusividad, confort y privacidad. EXISTE LA POSIBILIDAD DE CONSTRUIR HASTA 4 CHALETS INDEPENDIENTES EN LA PARCELA ¿Buscas una propiedad que lo tenga todo? Este impresionante chalet independiente en Villaviciosa de Odón es el equilibrio perfecto entre amplitud, lujo y calidad de vida. Con una superficie total de 4.800 m², de los cuales 750 m² corresponden a la vivienda y 4.052 m² a una espectacular parcela ajardinada, esta propiedad ofrece privacidad absoluta, múltiples espacios de ocio y un entorno natural incomparable. � Características principales de la vivienda: 7 amplias habitaciones, todas con luz natural y excelentes vistas. 5 baños completos. Salón principal de gran tamaño con salida directa a terraza y jardín. Cocina  Balcón y terrazas que rodean la vivienda, perfectos para disfrutar de las vistas y el buen clima. Trastero y zonas de almacenamiento extra. �♂️ Zonas de ocio y confort: Piscina privada, ideal para relajarse o disfrutar con la familia. Gimnasio privado. Pista de tenis para los amantes del deporte al aire libre. Garaje. Ubicado en una de las zonas residenciales más prestigiosas del oeste de Madrid, Villaviciosa de Odón ofrece un entorno tranquilo, seguro y familiar, con todos los servicios a tu alcance: colegios privados y concertados, centros médicos, supermercados, y zonas comerciales. Además, es una ubicación privilegiada para quienes buscan estar cerca de la ciudad sin renunciar a la naturaleza. Rodeado de zonas verdes y parques, se encuentra a pocos minutos del Campus de la Universidad Europea, con excelente acceso a la M-506, M-50 y A-5, lo que permite llegar al centro de Madrid en menos de 25 minutos. La comunidad es ideal tanto para familias como para quienes buscan una vida tranquila, activa y conectada. Vivir en Villaviciosa de Odón es disfrutar del aire puro, el silencio y la comodidad sin renunciar a nada.",True,renew,False,,,385.0,True,False,False,False,[],False,False,1850000.0,€,True,True,chalet,"Castillo - Campodón, Villaviciosa de Odón",Casa independiente en calle Vascos,,independantHouse,,,
108153107,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4d/ae/26/1335445394.webp,4218,51,7,615000.0,penthouse,sale,160.0,True,3,2,calle del Corindón,Madrid,Madrid,Usera,es,40.3679029,-3.686389,False,https://www.idealista.com/inmueble/108153107/,"ALTOR ASESORES OFRECE: Oportunidad única! Ático + terraza en la mejor zona de San Fermín, en una de las urbanizaciones más exclusivas del barrio La vivienda se distribuye en 3 amplios dormitorios, 2 baños completos, y un salón muy espacioso y luminoso con salida directa a la terraza, desde la que podrás disfrutar de vistas impresionantes a la Sierra de Madrid y al Parque Madrid Río. Incluye una plaza de garaje muy cómoda y de fácil acceso, además de un trastero amplio para almacenaje adicional. Ubicado en una de las mejores urbanizaciones de San Fermín, con zonas comunes cuidadas, ambiente tranquilo y excelentes conexiones: transporte público cercano, acceso rápido a la M-30 y todos los servicios necesarios a pocos minutos. ¡Una vivienda única por ubicación, espacio y calidad de vida!",True,good,False,True,,3844.0,True,False,True,False,[],False,False,615000.0,€,True,True,flat,"San Fermín, Madrid",Ático en calle del Corindón,San Fermín,penthouse,625000.0,10000.0,2.0
107809385,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2c/ab/10/1324420711.webp,,11,,630000.0,chalet,sale,256.0,,4,2,"calle Abeto, 18",Madrid,Colmenarejo,,es,40.5555849,-4.0189388,True,https://www.idealista.com/obra-nueva/107809385/,"Rodeado de montañas y valles, Colmenarejo destaca por sus parajes naturales que invitan al descanso y la desconexión. Es un lugar perfecto para quienes disfrutan de la naturaleza, con multitud de rutas para practicar senderismo, ciclismo o simplemente disfrutar de paseos en un entorno tranquilo y verde. La distribución de las estancias se ha planificado para maximizar la luz, las vistas a los espacios exteriores y la funcionalidad. De ese modo encontramos en su planta de acceso un amplio salón comedor con cocina integrada y grandes ventanales con orientación sur y salida al exterior que maximizan la luz, las vistas y la funcionalidad, integrando la naturaleza del espacio exterior en el interior. La casa cuenta con 3 acogedores dormitorios y dos baños bien equipados, pensados para ofrecerte la máxima comodidad y funcionalidad. Descendiendo a la planta inferior, encontramos un amplio espacio diáfano que ofrece múltiples posibilidades.  En definitiva, nuestras viviendas son el hogar perfecto tanto para familias en crecimiento como para aquellas ya consolidadas y que quieren un diseño funcional y acogedor con áreas que fomenten la convivencia, la comodidad y la flexibilidad.",False,newdevelopment,True,,False,2461.0,True,False,False,False,[],False,False,630000.0,€,,,chalet,Colmenarejo,"Casa independiente en calle Abeto, 18",,independantHouse,,,
105327149,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/39/60/b8/1251807754.webp,,1,7,5950000.0,penthouse,sale,339.0,True,4,4,calle de Serrano,Madrid,Madrid,Barrio de Salamanca,es,40.4336817,-3.6866463,False,https://www.idealista.com/inmueble/105327149/,"En La Milla de Oro del Barrio de Salamanca, a un paseo del Parque del Retiro, presentamos este singular ático en finca clásica. Pocas veces aparece en el mercado un activo de estas características que combina clasicismo en su concepción, balcones y techos de tres metros, luz a raudales, ubicación privilegiada y una singular terraza. El edificio es de singular factura clásica con portero uniformado que vive en la finca, magníficamente conservado. Conserva sus vidrieras originales obra de la casa Maumejean y su ascensor original en maderas nobles. El piso tiene una magnífica distribución, organizándose entorno a un cuidado y luminoso patio central. La zona de recibo se complementa con una terraza que por su factura garantiza vistas, ofrece total intimidad debido a su configuración, sin vecinos arriba ni enfrente, está resguardada por el edificio y es ideal para ser usada en invierno. Se accede desde la zona de recibo, donde podría configurarse un dormitorio principal si se desea. Dispone además de dos plazas de garaje. 315 metros registrales + comunes aparte. Dossier y planos disponibles bajo petición. English spoken / On parle français.  (La mayoría de las propiedades que comercializamos, no se publicitan aquí por deseo expreso de los propietarios. Puede Consultar nuestra web para más información sobre otras propiedades en esta zona).",False,good,False,True,,17552.0,False,False,False,False,[],False,False,5950000.0,€,True,True,flat,"Castellana, Madrid",Ático en calle de Serrano,Castellana,penthouse,,,
108577124,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b8/7d/ca/1348942621.webp,2º C,8,2,234900.0,flat,sale,74.0,True,2,1,"Calle de Serranillos, 13",Madrid,Fuenlabrada,Centro,es,40.2808109,-3.797338,True,https://www.idealista.com/obra-nueva/108577124/,"“La Gema de Lourdes” – La joya del centro de Fuenlabrada Nueva promoción de obra nueva en Calle Serranillos de Fuenlabrada. Viviendas de 2 dormitorios con 1 baño, cocina amueblada, garaje y trastero comunitario desde 225.900 €. Diseño moderno con espacios amplios, armarios empotrados vestidos y aislamiento acústico superior. Climatización por aerotermia con suelo radiante-refrescante y alta eficiencia energética para mayor confort y ahorro. Puerta blindada, videoportero, preinstalación de alarma, garaje con montacoches y opción de recarga para coche eléctrico. Edificio con ascensor, zonas comunes de calidad y trastero comunitario. Ubicación privilegiada en pleno centro, junto a Metro, Renfe, autobuses, Ayuntamiento, centro comercial, colegios y todos los servicios. Un hogar pensado para disfrutar. Vive con estilo y comodidad en “La Gema de Lourdes”. ¡Te enamorará!  IVA no incluido.",False,newdevelopment,True,True,False,3174.0,True,False,False,False,[],False,False,234900.0,€,True,True,flat,"Centro, Fuenlabrada","Piso en Calle de Serranillos, 13",,,,,
109210457,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/04/08/70/1367561857.webp,MENDIVIL,5,bj,83761.0,flat,sale,35.0,True,2,1,calle Mendívil,Madrid,Madrid,Puente de Vallecas,es,40.3988945,-3.6634269,False,https://www.idealista.com/inmueble/109210457/,"""***inmueble el venta desde el día 28/08/2025 al 11/09/2025*. ** venta en período de pujas al alza. Se venderá a la puja más alta. *** GARSIERRA. Amplio y luminoso piso de 2 dormitorios, baño completo, salón y cocina. Cerca de transporte público: cercanías y múltiples autobuses. Cerca de colegio y parada de múltiples rutas escolares, varias escuelas infantiles(pública y privadas), parques y tiendas, el barrio es muy seguro. conexión rápida. "". "". "".",False,good,False,False,,2393.0,False,False,False,False,[],False,False,83761.0,€,,,flat,"Numancia, Madrid",Piso en calle Mendívil,Numancia,,,,
109212543,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/47/21/35/1367607738.webp,EM-45,21,1,230000.0,flat,sale,38.0,False,1,1,calle de Embajadores,Madrid,Madrid,Centro,es,40.4052848,-3.7018837,False,https://www.idealista.com/inmueble/109212543/,"**Piso acogedor en el corazón de Madrid - Ideal para vivir o invertir** Descubre este encantador piso interior de 35 metros cuadrados, ubicado en la primera planta de un edificio con ascensor. Este hogar cuenta con un dormitorio doble, perfecto para descansar, que incluye un armario empotrado que maximiza el espacio. La cocina integrada en el salón está completamente equipada y amueblada, ideal para disfrutar de momentos culinarios sin renunciar a la comodidad. El baño, moderno y funcional, cuenta con un práctico plato de ducha. La calefacción eléctrica de calor azul asegura un ambiente cálido y acogedor durante los meses más fríos. Además, el aire acondicionado te permitirá refrescarte en verano. La ubicación es inmejorable, con acceso a una variedad de comercios, supermercados, bancos, restaurantes y gimnasios a pocos pasos. También disfrutarás de un excelente acceso al transporte público, con las estaciones de metro de La Latina y Tirso de Molina muy cerca, así como varias líneas de autobuses que conectan con toda la ciudad. No pierdas la oportunidad de visitar este piso que combina confort, funcionalidad y una ubicación privilegiada. ¡Es el momento perfecto para hacer de este lugar tu nuevo hogar! LOS HONORARIOS PROFESIONALES SON DEL 5% + IVA Y NO ESTÁN INCLUIDOS EN EL PRECIO DE VENTA.",False,good,False,False,,6053.0,False,False,False,False,[],False,False,230000.0,€,,,flat,"Lavapiés-Embajadores, Madrid",Piso en calle de Embajadores,Lavapiés-Embajadores,,,,
106404069,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e9/98/58/1281851027.webp,Chalet 2B Esquina 1,34,,485000.0,chalet,sale,174.0,,3,3,Ensanche de El Escorial parcela R4 A.P.P sector 1 s/n,Madrid,El Escorial,Centro,es,40.5882875,-4.1217031,True,https://www.idealista.com/obra-nueva/106404069/,"Obra Nueva promoción de 42 viviendas con garaje y trastero en un entorno privilegiado. 26 chalet de 3 dormitorios más ático y cuarto de instalaciones. Dos plazas de garaje.  16 viviendas bajos de 2 dormitorios con patio y dúplex de 2 y 3 dormitorios más despacho y terraza. Plaza de garaje y trastero. Diseño actual adecuado al entorno privilegiado.  Urbanización con control de acceso, conjunto residencial vallado, piscina de adultos y niños así como zonas ajardinadas. Puerta de Abantos supone un nuevo concepto de fusión sostenible entre la arquitectura y el paisaje. Este proyecto se encuentra en una ubicación inmejorable, ofreciendo espectaculares vistas tanto al histórico Monasterio de San Lorenzo de El Escorial como al majestuoso Monte Abantos. El proyecto se integra perfectamente con la naturaleza circundante, proporcionando un entorno de tranquilidad y paz que invita al descanso y la reflexión. El diseño de las edificaciones ha sido cuidadosamente pensado para respetar y complementar el entorno natural, creando una simbiosis perfecta entre arquitectura y paisaje. Promueve RESIDENCIAL MONASTERIO, S. Coop. Mad. WWW. PUERTADEABANTOS. COM.",False,newdevelopment,True,,False,2787.0,True,False,False,False,[],False,False,485000.0,€,True,True,chalet,"Centro, El Escorial",Chalet adosado en Ensanche de El Escorial parcela R4 A.P.P sector 1 s/n,,terracedHouse,,,
108801216,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2c/0a/f8/1356777519.webp,Navalengua 57,17,,346800.0,chalet,sale,128.0,,3,3,"avenida Navalengua, 49",Madrid,Bustarviejo,,es,40.8558612,-3.6879564,True,https://www.idealista.com/obra-nueva/108801216/,"Tras muchos años trabajando en Bustarviejo y analizando el mercado inmobiliario de la zona, y la escasez de vivienda accesible en Madrid, Promociones MonteMilano acepta con ilusión el reto de lanzar la comercialización de viviendas unifamiliares, aisladas, en parcelas de más de 400 m2 con un diseño moderno, y unas calidades con estándares muy elevados, capaces de competir con promociones que nos duplican en precio de venta. Nuestra apuesta, se basa en un precio del suelo de bajo impacto en el precio final, una elevada experiencia en la puesta en práctica de procesos constructivos ágiles y unas calidades contrastadas por nuestra experiencia en proyectos similares como promotores y constructores. La zona donde se va a llevar a cabo el desarrollo es exclusiva, en un entorno privilegiado, no existe nada igual para los amantes de la naturaleza, y destaca por su cercanía, a tan solo 60 km de Madrid. Nuestra oferta está dirigida a cualquier tipo de familia, desde aquellos que la ven como una oportunidad para trabajar a distancia en una vivienda unifamiliar con precios a la mitad de cualquiera área de Madrid, para matrimonios jóvenes que están pensando en formar una familia o familias consolidadas que buscan una segunda residencia en un entorno idílico para disfrutar de momentos de descanso. Además, el precio tan competitivo creemos que deja la puerta abierta para explorar nuestra oferta de personalizaciones por cliente, que permite entre otros, dotar a la vivienda de un espacio abierto en salón y cocina, la instalación de Aerotermia bajo demanda, una chimenea en el salón o elementos  complementarios en las amplias parcelas como pueden ser o la Pérgola ligera de madera o una piscina.",False,newdevelopment,True,,False,2709.0,True,False,False,False,[],False,False,346800.0,€,,,chalet,Bustarviejo,"Casa independiente en avenida Navalengua, 49",,independantHouse,,,
108577145,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/77/c2/a8/1348942699.webp,1º D,8,1,236900.0,flat,sale,82.0,True,2,1,"Calle de Serranillos, 13",Madrid,Fuenlabrada,Centro,es,40.2808109,-3.797338,True,https://www.idealista.com/obra-nueva/108577145/,"“La Gema de Lourdes” – La joya del centro de Fuenlabrada Nueva promoción de obra nueva en Calle Serranillos de Fuenlabrada. Viviendas de 2 dormitorios con 1 baño, cocina amueblada, garaje y trastero comunitario desde 225.900 €. Diseño moderno con espacios amplios, armarios empotrados vestidos y aislamiento acústico superior. Climatización por aerotermia con suelo radiante-refrescante y alta eficiencia energética para mayor confort y ahorro. Puerta blindada, videoportero, preinstalación de alarma, garaje con montacoches y opción de recarga para coche eléctrico. Edificio con ascensor, zonas comunes de calidad y trastero comunitario. Ubicación privilegiada en pleno centro, junto a Metro, Renfe, autobuses, Ayuntamiento, centro comercial, colegios y todos los servicios. Un hogar pensado para disfrutar. Vive con estilo y comodidad en “La Gema de Lourdes”. ¡Te enamorará!  IVA no incluido.",False,newdevelopment,True,True,False,2889.0,True,False,False,False,[],False,False,236900.0,€,True,True,flat,"Centro, Fuenlabrada","Piso en Calle de Serranillos, 13",,,,,
108721748,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/41/2c/a7/1353162398.webp,19  5,7,,194272.0,flat,sale,49.0,True,1,2,"Calle de Venancio Martín 16 y y Asención Bielsa, 17",Madrid,Madrid,Puente de Vallecas,es,40.3978176,-3.6615762,True,https://www.idealista.com/obra-nueva/108721748/,"Numancia Suites – Viviendas de obra nueva con diseño y rentabilidad en Madrid Descubre Numancia Suites, una exclusiva promoción de obra nueva compuesta por 22 viviendas modernas, funcionales y luminosas. Diseñadas para ofrecer confort, eficiencia y estilo, cada unidad cuenta con una distribución optimizada, cocina completamente equipada, baños terminados, armarios empotrados y estores a medida que garantizan privacidad y comodidad desde el primer día. Los acabados contemporáneos y los materiales cuidadosamente seleccionados aportan un alto nivel de calidad y bienestar. Ubicadas en una zona con alta demanda y escasa oferta de obra nueva, estas viviendas representan una excelente oportunidad de inversión, en un entorno en plena transformación, con gran potencial de revalorización a corto y medio plazo. No dejes pasar esta oportunidad de adquirir una propiedad con todo lo que buscas: diseño, confort y proyección.",False,newdevelopment,True,False,False,3965.0,True,False,False,False,[],False,False,194272.0,€,,,flat,"Numancia, Madrid","Piso en Calle de Venancio Martín 16 y y Asención Bielsa, 17",Numancia,,,,
106395350,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a4/21/6f/1281574954.webp,11221,25,3,1850000.0,penthouse,sale,320.0,True,4,6,calle de Luis Martinez Feduchi,Madrid,La Moraleja,Encinar de los Reyes,es,40.5019633,-3.6376438,False,https://www.idealista.com/inmueble/106395350/,"Leticia Monreal de GV | LA MORALEJA comercializa el siguiente inmueble:  Luminoso piso de diseño de reciente construcción, totalmente actualizado de 320 metros, en una de las mejores urbanizaciones de El Encinar de los Reyes, muy próximo a los colegios y con fácil acceso a Madrid y al aeropuerto.  La propiedad ha reformado la vivienda recientemente para hacer sus espacios más amplios.  Distribución: Cuenta con un amplísimo salón comedor y terraza acristalada con vistas despejadas. Cuenta con cocina independiente, con mobiliario y electrodomésticos de primera calidad, amplio office, tendedero techado con área de lavandería. Aseo de cortesía. La vivienda cuenta con tres (antes cuatro) dormitorios en suite; el principal con dos baños completos, así como una amplia terraza acristalada con vistas. Adicionalmente hay una habitación que puede funcionar de servicio o como despacho. La vivienda cuenta con tres plazas de garaje, un trastero, gimnasio, parque infantil, sala multiuso y piscina. Seguridad 24 horas. Suelo radiante y aire acondicionado.  Un porcentaje importante de nuestros inmuebles no aparecen publicados por expreso deseo de los propietarios. Para más información sobre más propiedades en esta zona entre en nuestra página web.",False,good,False,True,,5781.0,False,False,False,False,[],False,False,1850000.0,€,True,True,flat,"Encinar de los Reyes, La Moraleja",Ático en calle de Luis Martinez Feduchi,,penthouse,,,
105130734,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f0/ed/a8/1320991830.webp,1_atlas ,25,,518000.0,chalet,sale,229.0,,3,3,Géminis s/n,Madrid,Móstoles,Sur,es,40.303654,-3.8631712,True,https://www.idealista.com/obra-nueva/105130734/,"RESERVA TU VIVIENDA ENTREGANDO 20.000 € Y NO PAGUES MÁS HASTA 2026 La promoción Residencial Atlas cuenta con 31 viviendas unifamiliares de 3 dormitorios, con amplios jardines en torno a los 50 m2 donde poder comer con los tuyos los días soleados y un magnífico solárium de más de 30m2. Además, se podrá elegir entre diferentes acabados de alta calidad para poder definir el estilo de tu vivienda, ajustándolo a tus necesidades y a las de tu familia. Residencial Atlas se encuentra ubicada en Móstoles, en una zona de nueva creación consolidada ya que cuenta con todos los servicios necesarios para el día a día como centros educativos, centro de salud y el Hospital Universitario HM Puerta del Sur. También cuenta con varios supermercados, tiendas de comercio local y establecimiento de hostelería. También, se encuentra muy bien comunicada a nivel de transportes ya que a menos de 1km se encuentra la estación de Metrosur de Manuela Malasaña y numerosas paradas de autobuses urbanos e interurbanos que conectan con la capital. También, en sus inmediaciones tiene comunicación directa a la A-5 y con las circunvalaciones M-40, M-45 y M-50. ¡ADQUIERE TU VIVIENDA SIN SUBIDAS INESPERADAS, PRECIO CERRADO GARANTIZADO! Te atendemos en la propia obra, en Calle Géminis en Móstoles (junto a las pistas de vóley playa). Y si tienes que vender tu vivienda, contamos con nuestro ""Plan Cambio de Casa"" donde te ayudamos a vender tu vivienda para que puedas reservar una en Residencial Atlas y flexibilizamos la forma de pago. Pregúntanos sobre ello. *Las imágenes contienen algunas de las opciones con coste adicional que se ofrecerán para la personalización.",False,newdevelopment,True,,False,2262.0,True,False,False,False,[],False,False,518000.0,€,True,True,chalet,"Sur, Móstoles",Chalet adosado en Géminis s/n,,terracedHouse,,,
106896993,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/02/ea/17/1299494516.webp,v 2.7,47,4,348000.0,penthouse,sale,108.0,True,2,3," de los Reyes Católicos, 4",Madrid,Valdemoro,Hospital,es,40.1950817,-3.6958604,True,https://www.idealista.com/obra-nueva/106896993/,"KAMPODOMO promueve una exclusiva promoción de vivienda libre en solar situado en la Avda. de los Reyes Católicos n. º 4 del término municipal de Valdemoro (Madrid), a escasos 300 m del Hospital Universitario Infanta Elena. Zona totalmente consolidada en cuanto a dotaciones e infraestructuras. En el entorno más cercano encontramos todo tipo de servicios, colegios, institutos, supermercados, centros de ocio y deportivos, líneas 7 y 428 de autobuses interurbanos, entidades financieras… convirtiendo a este moderno proyecto inmobiliario en un punto de referencia en esta nueva zona de expansión a tan sólo 35 km de la capital, zona Hospital. Contamos con 17 viviendas de 2 y 3 dormitorios. De ellas, tres son bajos con un generoso jardín y cuatro son áticos-dúplex con amplias terrazas estratégicamente orientadas. Todas las viviendas cuentan con terraza exterior, tendedero, trastero y plaza de garaje (en función de la disponibilidad, además, se podrá adquirir una segunda). ULTIMAS VIVIENDAS A LA VENTA DE 2 DORMITORIOS Edificio moderno, innovador, dotado de las últimas tecnologías en cuanto a eficiencia energética: Aerotermia, suelos radiantes en invierno y refrescantes en verano, dan un plus de valor a los propietarios de este residencial invirtiendo en calidad de vida y sostenibilidad con el medio ambiente. EDIFICIO CÓRCEGA, además cuenta con una espectacular lámina de agua situada en la azotea de edificio y zona chill out ideal para disfrutar de las tardes con familiares y amigos. Fecha terminación de obra mayo 2025 y fecha prevista de entrega tercer trimestre 2025. VIVIENDA PILOTO DISPONIBLE, contacta con nosotros y te aportaremos toda la información necesaria, permite que seamos tus aliados en la adquisición de tu próxima vivienda.",False,newdevelopment,True,True,False,3222.0,True,False,False,False,[],False,False,348000.0,€,True,True,flat,"Hospital, Valdemoro","Ático en de los Reyes Católicos, 4",,penthouse,,,
108577234,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/75/b2/85/1348942412.webp,3º D,8,3,250900.0,flat,sale,82.0,True,2,1,"Calle de Serranillos, 13",Madrid,Fuenlabrada,Centro,es,40.2808109,-3.797338,True,https://www.idealista.com/obra-nueva/108577234/,"“La Gema de Lourdes” – La joya del centro de Fuenlabrada Nueva promoción de obra nueva en Calle Serranillos de Fuenlabrada. Viviendas de 2 dormitorios con 1 baño, cocina amueblada, garaje y trastero comunitario desde 225.900 €. Diseño moderno con espacios amplios, armarios empotrados vestidos y aislamiento acústico superior. Climatización por aerotermia con suelo radiante-refrescante y alta eficiencia energética para mayor confort y ahorro. Puerta blindada, videoportero, preinstalación de alarma, garaje con montacoches y opción de recarga para coche eléctrico. Edificio con ascensor, zonas comunes de calidad y trastero comunitario. Ubicación privilegiada en pleno centro, junto a Metro, Renfe, autobuses, Ayuntamiento, centro comercial, colegios y todos los servicios. Un hogar pensado para disfrutar. Vive con estilo y comodidad en “La Gema de Lourdes”. ¡Te enamorará!  IVA no incluido.",False,newdevelopment,True,True,False,3060.0,True,False,False,False,[],False,False,250900.0,€,True,True,flat,"Centro, Fuenlabrada","Piso en Calle de Serranillos, 13",,,,,
