propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,externalReference,floor,exterior,neighborhood,hasLift,newDevelopmentFinished,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
108908540,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5d/35/dd/1358603128.webp,46,385000.0,chalet,sale,159.0,3,3,Perlita,Madrid,Arganda,Perlita,es,40.295293,-3.439649,False,https://www.idealista.com/inmueble/108908540/,"**Chalet Independiente en Venta - Ideal para Tu Familia** Descubre este impresionante chalet independiente que combina comodidad y estilo en cada rincón. Con una superficie construida de 159 m², en la planta baja este hogar cuenta con un acogedor vestíbulo que te da la bienvenida. Garaje para coche grande con puerta motorizada, 1 aseo, La cocina amueblada de concepto abierto es perfecta para los amantes de la gastronomía y una zona office que conecta con un encantador porche cerrado. El patio solado, ideal para disfrutar de momentos al aire libre, cuenta con barbacoa, perfecto para reuniones familiares o con amigos. En la primera planta, un amplio y luminoso salón se abre a un balcón que ofrece vistas despejadas. Las persianas motorizadas y el aire acondicionado garantizan el confort en cualquier época del año, cocina amueblada y equipada con electrodomésticos con zona de office con acceso a terraza, 1 baño completo. En la segunda planta, encontrarás dos dormitorios con armarios empotrados, además de un baño completo con bañera de hidromasaje y plato de ducha, ideal para relajarte después de un largo día. La tercera planta cuenta con una buhardilla que puede servir como espacio de trabajo o sala de juegos. Gastos de ibi 376,09e. Ventas de aluminio dobles, mosquiteras, calefacción individual de gas natural, aire acondicionado en todas las estancias incluida cocina, puertas de cristal que aportan mucha luz, suelos porcelanicos, en los dormitorios tarima, escaleras de mármol, pintura lisa, rejas.  Ubicado en una zona rodeada de todos los servicios necesarios, como autobuses urbanos, colegios y hospitales, este chalet ofrece fácil acceso a las principales vías como la A3 y R3. Este hogar está listo para convertirse en tu refugio personal. No incluye los gastos de ITP, IVA, IAJD, Notaría, Registro, gestoría, tasación, honorarios de agencia, estudio de arquitectura para personalizar tu vivienda y servicios adicionales como mudanzas, limpieza y servicio integral y exclusivo con profesionales expertos. ¡No esperes más. Comercial asignado María No pierdas la oportunidad de vivir en esta maravillosa casa. No dejes pasar esta oportunidad y ven a visitarlo!",True,good,False,2421.0,False,False,True,False,[],False,False,385000.0,€,True,True,chalet,independantHouse,"Perlita, Arganda",Casa independiente,Destacado,,,,,,,,,,
107696719,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/03/1d/83/1357802698.webp,48,1950000.0,flat,sale,233.0,3,2,calle del Duque de Sesto,Madrid,Madrid,Barrio de Salamanca,es,40.423068,-3.6717416,False,https://www.idealista.com/inmueble/107696719/,"Vivienda para reformar en Goya, con amplia terraza privativa Engel&Völkers presenta en exclusiva esta magnífica oportunidad para realizar una vivienda a su gusto en pleno corazón del barrio de Goya. La propiedad, en la séptima planta del edificio, tiene una superficie catastral de 165 m2 y le corresponde el uso privativo en la azotea de 155 m2 aproximadamente de superficie, donde poder disfrutar con sus familiares y amigos de todo tipo de encuentros y eventos, o realizar un ""chill out"", solarium o realizar ejercicios al aire libre. Dicha terraza está conectada directamente con la vivienda mediante una amplia y cómoda escalera, gozando de la mayor privacidad. Actualmente se compone de un amplio salón-comedor con orientación sur, tres dormitorios, dos de ellos en suite, y un aseo de cortesía, además de una amplia cocina con acceso independiente por el montacargas. La finca, de 1958, es una de las más emblemáticas de la calle Duque de Sesto, tiene portero físico y cuenta con un salvaescaleras para facilitar la accesibilidad. En definitiva, una magnífica oportunidad de realizar una vivienda a su gusto, con una amplia terraza en pleno centro de Madrid, muy cerca del Parque del Retiro y bien comunicada mediante transporte público. Ubicada en el distinguido barrio de Salamanca, la propiedad en Duque de Sesto 50, Madrid, ofrece un entorno de exclusividad y sofisticación para los compradores más exigentes. Este barrio es sinónimo de lujo y elegancia, conocido por sus calles arboladas y su arquitectura señorial. La proximidad a la Milla de Oro, con boutiques de alta costura y joyerías de renombre, subraya el estatus de la zona como un epicentro del lujo. La infraestructura del área es inmejorable, con una excelente red de transporte público que incluye estaciones de metro como Goya y Príncipe de Vergara a solo unos minutos a pie, facilitando el acceso a cualquier punto de la ciudad. Para quienes prefieren conducir, la ubicación ofrece conexiones rápidas a las principales arterias de Madrid, asegurando que el aeropuerto Adolfo Suárez Madrid-Barajas esté a solo 20 minutos en coche. El barrio de Salamanca también es un paraíso para los amantes de la cultura y el ocio. A poca distancia se encuentran el Parque del Retiro, un refugio verde perfecto para paseos relajantes, y el Museo del Prado, uno de los más prestigiosos del mundo. La oferta gastronómica es igualmente impresionante, con restaurantes galardonados que prometen experiencias culinarias inolvidables. Este enclave exclusivo no solo ofrece una ubicación privilegiada, sino también un estilo de vida inigualable. La combinación de lujo, comodidad y cultura hace de esta propiedad una joya en el corazón de Madrid, ideal para quienes buscan una residencia que refleje su éxito y buen gusto.",True,renew,False,8369.0,True,False,True,False,[],False,False,1950000.0,€,,,flat,,"Goya, Madrid",Piso en calle del Duque de Sesto,Destacado,W-02Z8YW,7,True,Goya,True,,,,,
108220727,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a5/f7/b3/1337518728.webp,24,1295000.0,flat,sale,94.0,2,2,calle de Goya,Madrid,Madrid,Barrio de Salamanca,es,40.4266545,-3.6716182,False,https://www.idealista.com/inmueble/108220727/,"Exclusivo piso completamente exterior con 5 balcones en la calle Goya Engel & Völkers tiene el gusto de presentarles este precioso piso en el corazón de Madrid, una joya arquitectónica que combina el encanto histórico con la modernidad. Con una superficie de alrededor de unos 100 metros cuadrados, esta residencia destaca por su luz, que se desliza a través de sus 5 balcones y porque todas sus estancias son exteriores.  La amplia zona social, con la cocina integrada, los dos dormitorios, y dos baños uno de ellos en suite, ha sido meticulosamente restaurada en 2022, manteniendo su esencia original de 1928 mientras incorpora las comodidades más sofisticadas. Al entrar, se percibe una atmósfera de elegancia y confort. Los suelos de madera añaden calidez y estilo, mientras que el diseño accesible de la cocina integrada en el salón, con las mejores marcas en los electrodomésticos ofrecen funcionalidad y espacio. Cada rincón de esta luminosa vivienda con orientación sur, está diseñada para maximizar la comodidad, desde el baño de invitados hasta los amplios dormitorios, creando un refugio de bienestar, con domótica en persianas, aire acondicionado por conductos y estores automatizados. El elegante portal de mármol tiene el acceso libre, salvando las barreras arquitectónicas. ¡No pierda la oportunidad de ser parte de este exclusivo enclave en Madrid, donde cada detalle ha sido pensado para ofrecer lo mejor en estilo y comodidad! Ubicada en la prestigiosa Calle de Goya, en el corazón del exclusivo barrio de Salamanca, esta propiedad ofrece una experiencia de vida inigualable en Madrid. El barrio de Salamanca es sinónimo de lujo y sofisticación, conocido por sus elegantes avenidas, boutiques de alta costura y una vibrante oferta gastronómica. Este enclave es altamente codiciado por compradores de alto nivel que buscan una combinación de tradición y modernidad en un entorno urbano de primer nivel. La infraestructura de la zona es excepcional, con excelentes conexiones de transporte que facilitan el acceso a toda la ciudad. La estación de metro más cercana, Goya, se encuentra a solo 5 minutos a pie, conectando rápidamente con el resto de Madrid. Además, la proximidad a importantes arterias viales permite un acceso eficiente en coche a destinos clave, como a la M-30 y al Aeropuerto Adolfo Suárez Madrid-Barajas, a unos 20 minutos en coche. Para los amantes del ocio y la cultura, el barrio ofrece una amplia gama de actividades. A pocos pasos se encuentra el Parque del Retiro, un oasis verde ideal para paseos relajantes o actividades al aire libre. Además, la cercanía al Museo del Prado y al Museo Thyssen-Bornemisza proporciona acceso a algunas de las colecciones de arte más importantes del mundo. La Calle de Goya es un símbolo de prestigio, con su mezcla de arquitectura clásica y moderna, y su proximidad a instituciones educativas de renombre y centros de negocios. Esta ubicación no solo ofrece una residencia, sino un estilo de vida que combina lo mejor de la cultura, el lujo y la comodidad urbana.",True,good,False,13777.0,True,False,True,False,[],False,False,1295000.0,€,,,flat,,"Goya, Madrid",Piso en calle de Goya,Destacado,W-02ZT8W,1,True,Goya,True,,,,,
107851564,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a0/34/63/1354436128.webp,40,1400000.0,flat,sale,178.0,4,2,calle del Buen Suceso,Madrid,Madrid,Moncloa,es,40.4272019,-3.7191418,False,https://www.idealista.com/inmueble/107851564/,"Hay viviendas que ofrecen metros, y otras que ofrecen historias escritas y por escribir. Este espacioso piso de 178 m² en el corazón de Argüelles, distrito Moncloa-Aravaca, una de las zonas más cotizadas de Madrid. No es solo una propiedad es una promesa de vida plena en uno de los barrios con más carácter de Madrid.  Sus propietarios han disfrutado plenamente del barrio y de Madrid gracias a su caracter de hogar que acompaña y protege de forma discreta pero activa a toda la familia.  Realmente no sabría decir porque es extraordinario pero sí puedo decir que ha proporcionado acompañamiento silencioso en el desarrollo de las vidas de sus propietarios.  Imagina despertar en una casa bañada por la luz del este, en una calle arropada por árboles centenarios, a sólo cien pasos del Parque del Oeste, donde el aroma de la Rosaleda en primavera se cuela por la ventana y convierte cualquier desayuno en un recuerdo inolvidable. O sentir la fragancia de los arboles paseando por Rosales las noches de verano. En las faldas de Navacerrada, te permite vivir a las afueras estando en pleno centro de Madrid.  El inmueble cuenta con cuatro dormitorios, habitacione de servicio, despensa interior grande y dos baños.  Su generosa distribución es como un lienzo en blanco, esperando la visión de alguien que quiera convertirlo en su hogar soñado. Sus techos altos, sus espacios amplios y su estructura clásica respiran la esencia de aquellas casas madrileñas donde el tiempo parecía ir más despacio, donde cada rincón invita a quedarse un poco más. Desde sus 3 balcones exteriores, se escucha el murmullo discreto de la ciudad elegante, esa que prefiere el susurro al estruendo. Aquí, el lujo no se exhibe: se respira. El calor de su calentador de gas, en los meses fríos, no sólo abriga el cuerpo, sino también el alma. Aunque requiere una reforma integral, este piso no pide ser cambiado, pide ser comprendido.  Tiene el potencial de convertirse en un espacio verdaderamente único, donde diseño y memoria convivan en armonía. Pensad que es una casa de más de un siglo, de diseño señorial típico de la zona. Admite cualquier tipo de reforma, con carácter moderno, donde el contraste puede ser singular y si el acabado es clásico será una vivienda especial. Fachada clásica pero en perfecto estado, con un portal actualizado manteniendo el carácter inicial dando elegancia al conjunto. Vivir aquí es poder bajar a por el pan y cruzarte con un vecino que aún saluda. Es tener al lado colegios con historia —como los Sagrados Corazones, donde estudió Julio Iglesias— O proporcionar comodidad si tus hijos deciden estudiar sus carreras en las prestigiosas universidades de ICADE, Nebrija o Comillas. Y caminar hasta la Gran Vía sin prisas, pasando por el Templo de Debod, el Palacio de Liria, el Corte Inglés de Princesa, o el conservatorio donde resuenan las notas de un Madrid más íntimo y eterno.  Argüelles es así: una joya discreta, un barrio que no necesita gritar para hacerse sentir. Y este ejemplar es su reflejo perfecto.",False,good,False,7865.0,True,False,False,False,[],False,False,1400000.0,€,,,flat,,"Argüelles, Madrid",Piso en calle del Buen Suceso,Destacado,c7dc60c3-1e75-47ec-8ce1-7fb436418126,1,True,Argüelles,True,,,,,
108462488,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bd/28/cf/1345647677.webp,25,950000.0,flat,sale,104.0,3,3,calle de Benito Gutiérrez,Madrid,Madrid,Moncloa,es,40.4315874,-3.7191286,False,https://www.idealista.com/inmueble/108462488/,"Propiedad reformada de tres dormitorios en Argüelles Engel & Völkers presenta esta propiedad reformada para entrar a vivir en el fabuloso barrio de Argüelles. Propiedad en planta baja interior pero con acceso a un patio a modo de terraza que le aporta mayor luminosidad a la vez que privacidad.  La propiedad está completamente reformada y cuenta con tres dormitorios y tres cuartos de baño, un amplio salón comedor y cocina integrada en éste. Los materiales y acabados de la reforma se han cuidado meticulosamente para obtener un producto único y listo para entrar a vivir o poner en rentabilidad.  Aire acondicionado por conductos. El edificio cuenta con accesibilidad, servicio de portería y calefacción central, además de un trastero en la cubierta. El Barrio de Argüelles, nació en el periodo del Ensanche, y es un magnifico exponente del Madrid burgués. Limitado por el Parque de Debod y la calle Princesa, avanza en una estrecha franja desde la Plaza de España y hacia el Parque del Oeste, delimitado por las calles de Pintor Rosales, Irún, Paseo Moret, Ferraz, Princesa, la Plaza de España y la Cuesta de San Vicente. En sus calles se conservan palacios como el de la Infanta Isabel de Borbón y antiguos asilos y conventos, como el del Buen Suceso. Es un lugar ideal para vivir, dada su ubicación bastante céntrica, su entorno verde frente al parque del Oeste y el parque de la Montaña (donde se ubica el templo egipcio de Debod), y la presencia de numerosas tiendas, zonas de ocio, bares y restaurantes con sus atractivas terrazas. En sus calles se concentra el mayor número de cines en versión original de la ciudad, además de haber visto pasar a unos cuantos personajes importantes del celuloide español por su particular Paseo de la Fama. Una de las zonas más singulares de la capital por su variedad y estupenda infraestructura con seis colegios, varias escuelas de educación infantil, un ambulatorio clínico, un centro de especialidades y su gran variedad de supermercados y restaurantes. Al mismo tiempo, los vecinos de este entrañable barrio disfrutan del maravilloso Parque del Oeste considerado uno de los pulmones de Madrid. Además, el distrito cuenta con excelentes comunicaciones gracias a su proximidad por un lado a la M-30, a la A-6, la Carretera de Castilla y al Intercambiador de Moncloa: con salida directa a la sierra de Madrid, y por otro lado acceso a la zona Centro de la capital. Una auténtica maravilla.",False,good,False,9135.0,True,False,False,False,[],False,False,950000.0,€,,,flat,,"Argüelles, Madrid",Piso en calle de Benito Gutiérrez,Destacado,W-02Y0JF,bj,True,Argüelles,True,,,,,
99569857,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/02/68/a1/1186475418.webp,18,1415000.0,penthouse,sale,207.0,3,3,"Dr. Balmis, 45",Madrid,Madrid,Moncloa,es,40.4585119,-3.7950703,True,https://www.idealista.com/obra-nueva/99569857/,"ÚLTIMA VIVIENDA. OBRAS EN CURSO AZEVO – LOS JARDINES DE BALMIS De la mano de la promotora AZEVO presentamos LOS JARDINES DE BALMIS, un exclusivo concepto residencial donde la arquitectura y la naturaleza se combinan para crear espacios únicos. Esta promoción está formada por un conjunto de 9 exclusivas viviendas situadas en un entorno privilegiado, el barrio madrileño de El Barrial (Aravaca). Bienvenidos a vuestro nuevo hogar, una urbanización que cuenta con un nivel de calidad y diseño a la altura de los gustos más exigentes. LAS VIVIENDAS LOS JARDINES DE BALMIS cuenta con 3 bloques con viviendas unifamiliares de diferentes tipologías que ocupan toda la planta del edificio, concebidas y diseñadas con la orientación idónea para asegurar siempre una iluminación natural y vistas en todas sus fachadas. Las viviendas en formato ático, cuenta con una lamina de agua privada en la zona de solarium. Además cada vivienda dispone de 2 plazas de garaje. Además, todas las viviendas cuentan con amplias terrazas y zonas comunes, una piscina comunitaria, jardines exteriores para compartir momentos especiales y garita de seguridad para la tranquilidad de los vecinos. LOCALIZACIÓN La promoción está localizada en la Calle del Doctor Balmis, en la zona de El Barrial, con perfecta comunicación a diez minutos andando del centro de Pozuelo de Alarcón. Una ubicación familiar y tranquila donde disfrutar de un entorno apacible, y que además cuenta con numerosos servicios y está muy bien comunicada con el centro tanto por carretera como por transporte público. Parte del material audiovisual mostrado en el anuncio es una representación orientativa del resultado final del proyecto, pudiendo sufrir modificaciones por exigencias técnicas, legales o administrativas. Tanto la jardinería como el mobiliario urbano y de las viviendas es ficticio y tiene validez únicamente a efectos decorativos, siendo el equipamiento de los inmuebles el indicado en la memoria de calidades.",False,newdevelopment,True,6836.0,True,False,False,False,[],False,False,1415000.0,€,True,True,flat,penthouse,"Aravaca, Madrid","Ático en Dr. Balmis, 45",Destacado,Ático Duplex,2,True,Aravaca,True,False,,,,
107989910,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3c/81/04/1330424048.webp,46,229900.0,flat,sale,82.0,3,1,calle de Luis Grasset,Madrid,Coslada,Coslada Pueblo,es,40.4259794,-3.5669394,False,https://www.idealista.com/inmueble/107989910/,"TengoTuCasa presenta este piso en venta en la calle Luis Grasset, en Coslada, con una superficie de 82 m². La vivienda se vende con inquilinos. La vivienda cuenta con tres dormitorios, cocina, baño, terraza y está orientada al este, lo que le proporciona una excelente entrada de luz natural durante las primeras horas del día. Se entrega completamente amueblada y equipada, lista para entrar a vivir. La cocina dispone de todos los electrodomésticos necesarios y tanto la calefacción como el agua caliente funcionan mediante sistema eléctrico. Una oportunidad ideal para quienes buscan una vivienda luminosa, bien distribuida y ubicada en una zona tranquila y bien comunicada dentro de Coslada. En cuanto a transporte, la zona cuenta con múltiples opciones. Las líneas de autobús 286, 287, 290 y N203 conectan Coslada con Madrid y otras localidades cercanas. Además, las líneas C2 y C7 de Cercanías y la línea 7 de Metro facilitan el acceso al centro de Madrid en aproximadamente 15. EL entorno ofrece una amplia gama de servicios, incluyendo supermercados, centros educativos, instalaciones deportivas y zonas verdes, lo que contribuye a una vida cómoda y práctica. En resumen, vivir en la calle Luis Grasset de Coslada significa disfrutar de un entorno tranquilo y bien comunicado, con todos los servicios necesarios al alcance y una excelente conexión con Madrid capital.",False,good,False,2804.0,True,False,False,False,[],False,False,229900.0,€,,,flat,,"Coslada Pueblo, Coslada",Piso en calle de Luis Grasset,Destacado,81705,3,True,,False,,,,,
109135397,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/00/60/f9/1365393719.webp,60,894000.0,chalet,sale,440.0,6,5,Urbanización Mediterráneo,Madrid,Arroyomolinos,Urbanización Mediterráneo,es,40.2667636,-3.9068898,False,https://www.idealista.com/inmueble/109135397/,"REDPISO ARROYOMOLINOS VENDE ESPECTACULAR CHALET DE LUJO TOTALMENTE INDEPENDIENTE. Este maravilloso chalet se encuentra cercano a todo tipo de comercios, colegios, institutos, parada de autobús, zonas verdes, etc. La vivienda se distribuye en tres plantas en las que encontramos: PLANTA PRINCIPAL: nos encontramos con un espacio de gran tamaño formado por un salón abierto con salida directa a la parcela de 614 m2 y una fantástica cocina, con una isla central donde podrás disfrutar de la compañía de amigos y familia mientras cocinas. En esta planta también contamos con 3 confortables dormitorios uno de ellos (el principal) con baño en suite y vestidor, otro baño en el pasillo y un aseo. PRIMERA PLANTA: En esta planta tenemos un salón-comedor desde el que se visualiza la planta principal, además también cuenta con un dormitorio con terraza y un baño completo. PLANTA SOTANO: Esta planta cuenta con un garaje para 2 coches, un trastero y una estancia de 100m2 con dos habitaciones, aseo, salón y área de lavado. Preinstalación por conductos del aire Acondicionado ESTA EXCLUSIVA VIVIENDA TE ESTA ESPERANDO, NO DUDES EN VENIR A VISITARNOS, ¡ESTAREMOS ENCANTADOS DE ATENDERTE! Financiación ofrecida por nuestro departamento financiero DCREDIT. Según el Real Decreto de 218/2005 de 11 de octubre, los precios ofertados no comprenden los tributos (Impuestos de Transmisiones Patrimoniales), ni los gastos notariales y registrales relativos a la compra-venta, ni la comisión de intermediación que satisface el comprador.",False,good,False,2032.0,False,False,True,False,[],False,False,894000.0,€,True,True,chalet,independantHouse,"Urbanización Mediterráneo, Arroyomolinos",Casa independiente,Destacado,RP1712025141188,,,,,,,,,
108387660,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f2/7f/b4/1356949839.webp,6,349000.0,penthouse,sale,154.0,4,3,"calle San Isidro, 20",Madrid,Valdemoro,Guardia Civil - Zona Industrial,es,40.1938008,-3.6774849,True,https://www.idealista.com/obra-nueva/108387660/,"Ático-dúplex Tenemos el placer de presentarles este nuevo proyecto cooperativo de obra nueva en el centro de Valdemoro.   Residencial Pomarada es una promoción de 48 viviendas con opciones de uno a cuatro dormitorios, incluyendo bajos con jardín, áticos dúplex y viviendas con terrazas para disfrutar del buen tiempo. Podrás disfrutar de una piscina comunitaria dentro de un residencial privado y cerrado, con acceso único a través de conserjería.   Destacamos que es una promoción económica con una ubicación excelente. Goza de una situación inmejorable en el corazón de Valdemoro, cerca de la Avenida de Andalucía y el Ayuntamiento. Estará a un paso de la principal zona comercial de la ciudad, así como de espacios verdes y las principales conexiones de transporte: tren, autobuses y la cercanía a la A4. En sus proximidades para ir andando podrás encontrar una amplia gama de servicios, incluyendo un centro de salud, parques, colegios, supermercados y todo tipo de comercios.   Todas las viviendas son exteriores y están diseñadas para que la luz sea protagonista de los hogares. Son viviendas pensadas para aprovechar los espacios primando el confort y la economía de consumo. El suelo radiante con aerotermia es un ejemplo de ello.   Cada vivienda incluye una plaza de garaje.   Si deseas obtener más información sobre los planos, precios o concertar una visita, no dudes en ponerte en contacto con nosotros. ¡Tu nuevo hogar te espera!",False,newdevelopment,True,2266.0,True,False,False,False,[],False,False,349000.0,€,True,True,flat,penthouse,"Guardia Civil - Zona Industrial, Valdemoro","Ático en calle San Isidro, 20",Destacado,V43,4,True,,True,False,358000.0,9000.0,3.0,
108803591,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/34/64/b8/1355611657.webp,15,285000.0,flat,sale,103.0,2,2,Sureste,Madrid,Torrejón de Ardoz,Sureste,es,40.4564679,-3.4581106,False,https://www.idealista.com/inmueble/108803591/,"Preciosa vivienda en venta en el Residencial Ribera del Henares La vivienda tiene 103 m2 construidos, 85m2  utiles m, 2 distribuidos en hall de entrada, salón independiente, 2 dormitorios, 2 baños 1 ellos en suite, cocina independiente con terraza tendedero.     La vivienda se vende con 1 plaza de garaje y trastero. Zona residencial cerrada, cuenta con ascensor, tendedero, trastero, piscina, jardín y portero físico. Año de construcción 2006, orientación sur y en perfecto estado para entrar a vivir.  .",False,good,False,2767.0,True,False,True,False,[],False,False,285000.0,€,True,True,flat,,"Sureste, Torrejón de Ardoz",Piso,Destacado,1514,,False,,True,,,,,
