propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,newDevelopment,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,neighborhood,status,hasLift,parkingSpace.parkingSpacePrice
108749360,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0c/b6/77/1355980418.webp,Atico D,14,1030000.0,penthouse,sale,117.0,2,1,"paseo Santa María de la Cabeza, 60",Madrid,Madrid,Arganzuela,es,40.4018338,-3.6989829,True,https://www.idealista.com/obra-nueva/108749360/,"SMC60 · El edificio prime de Arganzuela ·  Todo lo que buscabas para vivir en el corazón de Madrid con la mejor calidad de vida. En pleno Paseo de Santa María de la Cabeza, nace SMC60, un exclusivo desarrollo inmobiliario de obra nueva que combina la elegancia de su fachada neomudéjar original con una ampliación integral diseñada para ofrecer todas las comodidades de la vida contemporánea. El proyecto ofrece 41 viviendas de 1, 2 y 3 dormitorios, incluyendo bajos con jardín y áticos con terraza o solárium. Piscina, gimnasio, jardín privado y 45 plazas de garaje, junto al interiorismo de autor de Tristán Domecq, completan una propuesta residencial única que se convierte en el nuevo referente del barrio. A escasos minutos de Atocha, El Retiro, Madrid Río y los principales museos y centros culturales de la ciudad, SMC60 goza de una ubicación inmejorable. SMC60 permite disfrutar de la tranquilidad de un entorno residencial con una conectividad excepcional, sin renunciar al encanto de vivir en pleno corazón de la capital. SMC60, el nuevo desarrollo exclusivo de Senahomes marca un nuevo estándar residencial en el corazón de Madrid.",True,True,False,8803.0,True,False,False,False,[],False,False,1030000.0,€,True,False,flat,penthouse,"Palos de la Frontera, Madrid","Ático en paseo Santa María de la Cabeza, 60",7,False,Palos de la Frontera,newdevelopment,True,34000.0
108764419,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/97/a4/63/1354458080.webp,Bajo 1ª,11,985000.0,flat,sale,257.0,2,2,"calle Luis Carlos Vázquez, 8",Madrid,Madrid,Ciudad Lineal,es,40.4550745,-3.6547948,True,https://www.idealista.com/obra-nueva/108764419/,"Estimado cliente,  Le agradecemos el interés en nuestra promoción Arturo Soria Hills situada en pleno distrito de Arturo Soria en Madrid. Calle Luis Carlos Vazquez num. 8.  Nuestra promoción esta ubicada en una de las zonas mas exclusivas de la capital. En un entorno privilegiado que combina la serenidad de vivir en una zona residencial con la practicidad de tener a pie todo lo necesario para la vida cotidiana.  A escasos metros de Arturo Soria Hills se encuentra la estación de metro ""Arturo Soria"", multitud de supermercados y centros comerciales así como zonas de ocio, deportivas, infantiles y centros de salud.  La promocion consta de 7 viviendas de dos habitaciones, todas con zonas exteriores, una planta baja con zonas exteriores de mas de 150 m2, aticos con zonas exteriores duplex. Zonas comunitarias muy amplias, con piscina y jardin.  Las plazas de parking y trasteros están a disposición de todas las viviendas. Todas las viviendas tienen un sistema de aerotermia instalado y grandes ventanales para dar prioridad a la luz natural.  Entrega Prevista: Cuarto trimestre de 2026 aproximadamente. IMPORTES, PLAZOS Y PAGOS La parte compradora, a cuenta del precio de la compra, realizará los siguientes pagos en los momentos que se indican a continuación: 1. 5000euros en concepto de reserva. 2. 10% (+IVA), en concepto de arras penitenciales (incluida la reserva) 3. 10% (+IVA), en concepto de ampliación de arras penitenciales, 3-4 meses después de haberse firmado las arras penitenciales expuestas en el punto 2. 4. 80% (+IVA), en la firma de la escritura pública de compraventa, momento en el que se entregará la vivienda. Se garantizan con aval bancario todas las cantidades entregadas a cuenta.  Nuestro equipo queda a su disposición para cualquier consulta.  Adar Real Estate.",False,True,False,3833.0,True,False,False,False,[],False,False,985000.0,€,True,True,flat,,"San Juan Bautista, Madrid","Piso en calle Luis Carlos Vázquez, 8",bj,True,San Juan Bautista,newdevelopment,True,
108631097,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/15/c1/74/1350473150.webp,59563,13,3300000.0,flat,sale,309.0,4,3,Barrio Argüelles,Madrid,Madrid,Moncloa,es,40.4220462,-3.7120393,False,https://www.idealista.com/inmueble/108631097/,"Ana Gómez de la Serna de GV | ROSALES comercializa el siguiente inmueble: Espectacular vivienda en edificio Clásico de 290 metros cuadros útiles, situada en la emblemática Plaza de España. Principalmente destacar su espectacular luz natural que invade toda la vivienda, así como su excelente distribución del espacio.  No deja indiferente, sus magníficas vistas a la misma Plaza de España, al Templo de Débod y al parque del Oeste, así como su cercano paseo del Pintor Rosales, Plaza de Oriente con su Palacio Real y los jardines de Sabatini, en definitiva el plumón verde de Madrid   Orientación este, oeste De su interior resaltar su amplio salón con chimenea en 3 estancias, con terraza cerrada que tiene mucho encanto, además sus techos altos de más de 3 metros  Cuenta también con una enorme cocina, muy amplia y funcional, con vistas al patio de la finca. Cuatro cuartos de dormir, uno de ellos con cuarto de baño en suite, y dos cuartos de baño compartidos.  Cuenta con mucho armarios empotrados ofreciendo mucho espacio de almacenaje La calefacción es centralizada y tiene aire acondicionado  Incluye una plaza de garaje en el precio.  **Posibilidad de adquirir otra plaza en edifico contiguo. 150.000. -€ Venta   210. -€ Alquiler Comodidad, privacidad, bien comunicado y rodeado de los sitios más representativos de Madrid  **Se adjunta plano. Reportaje fotografico solo para interesados. Distribución:  Cuarto de baño de invitados.  Salón con terraza incorporada Cocina  Cuatro cuartos de dormir, uno de ellos con cuarto de baño en suite, y dos cuartos de baño compartidos.  Cuarto de invitados con cuarto de baño en suite. Esta información no tiene Carácter contractual. Un porcentaje importante de nuestros inmuebles no aparecen publicados por expreso deseo de los propietarios. Para más información sobre más propiedades en esta zona entre en nuestra página web.",False,False,,10680.0,True,False,False,False,[],False,False,3300000.0,€,True,True,flat,,"Argüelles, Madrid",Piso,3,True,Argüelles,good,True,
108764441,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6b/61/6c/1354458082.webp,3º2ª,11,960000.0,penthouse,sale,127.0,2,2,"calle Luis Carlos Vázquez, 8",Madrid,Madrid,Ciudad Lineal,es,40.4550745,-3.6547948,True,https://www.idealista.com/obra-nueva/108764441/,"Estimado cliente,  Le agradecemos el interés en nuestra promoción Arturo Soria Hills situada en pleno distrito de Arturo Soria en Madrid. Calle Luis Carlos Vazquez num. 8.  Nuestra promoción esta ubicada en una de las zonas mas exclusivas de la capital. En un entorno privilegiado que combina la serenidad de vivir en una zona residencial con la practicidad de tener a pie todo lo necesario para la vida cotidiana.  A escasos metros de Arturo Soria Hills se encuentra la estación de metro ""Arturo Soria"", multitud de supermercados y centros comerciales así como zonas de ocio, deportivas, infantiles y centros de salud.  La promocion consta de 7 viviendas de dos habitaciones, todas con zonas exteriores, una planta baja con zonas exteriores de mas de 150 m2, aticos con zonas exteriores duplex. Zonas comunitarias muy amplias, con piscina y jardin.  Las plazas de parking y trasteros están a disposición de todas las viviendas. Todas las viviendas tienen un sistema de aerotermia instalado y grandes ventanales para dar prioridad a la luz natural.  Entrega Prevista: Cuarto trimestre de 2026 aproximadamente. IMPORTES, PLAZOS Y PAGOS La parte compradora, a cuenta del precio de la compra, realizará los siguientes pagos en los momentos que se indican a continuación: 1. 5000euros en concepto de reserva. 2. 10% (+IVA), en concepto de arras penitenciales (incluida la reserva) 3. 10% (+IVA), en concepto de ampliación de arras penitenciales, 3-4 meses después de haberse firmado las arras penitenciales expuestas en el punto 2. 4. 80% (+IVA), en la firma de la escritura pública de compraventa, momento en el que se entregará la vivienda. Se garantizan con aval bancario todas las cantidades entregadas a cuenta.  Nuestro equipo queda a su disposición para cualquier consulta.  Adar Real Estate.",False,True,False,7559.0,True,False,False,False,[],False,False,960000.0,€,True,True,flat,penthouse,"San Juan Bautista, Madrid","Ático en calle Luis Carlos Vázquez, 8",3,True,San Juan Bautista,,True,
108557972,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ca/4a/6e/1348410765.webp,7 T19,4,362224.0,duplex,sale,150.0,3,3,"avenida de San Isidro, 2",Madrid,Navalcarnero,La Dehesa - El Pinar,es,40.29638,-3.99386,True,https://www.idealista.com/obra-nueva/108557972/,"En el Barrio San Isidro, Navalcarnero, presentamos un nuevo proyecto de 128 viviendas protegidas (VPPL), ideal para quienes buscan calidad y confort en un entorno privilegiado. Todas las viviendas cuentan con 3 y 4 dormitorios, diseñadas para ofrecer el máximo aprovechamiento del espacio. Este exclusivo residencial incluye zonas comunes con una amplia oferta de entretenimiento para toda la familia, que incluye una piscina para adultos y otra para niños, además de un área de juegos infantiles.  Tipos de viviendas: - Planta baja: con jardines privados que superan los 260 m². - Viviendas en altura: con terrazas de más de 50 m². - Áticos dúplex: con impresionantes terrazas que superan los 140 m². Cada vivienda incluye trastero y 1 o 2 plazas de garaje, brindando comodidad y espacio adicional. El diseño del proyecto destaca por su arquitectura atractiva y elegante, con una distribución moderna y funcional, ideal para disfrutar en familia. Este desarrollo se sitúa en una parcela de más de 15,000 m², pensada para ofrecer a sus residentes un entorno de vida tranquilo, rodeado de naturaleza y con todas las comodidades. ¡Un lugar perfecto para vivir!",True,True,False,2415.0,True,False,False,False,[],False,False,362224.0,€,True,True,flat,duplex,"La Dehesa - El Pinar, Navalcarnero","Dúplex en avenida de San Isidro, 2",3,True,,newdevelopment,True,
105850875,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f6/e6/96/1277122878.webp,ID 3,4,340700.0,flat,sale,100.0,3,2,"Alfredo Aleix, 15",Madrid,Madrid,Carabanchel,es,40.3683803,-3.7557511,True,https://www.idealista.com/obra-nueva/105850875/,"Pronto se levantará una nueva joya arquitectónica en esta vibrante comunidad. Este residencial de 9 viviendas en régimen de cooperativa libre está diseñado para ofrecerte el máximo confort y calidad de vida. Con opciones de 1 y 3 dormitorios, cada espacio ha sido meticulosamente planificado para adaptarse a tus necesidades y preferencias. ¿Buscas un lugar para disfrutar del cielo de Madrid? ¡El ático con su amplia terraza te ofrece vistas panorámicas que te dejarán sin aliento! Imagina tus momentos más especiales bajo el sol o las estrellas, compartiendo risas y creando recuerdos inolvidables con tus seres queridos.",True,True,False,3407.0,True,False,False,False,[],False,False,340700.0,€,,,flat,,"Buena Vista, Madrid","Piso en Alfredo Aleix, 15",1,True,Buena Vista,newdevelopment,True,
107567305,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f2/a3/e2/1316402405.webp,N2.1A,13,472000.0,duplex,sale,134.0,3,3,"calle Cebadillas, 2",Madrid,El Escorial,Centro,es,40.5872959,-4.1283283,True,https://www.idealista.com/obra-nueva/107567305/,"Diseño, Sostenibilidad Y Naturaleza. El proyecto incorpora 61 viviendas de 1, 2, 3,4 y 5 dormitorios, con jardines hasta 360 m² y terrazas en Áticos Dúplex. Su arquitectura elegante, sus viviendas amplias y luminosas, y la excelente calidad de sus materiales y acabados, la convierten en la promoción de referencia en el municipio y su entorno. Las viviendas contarán con parámetros de CERTIFICACIÓN BREEAM, gracias a diferentes elementos que le otorgan la más alta calificación de eficiencia energética.",False,True,False,3522.0,True,False,False,False,[],False,False,472000.0,€,True,True,flat,duplex,"Centro, El Escorial","Dúplex en calle Cebadillas, 2",1,True,,newdevelopment,True,
108557987,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/84/41/82/1348410768.webp,50 T5,4,300495.0,flat,sale,126.0,3,3,"avenida de San Isidro, 2",Madrid,Navalcarnero,La Dehesa - El Pinar,es,40.29638,-3.99386,True,https://www.idealista.com/obra-nueva/108557987/,"En el Barrio San Isidro, Navalcarnero, presentamos un nuevo proyecto de 128 viviendas protegidas (VPPL), ideal para quienes buscan calidad y confort en un entorno privilegiado. Todas las viviendas cuentan con 3 y 4 dormitorios, diseñadas para ofrecer el máximo aprovechamiento del espacio. Este exclusivo residencial incluye zonas comunes con una amplia oferta de entretenimiento para toda la familia, que incluye una piscina para adultos y otra para niños, además de un área de juegos infantiles.  Tipos de viviendas: - Planta baja: con jardines privados que superan los 260 m². - Viviendas en altura: con terrazas de más de 50 m². - Áticos dúplex: con impresionantes terrazas que superan los 140 m². Cada vivienda incluye trastero y 1 o 2 plazas de garaje, brindando comodidad y espacio adicional. El diseño del proyecto destaca por su arquitectura atractiva y elegante, con una distribución moderna y funcional, ideal para disfrutar en familia. Este desarrollo se sitúa en una parcela de más de 15,000 m², pensada para ofrecer a sus residentes un entorno de vida tranquilo, rodeado de naturaleza y con todas las comodidades. ¡Un lugar perfecto para vivir!",True,True,False,2385.0,True,False,False,False,[],False,False,300495.0,€,True,True,flat,,"La Dehesa - El Pinar, Navalcarnero","Piso en avenida de San Isidro, 2",bj,True,,newdevelopment,True,
108749457,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c8/7b/4e/1355983328.webp,3C,14,990000.0,flat,sale,125.0,3,2,"paseo Santa María de la Cabeza, 60",Madrid,Madrid,Arganzuela,es,40.4018338,-3.6989829,True,https://www.idealista.com/obra-nueva/108749457/,"SMC60 · El edificio prime de Arganzuela ·  Todo lo que buscabas para vivir en el corazón de Madrid con la mejor calidad de vida. En pleno Paseo de Santa María de la Cabeza, nace SMC60, un exclusivo desarrollo inmobiliario de obra nueva que combina la elegancia de su fachada neomudéjar original con una ampliación integral diseñada para ofrecer todas las comodidades de la vida contemporánea. El proyecto ofrece 41 viviendas de 1, 2 y 3 dormitorios, incluyendo bajos con jardín y áticos con terraza o solárium. Piscina, gimnasio, jardín privado y 45 plazas de garaje, junto al interiorismo de autor de Tristán Domecq, completan una propuesta residencial única que se convierte en el nuevo referente del barrio. A escasos minutos de Atocha, El Retiro, Madrid Río y los principales museos y centros culturales de la ciudad, SMC60 goza de una ubicación inmejorable. SMC60 permite disfrutar de la tranquilidad de un entorno residencial con una conectividad excepcional, sin renunciar al encanto de vivir en pleno corazón de la capital. SMC60, el nuevo desarrollo exclusivo de Senahomes marca un nuevo estándar residencial en el corazón de Madrid.",True,True,False,7920.0,True,False,False,False,[],False,False,990000.0,€,True,False,flat,,"Palos de la Frontera, Madrid","Piso en paseo Santa María de la Cabeza, 60",3,False,Palos de la Frontera,newdevelopment,True,34000.0
101638475,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/af/b0/ba/1128768138.webp,POZ42234,25,1995000.0,chalet,sale,482.0,6,5,"calle Isla de Creta, 21",Madrid,Pozuelo de Alarcón,Zona Pueblo,es,40.4379532,-3.8264357,True,https://www.idealista.com/obra-nueva/101638475/,"TRIBECA POZUELO Lucas Fox se enorgullece de presentar Tribeca Pozuelo, una urbanización boutique cerrada de 10 villas pareadas de lujo, con un único acceso y garita de seguridad en la entrada, en La Pinada, una de las mejores zonas nuevas de Pozuelo. Tribeca Pozuelo consiste de 10 exclusivas villas de 480 m2 construidos (garaje incluido) con un diseño excepcional y la urbanización reúne todas las ventajas de vivir en una zona residencial cerca al centro, pero con la mayor tranquilidad y seguridad. Contáctenos hoy para más información y / o para organizar una visita a las parcelas. 70% VENDIDA - Las obras avanzan a buen ritmo Estas maravillosas villas impresionarán a los clientes más exigentes y estar dotadas de exclusivos jardines privados con piscina en parcelas de 520 m2. Además de presentar un diseño moderno y vanguardista, todas las villas están acondicionadas con las mejores calidades, cocinas completas y acabados de Porcelanosa que garantizan una óptima eficiencia energética. Las viviendas se distribuyen en tres plantas y disponen de cinco dormitorios & cinco baños y existe la posibilidad de personalizar la distribución según las necesidades personales de cada cliente. Planta Principal: Hall de entrada, gran salón comedor, cocina, dormitorio con baño en suite / despacho, aseo de cortesía, porche Planta Primera: Dormitorio Principal con vestidor, baño en suite y terraza privada, 3 dormitorios secundarios con 2 baños completos Planta Sótano: Zona de servicio con baño completo, almacén, cuarto de instalaciones, 4 plazas de garaje. Ubicación: La Pinada se destaca por la gran cantidad de villas nuevas y de alta calidad que se han construido en los últimos cinco años. Su ubicación en la parte suroeste de Pozuelo brinda muchos beneficios a los residentes. Se encuentra a poca distancia a pie de los mejores colegios de la zona como Kensington y Liceo Sorolla y a apenas 10 minutos en coche de los principales colegios internacionales, como American School of Madrid y British Council School. La zona ofrece lo mejor de ambos mundos: además de ser muy tranquila y verde, las tiendas y los restaurantes se encuentran a poca distancia. Otra gran ventaja es su cercanía al maravilloso parque Fuente de la Salud, con sus extensos parques infantiles e instalaciones deportivas. El transporte público se encuentra a 500 metros, con las principales líneas de autobús. También está excelentemente conectada con Madrid a través de la M503 y tiene acceso directo cercano a la carretera de circunvalación M40.",False,True,False,4139.0,False,False,False,False,[],False,False,1995000.0,€,True,True,chalet,semidetachedHouse,"Zona Pueblo, Pozuelo de Alarcón","Chalet pareado en calle Isla de Creta, 21",,,Zona Pueblo,newdevelopment,,
107011350,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5d/23/23/1300909614.webp,,20,632812.0,chalet,sale,214.0,3,4,"las encinas, 16",Madrid,Collado Villalba,Villalba Estación,es,40.6222019,-3.9941998,True,https://www.idealista.com/obra-nueva/107011350/,"REMAX LEGEND presenta esta magnífica autopromoción de obra nueva de 2 chalets independientes en parcela de 1.048 m2 o 1.265 m2 con dos tipologías de tamaño y estilos a elegir. Ubicada en la exclusiva urbanización Colonia Avenida en Villalba, un entorno natural y cerrado perimetralmente con control de acceso y vigilancia 24 h. ¡Personalizamos tu casa y nos adaptamos a tu estilo! El diseño de las viviendas se caracteriza por la amplitud y luminosidad de los espacios interiores, con zonas abiertas, dobles alturas y grandes ventanales que permiten la entrada de luz natural con visión panorámica a jardín y piscina. Cuenta con un tipo de arquitectura extensible diseñada para modificar la distribución del interior y exteriores en función de las necesidades de la familia. Dos estilos de exterior a elegir:  Opción 1: diseño moderno con cubiertas plantas.  Opción 2: diseño clásico con cubiertas inclinadas.  Dos tamaños a elegir:  Opción A: chalet independiente de dos plantas en un área construida de 316 m2 y 117 m2 de solados exteriores. En planta baja accedemos a una espaciosa entrada de 6 m de altura y visión a través de la escalera hasta el final de la parcela. La cocina, salón y comedor se integran en un gran espacio central con salida al porche, que crea sensación de continuidad y conexión con el exterior. Además, la cocina cuenta con zona de despensa-lavandería y salida independiente a porche. También encontramos una sala de estar adicional y un aseo. En primera planta está la zona de descanso con una habitación principal de grandes dimensiones con baño en suite, vestidor y acceso a terraza, 3 dormitorios adicionales (uno de ellos con baño en suite) y un baño compartido.  Opción B: chalet independiente de dos plantas en un área construida de 214 m2 y 75 m2 de solados exteriores. En planta baja accedemos hacia un hall-recibidor que nos da acceso a un amplio e iluminado salón comedor con salida a porche, un dormitorio con baño en suite, cocina independiente y aseo. En primera planta encontramos dos grandes dormitorios con baño en suite y vestidor tipo walk-in.  Parcela 1048 m2:  1.A. Opción moderna con superficie de 316 m2: 714.708 €. 2.A. Opción clásica con superficie de 316 m2: 780.901 €. 1.B. Opción moderna con superficie de 214 m2: 632.812 €. 2.B. Opción clásica con superficie de 214 m2: 698.363 €. Parcela 1265 m2:  1.A. Opción moderna con superficie de 316 m2: 760.383 €. 2.A. Opción clásica con superficie de 316 m2: 826.576 €. 1.B. Opción moderna con superficie de 214 m2: 679.096 €. 2.B. Opción clásica con superficie de 214 m2: 744.647 €. Cuenta con materiales de alta calidad, sistema de aerotermia con solado porcelánico para mayor eficiencia energética con el suelo radiante-refrescante con termostatos independiente en cada estancia, carpintería exterior PVC de triple acristalamiento, revestimiento exterior SATE para eliminar puentes térmicos, grifería y sanitarios marca Roca, iluminación de leds cálida en cocina y baños. Cumple con el estándar de casa pasiva (passive house) con certificado energético A y opción adicional de instalar placas solares. Entrada a parcela con puerta automática en acero galvanizado y dos plazas de parking techadas con una pérgola y soladas con hormigón impreso.  Colonia Avenida es una urbanización residencial cerrada perimetralmente con vigilancia 24h formada por zonas verdes y parques. Cuenta con colegios a menos de 10 minutos y buena comunicación con la A6, paradas de autobús en la entrada de la urbanización y a 5 minutos de la estación de cercanías. Gracias a las empresas del GRUPO LEGEND, aportamos Asesoramiento Fiscal, Financiero y un Arquitecto a su disposición para cualquier consulta o servicio que necesite, todos estos servicios son incluidos sin coste adicional a nuestros clientes. Contáctanos para más información y para concertar una visita. ¡Te esperamos!",True,True,False,2957.0,True,False,False,False,[],False,False,632812.0,€,True,True,chalet,independantHouse,"Villalba Estación, Collado Villalba","Casa independiente en las encinas, 16",,,,newdevelopment,,
107567431,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4b/c0/34/1316402366.webp,N2.1D,13,472000.0,duplex,sale,138.0,3,2,"calle Cebadillas, 2",Madrid,El Escorial,Centro,es,40.5872959,-4.1283283,True,https://www.idealista.com/obra-nueva/107567431/,"Diseño, Sostenibilidad Y Naturaleza. El proyecto incorpora 61 viviendas de 1, 2, 3,4 y 5 dormitorios, con jardines hasta 360 m² y terrazas en Áticos Dúplex. Su arquitectura elegante, sus viviendas amplias y luminosas, y la excelente calidad de sus materiales y acabados, la convierten en la promoción de referencia en el municipio y su entorno. Las viviendas contarán con parámetros de CERTIFICACIÓN BREEAM, gracias a diferentes elementos que le otorgan la más alta calificación de eficiencia energética.",False,True,False,3420.0,True,False,False,False,[],False,False,472000.0,€,True,True,flat,duplex,"Centro, El Escorial","Dúplex en calle Cebadillas, 2",1,True,,newdevelopment,True,
109106810,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cd/07/c9/1364540233.webp,P.1 BºB,6,260000.0,flat,sale,104.0,3,2,"calle San Antón, 23",Madrid,Valdemoro,Centro,es,40.1927923,-3.6774153,True,https://www.idealista.com/obra-nueva/109106810/,"""Residencial San Antón"" está situado en pleno centro de Valdemoro, entre las calles Doctor Jiménez Díaz y San Antón, es una promoción de 103 viviendas de 1, 2 y 3 dormitorios con garaje.  Está situada en una plaza ajardinada de uso general y en todos los casos cuentan con plaza de garaje incluida en precio. Las viviendas contarán con calefacción/refrigeración por suelo radiante mediante AEROTERMIA, puertas lacadas en blanco, suelos de gres imitación madera, puerta blindada, cocinas completamente amuebladas, INCLUIDOS TODOS LOS ELECTRODOMÉSTICOS.  El plazo de entrega de las viviendas esta previsto para el 4º Trimestre del próximo año 2026.",False,True,False,2500.0,True,False,False,False,[],False,False,260000.0,€,True,True,flat,,"Centro, Valdemoro","Piso en calle San Antón, 23",bj,True,,,True,
108749399,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/aa/91/b0/1355981370.webp,Bajo C,14,1230000.0,flat,sale,153.0,2,2,"paseo Santa María de la Cabeza, 60",Madrid,Madrid,Arganzuela,es,40.4018338,-3.6989829,True,https://www.idealista.com/obra-nueva/108749399/,"SMC60 · El edificio prime de Arganzuela ·  Todo lo que buscabas para vivir en el corazón de Madrid con la mejor calidad de vida. En pleno Paseo de Santa María de la Cabeza, nace SMC60, un exclusivo desarrollo inmobiliario de obra nueva que combina la elegancia de su fachada neomudéjar original con una ampliación integral diseñada para ofrecer todas las comodidades de la vida contemporánea. El proyecto ofrece 41 viviendas de 1, 2 y 3 dormitorios, incluyendo bajos con jardín y áticos con terraza o solárium. Piscina, gimnasio, jardín privado y 45 plazas de garaje, junto al interiorismo de autor de Tristán Domecq, completan una propuesta residencial única que se convierte en el nuevo referente del barrio. A escasos minutos de Atocha, El Retiro, Madrid Río y los principales museos y centros culturales de la ciudad, SMC60 goza de una ubicación inmejorable. SMC60 permite disfrutar de la tranquilidad de un entorno residencial con una conectividad excepcional, sin renunciar al encanto de vivir en pleno corazón de la capital. SMC60, el nuevo desarrollo exclusivo de Senahomes marca un nuevo estándar residencial en el corazón de Madrid.",True,True,False,8039.0,True,False,False,False,[],False,False,1230000.0,€,True,False,flat,,"Palos de la Frontera, Madrid","Piso en paseo Santa María de la Cabeza, 60",bj,False,Palos de la Frontera,newdevelopment,True,34000.0
108118560,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6a/05/4c/1316402406.webp,N1-0D,12,297000.0,flat,sale,62.0,1,1,"calle Cebadillas, 2",Madrid,El Escorial,Centro,es,40.5872959,-4.1283283,True,https://www.idealista.com/obra-nueva/108118560/,"Diseño, Sostenibilidad Y Naturaleza. El proyecto incorpora 61 viviendas de 1, 2, 3,4 y 5 dormitorios, con jardines hasta 360 m² y terrazas en Áticos Dúplex. Su arquitectura elegante, sus viviendas amplias y luminosas, y la excelente calidad de sus materiales y acabados, la convierten en la promoción de referencia en el municipio y su entorno. Las viviendas contarán con parámetros de CERTIFICACIÓN BREEAM, gracias a diferentes elementos que le otorgan la más alta calificación de eficiencia energética.",False,True,False,4790.0,True,False,False,False,[],False,False,297000.0,€,True,True,flat,,"Centro, El Escorial","Piso en calle Cebadillas, 2",bj,True,,,True,
108120241,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6a/05/4c/1316402406.webp,N1-1B,13,462000.0,duplex,sale,125.0,3,2,"calle Cebadillas, 2",Madrid,El Escorial,Centro,es,40.5872959,-4.1283283,True,https://www.idealista.com/obra-nueva/108120241/,"Diseño, Sostenibilidad Y Naturaleza. El proyecto incorpora 61 viviendas de 1, 2, 3,4 y 5 dormitorios, con jardines hasta 360 m² y terrazas en Áticos Dúplex. Su arquitectura elegante, sus viviendas amplias y luminosas, y la excelente calidad de sus materiales y acabados, la convierten en la promoción de referencia en el municipio y su entorno. Las viviendas contarán con parámetros de CERTIFICACIÓN BREEAM, gracias a diferentes elementos que le otorgan la más alta calificación de eficiencia energética.",False,True,False,3696.0,True,False,False,False,[],False,False,462000.0,€,True,True,flat,duplex,"Centro, El Escorial","Dúplex en calle Cebadillas, 2",1,True,,newdevelopment,True,
107694616,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/09/85/7d/1320027098.webp,Bajo B,5,420000.0,flat,sale,107.0,3,2,"calle Sierra, 18",Madrid,Getafe,San Isidro,es,40.3025309,-3.7303761,True,https://www.idealista.com/obra-nueva/107694616/,"Promoción de obra nueva de 12 viviendas singulares en el centro de getafe, junto a la catedral, situado en pleno corazón de getafe, en barrio consolidado con todos los servicios, supermercados, colegios, hospital universidad etc. , y con unas excelentes comunicaciones de tren, metro, varias lineas ade autobuses y distintos accesos por carretera a la capital y zona sur (a42-a4-m45 y m50). Viviendas con acabados de ultima generacion de aislamiento con gran calidad de materiales, sistema de climatización por aerotermina y calificación energetica tipo a. Dispone de distintas tipologias de 1, 2 y 3 dormitorios para atender diversas necesidades. Todas las viviendas disponen de plaza de garaje incluida en el precio y cuarto trastero en alguna de ellas. Oferta de lanzamiento para las primeras reservas.",False,True,False,3925.0,True,False,False,False,[],False,False,420000.0,€,True,True,flat,,"San Isidro, Getafe","Piso en calle Sierra, 18",bj,True,,newdevelopment,True,
