propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,floor,exterior,hasLift
106342257,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/be/36/3f/1329296773.webp,3248-24206,99,2950000.0,chalet,sale,751.0,7,10,avenida de la Osa Mayor,Madrid,Madrid,Moncloa,es,Aravaca,40.4575835,-3.7905039,False,https://www.idealista.com/inmueble/106342257/,"Magnífico Chalet independiente de lujo junto al centro urbano de Aravaca con una superficie construida de 751 m2 sobre una parcela de 776 m2. Muy cómodo, exclusivo y con gran privacidad. Reforma completa reciente con las mejores calidades e instalaciones, excelente estado de conservación, para entrar a vivir. Ubicado en la Urbanización La Fanega. Zona exterior: parcela completamente cerrada por muro de obra chapado en piedra Capri. En su parte norte, sobre la Avenida Osa Mayor, con panel anti ruido opaco coronado de un muro de cristal al acido. Precioso jardín con amplia zona verde (con riego totalmente automatizado por zonas) y piscina exterior de 10 x 5 metros dotada de zona de jacuzzi, pala de agua, tobogán en curva y playa de madera de Teka birmana salvaje, con sistemas de desinfección y control de ph automatizados. Cenador exterior cerrado con pérgola dotada de toldo motorizado con sensores de luz y viento, como el resto de los toldos de la vivienda. Se completa con cuartos exteriores de instalaciones y almacenaje, aseo de exterior con ducha y parking techado para dos coches. La vivienda se distribuye en cuatro plantas: baja, semi sótano, primera y bajocubierta. Planta baja: vestíbulo de entrada con zona distribuidor closet armario y aseo de vivitas, dormitorio principal con baño incorporado y acceso al jardín, salón principal con proyector y pantalla eléctrica de cine integrados y porche delantero con acceso al jardín, sala de música, comedor con acceso al jardín y cocina con isla central, barra y cuarto de lavandería, acceso al jardín y a cuarto de servicio. Planta semi sótano: gimnasio, piscina climatizada interior con zona de spa, distribuidor, cuarto de estar, baño incorporado, bodega, cuarto de calderas, cuarto de servicio con baño incorporado, cuarto despensa para vinoteca, nevera y congeladores, y diversos cuartos para herramientas y trastero. Planta primera: vestíbulo, sala de estar, dormitorio principal en suite con balcón incluyendo dos cuartos de baños con balcón y zona separada de armarios-vestidor, un dormitorio con baño completo y anexo y un dormitorio con balcón, cuarto de baño completo y trastero anexo. Bajocubierta: gran espacio diáfano que cuenta con baño completo, terraza cubierta, descubierta y mirador sobre elevado de la línea de tejado. Excepcionales calidades de construcción e instalaciones. Fachada de fábrica de ladrillo chapada en piedra natural caliza Capri. Solados de microcemento (semi sótano, gimnasio y spa), madera de Teka (salón, comedor, dormitorios, aseos y baños), porcelánico (cocina y baños) y mármol travertino natural (baño bajocubierta). Carpintería exterior de aluminio marca Technal (planta semisótano) y de madera de Iroko tratada con cristales térmicos. Cortina de cristal sin perfil vertical en el cerramiento del porche y cenador del jardín. Carpintería interior formada por puertas de paso macizas de madera de Teka y armarios con frentes de DM lacado e interiores forrados en madera maciza de Vongoy. Sistema de seguridad con instalación de alarma grado III, circuito cerrado de televisión y persianas de seguridad en toda la vivienda. La urbanización dispone de servicio de portería con portero residente en vivienda chalet junto a la entrada que pertenece a la comunidad de propietarios. Su excelente ubicación, a escasos 500 metros del centro urbano de Aravaca hace que cuente con muy buena red de comunicaciones por transporte público. Numerosos autobuses cercanos urbanos e interurbanos y a pocos minutos de la estación Renfe de Aravaca. Fácil y rápido acceso a A-6, M-30, M-500 y M-40. Todos los servicios necesarios a su alcance; centros de salud, hospitales, parques, colegios públicos, privados y concertados, centros deportivos, bancos, comercios de todo tipo, locales de ocio y restauración. Contáctenos para más información o para organizar una visita, estaremos encantados de atenderle.",True,good,False,3928.0,True,False,True,False,[],False,False,2950000.0,€,3150000.0,200000.0,6.0,True,True,chalet,independantHouse,"Aravaca, Madrid",Casa independiente en avenida de la Osa Mayor,Destacado,,,
108267599,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/37/b2/6b/1339029335.webp,4627,93,680000.0,chalet,sale,300.0,4,3,travesía de Ajalvir,Madrid,Cobeña,,es,,40.5651817,-3.5027391,False,https://www.idealista.com/inmueble/108267599/,"¡SEÑORIAL CHALET INDEPENDIENTE EN COBEÑA! Construido sobre una parcela de 458 m², con excelentes materiales que lo hacen único,  y distribuido en tres plantas de la siguiente manera. : El grandioso recibidor, actualmente usado como sala de estar, por una parte, nos conduce a las siguientes dependencias. : Al salón comedor provisto de chimenea y rodeado de ventanales. La cocina office, con muebles altos, bajos, electrodomésticos básicos y salida al patio trasero. Tres dormitorios dobles, dos, con armarios empotrados y el principal con fabuloso baño en suite con bañera de hidromasaje. Incluso otro baño para el resto de las estancias. Este, con cabina de ducha. Y, por la otra parte del recibidor, subida a la buhardilla y bajada al sótano. La buhardilla, muy acogedora, con preciosas vigas vistas y acceso a una terraza.  Cuenta con otro dormitorio, un baño, espacio cerrado usado como trastero o vestidor y zona diáfana para acondicionarla a vuestro gusto. En el sótano, es donde está ubicado el espacioso garaje con capacidad para varios vehículos y la caldera. Ya en el exterior, vemos el cuidado jardín, con césped natural y solado, la maravillosa piscina privada, el cenador, la barbacoa con horno de leña, entrada al garaje mediante una rampa y un sinfín de elementos por descubrir. Mencionar, que la vivienda, tiene aire acondicionado con bomba de calor canalizado, en la planta principal y en la buhardilla. ¿Una maravilla verdad? Venid, y descubrirlo vosotros mismos. Cobeña se encuentra muy bien comunicada con Madrid con varias líneas de autobuses interurbanos. La principal vía de acceso son la A-1 y también la vía de circunvalación M-50. Está situada muy cerca de La Moraleja, Las Tablas, la Ciudad de Telefónica y del BBVA. Es un municipio muy tranquilo junto a un entorno natural único -La Dehesa de Cobeña- y con todos los servicios al alcance de su mano: colegios, parques, polideportivo, servicios médicos y amplia zona de tiendas, comercios y restaurantes….",True,good,False,2267.0,True,False,True,True,[],False,False,680000.0,€,,,,True,True,chalet,independantHouse,Cobeña,Casa independiente en travesía de Ajalvir,Destacado,,,
108342060,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5e/b5/79/1341265631.webp,,31,439900.0,chalet,sale,425.0,4,3,calle de Antonio Cabezón,Madrid,Ciempozuelos,Los Cestos - Belén - Las Eras,es,,40.1553927,-3.6304554,False,https://www.idealista.com/inmueble/108342060/,"Agencia inmobiliaria de CIEMPOZUELOS – SAN MARTÍN DE LA VEGA Oficina HOGARES CIEMPOZUELOS – SAN MARTÍN DE LA VEGA EN VENTA: ESPECTACULAR CHALET UNIFAMILIAR EN CIEMPOZUELOS, con piscina privada, placas solares y aerotermia, ideal para disfrutar de la máxima comodidad y eficiencia energética. Ubicado en una zona residencial tranquila, cercana a zonas verdes, colegios, parada de autobús y todos los servicios necesarios, este chalet independiente ofrece una vivienda única por su diseño, amplitud y equipamiento de última generación. En la planta principal, se encuentra una cocina independiente, amplia y luminosa, ideal para el día a día. El gran salón-comedor, con salida directa al patio, ofrece un ambiente acogedor perfecto para disfrutar en familia o con invitados. También dispone en esta planta de un aseo de cortesía para mayor comodidad. En la segunda planta, se distribuyen cuatro dormitorios. Dos de ellos comparten un baño completo, mientras que el dormitorio principal cuenta con baño en suite, garantizando privacidad y confort. La vivienda también dispone de una buhardilla diáfana, un espacio versátil que puede adaptarse como dormitorio adicional, despacho, sala de juegos o zona de ocio. En el exterior, la propiedad ofrece un impresionante patio privado con piscina, zona ajardinada y una barbacoa integrada, ideal para disfrutar del buen tiempo, celebraciones o simplemente relajarse al aire libre. Uno de los grandes valores añadidos de esta propiedad es su sistema de aerotermia y las placas solares, que garantizan una alta eficiencia energética y un importante ahorro en consumo, además de contribuir al cuidado del medio ambiente. Una vivienda pensada para quienes buscan calidad de vida, espacio y sostenibilidad en una ubicación privilegiada. ¡Posibilidad de Financiación al 100%: Una Oportunidad A Tu Alcance! Si estás buscando un hogar completo y eficiente para tu familia, no dejes pasar esta oportunidad. Además, ofrecemos condiciones de financiación adaptadas a tus necesidades, con posibilidad de financiación total. Contáctanos para más información o para programar una visita. Estaremos encantados de acompañarte en todo el proceso. ¡Tu nuevo hogar te espera! Este anuncio no es vinculante, puede contener errores. Se muestra a título informativo y no contractual.",False,good,False,1035.0,True,True,False,False,[],False,False,439900.0,€,,,,,,chalet,independantHouse,"Los Cestos - Belén - Las Eras, Ciempozuelos",Casa independiente en calle de Antonio Cabezón,Destacado,,,
107765555,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a2/07/66/1323480508.webp,,49,800000.0,countryHouse,sale,300.0,6,3,camino de Matagallegos,Madrid,Ciempozuelos,Cuevas - Ilustración,es,,40.1367865,-3.6352715,False,https://www.idealista.com/inmueble/107765555/,"Agencia inmobiliaria de CIEMPOZUELOS – SAN MARTIN DE LA VEGA zona CIEMPOZUELOS Oficina HOGARES CIEMPOZUELOS – SAN MARTIN DE LA VEGA EN VENTA: IMPRESIONANTE FINCA RÚSTICA EN UNA SOLA PLANTA CON PISCINA Y AMPLIAS ZONAS DE OCIO Ubicada en un entorno tranquilo y rodeado de naturaleza, esta finca rústica es ideal para quienes buscan amplitud, privacidad y comodidad en un solo nivel La vivienda cuenta con una distribución espaciosa y funcional, perfecta para disfrutar en familia o con amigos Dispone de seis amplios dormitorios y tres baños completos, lo que proporciona comodidad y privacidad a todos los miembros del hogar El salón-comedor es amplio y acogedor, con grandes ventanales que permiten la entrada de luz natural y vistas despejadas al exterior La cocina es independiente, espaciosa y totalmente equipada, ideal para quienes disfrutan de la gastronomía en casa EXTERIOR: UN ESPACIO PARA EL DISFRUTE Y EL RELAX La finca cuenta con una gran parcela que ofrece múltiples zonas diseñadas para el ocio, el descanso y el entretenimiento Piscina privada de grandes dimensiones, perfecta para refrescarse en los días calurosos y disfrutar del verano en total privacidad Zona de barbacoa, ideal para reuniones con familiares y amigos donde se pueden organizar comidas al aire libre en un entorno natural Pista de tenis, un espacio ideal para los amantes del deporte y la actividad física Pozo propio, proporcionando un suministro autónomo de agua, una ventaja clave para el mantenimiento del jardín y la finca Zona de sauna, pensada para el confort y la relajación, ofreciendo un espacio de bienestar sin necesidad de salir de casa Amplias zonas ajardinadas y arboladas, perfectas para pasear, desconectar y disfrutar del entorno natural en un ambiente de tranquilidad y exclusividad Esta finca rústica destaca por su amplitud, funcionalidad y exclusivas zonas de ocio, convirtiéndose en el lugar perfecto para disfrutar de la naturaleza con todas las comodidades ¡Posibilidad de Financiación al 100%: Una Oportunidad A Tu Alcance! Si estás buscando un hogar para ti y tu familia, esta es tu oportunidad. Además, ofrecemos la posibilidad de financiación al 100%, lo que hace de esta propiedad una opción aún más atractiva para quienes desean dar el siguiente paso en la compra de su vivienda sin preocuparse por la financiación. No dejes pasar esta oportunidad única. Contacta con nosotros para más información y para programar una visita. Estaremos encantados de mostrarte esta maravillosa propiedad y ayudarte a conocer todos los detalles sobre las condiciones de financiación. ¡Tu nuevo hogar te espera! Este anuncio no es vinculante.",False,good,False,2667.0,True,True,False,False,[],False,False,800000.0,€,,,,True,True,countryHouse,countryHouse,"Cuevas - Ilustración, Ciempozuelos",Finca rústica en camino de Matagallegos,Destacado,,,
109202674,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1e/61/08/1367357822.webp,,31,335000.0,duplex,sale,151.0,4,3,ARROYOS DE LOS SAUCES,Madrid,Alpedrete,,es,,40.6583547,-4.0352295,False,https://www.idealista.com/inmueble/109202674/,"¡HOGARES VENDE EN EXCLUSIVA ESTUPENDO PISO! Presentamos este magnífico dúplex en Alpedrete, una vivienda que combina amplitud, comodidad y un entorno privilegiado. Ideal para familias que buscan calidad de vida sin renunciar a todos los servicios, se ubica en una urbanización muy completa, rodeada de naturaleza y con excelentes conexiones. La vivienda cuenta con 4 dormitorios, todos ellos de gran tamaño, y 3 baños completos, distribuidos en dos cómodas plantas. En la primera planta encontramos una cocina amplia e independiente, con espacio suficiente para office y mucho potencial para quienes disfrutan de la cocina en familia. El salón-comedor, muy luminoso, da acceso directo a una terraza perfecta para relajarse, disfrutar de cenas al aire libre o simplemente aprovechar la tranquilidad de la zona. Además, esta planta dispone de 3 dormitorios equipados con armarios empotrados y 2 baños completos, lo que garantiza funcionalidad y confort para el día a día. En la segunda planta se encuentra el dormitorio principal, un espacio amplio y muy acogedor que se convierte en una auténtica suite privada. Aquí contamos con un baño completo, un vestidor y numerosos espacios de almacenaje, lo que aporta practicidad y elegancia a la vivienda. La propiedad incluye plaza de garaje y trastero, lo que facilita el orden, la comodidad y la seguridad en el día a día. Uno de los grandes atractivos de esta vivienda son sus zonas comunes, pensadas para disfrutar en familia y desconectar sin salir de la urbanización. Entre ellas destacan: • Una piscina comunitaria rodeada de jardines. • Pista de tenis para los amantes del deporte. • Amplias áreas verdes que invitan al paseo y al juego de los más pequeños. • Bar exclusivo para residentes, que aporta un extra de comodidad y vida social. Este dúplex no es solo una vivienda, es un estilo de vida. Vivir aquí significa disfrutar de la tranquilidad de Alpedrete, en un entorno rodeado de naturaleza, pero con todos los servicios a mano: colegios, supermercados, centro de salud, comercios locales y transporte público. Además, su excelente conexión con Madrid convierte a esta propiedad en una opción ideal tanto para residencia habitual como para segunda vivienda. En definitiva, un hogar pensado para quienes valoran los espacios amplios, la luz natural y las comodidades de una urbanización completa.",True,good,False,2219.0,True,False,True,False,[],False,False,335000.0,€,,,,True,True,flat,duplex,Alpedrete,Dúplex en Arroyos De Los Sauces,Destacado,3,True,False
108294189,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8d/01/86/1339800651.webp,BFCA-V236,47,2190000.0,chalet,sale,900.0,14,14,Altos de Jarama,Madrid,Paracuellos de Jarama,Altos de Jarama,es,,40.5274722,-3.5373141,False,https://www.idealista.com/inmueble/108294189/,"CONTACTAR CON LA EXTENSIÓN Nº4. CASTELLANA. Propiedad Única con Alta Rentabilidad y Elegancia en Altos del Jarama. BAFRE INMOBILIARIA presenta esta gran vivienda en Altos del Jarama, en Paracuellos del Jarama. Dispone de una Casa Principal con un porche muy acogedor dispone de 4 dormitorios, 4 baños, cocina completamente equipada. Salón muy amplio y unos ventanales súper luminosos que dan a una gran terraza. Lo mejor son las vistas espectaculares que tiene.  Además, la propiedad incluye 10 estancias independientes, completamente equipadas y actualmente alquilados, garantizando un flujo constante de ingresos. Descubre esta exclusiva villa que combina confort, privacidad y rentabilidad en un entorno residencial privilegiado.  Zonas Comunes: Piscina privada, gimnasio exclusivo, parking privado y techado, y placas solares para eficiencia energética, ajardinado con plantas y flores. Datos Técnicos y Rentabilidad Año de construcción: 2005 Potencial de revalorización: Ubicación estratégica y alta demanda de alquiler. Propiedad mantenida en perfecto estado con materiales de alta calidad. Ventajas Únicas. Ingresos constantes y asegurados. Entorno tranquilo con excelente conectividad. Ahorro energético y sostenibilidad gracias a placas solares. Infraestructura moderna que ofrece confort y privacidad. ¡Invierte en una Propiedad Rentable y Exclusiva! Para más información, concertar una visita o acceder a la documentación completa (planos, certificados, informes) Superficie del Terreno: 1,850 m² Superficie Construida: 900 m² Ingresos Mensuales Actuales: 10.000 € aprox. Actualmente todo está alquilado. La condición es que el propietario viviría en una de las estancias con un renta mensual de 1.500 euros. No dejes pasar esta oportunidad única para asegurar tu inversión en una propiedad excepcional. ¡Llámanos hoy mismo! (Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual. )> Oferta sujeta a condiciones de compra. Consulte los términos y condiciones aplicables.",True,good,False,2433.0,True,False,True,False,[],False,False,2190000.0,€,2500000.0,310000.0,12.0,True,True,chalet,independantHouse,"Altos de Jarama, Paracuellos de Jarama",Casa independiente,Destacado,,,
109195936,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/36/b5/73/1367118474.webp,,22,233000.0,duplex,sale,100.0,2,1,calle Santa Lucía,Madrid,Alpedrete,,es,,40.6601032,-4.0234392,False,https://www.idealista.com/inmueble/109195936/,"Dúplex en venta en el centro de Alpedrete – Urbanización exclusiva con piscina y jardines TRASTERO OPCIONAL POR 16.000€ Se vende fantástico piso dúplex de 100 m² construidos, ubicado en pleno centro de Alpedrete, dentro de una de las urbanizaciones más exclusivas y demandadas de la zona. La vivienda destaca por su excelente ubicación, con accesos directos a la carretera A-6 y a tan solo 2 minutos en coche de Collado Villalba, lo que permite una conexión rápida con Madrid y el resto de la Sierra. Además, se encuentra rodeada de todos los servicios necesarios para el día a día: supermercados, colegios, transporte público, centros médicos, comercios y zonas de ocio, todo a escasos metros. El dúplex cuenta con 2 dormitorios amplios con armarios empotrados, un baño completo, una agradable terraza privada, y un salón-comedor muy luminoso gracias a su orientación este, que garantiza luz natural durante buena parte del día. La cocina es independiente y funcional, y el estado general del inmueble es muy bueno. Entre sus calidades destacan los suelos de parqué, las paredes lisas, ventanas de aluminio y la calefacción individual por gas natural. Además, incluye plaza de garaje en el precio. La vivienda se encuentra dentro de una urbanización cerrada, tranquila y muy bien mantenida, que ofrece zonas ajardinadas y una magnífica piscina comunitaria, ideal para disfrutar en familia. Se trata de una propiedad ideal tanto para quienes buscan una vivienda cómoda y bien ubicada, como para quienes desean invertir en una zona con alta demanda y gran proyección. Los gastos son muy contenidos: se pagan 332 € anuales de IBI, 46 € de tasa de basuras y solo 48 € al mes de comunidad. Una oportunidad única de vivir en una zona privilegiada de Alpedrete, con todas las comodidades y servicios a tu alcance. ¡Llámanos para más información o para concertar una visita!",True,good,False,2330.0,True,False,True,False,[],False,False,233000.0,€,,,,True,True,flat,duplex,Alpedrete,Dúplex en calle Santa Lucía,Destacado,2,True,False
104696940,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/69/d5/22/1251244477.webp,3248-23749,76,760000.0,flat,sale,123.0,2,2,costanilla de San Andrés,Madrid,Madrid,Centro,es,Palacio,40.4117976,-3.7131293,False,https://www.idealista.com/inmueble/104696940/,"2 BALCONES a PLAZA DE LA PAJA. Fachada protegida. Casco Histórico de Madrid. Exento de IBI. ASCENSOR. Teatro La Latina y Polideportivo La Cebada a 400 mts.  VISITAS: En esta finca está prohibido el alquiler turístico, vacacional, de corta duración, pensiones o análogos. Si desea visitar el piso, por favor CONTACTA POR ESCRITO a través del anuncio.  NO COBRAMOS HONORARIOS AL COMPRADOR. NOTA PARA COMPRADORES NO RESIDENTES EN LA UNIÓN EUROPEA: El Gobierno de España tiene previsto aprobar en 2025, nuevo impuesto para desincentivar la compra de vivienda en España por No Residentes de la Unión Europea (personas físicas o empresas). DISTRIBUCIÓN DEL PISO: (ver plano):  -Salón: 24 m2 con 2 balcones. Vistas a frondosos árboles y a Plaza de la Paja.  -Recibidor-Comedor: 19 m2 con amplio armario. Este espacio también podría ser Despacho u otros usos. -Cocina: 10 m2, amueblada y equipada con todos los electrodomésticos.  -Dormitorio principal con vestidor. Baño en suite, dividido en zona váter-lavabo y zona lavabo-ducha; y ambas zonas con ventana. Orientación Sur a patio interior.  -Dormitorio Secundario con armario empotrado que ocupa una pared completa. Orientación Sur a patio interior.  - Baño 2 con lavabo, váter y bañera. Ubicado en distribuidor, al lado del dormitorio 2 y cocina. - Trastero de 2 m2 aprox., en última planta de la finca. - Si necesita un tercer dormitorio, en visita al piso le explicamos reforma para esta opción. DETALLES DEL PISO: -Puertas-ventanas en balcones a Plaza de la Paja: PVC lacadas blancas con alto aislamiento térmico y acústico, y contraventanas de madera lacadas blancas.   Las otras ventanas abatibles, PVC lacadas blancas, con rotura de puente térmico y persianas. -Calefacción individual por gas natural. Caldera Hermann.  -No tiene aire acondicionado. Por orientaciones del piso, puertas balcones con alto aislamiento térmico, y contraventanas de madera; la demanda de a/a es muy baja. -Certificado Eficiencia Energética “D” (eficiente): Poca demanda de calefacción y aire acondicionado. -Suelos de tarima de madera pino melis -Armarios y puertas de paso lacadas en blanco. -Pintura lisa color blanco -Puerta de Seguridad blindada -Fibra Óptica  DETALLES FINCA: -Actualmente finalizando OBRAS ITE en los dos (2) patios de la finca. Derramas ya abonadas.  Fecha estimada para retirar andamios del patio colindante con este piso: finales septiembre 2025.  -Exento de IBI (finca en Casco Histórico) -Ascensor -Antigüedad 1900  -2 pisos por planta y 2 escaleras (exterior e interior). Finca tranquila. -Gastos de Comunidad: 82 €/mes COMUNICACIONES: -Metro La Latina (L5) y varias líneas de Autobuses  -Fácil acceso a M-30 y A-5. ALREDEDORES DEL PISO: -Entorno Histórico-Monumental, Parques y Teatros (ver fotos)  -Histórico-Monumental: Palacio de los Vargas (palacete renacentista), Capilla de Nuestra Señora y de San Juan de Letrán (Bien de Interés Cultural), Museo de San Isidro, Plaza de los Carros, Plaza del Humilladero, Palacio Real de Madrid, Catedral de Santa María la Real de la Almudena, Real Basílica de San Francisco el Grande. -Parques: Jardín del Príncipe de Anglona (Jardín histórico), Jardines de las Vistillas (zona verde con vistas espectaculares), Parque del Emir Mohamed I y Muralla Árabe, Jardines de la Cuesta de la Vega, Parque Atenas (urbano), Campo del Moro (jardines franceses), Parque Madrid Río.  -Teatro La Latina, Corral de la Morería (espectáculos de flamenco y gastronomía española) -Amplia oferta de restauración e importantes mercados gastronómicos, como La Cebada y San Miguel.  -Centro Deportivo Municipal La Cebada: Edificio con piscina deportiva cubierta de 8 calles y 25 mts. de largo, más piscina polivalente e infantil; además de gimnasio, fisioterapia y amplio espacio deportivo al aire libre en última planta. Abierto lunes a domingo, 7:00 a 24:00 horas.",True,good,False,6179.0,True,False,True,False,[],False,False,760000.0,€,,,,,,flat,,"Palacio, Madrid",Piso en costanilla de San Andrés,Destacado,1,True,True
107794908,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0e/b4/ba/1328526199.webp,8a855e0e-24be-4063-9977-044e9e26b22d,33,595000.0,chalet,sale,278.0,4,3,calle de la Bellota,Madrid,Alpedrete,,es,,40.6472541,-4.0196171,False,https://www.idealista.com/inmueble/107794908/,"Amplia y luminosa casa con jardín y piscina en Alpedrete. Descubre este encantador hogar de 278 m², diseñado para ofrecer comodidad y funcionalidad en cada rincón. Con cuatro dormitorios y tres baños, es el lugar perfecto para familias que buscan amplitud y calidad de vida. La vivienda se encuentra en excelente estado y cuenta con aire acondicionado para los días más cálidos y calefacción a gas para garantizar un ambiente acogedor en invierno. Sus amplios espacios exteriores incluyen una terraza con vistas despejadas, un jardín privado donde disfrutar del aire libre y una piscina ideal para refrescarse en los meses de verano. Además, la propiedad está adaptada para sillas de ruedas, asegurando accesibilidad para todos. Los armarios empotrados y un cuarto de almacenamiento proporcionan un extra de organización y comodidad. También dispone de un garaje incluido, brindando mayor seguridad y practicidad en el día a día. Alpedrete es un encantador municipio de la Sierra de Guadarrama, en la Comunidad de Madrid, conocido por su entorno natural y su tradición en la extracción de granito. Ofrece una excelente calidad de vida, combinando tranquilidad y proximidad a la capital. Con un ambiente acogedor, cuenta con todos los servicios esenciales, buenas conexiones de transporte y múltiples opciones de ocio al aire libre, como rutas de senderismo y ciclismo. Ideal para quienes buscan vivir en un entorno natural sin renunciar a la comodidad. Si buscas un hogar espacioso, bien equipado y en una ubicación tranquila, esta es una oportunidad que no puedes dejar pasar. ¡Contáctanos para más información o para programar una visita!",True,good,False,2140.0,True,False,True,False,[],False,False,595000.0,€,,,,True,True,chalet,independantHouse,Alpedrete,Casa independiente en calle de la Bellota,Destacado,,,
107272434,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/67/e9/ef/1308085200.webp,,22,1400000.0,penthouse,sale,123.0,3,4,travesía del Conde Duque s/n,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4261614,-3.7106538,True,https://www.idealista.com/inmueble/107272434/,"¡Descubre el ático de tus sueños en pleno corazón de la ciudad! Este impresionante ático, ubicado en un edificio histórico de 1900, ha sido recién reformado para ofrecerte el máximo confort y estilo. A tan solo unos pasos del Centro Cultural Conde Duque y a una calle del majestuoso Palacio de Lira, disfrutarás de una ubicación inmejorable.  La vivienda cuenta con una amplia área social donde la cocina integrada se convierte en el centro de reuniones. Las tres habitaciones, todas con baño en suite, garantizan privacidad y comodidad. El dormitorio principal es un verdadero oasis con su zona de vestidor independiente y un encantador balcón que da a la calle. Además, la propiedad se entrega amueblada, lista para que te instales sin preocupaciones. La iluminación LED y el sistema de climatización por conductos aseguran un ambiente acogedor en cualquier estación del año. Con 123 m² construidos, armarios empotrados que maximizan el espacio de almacenamiento y una orientación norte-sur que permite una excelente entrada de luz natural. Situado en la planta 4 de un edificio con ascensor, este ático es la combinación perfecta de historia y modernidad. ¡No pierdas la oportunidad de convertirlo en tu hogar!",False,good,False,11382.0,True,True,False,False,[],False,False,1400000.0,€,,,,,,flat,penthouse,"Malasaña-Universidad, Madrid",Ático en travesía del Conde Duque s/n,Destacado,4,True,True
