propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,neighborhood,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
109216594,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f6/ea/8d/1367730287.webp,,20,7,750000.0,duplex,sale,110.0,True,2,2,"calle Bausá, 8",Madrid,Madrid,Ciudad Lineal,es,40.4691789,-3.6686199,True,https://www.idealista.com/inmueble/109216594/,"ATICO DUPLEX IMPRESIONANTES VISTAS IMPECABLE. - Particular vende directamente vivienda de lujo, realizada por interiorista con muy buenas calidades y gran diseño. Piso ático duplex de dos dormitorios, salón con cocina integrada de gran diseño, - Planta baja: Salon con cocina integrada, dormitorio con armarios empotrados, hall y baño. - Planta primera: Dormitorio abierto con vestidor, baño completo y terraza con impresionantes vistas a pinar y sin trafico ni ruidos.  Dispone de: Piscina, portería, garaje, trastero, zonas comunes con parque infantil, zona de bicicletas, y es una calle paralela a Arturo Soria, donde hay poco trafico y es una zona muy tranquila.. . - Podemos como parte de pago, recoger su vivienda. Intentaremos llegar a un acuerdo para hacer la permuta y valorar la diferencia. - Abstenerse a agencias inmobiliarias por favor.",False,good,False,True,,6818.0,False,False,False,False,[],False,False,750000.0,€,True,True,flat,duplex,"Costillares, Madrid","Dúplex en calle Bausá, 8",Costillares,,,,
108325416,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c6/bb/9c/1341178145.webp,,36,,730000.0,chalet,sale,215.0,,4,3,Barrio Club de Golf,Madrid,Las Rozas de Madrid,Club de Golf,es,40.5554571,-3.8993479,False,https://www.idealista.com/inmueble/108325416/,"Exclusivo CHALET pareado reformado en El Encinar – Club de Golf, Las Rozas ¿Buscas una vivienda con encanto, comodidad y excelente ubicación?  PROMOCION Y GESTION INMOBILIARIA te presenta este luminoso chalet pareado de 215 m² construidos (190 m² útiles) ubicado en una de las urbanizaciones más completas y tranquilas de Las Rozas: El Encinar – Club de Golf. Distribuido en tres plantas, este hogar combina calidez, funcionalidad y estilo: ***Planta principal •Elegante vestíbulo de entrada. •Amplio y luminoso salón-comedor con dos ambientes diferenciados. •Aseo de cortesía. •Gran cocina independiente, completamente reformada, con zona de office ideal para comidas diarias y acceso directo desde la urbanización: dos entradas independientes, máxima comodidad para el día a día. ***Primera planta •Dormitorio principal en suite con vestidor y baño completo. •Dos dormitorios dobles con armarios empotrados. •Baño completo adicional con plato de ducha. ***Planta superior – Buhardilla •Espacio diáfano multifuncional ideal como sala de juegos, despacho o zona de relax. •Cuarto adicional perfecto como dormitorio, zona de invitados o gimnasio. •Terraza privada con vistas despejadas y muchísima luz natural. Extras *** Garaje a nivel de calle. •Escalera interior de madera noble con ventanas tipo ojo de buey. •Carpintería, suelos y baños completamente reformados. Estado impecable, para entrar a vivir. Urbanización Privada con Excelentes Servicios: •Piscina comunitaria, pistas de tenis y baloncesto, zonas verdes y espacios para niños. •Gastos de comunidad: solo 110 €/mes. •IBI: 780 €/año. Ubicación inmejorable •A solo 3 minutos caminando de la parada de autobús. •15 minutos andando a la estación de tren de Las Matas. •Cercano a colegios, centros comerciales, supermercados y todos los servicios. •Acceso directo desde Madrid por la A-6, salida 26 Colegios Cercanos: Públicos: •CEIP San José: Centro bilingüe en inglés •CEIP Mario Vargas Llosa: Centro bilingüe en inglés •IES Federico García Lorca: Instituto de Educación Secundaria bilingüe Concertados: •Colegio Zola Las Rozas: Concertado laico mixto •Colegio Gredos San Diego Las Rozas: Concertado laico mixto •Colegio Bérriz: Concertado religioso mixto Accesos desde Madrid: •En coche: Por la A-6, salida 26 hacia El Encinar de Las Rozas •En autobús: Línea 625 desde el Intercambiador de Moncloa, con parada en la Glorieta Monte Urgull •En tren: Estación de Las Matas (Cercanías C8 y C10) a 15 minutos a pie Una vivienda pensada para familias que buscan calidad de vida, tranquilidad y buenas conexiones con Madrid. ON.",False,good,False,,,3395.0,True,False,True,False,[],False,False,730000.0,€,True,True,chalet,semidetachedHouse,"Club de Golf, Las Rozas de Madrid",Chalet pareado,Club de Golf,,,,
109219307,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/63/2e/e7/1367814889.webp,0006,54,,215000.0,chalet,sale,153.0,,5,3,"calle del Calvario, 7",Madrid,Titulcia,,es,40.135114,-3.5719504,True,https://www.idealista.com/inmueble/109219307/,"Descubre este encantador chalet adosado ubicado en la tranquila zona de El Calvario, Titulcia. Con un precio atractivo de 215,000 euros y una superficie construida de 153 m², esta propiedad es ideal para quienes buscan confort y espacio en un ambiente sano y familiar.  A 6 MINUTOS de la RENFE de CIEMPOZUELOS, servicio también de autobuses directos a VALDEMORO, ARANJUEZ Y MADRID. La vivienda cuenta con una planta baja que dispone de porche de entrada, cocina independiente totalmente equipada, aseo, versátil cuarto de estar y amplio salón comedor con salida directa a la calle si quieres mayor privacidad. La primera planta dispone de dos amplias habitaciones con armarios empotrados y baño completo para ambas. Consta también de dormitorio principal, muy luminoso con baño privado incorporado y terraza exclusiva. La luminosidad natural inunda cada rincón gracias a su diseño bien pensado; además, incluye una buhardilla o sala de juegos, donde podrás disfrutar todo el año del ambiente acogedor que ofrece y darle el uso que mejor se adapte a tus necesidades.. . La habitación principal destaca por tener su propio baño privado así como acceso directo a una terraza privada desde la cual te puedes relajar y desconectar.  Disfruta del parking privado y áreas comunes incluyendo piscina comunitaria perfecta para los días calurosos y zonas infantiles ideales para los más pequeños. Ubicado cerca del Soto de Titulcia - mirador privilegiado - tendrás acceso inmediato a diversas rutas naturales adecuadas tanto para moteros como ciclistas debido al excelente estado vial en las cercanías hacia localidades emblemáticas tales como Chinchón entre otras opciones recreativas locales. ¡CONTACTA CON NOSOTROS PARA VISITAR LA PROPIEDAD LO ANTES POSIBLE Y NO PIERDAS LA OPORTUNIDAD! ESTHER.",False,good,False,,,1405.0,False,False,False,False,[],False,False,215000.0,€,True,True,chalet,terracedHouse,Titulcia,"Chalet adosado en calle del Calvario, 7",,,,,
109177098,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a0/f6/ae/1341637271.webp,2 7º A,12,7,460000.0,duplex,sale,95.0,True,2,2,"avenida Provisional Berrocales Sesenta y Siete, 27",Madrid,Madrid,Vicálvaro,es,40.3761235,-3.583366,True,https://www.idealista.com/obra-nueva/109177098/,"OBRAS INICIADAS Dos plazas de garaje incluidas en el precio. Con una magnífica ubicación, próximo a los parques lineales, IRATI es la nueva promoción de vivienda libre, que Construcciones San Martín S. A. está realizando en el desarrollo urbanístico de Los Berrocales.   El proyecto consta de 45 viviendas de 1 y 2 dormitorios con una cuidada distribución, espaciosas, luminosas y complementadas con amplias terrazas en las que disfrutar. Además tanto su diseño arquitectónico como su cuidada ejecución garantizan la eficiencia energética en emisiones y consumo.   En el garaje, con acceso independiente al acceso peatonal, se ubican las plazas de aparcamiento, trasteros y cuartos de bicicleta.   La promoción cuenta con conserjería, sala social – gourmet, zona de aseos y una agradable zona ajardinada que conduce hasta la piscina, en una urbanización totalmente cerrada y con sistema de seguridad. La superficie comercial en el chaflan, completa la promoción.  Entrega prevista a finales del año 2026. Construcciones San Martín S. A. cuenta con una larga trayectoria de más de 100 años en el sector que nos avalan y dan confianza a nuestros clientes. Póngase en contacto con nosotros y le explicaremos con más detalle nuestro proyecto.",False,,True,True,False,4842.0,True,False,False,False,[],False,False,460000.0,€,True,True,flat,duplex,"Los Berrocales, Madrid","Dúplex en avenida Provisional Berrocales Sesenta y Siete, 27",Los Berrocales,,,,
105677698,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fd/db/d9/1259663887.webp,ONM2407006-9,25,,1690000.0,chalet,sale,525.0,,5,6,"avenida de Atenas, 45",Madrid,Las Rozas de Madrid,El Pinar- Punta Galea,es,40.5303313,-3.9105679,True,https://www.idealista.com/obra-nueva/105677698/,"Un lugar privilegiado para vivir Bienvenido a Villa Licabeto, un exclusivo residencial en la Avenida de Atenas, situado en El Cantizal, Las Rozas de Madrid.  Espacios Amplios y Privados Ofrecemos 14 viviendas independientes, ubicadas en generosas parcelas privadas que varían entre 565 y 1.000 m². Cada vivienda, con superficies construidas desde 590 m² hasta 695 m², está diseñada para ofrecer el máximo confort y privacidad. Sostenibilidad y Ahorro Energético Villa Licabeto no solo ofrece lujo y exclusividad, sino también innovación y sostenibilidad. Nuestras villas generan su propia energía verde gracias a las placas solares y sistemas de geotermia, garantizando un ahorro desde el primer día y un consumo energético mínimo. Personalización Total Tu hogar, a tu manera. En Villa Licabeto, puedes personalizar cada detalle de tu vivienda: elige el número de habitaciones, la ubicación de la cocina, el uso del sótano, así como los suelos, puertas, alicatados, pintura, sanitarios y griferías. Cada villa es un reflejo único de tu estilo y necesidades. Asesoramiento Personalizado Sin Coste Adicional Desde el primer día, contarás con la orientación de un arquitecto y un decorador que te ayudarán a diseñar el interior de tu hogar, asegurando que cada detalle esté a la altura de tus expectativas. ¿Te imaginas vivir aquí?",False,newdevelopment,True,,False,3219.0,True,False,False,False,[],False,False,1690000.0,€,True,True,chalet,independantHouse,"El Pinar- Punta Galea, Las Rozas de Madrid","Casa independiente en avenida de Atenas, 45",El Pinar- Punta Galea,,,,
105677655,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/26/d3/6f/1259663019.webp,ONM2407006-6,25,,1640000.0,chalet,sale,550.0,,5,6,"avenida de Atenas, 45",Madrid,Las Rozas de Madrid,El Pinar- Punta Galea,es,40.5303313,-3.9105679,True,https://www.idealista.com/obra-nueva/105677655/,"Un lugar privilegiado para vivir Bienvenido a Villa Licabeto, un exclusivo residencial en la Avenida de Atenas, situado en El Cantizal, Las Rozas de Madrid.  Espacios Amplios y Privados Ofrecemos 14 viviendas independientes, ubicadas en generosas parcelas privadas que varían entre 565 y 1.000 m². Cada vivienda, con superficies construidas desde 590 m² hasta 695 m², está diseñada para ofrecer el máximo confort y privacidad. Sostenibilidad y Ahorro Energético Villa Licabeto no solo ofrece lujo y exclusividad, sino también innovación y sostenibilidad. Nuestras villas generan su propia energía verde gracias a las placas solares y sistemas de geotermia, garantizando un ahorro desde el primer día y un consumo energético mínimo. Personalización Total Tu hogar, a tu manera. En Villa Licabeto, puedes personalizar cada detalle de tu vivienda: elige el número de habitaciones, la ubicación de la cocina, el uso del sótano, así como los suelos, puertas, alicatados, pintura, sanitarios y griferías. Cada villa es un reflejo único de tu estilo y necesidades. Asesoramiento Personalizado Sin Coste Adicional Desde el primer día, contarás con la orientación de un arquitecto y un decorador que te ayudarán a diseñar el interior de tu hogar, asegurando que cada detalle esté a la altura de tus expectativas. ¿Te imaginas vivir aquí?",False,newdevelopment,True,,False,2982.0,True,False,False,False,[],False,False,1640000.0,€,True,True,chalet,independantHouse,"El Pinar- Punta Galea, Las Rozas de Madrid","Casa independiente en avenida de Atenas, 45",El Pinar- Punta Galea,,,,
108747473,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/40/8f/21/1259663768.webp,ONM2407006-5,25,,1395000.0,chalet,sale,542.0,,5,6,"avenida de Atenas, 45",Madrid,Las Rozas de Madrid,El Pinar- Punta Galea,es,40.5303177,-3.9105584,True,https://www.idealista.com/obra-nueva/108747473/,"Un lugar privilegiado para vivir Bienvenido a Villa Licabeto, un exclusivo residencial en la Avenida de Atenas, situado en El Cantizal, Las Rozas de Madrid.  Espacios Amplios y Privados Ofrecemos 14 viviendas independientes, ubicadas en generosas parcelas privadas que varían entre 565 y 1.000 m². Cada vivienda, con superficies construidas desde 590 m² hasta 695 m², está diseñada para ofrecer el máximo confort y privacidad. Sostenibilidad y Ahorro Energético Villa Licabeto no solo ofrece lujo y exclusividad, sino también innovación y sostenibilidad. Nuestras villas generan su propia energía verde gracias a las placas solares y sistemas de geotermia, garantizando un ahorro desde el primer día y un consumo energético mínimo. Personalización Total Tu hogar, a tu manera. En Villa Licabeto, puedes personalizar cada detalle de tu vivienda: elige el número de habitaciones, la ubicación de la cocina, el uso del sótano, así como los suelos, puertas, alicatados, pintura, sanitarios y griferías. Cada villa es un reflejo único de tu estilo y necesidades. Asesoramiento Personalizado Sin Coste Adicional Desde el primer día, contarás con la orientación de un arquitecto y un decorador que te ayudarán a diseñar el interior de tu hogar, asegurando que cada detalle esté a la altura de tus expectativas. ¿Te imaginas vivir aquí?",False,newdevelopment,True,,False,2574.0,True,False,False,False,[],False,False,1395000.0,€,True,True,chalet,independantHouse,"El Pinar- Punta Galea, Las Rozas de Madrid","Casa independiente en avenida de Atenas, 45",El Pinar- Punta Galea,,,,
108381373,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/07/dd/8f/1342418150.webp,V03,12,1,420000.0,flat,sale,118.0,True,3,2,"calle Parcela 6.18.2 Etapa, 3",Madrid,Madrid,Vicálvaro,es,40.3744496,-3.5730637,True,https://www.idealista.com/obra-nueva/108381373/,"INGESCASA gestiona y comercializa en Los Berrocales, uno de los cinco grandes Desarrollos del Sureste, perteneciente al distrito de Vicálvaro, un nuevo Proyecto en régimen de Cooperativa para “Torreón de Sueños, S. Coop. Mad” Con 27 Viviendas Libres de 1, 2 y 3 dormitorios todas ellas con terraza, incluyendo magníficos bajos con jardín, áticos con amplias terrazas. Además, todas las viviendas contarán con cocina amueblada, al menos con una plaza de garaje y trastero. Con altas calidades y eficiencia energética, con sistema de climatización mediante suelo radiante/refrescante por aerotermia. El nuevo desarrollo de Los Berrocales está emplazado en una magnífica ubicación, facilita la conexión con el centro de la capital, que se encuentra a tan sólo 15 minutos en coche, y a otros barrios cercanos como El Cañaveral, Vallecas o Rivas, gracias a que delimita al este con la M-50, al sur con la autovía A-3 y al oeste con la M-45. Todos los servicios que necesitas a escasos minutos en coche como; colegios, centros comerciales, hospitales, centros educativos, etc. Los Berrocales y el Ensanche de Vallecas están conectados por 2 nuevos puentes sobre la A-3 que permiten el paso vehículos, bicicletas y peatones. ¡Estas a tiempo de elegir la mejor tipología de vivienda que se adapte a tus necesidades! Solicita más información.",False,newdevelopment,True,True,False,3559.0,True,False,False,False,[],False,False,420000.0,€,True,True,flat,,"Los Berrocales, Madrid","Piso en calle Parcela 6.18.2 Etapa, 3",Los Berrocales,,,,
108837447,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cf/2e/ca/1356590248.webp,,58,,453000.0,chalet,sale,208.0,,3,2,avenida de las Comarcas,Madrid,Fuenlabrada,La Serna,es,40.2969775,-3.8031519,False,https://www.idealista.com/inmueble/108837447/,"¡BLACK HOUSE VENDE Fantástico chalet situado en la Avenida de las Comarcas en Fuenlabrada! una de las zonas más demandadas por su excelente ubicación entorno tranquilo y perfectamente conectado con todos los servicios esenciales. La vivienda cuenta con un garaje independiente totalmente diáfano, que actualmente ha sido acondicionado como una versátil zona de ocio con pequeña cocina, sala de estar y gimnasio, un espacio multifuncional ideal para adaptar a tus necesidades ya sea como apartamento independiente zona de trabajo o área de juegos. En la planta principal encontramos una cocina independiente con espacio para comedor diario, un aseo de cortesía y un amplio salón muy luminoso con salida directa a un espectacular jardín privado muy amplio perfecto para disfrutar del aire libre reuniones con amigos o simplemente desconectar en un entorno tranquilo y natural. En la primera planta se ubica la zona de descanso con tres dormitorios amplios todos con excelente luz natural y un baño completo que da servicio a esta planta ofreciendo comodidad funcionalidad y privacidad para toda la familia. En la planta de arriba, el baño principal es muy grande, con una gran ventana que aporta abundante luz natural y dos lavabos. El dormitorio principal cuenta con opción de incorporar un baño en suite, ya que en origen estaba previsto, pero se optó por ampliar el espacio del dormitorio. ¡Una mejora que puedes adaptar a tu gusto! La vivienda dispone de aire acondicionado en el salón y en dos de los dormitorios lo que garantiza confort térmico durante todo el año además cuenta con una distribución pensada para aprovechar al máximo cada espacio haciendo de esta propiedad un lugar acogedor práctico y lleno de posibilidades. Una gran oportunidad para vivir en una zona residencial tranquila, cerca de colegios, centros comerciales, instalaciones deportivas y con fácil acceso al transporte público incluyendo cercanías Renfe y varias líneas de autobús. ¡No dejes pasar esta oportunidad única de adquirir un chalet con múltiples opciones de uso y en una ubicación privilegiada! DISPONEMOS DE FINANCIACION HASTA EL 100% Consúltanos sin compromiso.",True,good,False,,,2178.0,False,False,True,False,[],False,False,453000.0,€,True,True,chalet,terracedHouse,"La Serna, Fuenlabrada",Chalet adosado en avenida de las Comarcas,,,,,
105677598,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2c/09/b5/1259663758.webp,ONM2407006-1,25,,1740000.0,chalet,sale,550.0,,5,6,"avenida de Atenas, 45",Madrid,Las Rozas de Madrid,El Pinar- Punta Galea,es,40.5303313,-3.9105679,True,https://www.idealista.com/obra-nueva/105677598/,"Un lugar privilegiado para vivir Bienvenido a Villa Licabeto, un exclusivo residencial en la Avenida de Atenas, situado en El Cantizal, Las Rozas de Madrid.  Espacios Amplios y Privados Ofrecemos 14 viviendas independientes, ubicadas en generosas parcelas privadas que varían entre 565 y 1.000 m². Cada vivienda, con superficies construidas desde 590 m² hasta 695 m², está diseñada para ofrecer el máximo confort y privacidad. Sostenibilidad y Ahorro Energético Villa Licabeto no solo ofrece lujo y exclusividad, sino también innovación y sostenibilidad. Nuestras villas generan su propia energía verde gracias a las placas solares y sistemas de geotermia, garantizando un ahorro desde el primer día y un consumo energético mínimo. Personalización Total Tu hogar, a tu manera. En Villa Licabeto, puedes personalizar cada detalle de tu vivienda: elige el número de habitaciones, la ubicación de la cocina, el uso del sótano, así como los suelos, puertas, alicatados, pintura, sanitarios y griferías. Cada villa es un reflejo único de tu estilo y necesidades. Asesoramiento Personalizado Sin Coste Adicional Desde el primer día, contarás con la orientación de un arquitecto y un decorador que te ayudarán a diseñar el interior de tu hogar, asegurando que cada detalle esté a la altura de tus expectativas. ¿Te imaginas vivir aquí?",False,newdevelopment,True,,False,3164.0,True,False,False,False,[],False,False,1740000.0,€,True,True,chalet,independantHouse,"El Pinar- Punta Galea, Las Rozas de Madrid","Casa independiente en avenida de Atenas, 45",El Pinar- Punta Galea,,,,
108099767,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/39/4c/3a/1333804958.webp,1º C,67,1,787000.0,flat,sale,112.0,True,2,2,"calle Trujillos, 9",Madrid,Madrid,Centro,es,40.4189758,-3.7075175,True,https://www.idealista.com/obra-nueva/108099767/,"Piso a estrenar en el corazón de Madrid (las fotos son de la 4ª planta) Obra nueva, ubicado en un edificio señorial renovado y rehabilitado con ascensor, en el histórico Barrio Sol del Distrito Centro de Madrid. Características del piso: Dos dormitorios dobles, uno de ellos en suite, ambos con balcones a la calle. Dos baños modernos y funcionales. Salón con cocina americana, ideal para disfrutar de momentos en familia o con amigos. Sistema de climatización por conducto para tu confort durante todo el año. Armarios empotrados y acabados de excelente calidad. Ubicación inmejorable: Situado en el centro histórico de Madrid, con una gran oferta comercial, de restauración, ocio y cultura. A pocos pasos de Ópera y el Palacio Real. Una oportunidad única: Vive en una de las zonas más demandadas de Madrid y disfruta de un piso nuevo con todas las comodidades. ¡No pierdas esta oportunidad! Ponte en contacto con nosotros y coordina una visita.",True,newdevelopment,True,True,True,7027.0,True,False,False,False,[],False,False,787000.0,€,,,flat,,"Sol, Madrid","Piso en calle Trujillos, 9",Sol,,,,
108585071,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/86/df/3f/1349172139.webp,,40,1,115000.0,flat,sale,73.0,True,3,1,AV ESTADOS,Madrid,Fuenlabrada,Centro,es,40.2834848,-3.7847899,False,https://www.idealista.com/inmueble/108585071/,"¡Oportunidad de INVERSIÓN! Venta con Alquiler Garantizado de este fantástico piso en Avenida de los Estados, Fuenlabrada. El actual propietario, señor de 68 años, permanecerá como inquilino vitalicio pagando una renta mensual de 430€ que se revalorizará anualmente según el IPC. La propiedad tiene un valor de mercado de 170.000€ y se aplica un 30% de descuento sobre ese valor. ¿Esto qué implica? GASTOS DE FORMALIZACIÓN: Abonados en su totalidad por el comprador. Los gastos generados en la compraventa (Impuesto de Transmisiones Patrimoniales, notario y registro). A excepción del Impuesto de Plusvalía Municipal, que será abonado por el vendedor. GASTOS DE MANTENIMIENTO: Una vez formalizada la operación ante notario, los gastos de la vivienda se distribuirán de la siguiente manera: 1. El Impuesto de Bienes Inmuebles (IBI), las derramas extraordinarias y el seguro de continente serán asumidos POR LA PARTE COMPRADORA. 2. La cuota ordinaria de la comunidad, el seguro de contenido, la tasa de residuos urbanos y los suministros (luz, agua, etc. ); individualizados o no, serán asumidos POR LA PARTE VENDEDORA. Descripción del inmueble:  Piso de primera planta con 73 m² construidos. La vivienda se distribuye en recibidor, salón-comedor, terraza cerrada, cocina equipada, tres habitaciones y un baño completo. El edificio dispone de ascensor y la comunidad ofrece zonas verdes, piscina comunitaria y pista de tenis, ideales para el ocio y el disfrute al aire libre. Ubicado en una zona residencial consolidada de Fuenlabrada, con buena comunicación por transporte público, comercios, colegios y todos los servicios esenciales a pocos pasos. LOS HONORARIOS PROFESIONALES SON DE 6.000€ MÁS IVA Y NO ESTÁN INCLUIDOS EN EL PRECIO DE VENTA.",False,good,False,True,,1575.0,False,False,False,False,[],False,False,115000.0,€,,,flat,,"Centro, Fuenlabrada",Piso en Av Estados,,,,,
109220292,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1c/9f/97/1367844225.webp,,26,2,509000.0,flat,sale,121.0,True,3,2,calle de la Casa de Tilly,Madrid,Madrid,Vicálvaro,es,40.4032721,-3.5477458,False,https://www.idealista.com/inmueble/109220292/,"SM Homes Gestión Inmobiliaria ""El Cañaveral"" Te ofrece en exclusiva una vivienda a estrenar. Vivienda de obra nueva recién entregada en 2025 es la oportunidad perfecta para estrenar un hogar diseñado con las mejores calidades y pensado para tu bienestar. Detalles de la vivienda: Este piso cuenta con 3 amplios dormitorios y 2 baños completos. El baño principal, en suite, está equipado con un moderno plato de ducha, mientras que el baño secundario dispone de una bañera ideal para relajarte. La cocina semiabierta, con un diseño actual y funcional, incluye horno, vitrocerámica y microondas nuevos a estrenar. El salón, con doble orientación sur y este, recibe una gran cantidad de luz natural y se conecta con una terraza en esquina de 14 m² útiles, perfecta para disfrutar de momentos al aire libre. **La vivienda ha sido construida con acabados de primera calidad** -Suelo radiante y refrescante por aerotermia, ideal para todas las estaciones del año. -Suelo cerámico de gran resistencia y diseño elegante. -Paredes lisas para una estética limpia y moderna. -Ventanas oscilobatientes con rotura de puente térmico, que mejoran el aislamiento térmico y acústico. **Incluye plaza de garaje y trastero, ofreciendo comodidad y espacio extra para almacenaje. ** Zonas comunes para disfrutar sin salir de casa: Este residencial privado cuenta con todo lo que necesitas para tu bienestar y entretenimiento: Piscina de adultos e infantil independientes. Zona infantil segura y equipada para los más pequeños. Amplias zonas verdes para pasear y relajarse. Gimnasio totalmente equipado. Sala de eventos y sala coworking para trabajar o reunirte sin salir de la urbanización. Portero físico, que brinda seguridad y atención diaria. ¡Estrena tu hogar en El Cañaveral! No pierdas la oportunidad de vivir en una vivienda nueva, con excelentes calidades y rodeado de servicios y comodidades. Contáctanos hoy mismo y agenda tu visita. ¡Ven a conocer tu próximo hogar!",False,good,False,True,,4207.0,False,False,False,False,[],False,False,509000.0,€,True,True,flat,,"El Cañaveral, Madrid",Piso en calle de la Casa de Tilly,El Cañaveral,,,,
108381438,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b6/6a/2b/1342418165.webp,V13,12,2,445000.0,flat,sale,126.0,True,3,2,"calle Parcela 6.18.2 Etapa, 3",Madrid,Madrid,Vicálvaro,es,40.3744496,-3.5730637,True,https://www.idealista.com/obra-nueva/108381438/,"INGESCASA gestiona y comercializa en Los Berrocales, uno de los cinco grandes Desarrollos del Sureste, perteneciente al distrito de Vicálvaro, un nuevo Proyecto en régimen de Cooperativa para “Torreón de Sueños, S. Coop. Mad” Con 27 Viviendas Libres de 1, 2 y 3 dormitorios todas ellas con terraza, incluyendo magníficos bajos con jardín, áticos con amplias terrazas. Además, todas las viviendas contarán con cocina amueblada, al menos con una plaza de garaje y trastero. Con altas calidades y eficiencia energética, con sistema de climatización mediante suelo radiante/refrescante por aerotermia. El nuevo desarrollo de Los Berrocales está emplazado en una magnífica ubicación, facilita la conexión con el centro de la capital, que se encuentra a tan sólo 15 minutos en coche, y a otros barrios cercanos como El Cañaveral, Vallecas o Rivas, gracias a que delimita al este con la M-50, al sur con la autovía A-3 y al oeste con la M-45. Todos los servicios que necesitas a escasos minutos en coche como; colegios, centros comerciales, hospitales, centros educativos, etc. Los Berrocales y el Ensanche de Vallecas están conectados por 2 nuevos puentes sobre la A-3 que permiten el paso vehículos, bicicletas y peatones. ¡Estas a tiempo de elegir la mejor tipología de vivienda que se adapte a tus necesidades! Solicita más información.",False,newdevelopment,True,True,False,3532.0,True,False,False,False,[],False,False,445000.0,€,True,True,flat,,"Los Berrocales, Madrid","Piso en calle Parcela 6.18.2 Etapa, 3",Los Berrocales,,,,
108627745,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/47/d1/96/1350377142.webp,6ºC,15,6,869000.0,flat,sale,145.0,True,3,3,"Tarragona, 1",Madrid,Madrid,Arganzuela,es,40.4017571,-3.6980034,True,https://www.idealista.com/obra-nueva/108627745/,"¡No pierdas la oportunidad de vivir en el centro de Madrid! NEO by Darya Homes es una promoción de viviendas de obra nueva muy bien ubicada y con excelentes comunicaciones. Se encuentra en la calle Tarragona nº 1, casi esquina con Paseo de Santa María de la Cabeza, una de las principales arterias de la ciudad de Madrid, que conecta Atocha (a escasos 800 metros – 10 minutos andando) con Madrid Río, y muy cerca de la nueva zona empresarial de Méndez Álvaro. Un barrio lleno de vida y en plena transformación, con varios proyectos en curso que está revalorizando la zona. NEO by Darya Homes es un proyecto de 31 exclusivas viviendas de 1, 2 y 3 dormitorios, con 5 viviendas en tipología dúplex y 2 viviendas áticos con amplias terrazas. Las viviendas tienen trastero y opción de plaza de garaje, diseñado por el prestigioso estudio de arquitectura de Cano y Escario. La calidad de vida que ofrecen las viviendas va más allá de sus acabados. Son espacios muy luminosos, gracias a sus amplios ventanales de suelo a techo, donde la funcionalidad convive con un diseño contemporáneo muy cuidado, proporcionando un fantástico confort espacial. ¡No pierdas la oportunidad de vivir esta experiencia única en el centro de Madrid! NEO by Darya Homes brinda un refugio de calidad para relajarte después de un día de trabajo. Llegar a casa y pasear por Madrid Río o pasear hasta al Retiro en poco más de 10 minutos es posible. ¡Sumérgete en la nueva vida de barrio, conecta con el Madrid más vibrante!",False,newdevelopment,True,True,False,5993.0,True,False,False,False,[],False,False,869000.0,€,True,False,flat,,"Palos de la Frontera, Madrid","Piso en Tarragona, 1",Palos de la Frontera,,,,35000.0
