propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,floor,exterior,neighborhood,hasLift,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108012058,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fd/bd/d8/1331144883.webp,17,265000.0,flat,sale,103.0,3,2,calle de la Rejilla,Madrid,Móstoles,Centro,es,40.3256597,-3.8643472,False,https://www.idealista.com/inmueble/108012058/,"Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble. Oportunidad de inversión: inmueble en rentabilidad. Viviendas actualmente alquiladas. Consulte con nuestro Agente Comercial la información adicional sobre el inmueble y las condiciones especiales de compraventa. *No se admiten visitas a la vivienda Estupenda vivienda que cuenta con cocina con electrodomésticos de máxima calidad, salón, 3 dormitorios con armarios empotrados y baño completamente equipado.  Todas las estancias disponen de excelente iluminación gracias a sus amplios ventanales. El inmueble cuenta con suelo laminado, y ventanas con acristalamiento tipo Climalit. El inmueble está muy bien ubicado en Móstoles, a pocos minutos del acceso a la M-50, A-5 y la R-5; la vivienda se encuentra rodeada por diversos parques y distintas opciones de restauración, colegios, institutos, hospitales etc. Además, dispone de fácil acceso a transporte público gracias a su cercanía a la estación cercanías de Móstoles (C5) y el metro de Pradillo (L12) al igual que varias líneas de autobuses a sus alrededores. *No se admiten visitas a la vivienda En Testa Homes, te acompañamos durante todo el proceso de compra de la vivienda y te contamos todo con la mayor transparencia. Además, te ponemos en contacto con un asesor financiero que te informará de las mejores condiciones disponibles.  *En relación a los suministros de luz y agua, será necesario que el nuevo comprador realice el cambio de titularidad a su nombre. Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble.",False,good,False,2573.0,False,False,False,False,[],False,False,265000.0,€,True,True,flat,,"Centro, Móstoles",Piso en calle de la Rejilla,R10147,1,True,,True,,,,
108285514,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/59/73/80/1350534210.webp,27,1800000.0,flat,sale,160.0,3,3,calle del Conde de Peñalver,Madrid,Madrid,Barrio de Salamanca,es,40.4334165,-3.6774114,False,https://www.idealista.com/inmueble/108285514/,"Velzia Homes presenta esta impresionante vivienda en proceso de reforma, en el exclusivo barrio de Salamanca, con una superficie de 160 m². Mostramos fotos de otro proyecto de similares características como referencia, y adicionalmente incluimos plano de distribución del proyecto en ejecución. Se entregará amueblada y decorada. Ubicada en la planta 2ª del edificio, esta amplia vivienda se distribuirá en 3 dormitorios, dos de ellos con baño en suite, más 1 baño completo adicional, 1 amplio salón, comedor, 1 cocina independiente y un balcón exterior. Además, la vivienda incluye calefacción central, trastero, ascensor y portero físico, proporcionando una gran comodidad y funcionalidad.  El edificio, con fachada residencial de 1953, cuenta con trastero, ascensor y portero físico, ofreciendo comodidad y seguridad a sus residentes. El portal es accesible con acceso a ras de calle y sin escalones en el interior. Ubicada en el prestigioso barrio de Salamanca, una zona que combina un entorno residencial tranquilo con la proximidad a una amplia oferta de servicios. En las inmediaciones, encontrarás tiendas de lujo, restaurantes gourmet, supermercados, centros deportivos, colegios o zonas verdes como el Parque Eva Perón.  La vivienda está bien conectada gracias a su cercanía a las estaciones de metro Goya (L2) y Diego de León (L4, L5 y L6), así como a varias líneas de autobús que aseguran un fácil acceso al resto de Madrid.",False,good,False,11250.0,True,False,False,False,[],False,False,1800000.0,€,,,flat,,"Lista, Madrid",Piso en calle del Conde de Peñalver,,2,True,Lista,True,,,,
107917450,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/38/be/e0/1328249175.webp,33,535000.0,penthouse,sale,130.0,2,2,calle Mercedes Formica,Madrid,Las Rozas de Madrid,Montecillo,es,40.5025875,-3.8842206,False,https://www.idealista.com/inmueble/107917450/,"Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble. Oportunidad de inversión: inmueble en rentabilidad. Viviendas actualmente alquiladas. Consulte con nuestro Agente Comercial la información adicional sobre el inmueble y las condiciones especiales de compraventa. *No se admiten visitas a la vivienda Distribuidos en un hall de acceso, con armario empotrado, que da paso al salón-comedor muy luminoso gracias a sus amplios ventanales que dan acceso a una amplia terraza ajardinada. Disfruta de tu cocina desde el primer momento, equipada con electrodomésticos de excelentes calidades y terraza que conecta el resto de dormitorios. La vivienda dispone de dos dormitorios, el principal con baño en suite, con bañera. Ambos baños de la vivienda se encuentran amueblados y cuenta con plato de ducha en el aseo secundario. La vivienda dispone de calefacción y climatización a través de conductos. Cuenta con suelo de tarima, ventanas de aluminio en gris con Climalit y persianas automáticas en el salón; los baños disponen de revestidura porcelánica. El inmueble está muy bien ubicado en Las Rozas, a pocos minutos del acceso a la M-50 y la A-6; la vivienda se encuentra rodeada por diversos parques y distintas opciones de restauración, colegios, institutos, hospitales etc. Además, dispone de fácil acceso a transporte público gracias a su cercanía a la estación de cercanías de Las Rozas (C7-C10), al igual que varias líneas de autobuses interurbanos a sus alrededores. *No se admiten visitas a la vivienda  En Testa Homes, te acompañamos durante todo el proceso de compra de la vivienda y te contamos todo con la mayor transparencia. Además, te ponemos en contacto con un asesor financiero que te informará de las mejores condiciones disponibles. *En relación a los suministros de luz y agua, será necesario que el nuevo comprador realice el cambio de titularidad a su nombre. Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble.",False,good,False,4115.0,False,False,False,False,[],False,False,535000.0,€,True,True,flat,penthouse,"Montecillo, Las Rozas de Madrid",Ático en calle Mercedes Formica,R10063,4,True,Montecillo,True,,,,
106805359,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a9/1b/fe/1294558001.webp,15,200000.0,penthouse,sale,34.0,1,1,calle de la Princesa s/n,Madrid,Madrid,Centro,es,40.4292119,-3.7151702,True,https://www.idealista.com/inmueble/106805359/,"¡Oportunidad única en Calle Princesa Argüelles! Descubre este encantador piso de 34 m², actualmente alquilado, ideal para quienes buscan un espacio acogedor en una ubicación privilegiada. Situado en una tranquila calle, este apartamento es perfecto tanto para estudiantes como para profesionales que desean disfrutar de la vida urbana. Características del piso: - Superficie: 34 m² bien distribuidos. - Habitaciones: Espacio luminoso y versátil que se puede adaptar a tus necesidades. - Cocina: Cocina equipada con lo esencial, perfecta para preparar tus comidas favoritas. - Baño: Baño completo, funcional y cómodo. - Estado: Actualmente alquilado, lo que lo convierte en una excelente opción para inversores. Descripción de la zona: La Calle Princesa Argüelles se encuentra en un barrio vibrante y lleno de vida. La zona cuenta con una amplia oferta de servicios, incluyendo supermercados, cafeterías y restaurantes, donde podrás disfrutar de la gastronomía local. Además, está bien comunicada con el transporte público, facilitando el acceso a otras partes de la ciudad. Los parques cercanos ofrecen un espacio ideal para relajarse y disfrutar del aire libre. Este piso es una excelente opción para quienes buscan un hogar práctico y cómodo en una ubicación inmejorable. ¡No pierdas la oportunidad de visitarlo! Para más información o para agendar una visita, ¡contáctanos!",False,good,False,5882.0,True,False,True,False,[],False,False,200000.0,€,,,flat,penthouse,"Malasaña-Universidad, Madrid",Ático en calle de la Princesa s/n,,6,False,Malasaña-Universidad,True,,,,
105290393,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5e/d2/a3/1253730770.webp,52,1095000.0,chalet,sale,432.0,5,5,Murcia,Madrid,Villaviciosa de Odón,Castillo - Campodón,es,40.3628905,-3.8774938,False,https://www.idealista.com/inmueble/105290393/,"Esta vivienda fue construida por los actuales propietarios hace 22 años. Su objetivo fue crear espacios muy amplios y bien dotados. Destaca el tamaño de sus cinco habitaciones y la altura y capacidad de sus armarios empotrados. Una de sus habitaciones orientadas al oeste, se encuentra en la planta principal de la vivienda junto a un gran salón, una amplia cocina con office y muy luminosa (imprescindible por ser uno de los espacios más utilizados de la vivienda). El resto de habitaciones, están situadas en la primera planta, destacan también por su amplitud, y espaciosos armarios empotrados con grandes puertas y gran capacidad de almacenamiento. Destacando una de ellas, actualmente usada como despacho profesional, por sus magníficas vistas y luminosidad dada su orientación norte, este y oeste.  El tipo de suelo es cerámico en planta de calle y parquet en primera planta. Su planta semisótano, contiene una gran capacidad de espacio, pudiendo usarse como sala de juegos o cinemateca, Además de tener una zona de garaje interior con capacidad para dos vehículos. La finca está ubicada en esquina, dando salida y entrada a la calle Murcia y Peñíscola, con una superficie superior a 2.200 m2. Su gran y cuidado jardín dispone de una bonita piscina de 72 m2, además de zona deportiva (pista de tenis o multiusos). Para finalizar, la propiedad cuenta también con un bonito estudio independiente (aprox. 32 m2), acondicionado como apartamento (cuenta con un dormitorio, salón-cocina y baño con ducha de plato), que podría aliviar la cuota hipotecaria, si así lo decidiera su nuevo propietario, en aproximadamente 850€ ó 900€ mensuales de alquiler. Además con entrada independiente al resto de la propiedad.  En resumen, se trata de una propiedad con amplios espacios, bien cuidada, en una de las zonas más tranquilas de Campodón, y con unas bonitas vistas a la sierra que deberías conocer antes de tomar tu decisión de compra. Un hogar para disfrutar en familia.",True,good,False,2535.0,True,False,False,False,[],False,False,1095000.0,€,True,True,chalet,independantHouse,"Castillo - Campodón, Villaviciosa de Odón",Casa independiente en Murcia,3396-12799,,,,,,,,
108703696,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d3/53/51/1358070944.webp,41,255000.0,flat,sale,98.0,3,2,"brasil, 35",Madrid,Velilla de San Antonio,,es,40.3708904,-3.4855079,True,https://www.idealista.com/inmueble/108703696/,"Raíces Agencia inmobiliaria vende en exclusiva esta vivienda en Velilla de San Antonio. Ubicada en una planta baja de edificio residencial, consta de 98m2 construidos distribuidos en una sola planta.  Al acceder de a la vivienda encontramos un hall de entrada que diferencia la zona de día de la zona de dormitorios. De frente entrando, encontramos la cocina, totalmente amueblada y equipada y con acceso a la zona de tendedero. A la izquierda del recibidor, un espacioso salón-comedor de 23m2. Volviendo al hall principal, a la derecha entramos al pasillo distribuidor que da paso a los tres dormitorios, todos ellos con armarios empotrados. El dormitorio principal, de unos 14m2, cuenta con cuarto de baño en suite con bañera y bidet. En las imágenes podéis ver que actualmente lo usan como comedor. Los otros dos dormitorios, ambos alrededor de los 11m2, al igual que la cocina y el salón tienen vistas a la calle, con orientación sureste. En el mismo pasillo encontramos otro baño completo con bañera. La vivienda es de segunda mano. Se trata de una planta baja pero no está a pie de calle, lo que genera una mayor intimidad. El precio incluye un trastero de 11m2 aprox. totalmente diáfano en el sótano del edificio. Ventanas correderas de aluminio, cristal climalit; rejas en todas las ventanas; armarios empotrados en todos los dormitorios; puertas en roble; puerta de entrada blindada y suelos de tarima. Calefacción y agua caliente sanitaria mediante gas natural.  La urbanización dispone de piscina y amplias zonas comunes de descanso y jardines. La situación de la vivienda, en un entorno residencial a un solo paso del centro de Velilla pero suficientemente separado para ser una zona tranquila, es perfecta para familias que busquen vivir en una vivienda con espacio al aire libre, y quieran vivir en una zona tranquila cerca del centro de Madrid y a escasos minutos de la naturaleza. No esperes más y ven a verlo!",False,good,False,2602.0,False,False,False,False,[],False,False,255000.0,€,,,flat,,Velilla de San Antonio,"Piso en brasil, 35",,bj,True,,False,,260000.0,5000.0,2.0
107675730,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b1/0d/7b/1319473339.webp,25,1475000.0,penthouse,sale,130.0,3,2,"calle de Fernando el Católico, 4 -6",Madrid,Madrid,Chamberí,es,40.4338214,-3.7065106,True,https://www.idealista.com/inmueble/107675730/,"Home Select vende espectacular ático en la zona de Quevedo combina lujo y comodidad en un entorno privilegiado. Situado en el Barrio de Chamberí - Arapiles, se caracteriza por su ambiente residencial y su proximidad al centro de la ciudad. Delimitado por las calles Blasco de Garay, Cea Bermúdez y San Bernardo y Alberto Aguilera, ofrece una ubicación estratégica para quienes buscan combinar tranquilidad y accesibilidad. Con tres habitaciones dobles y dos baños, uno de ellos en suite, ofrece un espacio amplio y bien distribuido. Su cocina totalmente equipada y su salón cómodo y luminoso crean un ambiente acogedor. Destacan sus dos terrazas, ideales para disfrutar tanto en invierno como en verano, convirtiéndolo en un hogar exclusivo y versátil en pleno centro de Madrid.  ref: VÀTI_4135.",False,good,False,11346.0,False,False,False,False,[],False,False,1475000.0,€,,,flat,penthouse,"Arapiles, Madrid","Ático en calle de Fernando el Católico, 4 -6",VÀTI_4135,6,True,Arapiles,True,,,,
107555767,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6a/51/ec/1355967282.webp,27,1500000.0,flat,sale,176.0,3,4,calle de Fernando el Católico,Madrid,Madrid,Chamberí,es,40.4352578,-3.7059175,False,https://www.idealista.com/inmueble/107555767/,"Velzia Homes presenta esta impresionante vivienda reformada en el barrio de Chamberí de 176 m². La vivienda dispone de 3 amplios dormitorios, 3 baños completos, 1 aseo, un luminoso salón-comedor y 2 terrazas. Además, incluye trastero, aire acondicionad y portero físico.    La vivienda se encuentra completamente reformada, amueblada y equipada, ¡Lista para entrar a vivir!   Situado en la 4ª planta del edificio, los 176 m² se distribuyen en 3 amplios dormitorios con armarios empotrados y baño en suite, uno de ellos con acceso directo a una de las terrazas, 1 aseo, un gran salón-comedor con terraza y una cocina totalmente equipada.    El edificio, construido en 1961 y en perfecto estado, cuenta con trastero, ascensor y portero físico. La vivienda está equipada con calefacción central, aire acondicionado y un sistema domótico que permite controlar de manera eficiente la climatización, iluminación y otros elementos del hogar, garantizando un alto nivel de confort y ahorro energético.    La ubicación se encuentra en una de las zonas más demandadas de Chamberí; rodeada de una amplia oferta de bares, restaurantes, tiendas y servicios.  El inmueble está perfectamente comunicado por transporte público, con la estación de metro de Islas Filipinas (L7) entre 5-10 minutos caminando y la estación de metro de Moncloa (L3 y L6) también una opción cercana a 10 minutos. Como línea de autobús cercana se encuentra la línea 44; que conecta con varios puntos importantes de la ciudad.",False,good,False,8523.0,True,False,False,False,[],False,False,1500000.0,€,,,flat,,"Arapiles, Madrid",Piso en calle de Fernando el Católico,,4,True,Arapiles,True,,,,
108482782,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/62/2a/d7/1346266623.webp,33,325000.0,chalet,sale,117.0,4,3,calle Mesón,Madrid,Moralzarzal,Zona Centro,es,40.6818728,-3.9728686,False,https://www.idealista.com/inmueble/108482782/,"POSIBILIDAD DE FINANCIACION AL 100% DE SU PRÉSTAMO HIPOTECARIO. La agencia inmobiliaria en Moralzarzal - Tecnocasa Estudio Moralzarzal SLU te ofrece situado en el corazón de la localidad, a escasos metros de la plaza del Ayuntamiento, la estación de autobuses y todos los servicios, este chalet pareado de 117 m2 construidos y 114 m2 útiles que ofrece una oportunidad única para quien busca una vivienda sólida, bien cuidada y con muchísimas posibilidades de actualización. La casa se organiza en dos plantas y cuenta con un amplio patio delantero de unos 20 m2 completamente solado, desde donde se accede a una terraza exterior que precede la entrada principal. Al ingresar, encontramos un recibidor con acceso al aseo de cortesía y la escalera a la planta superior. Desde allí, se abre paso al salón: un espacio amplio, muy luminoso, con estufa de leña y salida directa al jardín trasero mediante ventanal. El jardín, también totalmente solado, cuenta con casi 60 m2 y con zona de almacenaje. El mismo se conecta con el patio delantero a través de un pasillo lateral, rodeando la casa y aportando una fantástica sensación de amplitud y funcionalidad. La cocina, alargada y con gran capacidad de almacenaje, recorre toda la longitud del salón dando mucha comodidad en el día a día, así como favoreciendo una posible redistribución abierta si se desea una reforma más moderna. En la planta superior, un pasillo distribuye cuatro dormitorios dobles, todos exteriores, con armarios empotrados y excelente entrada de luz natural. Dos de los dormitorios se sitúan a cada lado del pasillo, perfectos para familias numerosas o para quienes buscan espacio adicional para despacho o invitados. Completan esta planta dos baños completos con ventana y bañera. La vivienda fue construida en 1978 y se conserva en muy buen estado de mantenimiento. Aunque se encuentra en su estado original, cuenta con importantes mejoras realizadas: se instalaron ventanas de PVC con doble acristalamiento tipo Climalit sobre las originales de aluminio, y se dotó a toda la vivienda de calefacción mediante caldera de gas propano canalizado, con radiadores instalados en todas las estancias. Una casa con alma, con buena base estructural, excelente distribución y una ubicación privilegiada, ideal para quienes valoran el espacio exterior, la tranquilidad de una zona residencial y la cercanía a todo.",True,renew,False,2778.0,True,False,False,False,[],False,False,325000.0,€,,,chalet,semidetachedHouse,"Zona Centro, Moralzarzal",Chalet pareado en calle Mesón,,,,,,,,,
108694180,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/72/a2/51/1352357685.webp,23,251100.0,duplex,sale,89.0,3,3,calle la Colonial,Madrid,Pinto,Centro - Ayuntamiento,es,40.2419689,-3.7038326,False,https://www.idealista.com/inmueble/108694180/,"Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble. ¿Te imaginas disfrutando de tu hogar en propiedad en una excelente ubicación en Pinto? ¡Testa Homes lo hace realidad! *La vivienda y fotos publicadas corresponden a una vivienda tipo, para más información consulte a su gestor comercial. Dúplex de 89 m² construidos en el centro de Pinto, con 3 dormitorios y 3 baños, ideal para quienes buscan amplitud, funcionalidad y ubicación. Esta vivienda sin amueblar ofrece una distribución cómoda y luminosa, con suelos de gres en todas las estancias, armarios empotrados en los dormitorios y una cocina parcialmente equipada, lista para adaptarse a tu estilo. Espacios amplios, bien definidos y con gran potencial para personalizar. Incluye plaza de garaje en el precio y se aceptan mascotas. La comunidad ha sido recientemente renovada y ofrece zonas comunes modernas y cuidadas. Un entorno pensado para el bienestar diario, con jardines, áreas de descanso y espacios compartidos que elevan la experiencia residencial. Perfecto para quienes valoran la tranquilidad sin renunciar a servicios de calidad. Ubicado en el centro urbano de Pinto, con todos los servicios esenciales a pie de calle. Colegios, centro médico, supermercados, restaurantes y zonas verdes conforman un entorno consolidado y familiar. Excelente conexión mediante transporte público gracias a la estación de cercanías Pinto, y acceso rápido a la M-506 para quienes se mueven en vehículo privado. Una ubicación estratégica que combina comodidad, conectividad y calidad de vida. Horario de atención telefónica de lunes a viernes de 9:00 a 21:00 y sábados de 9:00 a 14:00 horas. Consulte condiciones y disponibilidad. *Imágenes orientativas sin carácter vinculante. **Las imágenes corresponden a un apartamento tipo. **Viviendas sujetas a disponibilidad y viviendas no amueblada. En Testa Homes, te acompañamos durante todo el proceso de compra de la vivienda y te contamos todo con la mayor transparencia. Además, te ponemos en contacto con un asesor financiero que te informará de las mejores condiciones disponibles. *En relación a los suministros de luz y agua, será necesario que el nuevo comprador realice el cambio de titularidad a su nombre.",False,good,False,2821.0,False,False,False,False,[],False,False,251100.0,€,True,True,flat,duplex,"Centro - Ayuntamiento, Pinto",Dúplex en calle la Colonial,575,1,True,,True,,,,
108719014,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9b/49/b8/1353385307.webp,17,325000.0,flat,sale,57.0,2,1,"de Carlos Latorre, 3",Madrid,Madrid,Tetuán,es,40.4484697,-3.706297,True,https://www.idealista.com/inmueble/108719014/,"Se vende estupenda vivienda de 57 m², ubicada en la entreplanta de un edificio con encanto construido en 1923, en buen estado de conservación. (En la finca sale identificado como Bajo) La vivienda cuenta con 2 dormitorios, un baño completo, y una distribución funcional que  aprovecha al máximo el espacio. Gracias a su orientación norte-sur, la vivienda disfruta de buena ventilación y luz natural a lo largo del día. (Salon Exterior y dormitorio principal con luz natural, orientado a gran patio interior)   Esta vivienda está situada en la Calle Carlos Latorre, en pleno corazón del barrio de Berruguete, dentro del distrito de Tetuán, una de las zonas con más proyección de Madrid.  Se trata de un entorno residencial, tranquilo y bien consolidado, que combina el ambiente tradicional de barrio madrileño con una creciente modernización urbana. La zona ofrece una excelente conexión en transporte público, a escasos minutos de las estaciones de metro Estrecho (L1) y Alvarado (L1), con varias líneas de autobús en la zona que conectan directamente con el centro y otros puntos clave de la ciudad.  Además, cuenta con fácil acceso a la Calle Bravo Murillo, una de las arterias comerciales más importantes del distrito. En las inmediaciones encontrarás todo tipo de servicios y comercios: supermercados, farmacias, bancos, tiendas de barrio, así como una amplia oferta de bares y restaurantes locales.  También hay cercanía a centros educativos, centros de salud, y zonas verdes como el Parque Rodríguez Sahagún, ideal para el ocio al aire libre. ¡Llama ahora y solicita tu visita! No dejes pasar esta oportunidad de vivir o invertir en una de las zonas con más proyección de Madrid. Además, nuestro departamento financiero puede ayudarte a conseguir hasta el 100% de financiación, adaptándonos a tu perfil y necesidades. Contáctanos para más información o para agendar una visita. ¡Estamos aquí para ayudarte!",True,good,False,5702.0,True,False,False,False,[],False,False,325000.0,€,,,flat,,"Bellas Vistas, Madrid","Piso en de Carlos Latorre, 3",,en,True,Bellas Vistas,False,,,,
107918390,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fa/31/e3/1328274766.webp,16,541000.0,flat,sale,102.0,2,2,calle del Golfo de Salónica,Madrid,Madrid,Ciudad Lineal,es,40.4802687,-3.6652211,False,https://www.idealista.com/inmueble/107918390/,"Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble. Oportunidad de inversión: inmueble en rentabilidad. Viviendas actualmente alquiladas. Consulte con nuestro Agente Comercial la información adicional sobre el inmueble y las condiciones especiales de compraventa. *No se admiten visitas a la vivienda Estupenda vivienda en urbanización privada con piscina Amplia vivienda distribuida en un luminoso salón-comedor, cocina, 2 habitaciones y 2 baños completamente equipados. Cuenta con suelos laminados, armarios empotrados y aire acondicionado. La cocina está totalmente amueblada y equipada con electrodomésticos de primeras marcas. Los baños disponen de muebles y mamparas para mayor comodidad. Plaza de garaje y trastero incluidos en el precio. La urbanización privada ofrece servicio de portería, amplias zonas comunes ajardinadas, zona chill-out, parque infantil, piscina exterior, gimnasio y jardín privado. Las zonas comunes han sido recientemente reformadas, proporcionando un entorno moderno y acogedor. Ubicada en Pinar de Chamartín, una tranquila zona residencial rodeada de parques y jardines, con multitud de servicios próximos, como colegios, restaurantes, comercios, centros sanitarios y hospitales. Está perfectamente comunicada mediante varias líneas de autobús y metro. Las conexiones en transporte privado son excelentes, con un acceso inmediato tanto al centro de Madrid como al aeropuerto. ¡Una oportunidad única para vivir en un entorno tranquilo y con todas las comodidades! Horario de atención telefónica de lunes a viernes de 9:00 a 21:00 y sábados de 9:00 a 14:00 horas. Consulte condiciones y disponibilidad.  *No se admiten visitas a la vivienda  En Testa Homes, te acompañamos durante todo el proceso de compra de la vivienda y te contamos todo con la mayor transparencia. Además, te ponemos en contacto con un asesor financiero que te informará de las mejores condiciones disponibles.  *En relación a los suministros de luz y agua, será necesario que el nuevo comprador realice el cambio de titularidad a su nombre. Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble.",False,good,False,5304.0,False,False,False,False,[],False,False,541000.0,€,True,True,flat,,"Costillares, Madrid",Piso en calle del Golfo de Salónica,R10069,1,True,Costillares,True,,,,
107915251,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/10/b1/3f/1328191223.webp,21,197000.0,flat,sale,81.0,2,1,avenida de Las Lagunas,Madrid,Parla,Laguna Park,es,40.2457572,-3.7745191,False,https://www.idealista.com/inmueble/107915251/,"Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble. Oportunidad de inversión: inmueble en rentabilidad. Viviendas actualmente alquiladas. Consulte con nuestro Agente Comercial la información adicional sobre el inmueble y las condiciones especiales de compraventa. *No se admiten visitas a la vivienda 104 m² distribuidos en un hall de acceso con armario empotrado, a través del cual acceder al amplio salón-comedor y la cocina, semi-equipada con electrodomésticos de máxima calidad, ambas estancias muy luminosas gracias a sus amplios ventanales; la cocina además dispone de acceso a una terraza tendedero. La vivienda dispone de 3 dormitorios, con armarios empotrados, la habitación principal cuenta con baño en suite, con bañera. El aseo secundario dispone de plato de ducha. El inmueble está muy bien ubicado en Parla, a pocos minutos del acceso a la A-42 y la R-4; la vivienda se encuentra rodeada por diversos parques y distintas opciones de restauración, colegios, institutos, hospitales etc. Además, dispone de fácil acceso a transporte público gracias a su cercanía a la estación cercanías de Parla (C4) al igual que varias líneas de autobuses a sus alrededores. *No se admiten visitas a la vivienda *En relación a los suministros de luz y agua, será necesario que el nuevo comprador realice el cambio de titularidad a su nombre. Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble.",False,good,False,2432.0,False,False,False,False,[],False,False,197000.0,€,,,flat,,"Laguna Park, Parla",Piso en avenida de Las Lagunas,R10049,3,True,,True,,,,
109205716,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e7/ce/1a/1367446073.webp,21,246000.0,flat,sale,82.0,3,1,Fuenlabrada II - El Molino,Madrid,Fuenlabrada,Fuenlabrada II - El Molino,es,40.2912314,-3.8069215,False,https://www.idealista.com/inmueble/109205716/,"FUTURHOUSE SERVICIOS INMOBILIARIOS vende vivienda BARRIO ARCO IRIS, Fuenlabrada. Inmueble de 82 m² construidos según catastro, con acceso y uso de zonas comunes, piscina de adultos y piscina infantil, bar-restaurante, 2 pistas de tenis, zona de baloncesto y espacios infantiles. El piso consta de 3 amplios dormitorios con armarios empotrados revestidos con cajoneras y frentes espejo con perfilería en aluminio, salón-comedor con acceso a terraza abierta con toldo, cocina con tendedero cerrado y amplio baño completo con plato de ducha y mampara. Suelos de tarima tipo roble en salón y dormitorios y Gress en cocina y baño al igual que las puertas macizas, ventanas en aluminio y pintura en liso. Dispone de aire acondicionado en salón-comedor así como en el pasillo distribuidor para dar frescor y calidez a las habitaciones ya que también disponen de bomba de calor. Zona tranquila, rodeado de comercios, zonas de ocio, supermercados, restaurantes, colegios, institutos, polideportivos y centro de salud. Cercano al Centro Comercial Fuenlabrada 2, Parque de la Solidaridad y Hospital de Fuenlabrada. Llámanos para concertar visita Disponemos de departamento financiero, si necesitas financiación nosotros te gestionamos tu hipoteca dándote las mejores condiciones y haciéndote un estudio financiero acorde a tus posibilidades. ¡No dejes pasar la oportunidad de visitarlo y enamorarte de tu nuevo hogar! Si buscas una vivienda con buena ubicación y distribución ¡ésta es tu oportunidad!",False,good,False,3000.0,True,False,False,False,[],False,False,246000.0,€,,,flat,,"Fuenlabrada II - El Molino, Fuenlabrada",Piso,,1,True,,False,,,,
