propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,floor,exterior,neighborhood,hasLift,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice
107792540,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dc/16/ec/1324396681.webp,DS-P77620,64,3000000.0,duplex,sale,287.0,4,4,calle de Padilla,Madrid,Madrid,Barrio de Salamanca,es,40.4322279,-3.6744541,False,https://www.idealista.com/inmueble/107792540/,"DIZA Consultores presenta ático dúplex con jacuzzi privado en la promoción de obra nueva más deseada del Barrio Salamanca. En la quinta planta de un edificio rehabilitado íntegramente donde únicamente se ha conservado la fachada, se encuentra este luminoso ático dúplex de 267 metros cuadrados con 85 en terraza. La urbanización cuenta con unas zonas comunes excepcionales, con una piscina exterior con zona de solárium, jardín con césped natural, chill out y gimnasio de lujo.  La vivienda cuenta en la planta quinta del edificio con una amplia zona social con la cocina integrada con isla, comedor con capacidad para diez personas, techos altísimos y dos balcones con vistas a fachadas históricas del Barrio Salamanca. Junto a la cocina, en el lado opuesto al área social, se encuentra la zona de lavandería.  La zona de noche, se compone de tres amplios dormitorios, dos en suite y un tercer baño para el último dormitorio o visitas. Además cuenta con un dormitorio individual que puede servir como despacho o dormitorio de servicio con baño.  Subiendo por las escaleras de obra de paso cómodo, se encuentra la gran terraza privada de la vivienda. Esta goza de gran privacidad, puesto que se encuentra por encima del resto de edificios. En sus 85 metros cuadrados hay espacio suficiente para una mesa de comedor, una zona de barbacoa y zona de solárium con jacuzzi.  Toda la vivienda posee una luz envidiable debido a su altura y orientación. La finca cuenta con portero físico y cuando se constituya la comunidad se decidirá el horario de éste. La calefacción es individual con suelo radiante y refrescante. La vivienda incluye dos plazas de garaje grandes de acceso directo en el edificio y un trastero.  Puesto que es una vivienda de obra nueva, los impuestos para la compra son un 10% de IVA. Además, para equipar la comunidad, se abonarán 3.000 € como cuota de equipamiento.  El Barrio Salamanca se trata de una de las zonas más lujosas y con mejor calidad de vida de Europa. Gracias a la amplia oferta gastronómica, cultural y comercial, se trata de una formidable zona donde vivir e invertir. Estaremos encantados de atenderle. DIZA Consultores Inmobiliarios Inmobiliaria de lujo en Madrid especializada en comprar, vender y alquilar pisos en las zonas premium de Madrid: Barrio de Salamanca, Almagro, Chamartín, Retiro, Pozuelo, Aravaca, Boadilla. Convertimos Sueños en Hogares.",True,good,False,10453.0,True,True,False,False,[],False,True,3000000.0,€,3300000.0,300000.0,9.0,flat,duplex,"Lista, Madrid",Dúplex en calle de Padilla,Top+,5,True,Lista,True,True,True
106010517,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4e/70/35/1351929883.webp,PV8838I,46,3950000.0,chalet,sale,1900.0,7,10,calle Línea,Madrid,Pozuelo de Alarcón,Zona Pueblo,es,40.4462524,-3.8173481,False,https://www.idealista.com/inmueble/106010517/,"Chalet independiente de 1.900 m² con parcela de 5.900 m² en Pozuelo. Distribución: PLANTA BAJA: - Hall de acceso, dos aseos de cortesía. - Distribuidor central con piscina interior climatizada con fuente y jacuzi. - Salón con bar inglés. - Comedor. - Cocina y zonas de servicio (dormitorio con baño y zona de plancha). - Cuatro dormitorios tipo suite, con vestidor completo y baño integrado en la disposición de la habitación, con bañera y ducha independiente.  - Zona de gimnasio, comunicada con la habitación principal, con vestuarios, duchas, sauna, baño turco y sala de aparatos. PLANTA PRIMERA:  - Un dormitorio tipo suite, con vestidor completo y baño integrado en la disposición de la habitación, con bañera y ducha independiente, con terraza privada y estancias diáfanas de biblioteca y zona de pintura.  - Aseo de cortesía.  - Doble altura en sobre hall y salón, iluminados por cúpula cenital.  - Terrazas accesibles (preparadas para posibles ampliaciones, tanto estructuralmente como con preinstalación de todo tipo de instalaciones (agua, luz, telefonía, etc)). PLANTA SÓTANO: - Sala polivalente con barra de bar, bolera profesional y galería de tiro con arco (preparado como bunker, con todas las acometidas).  - Dormitorio de servicio y baño completo. - Taller de reparaciones y laboratorio fotográfico y cuartos varios de instalaciones. PLANTA TÉCNICA:  - Bajo la totalidad de la planta baja, cámara practicable de entre uno y dos metros de altura donde se alojan las instalaciones generales incluidas las de la piscina interior, hasta un total de 800 m². Todas las plantas están comunicadas entre si por escalera y ascensor. Aparcamiento cubierto en planta baja, junto a la entrada con capacidad para ocho vehículos. Jardín arbolado, con piscina, terraza exterior, barbacoa y caseta para perros.  Puedes ver más inmuebles en nuestra página web. Este importante municipio de Madrid ocupa una extensión de 42 km2 y tiene una población de aproximadamente 84.000 habitantes. Como referencia geográfica, se encuentra a 11 kilómetros del centro de la capital y linda con Aravaca. Además de varias líneas de autobuses y de metro ligero, cuenta con dos estaciones de cercanías: una en Pozuelo y otra en El Barrial, junto al Corte Inglés. Sin olvidar sus tres grandes ejes: la A-6, la M-500 y la M-40.  De entres sus muchas urbanizaciones, destacamos La Finca, Somosaguas o Álamos de Bularas. Según su carácter urbanístico, en algunas se han construido pisos cerca de las zonas comerciales, y en otras, adosados y chalets independientes.  Asimismo, cuenta con colegios muy conocidos, algunos de ellos bilingües, lo que hace de esta población una zona muy demandada por ejecutivos destinados en Madrid. En sus inmediaciones se encuentra el Campus Universitario de Somosaguas, donde se cursan varias carreras de la Universidad Complutense.  Estamos ante una zona muy tranquila, de gran seguridad y con unos servicios acordes a la gran ciudad que es hoy día. De hecho, desde hace ya unos años tiene teatro y su propio conservatorio.",True,good,False,2079.0,True,True,False,True,[],False,True,3950000.0,€,,,,chalet,independantHouse,"Zona Pueblo, Pozuelo de Alarcón",Casa independiente en calle Línea,Top+,,,Zona Pueblo,,True,True
106702840,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2d/e6/4f/1297219632.webp,PV8891I,51,1335000.0,flat,sale,157.0,3,3,calle del Carril de los Caleros,Madrid,Madrid,Moncloa,es,40.4602576,-3.7968684,False,https://www.idealista.com/inmueble/106702840/,"Impecable piso de 157 m² con terraza de 130 m² en venta en urbanización cerrada con piscina. En buenísima ubicación por cercanía a zona comercial y de ocio, servicios y bien comunicada por transporte público y principales carreteras. Distribución: · Amplio hall de recibo. · Aseo de visitas. · Armario gabanero. · Cocina office con tendedero y salida a terraza. · Salón comedor con salida a terraza. · Dos dormitorios. · Baño completo. · Dormitorio principal con vestidor y baño completo. Puedes ver más inmuebles en nuestra página web. Entre el Monte del Pardo y la Casa de Campo, y a tan solo 9 kilómetros del centro de Madrid, Aravaca es un lugar privilegiado: ofrece todo lo que un ciudadano necesita en una gran urbe, y además está perfectamente comunicada con la capital gracias a la autopista A-6, la M-500, la M-503 (carretera de Castilla), M-30 y M-40. Cuenta con múltiples instalaciones deportivas, tiendas, restaurantes, academias, institutos, así como con los colegios más prestigiosos de Madrid. Es un área con mucho encanto donde sus 23.000 habitantes disfrutan de las ventajas de vivir en una gran ciudad, y a su vez de la tranquilidad de estar en un pueblo donde pasear, ir de compras caminando, e incluso ir en bici hasta el centro de Madrid o Ciudad Universitaria a través de la Casa de Campo.",True,good,False,8503.0,True,True,False,True,[],False,True,1335000.0,€,,,,flat,,"Aravaca, Madrid",Piso en calle del Carril de los Caleros,Top+,2,True,Aravaca,True,True,True
108816285,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/22/1b/b9/1357498683.webp,VG-212295,32,1250000.0,flat,sale,166.0,3,3,paseo de los Parques,Madrid,La Moraleja,Encinar de los Reyes,es,40.5111465,-3.6527442,False,https://www.idealista.com/inmueble/108816285/,"Gilmar Consulting Inmobiliario, ofrece en exclusiva, luminoso y espacioso piso de tres dormitorios y amplia terraza con gran jardín en una de las mejores urbanizaciones de El Encinar de los Reyes. Tiene una ubicación inigualable a pasos de La Plaza de la Moraleja y del Centro Comercial El Encinar. Se encuentra dentro de una urbanización privada, con los mejores servicios como piscina exterior para adultos y niños, pádel, zonas comunes de paseo y seguridad física 24h con estricto control de acceso. Iniciando su recorrido, nos da la bienvenida un luminoso salón-comedor con acceso a la terraza exterior y a un jardín de 136 metros. Cuenta con cocina independiente, con mobiliario y electrodomésticos; así como tendedero techado con área de lavandería. En el área de descanso, se distribuyen dos fantásticos dormitorios con armarios empotrados y dos baños completos; el de la habitación principal en suite.  El piso cuenta con un apartamento independiente con acceso desde la cocina. Consta de un dormitorio con baño en suite, gran trastero y acceso a las dos plazas de garaje. La Moraleja, compuesta por La Moraleja, El Soto y El Encinar de los Reyes, es el área residencial de lujo por excelencia de Madrid y la más conocida de España, situada en la zona Norte de Madrid. Según algunas publicaciones de prestigio, es la mejor urbanización del mundo, teniendo en cuenta sus cualidades.  Está situada a 15 minutos del centro de Madrid y a 10 minutos de la Terminal Internacional 4 del Aeropuerto Adolfo Suárez.  La Moraleja cuenta con el mayor número de colegios privados nacionales e internacionales de toda España (entre otros el International College Spain, King’s College, San Patricio, Runnymede, Los Sauces, Brains, Santa Helena, Saint George, Highlands, Aldovea, Liceo Europeo, etc…) Acoge además uno de los dos campus que la Universidad Europea de Madrid tiene en la Comunidad de Madrid.  La zona tiene gran cercanía al Parque Forestal de Valdebebas, el segundo más grande de Madrid), varios centros comerciales, supermercados, hospitales, centros médicos, dos campos de golf de 18 hoyos, club de tenis, club de pádel, y una de las ofertas gastronómicas más atractivas de Madrid.  Hay que destacar La Plaza de la Moraleja, donde se encuentran los principales y más prestigiosos restaurantes de Madrid (A’Kangas, Áurea, La Máquina, La Penela, El Barril, Sushi 99, Peppe Fusco) Cafeterías (Café Pino, Panod), farmacias, panaderías, bancos etc… Es un área que goza de gran seguridad gracias al sistema de alarmas que está conectado con la Entidad de Conservación de La Moraleja y las garitas de seguridad ubicadas en las diferentes entradas de acceso a la zona. ¡Vivir en la Moraleja significa calidad, exclusividad y comodidad en un entorno inigualable!",True,good,False,7530.0,True,True,False,True,[],False,True,1250000.0,€,,,,flat,,"Encinar de los Reyes, La Moraleja",Piso en paseo de los Parques,Top+,bj,True,,True,True,True
102132662,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7a/66/50/1340394237.webp,CDC1844,83,2800000.0,chalet,sale,643.0,6,8,Naranjo de Bulnes,Madrid,Ciudalcampo,,es,40.6302632,-3.5933338,False,https://www.idealista.com/inmueble/102132662/,"HOUSE AND HOUSE VENDE EN LA EXCLUSIVA URBANIZACION DE CIUDALCAMPO. -  Espectacular chalet en primera linea de golf, al lado de la entrada, totalmente reformado en 2023 con materiales de primera calidad, sistema de AEROTERMIA frio/calor, aire acondicionado, placas solares, piscina totalmente nueva climatizada. En la primera planta tenemos un salón dividido en una zona de estar y un salón de TV, una cocina muy amplia totalmente abierta, comedor independiente, Family room, despacho, aseo de cortesía, dormitorio de servicio con cuarto de baño, lavandería y en esta misma planta tenemos el dormitorio principal en suite con vestidor y baño incorporado. Salida al porche y jardín. En la planta de arriba tenemos cuatro dormitorios en suite todos ellos con vestidor y baño incorporado, un salón, aseo de cortesía y una amplia terraza con grandes vistas. En la planta sótano tiene un trastero y el cuarto de instalaciones. La parcela mide 3800 m2 lindado con el golf, el jardín tiene diferentes ambientes para disfrutar en las diferentes horas del día, así como piscinas y zona de barbacoa. La vivienda está ubicada dentro de una urbanización, situada en el kilometro 28 de la N-I, dispone de seguridad privada las 24h del día, como servicios comunes dentro de la urbanización cabe destacar: El club social del RACE, con un campo de golf de 18 hoyos, hípica, piscina, tenis, padel, futbol, gimnasio etc.. . Además de dos edificios sociales uno de adultos y uno de niños, con zona de ocio, piscina de bolas y unos grandes jardines con columpios y mesas de picnic ideales para celebrar fiestas infantiles. Colegio privado bilingüe SEK, en la urbanización de enfrente (Santo Domingo) hay un colegio público bilingüe con primaria y secundaria y a 5 min por la vía de servicio en dirección Madrid se encuentra también el Trinity College colegio concertado bilingüe. La urbanización tiene una línea de autobús que van a Plaza de Castilla y hacen paradas intermedias en el metro de San Sebastián de los Reyes, junto al Hospital Publico Infanta Sofía. Ciudalcampo dispone además de una línea de minibuses internos que recorren toda la urbanización.",True,good,False,4355.0,True,True,False,True,[],False,True,2800000.0,€,,,,chalet,independantHouse,Ciudalcampo,Casa independiente en Naranjo de Bulnes,Top+,,,,,True,True
108716766,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0c/36/61/1366468038.webp,PV9156I,66,1950000.0,chalet,sale,513.0,6,9,calle de la Brújula,Madrid,Pozuelo de Alarcón,Somosaguas,es,40.4248887,-3.7978508,False,https://www.idealista.com/inmueble/108716766/,"Exclusivo pareado de 513 m² con jardín y piscina en Somosaguas Centro. La vivienda ha sido reformada recientemente, con materiales de altas calidades. En magnífica ubicación, cercana a colegios de prestigio de la zona ( Retamar, Colegio Británico y Americano. ) a escasos minutos andando de zona comercial y de ocio. Bien comunicada por transporte público y con fácil acceso a carreteras principales. Distribución: PLANTA PRINCIPAL: · Hall de entrada  · Cocina abierta totalmente equipada con electrodomésticos de alta gama desde la que se sale a una zona tendero y se accede al jardín. · Salón estar con salida al porche acristalado y jardín con piscina calefactada y aseo. · Zona de comedor. PLANTA ALTA: · Dormitorio principal con terraza, amplio vestidor y baño en suitte. · Dormitorio con baño en suitte y terraza. · Dormitorio con baño en suitte y terraza. BUHARDILLA: · Dormitorio con baño en suitte. · Dormitorio con terraza cerrada y closet. PLANTA BAJA: · Sala multiusos/ juegos. · Aseo. · Cuarto de armarios, cambio de ropa. · Dormitorio y baño de servicio. La casa dispone de placas solares, cristales de seguridad, persianas domotizadas. Puedes ver más inmuebles en nuestra página web. Somosaguas es una urbanización residencial de lujo a tan sólo 10 kilómetros de Madrid. Cuenta con grandes medidas de seguridad, ya que todo el que vive en ella exige tranquilidad y mucha privacidad. De hecho, residen personalidades públicas del mundo de la cultura, la política y la música.  Dependiente de Pozuelo de Alarcón, Somosaguas está bien comunicada por autobús y metro ligero. Y sobre todo, está rodeada por ese gran pulmón verde que es la Casa de Campo.",True,good,False,3801.0,True,True,False,True,[],False,True,1950000.0,€,,,,chalet,semidetachedHouse,"Somosaguas, Pozuelo de Alarcón",Chalet pareado en calle de la Brújula,Top+,,,Somosaguas,,True,True
105036254,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/58/39/8c/1302328500.webp,GH196907,48,1495000.0,flat,sale,164.0,3,3,calle de Noblejas,Madrid,Madrid,Centro,es,40.4153152,-3.7138457,False,https://www.idealista.com/inmueble/105036254/,"¡Exclusivo Piso en Venta en el Corazón de Madrid! Este impresionante piso de 164 m² combina elegancia, confort y una ubicación inmejorable, ideal para quienes buscan vivir en una vivienda de alta calidad y con historia. Además, ha sido completamente reformado y está listo para estrenar, con acabados y mobiliario totalmente nuevos que garantizan calidad, funcionalidad y un estilo impecable. Alojado en un magnífico edificio en el corazón de Madrid, construido en 1834 y con casi dos siglos de historia, este inmueble aporta un carácter y un valor patrimonial únicos a la propiedad. El apartamento ha sido reformado con las más altas calidades, asegurando durabilidad y un acabado personalizado perfecto. La reforma incluye detalles de lujo como persianas eléctricas que ofrecen ventajas como mayor comodidad, seguridad, eficiencia energética y un valor estético y funcional añadido. El luminoso salón, corazón de la vivienda, cuenta con tres encantadores balcones que permiten la entrada de abundante luz natural y ofrecen vistas privilegiadas de la zona. La cocina abierta con península, equipada con electrodomésticos de última generación y acabados de alta calidad, es perfecta para los amantes de la gastronomía y las reuniones con amigos y familiares. El piso dispone de tres habitaciones espaciosas, incluyendo una habitación principal con baño en suite, creando un oasis privado para descansar y relajarse. Las otras dos habitaciones son versátiles, ideales para dormitorios adicionales, una oficina en casa o espacios para invitados. Todas ellas comparten un baño completo moderno y funcional, además de un aseo de cortesía elegante y práctico para mayor comodidad. El confort está garantizado con suelo de piedra de Campaspero, que ofrece excelentes ventajas para su uso en suelos radiantes: buena conductividad térmica, capacidad de retención de calor, durabilidad, estética atractiva y facilidad de mantenimiento. La calefacción por suelo radiante y el aire acondicionado por conductos aseguran una temperatura agradable durante todo el año. Las puertas interiores en altura, hechas a medida, aportan un ambiente amplio y lujoso, mejoran la circulación del aire y la accesibilidad, además de potenciar la estética del espacio. Las luces dimables permiten crear ambientes personalizados, contribuyendo a la sostenibilidad ambiental y al bienestar del hogar. El inmueble también cuenta con una chimenea que aporta calidez, confort y un toque de elegancia, transformando cualquier espacio en un lugar más acogedor y funcional. Vive en una ubicación exclusiva, con fácil acceso a sitios históricos, parques, tiendas y restaurantes. Además, la finca está exenta de pagar IBI por ser un edificio protegido, lo que representa un ahorro significativo en gastos anuales. ¡No pierdas la oportunidad de vivir en uno de los barrios más emblemáticos de Madrid!",True,good,False,9116.0,True,True,False,True,[],False,True,1495000.0,€,,,,flat,,"Palacio, Madrid",Piso en calle de Noblejas,Top+,2,True,Palacio,True,,
107869944,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/97/08/86/1326771555.webp,ST1934,44,1390000.0,chalet,sale,697.0,6,6,calle de Algete,Madrid,Santo Domingo,,es,40.6407035,-3.5724348,False,https://www.idealista.com/inmueble/107869944/,"HOUSE AND HOUSE VENDE.- En la EXCLUSIVA urbanización de Santo Domingo, fantástica vivienda con espectaculares vistas y una gran calidad constructiva de base. Parcela muy practica con jardín consolidado, piscina infantil y de adultos muy privada. Todos los espacios de la vivienda son amplios, se distribuye: PLANTA PRINCIPAL: Amplio hall de entrada, sala de estar/despacho y/o dormitorio, aseo de visitas, amplio salón comedor con diferentes ambientes, chimenea, salida directa al jardín a través de amplio ventanal, porche acristalado, cocina muy amplia con zona de office y salida directa también al jardín. PLANTA PRIMERA: Cuatro amplios dormitorios con baño en suite, zona de estar y zona de vestidor. PLANTA BAJA: Dormitorio de servicio con baño en suite, otra habitación que puede ser despacho/lavandería, zona de almacenaje. Bajando otro tramo de escaleras encontramos un gran espacio diáfano perfecto como cuarto de juegos o gimnasio. Garaje cerrado para dos coches y cuarto de instalaciones. La vivienda tiene muchas posibilidades y estupenda base. En el jardín tenemos la piscina, zona de barbacoa y un amplio porche. HOUSE AND HOUSE.- EMPRESA ESPECIALIZADA EN LAS URBANIZACIONES DE SANTO DOMINGO, CIUDALCAMPO, FUENTE DEL FRESNO Y VALDEALGUA DESDE HACE MÁS DE 16 AÑOS. La vivienda está ubicada dentro de una urbanización, situada en el kilometro 28 de la N-I, con seguridad privada las 24 horas los 365 días del año. Además está controlada con cámaras perimetrales de video-vigilancia. Dispone de una zona comercial que cuenta con todo tipo de servicios; supermercado, farmacia (abierta los 365días del año), zona de restauración, tiendas de regalos, banco, gimnasio, oficina de correos, veterinario, peluquería. Junto a la zona comercial, se encuentra el centro de Salud, con botiquín y asistencia las 24 horas del día. Tiene un Club Social, totalmente reformado, con campo de entrenamiento de Golf, piscina, escuela de Tenis, zona de ocio para niños y adultos. Junto a la Iglesia, hay un colegio-público bilingüe, con primaria y secundaria. En la urbanización de enfrente (Ciudalcampo) está el Colegio privado bilingüe SEK, y a 5 min por la vía de servicio en dirección Madrid se encuentra también el Trinity College colegio concertado bilingüe, ambos colegios con oferta hasta el bachillerato. La urbanización dispone de un autobús privado que recorre la urbanización y con parada final en Plaza de Castilla y paradas intermedias en Alcobendas y San Sebastián de los Reyes.  A 10 min, encontramos el Hospital público de la Seguridad Social Infanta Sofía, construido recientemente y con todas las especialidades.",True,good,False,1994.0,True,True,False,True,[],False,True,1390000.0,€,,,,chalet,independantHouse,Santo Domingo,Casa independiente en calle de Algete,Top+,,,,,True,True
106349275,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a3/c1/5a/1281719993.webp,PV8839I,66,2975000.0,chalet,sale,818.0,6,6,calle Transversal 1,Madrid,Pozuelo de Alarcón,Urbanizaciones,es,40.4227208,-3.8426658,False,https://www.idealista.com/inmueble/106349275/,"Fantástico chalet independiente de 818 m² en fantástica parcela de esquina de 3.603 m² diseñada con grandes espacios comunicados y abiertos al jardín. Con fantástica parcela con piscina, zona de barbacoa, horno de piedra y bonito jardín consolidado.  Distribución: PLANTA PRINCIPAL: - Hall de entrada. - Despacho con salida al jardín. - Amplio salón con salida al jardín  - Comedor con salida al jardín. - Cocina de gran tamaño, totalmente reformada, con zona de office. - Zona de lavado. - Apartamento de servicio con baño y acceso independiente. - Aseo de invitados. - Armario ropero. PRIMERA PLANTA: - Dormitorio principal en suite de gran tamaño con baño y vestidor. - Dormitorio con baño en suite. - Dos amplias habitaciones dobles de buen tamaño. - Baño completo. - Dormitorio con baño con suite. PLANTA BAJA:  - Salón con billar. - Despensa. - Zona de maquinas. - Trastero. - Bodega. - Garaje con capacidad para tres coches. Puedes ver más inmuebles en nuestra página web. Urbanización de lujo muy consolidada, de acceso cerrado y vigilancia las 24 horas. Pertenece al municipio de Pozuelo de Alarcón y ofrece un maravilloso paisaje donde se encuentra el bosque protegido de Boadilla del Monte.  Conectada por la M-40 y la M-500, tiene transporte público, y un fácil acceso a la zona comercial de Pozuelo. Como rasgo distintivo, todas las viviendas son chalets independientes en muy buenas parcelas de gran privacidad.",True,good,False,3637.0,True,True,False,True,[],False,True,2975000.0,€,,,,chalet,independantHouse,"Montealina, Pozuelo de Alarcón",Casa independiente en calle Transversal 1,Top+,,,Montealina,,True,True
107999491,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/60/75/61/1352741728.webp,PV9078I,49,2250000.0,flat,sale,188.0,4,4,avenida de Luis García Cereceda,Madrid,Pozuelo de Alarcón,Zona Prado de Somosaguas - La Finca,es,40.406757,-3.7982987,False,https://www.idealista.com/inmueble/107999491/,"Exclusivo bajo con jardín de esquina, con piscina privada, en la exclusiva urbanización de La Finca LGC3. La vivienda está orientada al sur por lo que goza de una maravillosa luz. Vistas al recién inaugurado campo de golf de 18 hoyos, cuenta con 339 m² construidos, de los cuales 188 m² son de vivienda, y 137 m² de terraza y piscina privada. Disfruta de un jardín privado de 147 m² con acceso a las zonas comunes, y un agradable porche. En un enclave único, en una de las urbanizaciones más seguras de Europa, con un sistema férreo de seguridad, cerrada y vigilada 24 horas. En magnífica ubicación por su cercanía al centro comercial Grand Café de La Finca, y de colegios internacionales como el Colegio Británico o el Americano. Bien comunicada por transporte público y con fácil acceso con carreteras principales.  Distribución: · Amplio hall de recibo, baño completo y armario gabanero. · Salón comedor. · Cocina oficce con isla central semi-integrada a través de unas puertas correderas con cuarterones diseñada específicamente para esta vivienda. Ambas estancias tienen salida al porche y al jardín. · En la zona de dormitorios encontramos un amplio frente de armarios para ropa blanca y almacenaje. · Dormitorio con baño en suitte. · Dormitorio con baño en suitte. · Dormitorio principal con baño en suitte y vestidor. · Zona de lavado plancha independiente. · Dormitorio de servicio. Dos plazas de garaje y trastero. Puedes ver más inmuebles en nuestra página web. A La Finca se la conoce como la urbanización más segura de toda Europa. Es muy demandada, además, por su privacidad y el cuidado exquisito de sus zonas comunes. Como rasgo de estilo, posee maravillosos lagos y jardines, así como una arquitectura perfectamente estudiada y uniforme, que podemos ver en sus pisos, adosados, pareados y chalets independientes. Situada en el término municipal de Pozuelo de Alarcón, La Finca se halla muy bien comunicada por la M-40 y la carretera de Castilla. Tiene también varias líneas de autobuses, metro ligero y tren de cercanías.  Cuenta con un club deportivo, restaurantes y un centro comercial que cubre todas las necesidades de sus residentes. En sus inmediaciones encontramos algunos de los mejores colegios de Madrid y se halla a tan solo 5 minutos de Pozuelo.",True,good,False,11968.0,True,True,False,True,[],False,True,2250000.0,€,,,,flat,,"La Finca, Pozuelo de Alarcón",Piso en avenida de Luis García Cereceda,Top+,bj,True,La Finca,True,True,True
106653497,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/97/96/45/1289987958.webp,CDC1917,51,1595000.0,chalet,sale,500.0,7,7,calle Volga,Madrid,Ciudalcampo,,es,40.626482,-3.6055694,False,https://www.idealista.com/inmueble/106653497/,"HOUSE AND HOUSE VENDE.- Espectacular vivienda con parcela plana dando al golf, preciosas vistas y muchísima intimidad. La vivienda esta distribuida en dos plantas más buhardilla, en perfecto estado de conservación, construida con muy buenas calidades y una distribución perfecta para una vida en familia. Cuenta con espacios muy amplios y mucha luz. Se distribuye: PLANTA PRINCIPAL: Amplio hall de entrada a doble altura, aseo de visitas, gran salón con diferentes ambientes, chimenea y salida al precioso porche, jardín y piscina, comedor independiente anexo al salón y a su vez comunicado con la amplia cocina con zona de office. Segundo salón o cuarto de estar al cual accedemos desde el hall y a su vez comunicado con el salón. Junto a la cocina tenemos el dormitorio de servicio con su baño en suite y garaje para dos coches. PLANTA PRIMERA: Tenemos cuatro amplios dormitorios y tres baños completos. El dormitorio principal con su baño en suite y zona de vestidor, tiene espectaculares vistas al campo de golf. Otro de los dormitorios también tiene el baño en suite y los otros dos comparten el tercer baño de esta planta. BUHARDILLA: Tenemos un gran espacio diáfano de unos 100m2 con buena altura de techo y un baño completo. ideal como cuarto de juegos, gimnasio, despacho etc.  Precioso jardín totalmente consolidado con piscina. HOUSE AND HOUSE.- EMPRESA ESPECIALIZADA EN LAS URBANIZACIONES DE SANTO DOMINGO, CIUDALCAMPO, FUENTE DEL FRESNO Y VALDEALGUA DESDE HACE MÁS DE 16 AÑOS. La vivienda está ubicada dentro de una urbanización, situada en el kilometro 28 de la N-I, dispone de seguridad privada las 24h del día, como servicios comunes dentro de la urbanización cabe destacar: El club social del RACE, con un campo de golf de 18 hoyos, hípica, piscina, tenis, padel, futbol, gimnasio etc... Además de dos edificios sociales uno de adultos y uno de niños, con zona de ocio, piscina de bolas y unos grandes jardines con columpios y mesas de picnic ideales para celebrar fiestas infantiles. Colegio privado bilingüe SEK, en la urbanización de enfrente (Santo Domingo) hay un colegio público bilingüe con primaria y secundaria y a 5 min por la vía de servicio en dirección Madrid se encuentra también el Trinity College colegio concertado bilingüe. La urbanización tiene una línea de autobús que van a Plaza de Castilla y hacen paradas intermedias en el metro de San Sebastián de los Reyes, junto al Hospital Publico Infanta Sofía. Ciudalcampo dispone además de una línea de minibuses internos que recorren toda la urbanización. A 10 min, encontramos el Hospital público de la Seguridad Social Infanta Sofía, construido recientemente y con todas las especialidades.",True,good,False,3190.0,True,True,False,True,[],False,True,1595000.0,€,,,,chalet,independantHouse,Ciudalcampo,Casa independiente en calle Volga,Top+,,,,,True,True
