propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,floor,exterior,neighborhood,hasLift,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice
108625769,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c5/7f/1b/1367678126.webp,V7178I,42,2400000.0,chalet,sale,500.0,7,6,calle del Camino Nuevo,Madrid,La Moraleja,El Soto de la Moraleja,es,40.5217721,-3.6382305,False,https://www.idealista.com/inmueble/108625769/,"Venta. Adosado. El Soto. Promora ofrece este exclusivo chalet adosado, ubicado en una de las mejores urbanizaciones de El Soto de la Moraleja. Localizada en una urbanización cerrada con excelentes zonas comunes, la vivienda cuenta con piscina, pista de pádel y áreas infantiles, proporcionando un entorno seguro y cómodo para familias. Su ubicación es inmejorable, con acceso a los principales colegios de la zona, transporte público y zonas comerciales. Seis dormitorios mas zona para el servicio. Orientación sur. La vivienda cuenta con una excelente distribución y espacios amplios, destaca por su gran luminosidad y su potencial para ser reformada y adaptada a las necesidades de su nuevo propietario. Tiene una superficie aproximada de 470m2, la vivienda se distribuye en varios niveles: planta principal: hall de entrada, aseo de visitas, cocina independiente y gran salón comedor con chimenea y acceso a un porche y jardín privado de aproximadamente de 130m² aproximados, con salida directa a las zonas comunes.  En la primera planta encontramos cuatro dormitorios, tres baños, incluyendo una suite principal con vestidor. La planta superior, la buhardilla ofrece dos dormitorios adicionales y un baño. El sótano tiene garaje con acceso directo a la vivienda, dormitorio con baño para el servicio, cuarto de calderas, despensa, cuarto de juegos y lavandería. Además, la vivienda dispone de aire acondicionado por splits y calefacción de gasoil. Es una oportunidad perfecta para quienes buscan un hogar en un entorno privilegiado, con la posibilidad de reformar y personalizar cada espacio. Colindante con la zona noroeste de La Moraleja, El Soto está compuesto por urbanizaciones de pisos, áticos, pisos bajos con jardín, adosados y pareados de muy diferentes tipologías; todas con zonas comunes ajardinadas que incluyen, en la mayoría de los casos, seguridad activa, piscinas y áreas deportivas.  Tanto El Soto,El Encinar y La Moraleja, suponen un entorno ideal para aquellas familias que quieren todo tipo de comodidades en un ambiente más “campestre”y sosegado que el centro de la ciudad pero a un paso de esta (12 km). A efectos urbanísticos se podría decir que La Moraleja y El Soto tienen la misma edad, ambos empezaron a desarrollarse en la segunda mitad de los años 60 y ambos consiguieron su auge a mediados de los 80, cuando se consolidan como excelentes espacios residenciales. Su código postal es el 28109. Desde El Soto se accede con mucha comodidad a los principales viales de nuestra ciudad como la A-1 (Madrid-Burgos), M-40 etc… Puedes ver más inmuebles en nuestra página web.",True,renew,False,4800.0,True,True,False,False,[],False,True,2400000.0,€,2550000.0,150000.0,6.0,chalet,terracedHouse,"El Soto de la Moraleja, La Moraleja",Chalet adosado en calle del Camino Nuevo,Top+,,,,,,
108361180,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e3/4a/fa/1345338293.webp,W-02XK3O,48,745000.0,flat,sale,140.0,5,1,calle de Esparteros,Madrid,Madrid,Centro,es,40.4144226,-3.7064063,False,https://www.idealista.com/inmueble/108361180/,"Amplio piso en el centro de Madrid Engel&Völkers presenta esta vivienda interior, ubicada en pleno corazón del centro de Madrid, a pocos metros de la Plaza Mayor, del mercado de San Miguel y de la Puerta del Sol. El inmueble tiene 140 m2 construidos, está en una tercera planta de una finca típica de la zona, con un amplio portal y unas escaleras comunes de carpintería de madera, dispone de ascensor y de conserje. La vivienda dispone de un hall distribuidor, un salón comedor y cocina. La zona íntima está compuesta de 5 dormitorios y un baño completo. La calefacción y aire acondicionado es por Split frío y calor. Este piso al ser interior goza de una agradable tranquilidad, la mayoría de los muros son tabiques lo que da la posibilidad de adaptarlo a tus requerimientos de distribución y espacio. Una excelente ocasión de compra para aquellos que desean vivir en el pleno Centro de Madrid o para personas que desean invertir en un inmueble con alta rentabilidad con alquiler a corta y larga estancia. La propiedad se encuentra en el barrio de Sol, situada en el centro neurálgico del centro histórico de Madrid, junto a la Plaza Mayor y Puerta de Sol. Cuenta con una ubicación inmejorable, donde se puede disfrutar de todo tipo de oferta de ocio como teatros, bares, restaurantes, oferta comercial y tiendas. A escasos minutos se encuentra el mercado de San Miguel con su amplia oferta gastronómica, el Teatro Real, el majestuoso Palacio Real y la Galería Canalejas con el Hotel Four Seasons. Muy cercana a la vivienda se encuentra la estación de metro de Sol, Tirso de Molina y Ópera, donde se encuentran varias líneas de metro así como el tren de Cercanías. También numerosas líneas de autobuses tienen parada en los alrededores de la vivienda.",True,good,False,5321.0,True,True,False,True,[],False,True,745000.0,€,760000.0,15000.0,2.0,flat,,"Sol, Madrid",Piso en calle de Esparteros,Top+,3,False,Sol,True,,
108635798,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fc/71/a1/1351485287.webp,JDJ211717,29,1165000.0,flat,sale,108.0,2,3,calle de Santa Engracia,Madrid,Madrid,Chamberí,es,40.4342594,-3.6972546,False,https://www.idealista.com/inmueble/108635798/,"En el corazón del prestigioso barrio de Trafalgar, dentro del emblemático distrito de Chamberí, se encuentra esta joya inmobiliaria: un piso exclusivo de 108 m² que combina elegancia, diseño y una ubicación privilegiada. Este inmueble, ubicado en un edificio clásico, destaca por su luminosidad, gracias a su orientación este y a sus tres balcones que ofrecen vistas directas a la calle. Es el lugar perfecto para quienes buscan disfrutar de la vida urbana con estilo y comodidad. La vivienda dispone de un diseño impecable que incluye dos amplios dormitorios, ambos con baño en suite, además de un aseo de cortesía, ideal para visitas. La zona social es simplemente espectacular, con un salón independiente que se presenta como el espacio perfecto para reuniones o momentos de relajación. La cocina, totalmente equipada, está pensada para satisfacer las necesidades de los más exigentes, combinando funcionalidad y estética. Entre sus características adicionales destacan el aire acondicionado frío-calor, calefacción individual para un confort óptimo durante todo el año, armarios empotrados que maximizan el espacio de almacenamiento y un ascensor que facilita el acceso. El estado de conservación es excelente, lo que permite entrar a vivir sin necesidad de realizar reformas.  Trafalgar: Un barrio con carácter y encanto Trafalgar es uno de los barrios más codiciados de Madrid, conocido por su vibrante vida cultural, gastronómica y comercial. Su localización estratégica lo convierte en un lugar ideal para quienes buscan una calidad de vida excepcional. A pocos pasos del inmueble se encuentra el Mercado de Chamberí, un lugar emblemático para los amantes de la gastronomía. Además, la zona cuenta con una amplia oferta de cafeterías, restaurantes y boutiques exclusivas. En cuanto a la comunicación, el barrio está excelentemente conectado. Las estaciones de metro más cercanas son Bilbao (líneas 1 y 4) y Quevedo (línea 2), mientras que las líneas de autobús 3, 37 y 149 aseguran una conexión rápida con el resto de la ciudad. Si prefieres viajar en tren, la estación de cercanías Nuevos Ministerios está a pocos minutos en transporte público. Para las familias, el prestigioso Colegio Nuestra Señora del Pilar se encuentra a menos de 10 kilómetros, ofreciendo una educación de alta calidad. El ocio y las compras también tienen su espacio en esta ubicación privilegiada. El centro comercial ABC Serrano, con su amplia gama de tiendas y restaurantes, está a un corto trayecto. Y si buscas un lugar para desconectar, el Parque de Santander y las instalaciones deportivas del Canal de Isabel II están a pocos minutos, ideales para actividades al aire libre.  Sobre GILMAR Desde 1983, GILMAR ha sido un referente en el sector inmobiliario, ayudando a miles de clientes a encontrar la casa de sus sueños. Con un equipo experto y un servicio personalizado, ofrecemos soluciones a medida para la compra, venta o alquiler de inmuebles. Nuestro compromiso es tu satisfacción, y trabajamos cada día para superar tus expectativas. Si deseas más información sobre este exclusivo inmueble, contacta con nuestro equipo en la oficina de Chamberí-Argüelles, ubicada en C/ Carranza, 20. Llámanos al o escríbenos a, indicando la referencia 211717. ¡Estaremos encantados de atenderte!",True,good,False,10787.0,True,True,False,False,[],False,True,1165000.0,€,1230000.0,65000.0,5.0,flat,,"Trafalgar, Madrid",Piso en calle de Santa Engracia,Top+,2,True,Trafalgar,True,,
108590494,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/80/90/04/1349338627.webp,MOV03491,52,1442000.0,penthouse,sale,237.0,4,4,"camino de los Jardines, 7",Madrid,La Moraleja,La Moraleja urbanización,es,40.5072605,-3.6088823,True,https://www.idealista.com/inmueble/108590494/,"Ático de lujo con 2 terrazas en La Moraleja a estrenar. Les presentamos este luminoso piso ideal para entrar a vivir y disfrutar, situado en una tercera planta y dentro de una fantástica urbanización privada que pone a disposición de sus residentes unas excelentes instalaciones. Todo de obra nueva. Este moderno piso ofrece la combinación perfecta de confort y estilo, con todos los detalles cuidadosamente diseñados. Se trata de un elegante piso con orientación suroeste y vistas sobre las zonas verdes y piscina. Con una confortable distribución, destacamos su luminoso salón comedor, con salida a una de las 2 terrazas. Sus cuatro amplios dormitorios tienen acceso directo a las terrazas. El dormitorio principal es en suite con su baño y un cómodo vestidor, un segundo dormitorio también en suite con su propio baño y los otros dos dormitorios comparten el tercer baño. Además la vivienda dispone de un aseo de cortesía. El diseño de la cocina, luminosa y bien equipada con electrodomésticos de alta gama, es un punto focal y un plus que hace al confort y practicidad con una estupenda zona de office, con lavadero independiente y acceso a otra terraza.  En el se han incorporado avances tecnológicos en busca de la mejor sostenibilidad y eficiencia energética como su suelo radiante-refrescante mediante aerotermia que es una tecnología que utiliza principalmente la energía del aire para climatizar los espacios, en general, está considerada como una fuente de energía limpia y altamente eficiente, la misma se programa con un termostato independiente por estancias y conectado al sistema de domótica de la vivienda que se suma a los cerramientos exteriores que tienen vidrios bajo emisivos.  Este piso se ubica en una moderna urbanización rodeada de exuberantes jardines y naturaleza. Además de varias piscinas exteriores y una interior ofrece un abanico de servicios como sala de lectura, coworking, spa climatizado, sauna, gimnasio con sala de boxeo, sala de baile, espacio gastronómico de 115 m2, kids club, toboganes y tirolinas.  Se trata de un lugar perfecto para disfrutar en familia con amplios espacios y comodidad de primera calidad. ¿Necesitas más detalles o información específica de esta propiedad?  DE SALAS. Ref. MOV03491 DISTRIBUCIÓN - Salón comedor  - Aseo de invitados  - Cocina con office y tendedero. - 4 Dormitorios (1 dormitorio principal de 23,5 m2 con baño en suite 5,5 m2), (1 Dormitorio de 15 m2 con baño en suite de 4 m2), (2 Dormitorios de 11 m2 cada uno) que comparten un baño de 4 m2 - 2 Terrazas (17 m2) y 12 m2) - Calefacción por aerotermia, gas natural y aire acondicionado por conductos - Domótica - Garaje (2 plazas) y trastero URBANIZACIÓN - Varias Piscinas exteriores y 1 piscina interior, 39.000 m2 de zonas comunes, sala de lectura y coworking, spa climatizado con sauna, gimnasio, sala de boxeo y zona de baile, Kids club de 115 m2, espacio gastronómico de 115 m2, zona de juegos (tirolina 30 metros de longitud, 3 toboganes, parque infantil) y seguridad las 24 horas.",True,good,False,6084.0,True,True,False,True,[],False,True,1442000.0,€,,,,flat,penthouse,"La Moraleja urbanización, La Moraleja","Ático en camino de los Jardines, 7",Top+,3,True,,True,True,True
109092892,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/68/b8/3a/1364767486.webp,GH213056,53,1700000.0,flat,sale,190.0,4,2,plaza del Conde de Barajas,Madrid,Madrid,Centro,es,40.4132382,-3.7088277,False,https://www.idealista.com/inmueble/109092892/,"GILMAR Consulting Inmobiliario pone a su disposición exclusiva vivienda en la emblemática Plaza del Conde de Barajas, en el barrio de Palacio. En el distrito Centro de Madrid se encuentra situada este majestuoso piso de 190 m², una joya arquitectónica que combina la elegancia de principios del siglo XX con las comodidades modernas. Construido en 1910, este inmueble destaca por su luminosidad, sus amplios espacios y su imponente mirador clásico metálico con estructuras acristaladas, que ofrece unas vistas espectaculares de toda la plaza. Desde aquí, podrás disfrutar de una panorámica única de algunos de los rincones más icónicos de Madrid, como el Palacio Real, la Plaza de Ópera y la Plaza Mayor, que se encuentran a tan solo unos pasos.  El piso cuenta con 4 dormitorios, 2 baños completos y es completamente exterior, lo que garantiza una luz natural excepcional durante todo el día. Entre sus características destacan la calefacción individual de gas natural, aire acondicionado, suelos de parquet, un portal señorial y un ascensor que añade un toque de comodidad y exclusividad. Además, dispone de tres balcones que, junto al mirador, convierten esta vivienda en un lugar único para disfrutar del ambiente madrileño desde la tranquilidad de tu hogar. El barrio de Palacio es sinónimo de historia, cultura y sofisticación. Pasear por sus calles es recorrer siglos de historia, con monumentos como el Palacio Real, la Catedral de la Almudena o los jardines de Sabatini a un paso de tu hogar. Además, la zona ofrece una amplia oferta cultural, gastronómica y comercial, con restaurantes de renombre, teatros y pequeñas boutiques que completan la experiencia de vivir en el corazón de Madrid. En cuanto a transporte, la ubicación es inmejorable. La estación de metro más cercana es Ópera (líneas 2, 5 y Ramal), a tan solo unos minutos caminando. Además, la estación de cercanías de Príncipe Pío (C1, C7 y C10) se encuentra a menos de 10 minutos en coche, y múltiples líneas de autobuses como la 25, 39 y 75 tienen paradas cercanas. Para las familias, el colegio San Ildefonso, con una sólida reputación educativa, está a menos de 2 kilómetros, y el centro comercial Príncipe Pío ofrece una amplia variedad de tiendas y servicios a menos de 10 minutos. En GILMAR llevamos desde 1983 ayudando a nuestros clientes a encontrar la casa de sus sueños. Nuestro equipo de expertos inmobiliarios trabaja con dedicación y profesionalidad para garantizar que cada operación sea un éxito, ofreciendo un servicio personalizado y de calidad.  Si deseas más información sobre esta exclusiva propiedad, no dudes en ponerte en contacto con nuestro equipo de la oficina de Centro. Llámanos al o escríbenos a indicando la referencia 213056. ¡Estamos aquí para ayudarte a encontrar tu próximo hogar!",True,good,False,8947.0,True,True,False,True,[],False,True,1700000.0,€,,,,flat,,"Palacio, Madrid",Piso en plaza del Conde de Barajas,Top+,2,True,Palacio,True,,
109130567,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d0/2a/cb/1366587935.webp,AR207741 ,37,1400000.0,flat,sale,202.0,4,3,calle de Embajadores,Madrid,Madrid,Arganzuela,es,40.3886819,-3.691395,False,https://www.idealista.com/inmueble/109130567/,"En el corazón del prestigioso barrio de Metales, dentro del distrito de Arganzuela en Madrid, se encuentra esta espectacular vivienda de lujo construida en 2006 por la reconocida promotora BALUARTE. Con una superficie de 202 m², esta propiedad destaca por sus acabados de alta calidad y un diseño pensado para satisfacer las necesidades más exigentes. Con orientación oeste, este piso ofrece una luminosidad excepcional y vistas privilegiadas que convierten cada rincón en un espacio acogedor y sofisticado. La vivienda cuenta con un salón comedor independiente, una cocina espaciosa, cuatro dormitorios y tres baños completos. El dormitorio principal dispone de un elegante vestidor, mientras que las demás habitaciones cuentan con armarios empotrados perfectamente acabados. Los suelos de mármol y la calefacción por hilo radiante proporcionan un confort inigualable, complementado con aire acondicionado por conducto con bomba de calor. Las puertas lacadas y los acabados de lujo en cada detalle reflejan una atención meticulosa al diseño. Además, incluye dos plazas de garaje y un trastero, todo ello dentro del precio. La urbanización donde se encuentra esta vivienda es sinónimo de exclusividad. Ofrece servicios como piscina climatizada, piscina de verano, gimnasio y vigilancia 24 horas, asegurando comodidad y seguridad para sus residentes. Su ubicación es inmejorable, a escasos metros de la estación de metro Legazpi (líneas 3 y 6), y con fácil acceso a las estaciones de cercanías Puerta de Atocha y Delicias. La zona también cuenta con varias líneas de autobuses como la 6, 78, 148 y 156, además de una excelente conexión con la M-30. El barrio de Metales destaca por su ambiente residencial tranquilo, combinado con una oferta cultural, gastronómica y comercial excepcional. A pocos minutos de la vivienda se encuentran los prestigiosos Colegios Tirso de Molina y Placido Domingo, reconocidos por su calidad educativa. Para quienes disfrutan del ocio y las compras, el centro comercial Plaza Río 2 está a pocos minutos, ofreciendo una amplia variedad de tiendas y restaurantes. Además, la proximidad a Madrid Río y al Parque del Retiro asegura espacios verdes para actividades al aire libre, mientras que lugares emblemáticos como el Museo Reina Sofía y el Museo del Prado enriquecen la oferta cultural de la zona. Desde 1983, GILMAR Consulting Inmobiliario ha sido sinónimo de excelencia en el sector inmobiliario. Con más de 38 años de experiencia, nuestra compañía ha ayudado a miles de clientes a encontrar la casa de sus sueños, ofreciendo un servicio profesional y personalizado. Con más de 30 oficinas distribuidas en Madrid, Marbella, Estepona, Puerto Banús, Sevilla, Cádiz, Jerez y las Islas Canarias, y un catálogo de más de 4.000 propiedades, GILMAR es líder en el mercado de alto standing. Nos especializamos en compraventa, alquiler y cualquier tipo de operación inmobiliaria, siempre con el compromiso de satisfacer las necesidades de nuestros clientes. Para más información sobre esta propiedad, no dudes en contactar con nuestro equipo de la oficina de Embajadores. Estamos ubicados en C/ Embajadores, 80 y puedes llamarnos al o enviarnos un correo a. Recuerda facilitarnos la referencia 207741 para atenderte de manera más eficiente. ¡Estamos aquí para ayudarte a encontrar tu hogar perfecto!",True,good,False,6931.0,True,True,False,False,[],False,True,1400000.0,€,,,,flat,,"Legazpi, Madrid",Piso en calle de Embajadores,Top+,4,True,Legazpi,True,True,True
108467062,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9e/63/12/1346872144.webp,LO-210345,33,2390000.0,chalet,sale,328.0,5,4,CL SAN ENRIQUE DE OSSO,Madrid,La Moraleja,Encinar de los Reyes,es,40.5044529,-3.6377175,False,https://www.idealista.com/inmueble/108467062/,"Gilmar Moraleja Consulting te invita a descubrir este espectacular chalet pareado se encuentra en una de las urbanizaciones más exclusivas de la zona, ofreciendo la combinación perfecta de lujo, comodidad y seguridad. Con 328 m² construidos, esta propiedad cuenta con cuatro plantas que se distribuyen de manera funcional y elegante.  Al entrar, te recibe un amplio hall que da paso a un gran salón con diferentes ambientes, ideal para disfrutar con familia y amigos. La cocina, equipada con zona de office, es perfecta para los amantes de la gastronomía. Desde el salón, accedes directamente a un impresionante jardín privado con piscina, donde podrás relajarte y disfrutar del buen tiempo.  En la primera planta, la zona de descanso incluye dos dormitorios secundarios que comparten un baño, además de una habitación principal con baño en suite y acceso a una terraza privada. La buhardilla ofrece un espacio adicional con habitación y baño, perfecto para visitas o como oficina.  El sótano incluye una habitación de servicio, un patio inglés, una zona de lavandería y un garaje para dos vehículos. La casa está equipada con aire acondicionado y calefacción por suelo radiante, garantizando confort en todas las estaciones del año. La urbanización cuenta con amplias áreas verdes, piscina comunitaria y vigilancia 24 horas, brindando un entorno seguro y tranquilo. Ubicada a solo 10 minutos del centro de Madrid y a 5 minutos del Aeropuerto Adolfo Suárez Barajas, esta propiedad ofrece una calidad de vida inigualable. Además, vivir en La Moraleja significa tener acceso a los mejores colegios privados, centros comerciales y opciones gastronómicas de la zona. No pierdas la oportunidad de vivir en este exclusivo chalet que combina calidad, confort y un entorno privilegiado. ¡Contáctanos para más información y ven a descubrir tu nuevo hogar!",True,good,False,7287.0,True,True,False,True,[],False,True,2390000.0,€,,,,chalet,semidetachedHouse,"Encinar de los Reyes, La Moraleja",Chalet pareado en CL San Enrique De Osso,Top+,,,,,True,True
104306965,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/aa/c2/63/1217034679.webp,JM195047 ,53,15000000.0,chalet,sale,1700.0,8,11,paseo de la Marquesa Viuda de Aldama,Madrid,La Moraleja,La Moraleja urbanización,es,40.5144704,-3.634451,False,https://www.idealista.com/inmueble/104306965/,"GILMAR MORALEJA tiene el honor de presentar esta maravillosa villa provenzal en La Moraleja. Trasladarse a la Provenza francesa sin salir de Madrid es posible, gracias a esta espectacular propiedad de 10.000 m2 situada en La Moraleja.    Este chalet independiente de estilo provenzal es un verdadero paraíso de lujo y elegancia, con una superficie construida de 1.700 m2 distribuidos en dos plantas y un sótano. Al adentrarse en esta impresionante vivienda, se puede apreciar la calidad y la atención al detalle en cada rincón. Los materiales utilizados, como la piedra, la madera y el metal, crean una atmósfera lujosa y sofisticada.  El magnífico hall de entrada de 62 m2 da la bienvenida a los visitantes, mientras que el espacioso salón de 70 m2, con grandes ventanales y una imponente chimenea, se convierte en el corazón de la casa.  El comedor de 40 m2, conectado directamente con el salón, es perfecto para celebrar grandes banquetes.  Además, la propiedad cuenta con un fabuloso salón biblioteca, con majestuosas columnas de piedra, chimenea y vigas de madera vista, que lo convierten en uno de los espacios más especiales de la casa. En la planta principal también se encuentra la cocina, de estilo provenzal y completamente equipada, con despensa y zona de lavandería.  El dormitorio principal, con 21 m2, cuenta con vestidor, baño en suite y unas vistas impresionantes al jardín. En la primera planta se encuentran cinco amplias habitaciones, todas ellas con baño en suite y algunas con acceso a una terraza.  Además, hay un cuarto de estar que ofrece un espacio adicional para relajarse y disfrutar de momentos de tranquilidad. El exterior de la vivienda cuenta con un bonito porche y un jardín de una hectárea, cuidado con esmero y en perfecta armonía con la fachada de la casa. El jardín cuenta con un magnífico arbolado y una vegetación exuberante, así como una preciosa fuente. Los residentes podrán disfrutar del aire libre y de momentos de relax en este entorno idílico.   La propiedad cuenta con una piscina cubierta climatizada, perfecta para disfrutar durante todo el año en edificación individual dentro de la parcela de 10.000 m2. La Moraleja es una de las zonas más exclusivas de Madrid, conocida por sus amplias y lujosas propiedades. Este barrio residencial ofrece una gran calidad de vida, con amplias zonas verdes, seguridad privada y una gran oferta de servicios y actividades.  Además, cuenta con excelentes conexiones de transporte, con varias líneas de autobús cercanas y la estación de metro más cercana a menos de 10 kilómetros. En cuanto a la oferta educativa, La Moraleja cuenta con varios colegios de prestigio a menos de 10 kilómetros, como el International College of Spain (ICS), Colegio San Patricio, King´s College, el Liceo Europeo de Madrid y otros 10 colegios mas de altísimo prestigio.  Para ir de compras, los residentes encontrarán el Corte Inglés y el Centro Comercial Moraleja Green a pocos minutos en coche. Gilmar es una reconocida compañía inmobiliaria con más de 35 años de experiencia en el sector.  Desde 1983, Gilmar ha ayudado a sus clientes a encontrar la casa de sus sueños, ofreciendo un servicio personalizado y profesional. Si desea más información sobre esta propiedad, no dude en ponerse en contacto con nuestro equipo en la oficina de La Moraleja, ubicada en Plaza de la Moraleja, s/n. Puede llamar al o enviar un correo electrónico.  Recuerde facilitarnos la referencia MOV02961 para obtener más detalles sobre este increíble chalet en La Moraleja.",True,good,False,8824.0,True,True,False,True,[],False,True,15000000.0,€,,,,chalet,independantHouse,"La Moraleja urbanización, La Moraleja",Casa independiente en paseo de la Marquesa Viuda de Aldama,Top+,,,,,True,True
106006394,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/37/68/65/1272948906.webp,VG-198000,62,1850000.0,flat,sale,312.0,4,6,calle de Luis Martinez Feduchi,Madrid,La Moraleja,Encinar de los Reyes,es,40.5001316,-3.638256,False,https://www.idealista.com/inmueble/106006394/,"Gilmar Consulting Inmobiliario ofrece, espectacular piso totalmente actualizado de 312 metros, en una de las mejores urbanizaciones de El Encinar de los Reyes. Al acceder a esta exclusiva vivienda, destaca la majestuosidad de su salón- comedor, con acceso a una maravillosa terraza con vistas despejadas. Cuenta con cocina independiente, con mobiliario y electrodomésticos de primera calidad, moderna y actual; amplio office con vistas; así como tendedero techado con área de lavandería. Un aseo de cortesía completa esta estancia; así como múltiples armarios en los halls.  En el área de descanso, se distribuyen tres (en origen cuatro) fantásticos dormitorios en suite; el principal con dos baños (para él y ella), así como una preciosa terraza con vistas. Adicionalmente hay una habitación que puede funcionar de servicio o como despacho. Esta espléndida y única propiedad dispone de tres plazas de garaje, un trastero, gimnasio y una preciosa piscina. La Moraleja, compuesta por La Moraleja, El Soto y El Encinar de los Reyes, es el área residencial de lujo por excelencia de Madrid y la más conocida de España, situada en la zona Norte de Madrid. Según algunas publicaciones de prestigio mundial, es la mejor urbanización del mundo, teniendo en cuenta sus cualidades. Está situada a 15 minutos del centro y a 5 minutos de la terminal Internacional 4 del Aeropuerto Adolfo Suárez. en el término municipal de Alcobendas. La Moraleja cuenta con el mayor número de colegios privados nacionales e internacionales de toda España (entre otros el International College Spain, King’s College, San Patricio, Runnymede, Los Sauces, Brains, Santa Helena, Saint George, Highlands, Aldovea, Liceo Europeo, etc…). Acoge además uno de los dos campus que la Universidad Europea de Madrid tiene en la Comunidad de Madrid. Cuenta asimismo con varios centros comerciales y médicos, dos campos de golf de 18 hoyos, club de tenis, club de pádel, y una de las ofertas gastronómicas más atractivas de Madrid. Hay que destacar La Plaza de la Moraleja, donde se encuentran los principales y más prestigiosos restaurantes de Madrid (A’Kangas, La Máquina, Áurea, La Penela, Mati´s Bar, Sushi 99) Cafeterías (Pino), Embassy, farmacia, bancos etc… Es un área que goza de gran seguridad gracias al sistema de alarmas que está conectado con la Entidad de Conservación de La Moraleja y las garitas de seguridad ubicadas en las diferentes entradas de acceso a la zona. Vivir en la Moraleja significa calidad, exclusividad y comodidad en un entorno inigualable y con los mejores servicios.",True,good,False,5929.0,True,True,False,True,[],False,True,1850000.0,€,,,,flat,,"Encinar de los Reyes, La Moraleja",Piso en calle de Luis Martinez Feduchi,Top+,3,True,,True,True,True
108911794,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/98/40/a2/1358728110.webp,MAV02855,47,1830000.0,penthouse,sale,189.0,2,2,Barrio Ciudad Jardín,Madrid,Madrid,Chamartín,es,40.4491054,-3.6735177,False,https://www.idealista.com/inmueble/108911794/,"DE SALAS LUXURY HOMES Ref. MAV02855, presenta exclusivo ático de lujo con piscina privada en Ciudad Jardín. MUCHAS DE NUESTRAS PROPIEDADES NO APARECEN EN IDEALISTA. CONSULTE EN NUESTRA PÁGINA WEB DE “De Salas”, PARA VER MÁS VIVIENDAS EN EXCLUSIVA. Cuenta con un diseño único y funcional, disfrutando de una terraza perimetral con piscina privada e impresionantes vistas panorámicas. Goza de una gran privacidad, siendo la luz su principal protagonista, gracias a su diseño de concepto abierto al exterior. En planta principal se encuentra un espectacular salón con techos a doble altura y con acceso a la terraza perimetral, con zona de barbacoa, comedor y área de descanso estilo chill out. La cocina de diseño moderno, está completamente equipada con electrodomésticos de alta gama y tiene salida a un práctico tendedero. Un amplio dormitorio, con baño completo en suite, completan la distribución en planta. En planta superior se encuentra el dormitorio principal, un espacio privado con baño completo en suite y un coqueto vestidor. Con salida directa a una terraza solarium, disfruta de piscina privada estilo Munich e impresionantes vistas panorámicas. Las calidades de esta propiedad son excepcionales, con sistema de calefacción y aire acondicionado por suelo radiante con control individual y aerotermia, carpintería de ultima generación, en búsqueda del máximo confort, combinado con la máxima eficiencia energética. Disfruta de una plaza de garaje de grandes dimensiones, una plaza para motos adicional y de un trastero, que aporta el espacio extra y necesario para guardar enseres de temporada. Ubicada en una de las urbanizaciones más vanguardistas de Ciudad Jardín, diseñada por el prestigioso estudio de arquitectura Bueso-Inchausti & Rein, y premiada como mejor actuación inmobiliaria en vivienda de nueva construcción (ASPRIMA-SIMA 2016), dispone de exclusivos servicios de lujo, como piscina climatizada, sauna, gimnasio abierto al exterior con maquinaría propia de un club privado, zona ajardinada y servicio de conserjería y vigilancia.",True,good,False,9683.0,True,True,False,True,[],False,True,1830000.0,€,1950000.0,120000.0,6.0,flat,penthouse,"Ciudad Jardín, Madrid",Ático,Top+,7,True,Ciudad Jardín,True,True,True
