propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,newDevelopmentFinished,parkingSpace.parkingSpacePrice
109218950,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a6/fc/19/1367805394.webp,BFU-V1949,22,2,220000.0,flat,sale,65.0,True,3,1,calle Ezcaray,Madrid,Madrid,Vicálvaro,es,Ambroz,40.4104849,-3.6123716,False,https://www.idealista.com/inmueble/109218950/,"CONTACTAR CON EXTENSIÓN Nº1 Fantástico piso de 65 m2 en el Casco Histórico de Vicálvaro, Este piso cuenta con una fantástica distribución: Hall de entrada, cocina independiente con acceso a una terraza amplia ( actualmnete acristalada), salón, tres dormitorios amplios, uno de ellos doble con armario empotrado y un cuarto de baño completo con bañera. Todo el piso es exterior, orientaciones Sur y Este, y agradables vistas a zonas verdes, lo que le brinda una magnífica iluminación, la electricidad está al día, ventanas climalit y un precioso parquet, además, la caldera es nueva. La cocina queda amueblada y equipada, electrodomésticos en buen estado y frigorífico a estrenar. Tiene unas magníficas posibilidades de reforma ya que no dispone de muros de carga, y la terraza se puede meter para ampliar la vivienda. No obstante, con una actualización de cocina, arreglo de pintura y acuchillado de parquet se quedaría en perfecto estado. Cuenta con calefacción individual por gas natural y aire acondicionado en salón y dormitorio principal ASCENSOR EN PROYECTO, DERRAMA PAGADA. Comunidad con ITE FAVORABLE en 2022.  A tan solo 10 minutos del Metro, excelente comunicación con M40.  (Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual. ) > Oferta sujeta a condiciones de compra. Consulte los términos y condiciones aplicables.",False,good,False,False,3385.0,True,True,False,False,[],False,False,220000.0,€,flat,"Ambroz, Madrid",Piso en calle Ezcaray,,,,,,,,
108143464,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fd/1c/ba/1337972051.webp,DUP0003,39,bj,609000.0,duplex,sale,140.0,True,3,2,calle de Méndez Álvaro,Madrid,Madrid,Arganzuela,es,Palos de la Frontera,40.3997846,-3.6875656,False,https://www.idealista.com/inmueble/108143464/,"DB SERVICIOS INMOBILIARIOS VENDE EN EXCLUSIVA estupendo dúplex completamente exterior de 140m² luminoso y sin ruidos, ubicado en la planta baja, en una de las mejores zonas de Madrid. Consta de un amplio salón con ventanas hacia el exterior, tres dormitorios todos con armarios empotrados, dos baños completos, cocina independiente, trastero y plaza de garaje. Todas las estancias son amplias. Calidades, las ventanas son de climalit con doble acristalamiento, paredes de gotelé, los suelos del piso son de parqué, y gres en los baños y cocina. Calefacción individual eléctrica. Cocina luminosa alicatada con azulejos de color blanco, suelo de cerámica y muebles de madera con gran espacio de almacenaje. Equipada con electrodomésticos (horno, vitrocerámica, campana extractora, lavavajillas, microondas y nevera). Consta de tres dormitorios, todos con ventanas hacia el exterior y armarios empotrados con gran capacidad de almacenaje y con espacio suficiente. Dos baños completos, con paredes y suelos de gres, bidet, WC y lavabo, uno de ellos con bañera ubicado en la planta alta y otro con plato de ducha ubicado en la planta baja. Amplio trastero y plaza de garaje. Estancias auxiliares como el cuarto de lavandería y un gran armario debajo del hueco de la escalera, otorgando a esta vivienda un grado de confort premium. Se encuentra ubicada en el distrito de Arganzuela, con gran vida comercial y social. En las proximidades contamos con todo tipo de servicios; comercios, colegios, restaurantes, polideportivo, zonas verdes, centro de salud y supermercados a escasos metros de la vivienda. Su proximidad al centro y a zonas culturales como El Museo Reina Sofía, Museo del Prado y Centro Cultural Matadero hacen de su ubicación un lugar perfecto para disfrutar de actividades culturales y de ocio sin prescindir de zonas recreo y de esparcimiento como Parque del Retiro y Madrid Rio. Ubicación inmejorable. Su comunicación con transporte público es muy buena teniendo a menos de 5 minutos el metro de Palos de la Frontera (L3) y a seis minutos andando del metro y Renfe de Atocha, líneas de los autobuses (8, 102, N11, N13, 152) y líneas interurbanas. Si el desplazamiento es en coche, tenemos acceso rápido a Autopista de Circunvalación M-30 y A42. Sin duda, es una oportunidad para vivir y disfrutar en un barrio residencial, familiar y muy tranquilo cerca del centro de Madrid. Llámanos para concertar una visita, te ayudaremos a encontrar la casa de tus sueños. Las mejores opciones de inversión para rentabilizar tu dinero. [IW].",False,good,False,True,4350.0,True,False,True,True,[],False,False,609000.0,€,flat,"Palos de la Frontera, Madrid",Dúplex en calle de Méndez Álvaro,620000.0,11000.0,2.0,True,True,duplex,,
109216790,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/16/40/03/1367733179.webp,ÁTICO DÚPLEX - LYRA I,14,6,639900.0,duplex,sale,216.0,True,3,2,"avenida Mayorazgo, 34",Madrid,Madrid,Villa de Vallecas,es,Valdecarros,40.3607392,-3.6167446,True,https://www.idealista.com/obra-nueva/109216790/,"¡Empieza la venta de Residencial Lyra en Valdecarros!  Descubre Residencial Lyra, la primera promoción de renta libre en Valdecarros, el nuevo eje de crecimiento del sureste de Madrid. Ubicada en la Etapa 1 y próximo al Metro La Gavia (L1) en el Ensanche de Vallecas, Centro Comercial La Gavia y las principales vías M-45/M-50. Viviendas de renta libre sin requisitos ni cupos  Residencial Lyra en Valdecarros es una promoción 100% libre, convirtiéndose en una alternativa libre frente a las cooperativas, pensada para quienes buscan calidad, diseño y libertad de elección. Elige tu nuevo hogar en una de las nuevas zonas con más alta demanda de Madrid. 2 edificios diseñados para cada etapa de tu vida  Residencial Lyra está compuesto por dos edificios modernos: Lyra I y Lyra II con viviendas de 2 a 4 dormitorios, todas con plaza de garaje y trastero incluido. ¿Ático, bajo, piso o ático dúplex?  Sé uno de los primeros en elegir la vivienda que más se adapta a tu estilo de vida. Elige entre un bajo con jardín, un amplio ático o ático dúplex con amplias terrazas.  ¡Tu hogar va más allá de tu vivienda!  Disfruta de zonas comunes diseñadas para adaptarse a tu estilo de vida: piscina con depuración salina, gimnasio, biciparking y juegos infantiles. Eficiencia energética y tecnología para tu confort  Residencial Lyra es Calificación energética A en emisiones. Además este proyecto cuenta con aerotermia y paneles fotovoltaicos. Disfruta del confort de contar con suelo radiante-refrescante en tu vivienda, ideal para todas las estaciones del año. Y ¡a tu gusto!  Personaliza tu hogar con el exclusivo Programa de Libre Elección de acabados. Tú decides cómo será tu vivienda. Pide cita y conoce el proyecto  Reserva tu cita para más información. Nuestra oficina de ventas está en Av. del Ensanche de Vallecas, 63, Local 1, Madrid.",False,newdevelopment,True,True,2963.0,True,False,False,False,[],False,False,639900.0,€,flat,"Valdecarros, Madrid","Dúplex en avenida Mayorazgo, 34",,,,True,True,duplex,False,
99844581,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1a/91/21/1057002865.webp,PIS2245,22,4,1250000.0,flat,sale,106.0,True,2,2,calle del General Pardiñas,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4285346,-3.6804584,False,https://www.idealista.com/inmueble/99844581/,"Fortuny Real Estate presenta en venta estupenda propiedad de 98m2 de superficie, ubicado en la 5ta planta exterior de una finca de principios de siglo en el Barrio de Salamanca, en Goya Vivienda recién reformada, con mucha luz natural, amplio salón comedor con ventana y balcón de bonitas vistas a la calle. Cocina estilo americano, completamente amueblada y equipada con electrodomésticos de alta gama. La zona de noche cuenta con 2 amplios dormitorios y 2 cuartos de baño de buen tamaño, el dormitorio principal con cuarto de baño en suite, y vestidor. Múltiples armarios empotrados de suelo a techo. Sistema de aire acondicionado tipo Split en sus estancias. Finca bien conservada. La mayoría de los inmuebles que tenemos en esta zona solo se encuentran en nuestra web. Visite nuestra página y descubra exclusivas viviendas. Fortuny Madrid Real Estate es una empresa joven y emprendedora, formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes.",True,good,False,True,11792.0,True,False,False,False,[],False,False,1250000.0,€,flat,"Goya, Madrid",Piso en calle del General Pardiñas,,,,True,False,,,40000.0
108731941,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/67/c7/70/1353908216.webp,DÚPLEX 1A,33,1,389000.0,duplex,sale,135.0,True,3,3,"calle San Roque, 13",Madrid,Navalcarnero,Centro,es,,40.28663,-4.0135201,True,https://www.idealista.com/obra-nueva/108731941/,"¡REDPISO NAVALCARNERO VENDE EN EXCLUSIVA espectacular dúplex de obra nueva en pleno centro de Navalcarnero! Ponemos a la venta este impresionante dúplex de 135 m² en primera planta con ascensor, ubicado en el casco histórico de Navalcarnero, a escasos metros de la Plaza de Segovia. Distribución: Primera planta: - Amplio recibidor de bienvenida - Moderna cocina totalmente equipada con electrodomésticos - Aseo de cortesía - Gran salón-comedor con dos balcones, muy luminoso Planta superior (abuhardillada con buena altura): - 3 dormitorios, uno de ellos en suite - Ventanas tipo Velux que aportan gran luminosidad - Amplios armarios empotrados completamente forrados. Características destacadas: - Aerotermia: máxima eficiencia energética - Plaza de aparcamiento con punto de carga para vehículo eléctrico - Calidades de alta gama - Suelos de gres porcelánico marmolado - Ventanas climalit - Ascensor en el edificio Vivienda elegante, luminosa y diseñada para quienes buscan confort, eficiencia y ubicación privilegiada. Disfruta de una vivienda de lujo en pleno centro.",False,newdevelopment,True,True,2881.0,True,False,True,False,[],False,False,389000.0,€,flat,"Centro, Navalcarnero","Dúplex en calle San Roque, 13",,,,True,True,duplex,True,
108731916,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/35/b5/c8/1353909852.webp,BAJO,22,bj,289000.0,flat,sale,85.0,True,2,1,"calle San Roque, 13",Madrid,Navalcarnero,Centro,es,,40.28663,-4.0135201,True,https://www.idealista.com/obra-nueva/108731916/,"¡REDPISO NAVALCARNERO VENDE EN EXCLUSIVA espectacular bajo de obra nueva en pleno centro de Navalcarnero! Se vende espectacular piso a estrenar, ubicado en planta baja de un edificio moderno con ascensor, situado a escasos metros de la Plaza de Segovia, el corazón de Navalcarnero. La vivienda cuenta con 85 m², distribuidos en: - 2 dormitorios amplios - 1 baño completo - Moderna cocina americana totalmente equipada - Salón-comedor muy luminoso gracias a sus grandes ventanales Incluye plaza de aparcamiento adaptada para coche eléctrico. Construido con calidades de lujo: sistema de aerotermia, excelentes acabados y aislamiento, ideal para quienes buscan eficiencia energética y confort. Sin patio, pero con una orientación excelente que garantiza luz natural durante todo el día. Una oportunidad única para vivir en una zona con encanto, todos los servicios al alcance y excelente.",False,newdevelopment,True,True,3400.0,True,False,True,False,[],False,False,289000.0,€,flat,"Centro, Navalcarnero","Piso en calle San Roque, 13",,,,True,True,,True,
108733345,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9b/26/29/1353905669.webp,DÚPLEX 1B,38,1,385000.0,duplex,sale,130.0,True,3,3,"calle San Roque, 13",Madrid,Navalcarnero,Centro,es,,40.28663,-4.0135201,True,https://www.idealista.com/obra-nueva/108733345/,"¡REDPISO NAVALCARNERO VENDE EN EXCLUSIVA espectacular dúplex de obra nueva en pleno centro de Navalcarnero! Ponemos a la venta este impresionante dúplex de 130 m² en primera planta con ascensor, ubicado en el casco histórico de Navalcarnero, a escasos metros de la Plaza de Segovia. Distribución: Primera planta: - Amplio recibidor de bienvenida - Moderna cocina totalmente equipada con electrodomésticos - Aseo de cortesía - Gran salón-comedor con dos balcones, muy luminoso Planta superior (abuhardillada con buena altura): - 3 dormitorios, uno de ellos en suite - Ventanas tipo Velux que aportan gran luminosidad - Amplios armarios empotrados completamente forrados. Características destacadas: - Aerotermia: máxima eficiencia energética - Plaza de aparcamiento con punto de carga para vehículo eléctrico - Calidades de alta gama - Suelos de gres porcelánico marmolado - Ventanas climalit - Ascensor en el edificio Vivienda elegante, luminosa y diseñada para quienes buscan confort, eficiencia y ubicación privilegiada. Disfruta de una vivienda de lujo en pleno centro. No lo dudes y haz una visita.",False,newdevelopment,True,True,2962.0,True,False,True,False,[],False,False,385000.0,€,flat,"Centro, Navalcarnero","Dúplex en calle San Roque, 13",,,,True,True,duplex,True,
109216102,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f2/aa/47/1367714196.webp,85939688,97,,1980000.0,chalet,sale,648.0,,3,4,Portillo de la Mina,Madrid,Collado Villalba,Fontenebro - Altavista,es,,40.6537581,-3.9684318,False,https://www.idealista.com/inmueble/109216102/,"BARNES Madrid vende esta espectacular finca exclusiva independiente de 648 m² construidos sobre una impresionante parcela de 9.266 m², situada en una de las zonas más privilegiadas de Collado Villalba en Madrid, donde se integra perfectamente la exclusiva finca con el entorno natural generando un oasis de paz, privacidad y belleza. Está construida en piedra y completamente reformada con materiales de alta calidad y distribuida en tres plantas. En la planta baja encontramos un amplio y luminoso salón comedor con chimenea, actualmente habilitado como salón de degustación, una impresionante cocina industrial, dos habitaciones en suite, un baño de cortesía y una magnífica terraza mirador con vistas panorámicas despejadas. Entre la planta baja y la segunda planta se sitúa un acogedor segundo salón, también con chimenea y grandes ventanales que permiten disfrutar de la luz natural y la vegetación que rodea la vivienda. En la planta superior se dispone un espacio versátil que puede utilizarse como tercera habitación, despacho o sala de ocio, acompañado de un baño completo perfectamente equipado. El sótano alberga un garaje cubierto con puerta automatizada y una amplia zona de almacenaje o bodega que ocupa toda la planta. En el exterior, la finca cuenta con una abundante variedad de árboles, un segundo garaje exterior y una segunda casa independiente completamente reformada, ideal como casa de invitados o para personal de servicio. Una de las características más destacadas de esta exclusiva finca es el enorme potencial de personalización, gracias a la amplitud que ofrece se puede realizar reformas con el objetivo de adaptar la vivienda a las necesidades del comprador. Por ejemplo, puede transformarse en una casa de hasta cinco dormitorios añadiendo dos habitaciones adicionales y abriendo la cocina al salón principal para crear un espacio amplio, moderno y funcional. Además, aunque actualmente no dispone de piscina, el terreno permite construir una sin dificultad. Situada a 45 kilómetros de Madrid, en Collado Villalba, DOMINIO DE FONTENEBRO se presenta como una de las zonas residenciales mas exclusivas de la Sierra Norte de la Comunidad de Madrid. Sus parcelas, de un tamaño medio de 5.000m2 permiten el diseño y desarrollo de tipos de vivienda de carácter singular. Cuenta con servicio de vigilancia 24 horas, con control de acceso a la entrada de la urbanización y cámaras distribuidas con grabación de imágenes, lo que proporciona a la urbanización de ratios altos de seguridad. Dispone, como elemento común, de un terreno de 35.000 m² que alberga el ddificio Social, con piscina comunitaria y pistas de tenis. Consultar con BARNES Interiors si necesita un proyecto para la reforma. Para más información, puede consultar nuestra página web donde encontrará una cuidada selección de pisos exclusivos en Collado Villalba, así como consultar otras viviendas premium en Madrid similares.",True,good,False,,3056.0,True,False,False,False,[],False,False,1980000.0,€,chalet,"Fontenebro - Altavista, Collado Villalba",Casa independiente en Portillo de la Mina,,,,True,True,independantHouse,,
108149561,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9a/74/fd/1335496028.webp,12,36,,547500.0,chalet,sale,206.0,,4,3,calle Sector SR5 ensanche s/n,Madrid,Brunete,,es,,40.3935261,-3.9753306,True,https://www.idealista.com/obra-nueva/108149561/,"¡Próxima Promoción de Renta libre, Obra Nueva en Régimen de Cooperativa en el SR5 de Brunete, ¡Madrid! ¡Tu hogar soñado te espera! Presentamos una exclusiva promoción de chalets pareados de 4 dormitorios con sótano y zonas comunes, en una de las zonas de mayor crecimiento y prestigio de Brunete. Una ocasión única para adquirir una vivienda en régimen de cooperativa a precio de renta libre.  Características destacadas:  4 amplios dormitorios, con el principal en suite para máxima comodidad y privacidad.  Dormitorio en planta baja, ideal para personas con movilidad reducida o para tener un espacio adicional.  Parcelas amplias para disfrutar de un jardín privado y zonas exteriores.  Sótano de gran tamaño, perfecto para adaptarlo a tus necesidades personales (gimnasio, sala de juegos, cine, etc. ).  Calificación energética A: hogar sostenible con aerotermia, sistema de suelo radiante refrescante que proporciona calor en invierno y frío en verano de forma eficiente.  Zonas comunes con piscina y jardines para disfrutar de tu tiempo libre en familia. Una opción ideal para quienes buscan calidad de vida, en un entorno tranquilo, pero a la vez cercano a todos los servicios y con una excelente conexión al centro de Madrid. ¡No te quedes sin la tuya! Contacta con nosotros para más información y para reservar tu plaza en esta promoción única. ¡Tu nuevo hogar te espera en el SR5 de Brunete!",True,newdevelopment,True,,2658.0,True,False,False,False,[],False,False,547500.0,€,chalet,Brunete,Chalet pareado en calle Sector Sr5 ensanche s/n,,,,True,True,semidetachedHouse,False,
108977580,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/73/de/a0/1360663466.webp,V11,15,,790000.0,chalet,sale,211.0,,4,3,calle Dublín s/n,Madrid,Villaviciosa de Odón,El Bosque,es,,40.3669224,-3.9287085,True,https://www.idealista.com/obra-nueva/108977580/,"Presentamos el Residencial Lago de Las Hadas II, ubicado en la manzana 26.2 del Monte de la Villa, cerca de los dos accesos de coche y cerca de parques, comercios y vía de autobús. Un espectacular residencial compuesto por 17 chalets pareados con parcelas desde 328m en total de terreno y 167m libres de jardín aparte de 2 porches solados. Las viviendas tienen 211m en total distribuidos en 2 amplias plantas, cuentan con cocina semi abierta de 16m amueblada y equipada, salón de 39m con 3 amplios ventanales con acceso por los 3 al jardín, habitación o despacho de 10m en la planta calle y aseo con plato de ducha y ventana. En la primera planta encontramos 3 cómodas habitaciones, siendo la principal de 16m más 10m de terraza, vestidor y baño con ventana y plato de ducha. Las dos habitaciones secundarias de 12m y 13m comparten cuarto de baño con ventana y bañera, e igualmente encontramos un cuarto donde ubicar la lavadora y secadora. Tiene igualmente una terraza de acceso desde el pasillo, de 10m. Las viviendas tendrán suelos de porcelánico, carpintería interior lacada en blanco, aerotermia con posibilidad de instalar placas solares fotovoltaicas, ventanas con rotura de puente térmico, puerta de garaje corredera dando acceso a 3 plazas y una estética y acabados dignos de revista. Cuenta así mismo con zona comunitaria con amplia piscina y zona verde y ajardinada a la que se accede desde el jardín privativo de cada vivienda. Finalización de obra estimada para finales de 2028.",True,newdevelopment,True,,3744.0,True,False,False,False,[],False,False,790000.0,€,chalet,"El Bosque, Villaviciosa de Odón",Chalet pareado en calle Dublín s/n,,,,True,True,semidetachedHouse,False,
