propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,newDevelopmentFinished,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108293707,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b6/fb/bc/1339781542.webp,FERRAZ,20,1,1170000.0,flat,sale,130.0,True,3,2,calle de Ferraz,Madrid,Madrid,Moncloa,es,Argüelles,40.4313249,-3.7235015,False,https://www.idealista.com/inmueble/108293707/,"SIF (Soluciones Inmobiliarias y Financieras) VENDE esta Exclusiva vivienda PARA REFORMAR EN CALLE FERRAZ a menos de 100m del parque de oeste. Esta espectacular vivienda de 130 m² está situada en la 1º planta del edificio con ascensor, cuenta con un cuarto trastero incluido en el precio. Distribuida en holl de entrada, salón independiente de 33m2 orientado a la calle Ferraz, pasillo distribuidor con un gran armario empotrado, cocina de 11m2 mas sala de plancha y lavandería independiente, tres dormitorios, 1 baño completo y un aseo de cortesía zona de lavandería.  Una oportunidad única para quienes buscan vivir en el corazón de Madrid. Rodeado de naturaleza y servicios, Moncloa ofrece una vida cultural, gastronómica y de ocio incomparable. Zona mejor comunicada de Madrid, con hospitales, supermercados, Plaza de España, Gran Vía y el Parque del Oeste a 2 minutos andando. Mejor ver. Consúltenos sin compromiso. NO COBRAMOS COMISION DE AGENCIA.",False,renew,False,True,9000.0,True,False,True,False,[],False,False,1170000.0,€,,,,flat,,"Argüelles, Madrid",Piso en calle de Ferraz,,,,
90048011,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e7/bc/aa/1364141964.webp,2037,61,,759000.0,chalet,sale,215.0,,5,4,Barrio Club de Golf,Madrid,Las Rozas de Madrid,Club de Golf,es,Club de Golf,40.5548404,-3.9017244,False,https://www.idealista.com/inmueble/90048011/,"Chalet adosado recién reformado: Clasificación energética A, domotizado, placas solares, aerotermia, suelo radiante/refrescante y piscina comunitaria en Las Rozas. Espectacular chalet adosado de 215 m², recién reformado con materiales de primera calidad. Una vivienda luminosa, moderna y funcional que combina diseño, confort y la máxima eficiencia energética. Características principales: • 5 dormitorios y 3 baños completos y 1 aseo. • Reforma integral de 2022 con acabados de lujo. • Instalación Fotovoltaica con batería (además del ahorro económico, nos garantiza tener suministro eléctrico pase lo que pase) • Aerotermia y suelo radiante: climatización sostenible y muy económica (calefacción en invierno y refrescante en verano) y depósito de ACS con bomba de recirculación para tener agua caliente casi instantánea en los grifos. • Sistema domótico para controlar iluminación, persianas, estores, temperatura y ambientes desde móvil o Alexa. • Ventanas de máxima calidad y seguridad: vidrio laminar seguridad 4+4/16/4+4 acústico y perfilería VEKA antipalanca. Vidrio bajo emisivo y control solar. Persianas motorizadas y domotizadas. • Vivienda aislada acústicamente: además de las ventanas, la medianería con los vecinos también se ha aislado. Ni en mitad del campo dormirás más tranquilo. • Jardín privado de 25 m² con acceso directo a zonas comunes. • Piscina comunitaria. • Garaje privado, lavadero y trastero de 10 m². � Distribución de la vivienda • Planta baja: a la entrada nos recibe una vidriera de hierro artesanal para dar paso a la cocina que queda parcialmente integrada con el salón. La cocina, equipada con mobiliario de alta gama alemán y una isla central, se convierte en el corazón de la casa, ideal para reuniones familiares y sociales. El salón, con chimenea y grandes ventanales, conecta directamente con el jardín privado, que a su vez, tiene acceso al jardín comunitario y a la piscina. • Primera planta: El dormitorio principal sorprende por su amplitud, con espacio para cama de más de 2 metros con sus cajoneras, un vestidor de 5 m² y un baño en suite con ducha de gran formato y bañera hidromasaje. En la misma planta hay un segundo dormitorio de 20 m², actualmente utilizado como despacho y zona de juegos, con maravillosas vistas al jardín. • Buhardilla: La joya de la casa. Con dos dormitorios adicionales y un baño completo. Este espacio versátil puede convertirse en un gran dormitorio en suite con vestidor o en zona de ocio. Sus vistas abiertas aportan gran luminosidad y amplitud.  • Semisótano: Aquí encontramos el quinto dormitorio con baño propio. Actualmente utilizado como habitación de invitados/gimnasio, iluminado de forma natural gracias a un patio inglés. En este nivel se sitúan también el garaje privado para aparcar un coche y un trastero técnico de 10 m² con todas las instalaciones de la vivienda que también sirve para almacenaje. Además, hay un práctico lavadero con lavadora, fregadero y muebles a medida para guardar productos y útiles de limpieza. En el distribuidor de la planta semisótano encontraremos 2 armarios hechos a medida donde se podrán almacenar alimentos no perecederos a modo de despensa. - La fachada principal, cerrada con puerta cancela y de carruajes, cuenta con una rampa donde cabe perfectamente un segundo vehículo. La urbanización ofrece tranquilidad, zonas verdes y una piscina comunitaria. Su ubicación en Las Rozas garantiza excelente comunicación con Madrid (varias líneas de autobús a 2 min andando y la estación de cercanías a poco más de 10 min), colegios, ambulatorios cercanos y, en general, todos los servicios necesarios.",False,good,False,,3530.0,True,False,True,False,[],False,False,759000.0,€,True,True,,chalet,terracedHouse,"Club de Golf, Las Rozas de Madrid",Chalet adosado,,,,
108985690,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/92/42/d3/1366946611.webp,17443-20,43,3,225000.0,flat,sale,76.0,True,3,1,calle de Isabelita Usera,Madrid,Madrid,Usera,es,Pradolongo,40.3829756,-3.7069729,False,https://www.idealista.com/inmueble/108985690/,"¡ Oportunidad! Piso de 76 m² para reformar a la venta en el distrito de Usera, Madrid. La vivienda está distribuida en salón-comedor, tres dormitorios, cocina independiente, un cuarto de baño y vestíbulo. Cuenta con suelos de gres, ventanas de aluminio, puertas interiores de sapelly.. . Precisa reforma integral para entrar a vivir, pero ofrece muchas posibilidades. Es una 3ª Planta en un bloque sin ascensor. Buenas comunicaciones por carretera (A-42, M-40 y A-4) y transporte público. Próximo a la estación de Cercanías Renfe 12 de Octubre, y a paradas de autobús que conectan con las líneas 6 y 78 y L-6 de metro. Próximo a todo tipo de servicios e infraestructuras como comercios, supermercados, centros educativos (Colegio San Luis Felca), farmacias, zonas verdes... SIN COMISIÓN.",False,renew,False,False,2961.0,True,False,False,False,[],False,False,225000.0,€,,,,flat,,"Pradolongo, Madrid",Piso en calle de Isabelita Usera,,250000.0,25000.0,10.0
108664105,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/16/d4/c5/1353169856.webp,,93,3,2600000.0,duplex,sale,395.0,True,3,4,calle de Arturo Soria,Madrid,Madrid,Ciudad Lineal,es,Colina,40.4560744,-3.6590395,False,https://www.idealista.com/inmueble/108664105/,"Descubre este impresionante dúplex en venta, ubicado en una finca única que combina encanto, historia y diseño arquitectónico. Con 395 m² construidos y 237 m² útiles, este hogar es un verdadero oasis de lujo donde la naturaleza se encuentra con la sofisticación. El luminoso salón, con su elegante chimenea y múltiples ambientes, se abre a una terraza perfecta para disfrutar de las vistas. La cocina, un sueño hecho realidad, cuenta con una isla central y un espacio ideal para comidas familiares, además de una terraza cerrada que incluye zona de lavandería. La planta superior te sorprenderá con una suntuosa terraza y una piscina privada Infiniti, donde podrás relajarte rodeado de un entorno paisajístico cuidado con árboles frutales y plantas ornamentales. La zona de descanso incluye tres dormitorios, todos con baño en suite y vestidor privado, garantizando privacidad y confort. El dormitorio principal destaca por su ventana que da a la terraza y su acogedora zona de lectura. Este dúplex también ofrece acabados de primera calidad, calefacción por bomba de frío/calor y aire acondicionado, asegurando un ambiente cálido y sofisticado durante todo el año. Completa esta oferta dos plazas de garaje y la posibilidad de garajes opcionales, además de un amplio trastero.  Las zonas comunes incluyen seguridad privada, conserjería, piscina, pádel, gimnasio y jardines que complementan este estilo de vida exclusivo.  Situado en una de las zonas más tranquilas y sofisticadas de la capital, este dúplex es perfecto para quienes buscan excelencia y estilo en cada rincón. ¡No pierdas la oportunidad de vivir en este hogar! EN INMOO, Nuestra finalidad es su felicidad y estaremos encantados de atenderles.",False,good,False,True,6582.0,True,False,True,False,[],False,False,2600000.0,€,True,True,,flat,duplex,"Colina, Madrid",Dúplex en calle de Arturo Soria,,,,
108329766,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/72/22/13/1340846150.webp,,28,3,260000.0,flat,sale,116.0,True,2,1,paseo de Emilio García Grediaga,Madrid,Aranjuez,Foso-Moreras,es,,40.0345423,-3.5817996,False,https://www.idealista.com/inmueble/108329766/,"**Piso en Venta en Urbanización Privada - Ideal para Tu Nuevo Hogar** Descubre esta magnífica vivienda ubicada en una exclusiva urbanización privada, perfecta para quienes buscan confort y estilo. Con 116 m² construidos y 64 m² útiles, este piso ofrece un hall de  acceso que te da la bienvenida a un amplio y luminoso salón comedor, ideal para disfrutar de momentos en familia o con amigos. La cocina, totalmente amueblada y equipada, cuenta con salida a una terraza tendedero, perfecta para tus tareas diarias. El piso dispone de dos acogedores dormitorios y un cuarto de baño completo. Desde el dormitorio principal podemos acceder a una funcional terraza. La vivienda se vende amueblada, lo que facilita tu mudanza. Además, destaca por sus paredes lisas, suelos de tarima y carpintería interior lacada en blanco, creando un ambiente moderno y acogedor. La propiedad está equipada con ventanas climali y domótica, asegurando un hogar eficiente y cómodo. También cuenta con calefacción mediante gas natural y bomba de frio/ calor. La vivienda está adaptada para personas con movilidad reducida. Ubicado en la tercera planta con orientación este y ascensor, este piso garantiza luminosidad durante todo el día. Certificacion energetica en tramite. Incluye una plaza de garaje y trastero en el precio, brindando comodidad adicional. No pierdas la oportunidad de vivir en este espectacular piso en un entorno tranquilo y seguro. ¡Contáctanos para más información y ven a visitarlo!",False,good,False,True,2241.0,True,False,True,False,[],False,False,260000.0,€,True,True,,flat,,"Foso-Moreras, Aranjuez",Piso en paseo de Emilio García Grediaga,,,,
109123218,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b8/16/04/1365025106.webp,,50,,456000.0,chalet,sale,176.0,,3,3,Laguna Park,Madrid,Parla,Laguna Park,es,,40.2480781,-3.7685784,False,https://www.idealista.com/inmueble/109123218/,"BLACK HOUSE VENDE exclusivo chalet unifamiliar en una de las zonas más demandadas de  Laguna Park, un entorno residencial consolidado que ofrece tranquilidad, calidad de vida y todos los servicios al alcance: supermercados, centros educativos, instalaciones deportivas, zonas verdes y una excelente conexión con el centro urbano mediante transporte público y rápidos accesos a las principales vías. La vivienda se asienta sobre una parcela muy cuidada, destacando por su magnífica zona exterior con piscina de agua salada sin coste de mantenimiento, perfecta para disfrutar durante todo el año. El patio delantero ha sido completamente renovado con solado nuevo de este año, y cuenta con toldos motorizados de última generación que aportan confort y funcionalidad. La puerta del garaje también es motorizada y ha sido ampliada mediante una reforma que mejora el acceso y el aprovechamiento del espacio. En la planta baja encontramos un amplio salón comedor con dos ambientes diferenciados: zona de estar y zona de comedor, ambos inundados de luz natural gracias a los grandes ventanales. La cocina, espaciosa y moderna, ha sido reformada para ampliar su superficie y permite incluir una mesa para desayunos o comidas informales. En esta planta también se encuentra un baño coqueto y espacioso, ideal como aseo de cortesía, una práctica despensa independiente y un cuarto trastero que aporta un valioso espacio de almacenaje. En la primera planta, la vivienda ofrece tres dormitorios de gran tamaño. El dormitorio principal, con baño en suite, vestidor y balcón privado, se presenta como un auténtico espacio de descanso. Los otros dos dormitorios, también muy amplios, disponen de grandes ventanales y comparten un segundo balcón que recorre la fachada, aportando luz y conexión exterior. La buhardilla es un espacio diáfano que ha sido reformado para ampliar su superficie útil, incluyendo zonas de almacenamiento y ofreciendo la posibilidad real de crear un dormitorio adicional con baño.  El garaje de la vivienda ofrece mucho más que espacio para aparcar un vehículo. Gracias a su amplitud, permite múltiples usos adicionales: zona de almacenaje, espacio para bicicletas, taller, gimnasio en casa o incluso una pequeña área de trabajo. Su puerta motorizada, recientemente ampliada mediante una reforma, facilita el acceso y refuerza la comodidad diaria. Una estancia versátil que se adapta a las necesidades de cada familia. En definitiva, un chalet con múltiples mejoras, con carácter y diseño cuidado que combina funcionalidad, elegancia y confort. Propiedades así no salen al mercado todos los días. Si busca una casa única, lista para entrar a vivir y disfrutar desde el primer momento, esta es su oportunidad. Contáctenos ahora y venga a conocer en persona la vivienda que superará todas sus expectativas. DISPONEMOS DE FINANCIACION HASTA EL 100%.",False,good,False,,2591.0,True,False,True,False,[],False,False,456000.0,€,True,True,,chalet,terracedHouse,"Laguna Park, Parla",Chalet adosado,,,,
104744180,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9d/98/66/1230322894.webp,MAEZTU,59,1,499000.0,flat,sale,156.0,True,2,2,paseo de María de Maeztu,Madrid,San Sebastián de los Reyes,Dehesa Vieja-Puente Cultural,es,,40.5621369,-3.6257533,False,https://www.idealista.com/inmueble/104744180/,"¡ EN PROCESO DE TRAMITE DE DESCALIFICACIÓN! PUEDE TARDAR 5 O 6 MESES. VERALSA INMOBILIARIA OFRECE EN EXCLUSIVA. Te estudiamos tu hipoteca gratuitamente. Les presentamos este encantador piso de 156 metros cuadrados, ubicado en una zona privilegiada, como es la Dehesa vieja. Construido en 2006, luminoso y soleado cuenta con dos dormitorios y vestidor, dos baños y una serie de comodidades que lo convierten en un hogar ideal. Al ingresar a la propiedad, te recibirá un hall de entrada con armario empotrado con amplias y luminosas estancias, que cuentan con suelo de tarima y pintura lisa en paredes. La cocina, completamente amueblada y equipada, es perfecta para disfrutar de agradables momentos culinarios con zona de office y salida a tendedero.   El salón independiente, con acceso a terraza de 46 metros privada con toma de agua, toldo y zona de césped y solado hace que sea exclusiva. El dormitorio principal cuenta con baño en suite y vestidor. quieres vivir en dehesa vieja, y tener una terraza exclusiva. Además, el piso cuenta con acceso para personas con movilidad reducida, aire acondicionado, armarios empotrados, ascensor, calefacción individual de gas natural, orientación NOROESTE, trastero y ventanas climalit. La propiedad también incluye una plaza de garaje, lo que garantiza la comodidad y seguridad de tu vehículo. La puerta blindada brinda tranquilidad y privacidad, mientras que el buen estado en el que se encuentra la vivienda asegura una experiencia de vida placentera. Este piso es una oportunidad única para aquellos que buscan un hogar acogedor, bien equipado y en una ubicación inmejorable. No pierdas la oportunidad de visitarlo y descubrir el lugar donde podrías comenzar una nueva etapa de tu vida. Trabajamos por y para tu tranquilidad.",True,good,False,True,3199.0,True,False,True,False,[],False,False,499000.0,€,True,True,,flat,,"Dehesa Vieja-Puente Cultural, San Sebastián de los Reyes",Piso en paseo de María de Maeztu,,,,
109106657,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/78/e0/44/1364963403.webp,IEO3-CHLETRETIRO11,38,,1799000.0,chalet,sale,250.0,,7,2,Barrio Niño Jesús,Madrid,Madrid,Retiro,es,Niño Jesús,40.4067942,-3.6736603,False,https://www.idealista.com/inmueble/109106657/,"INMOBILIARIAS ENCUENTRO ofrece en exclusiva esta impresionante casa independiente, un chalet situado en uno de las zonas más lujosas del Distrito Retiro, en el exclusivo barrio de Niño Jesús, un lugar de alto nivel y confort. La casa no solo destaca por su hermosa presencia y emblemática arquitectura, sino que es una joya de perfección en medio de la ciudad. Su diseño armoniza con el entorno urbano, creando una experiencia visual que inspira y enamora a quien la contempla. La entrada al chalet destaca gracias a la vegetación que cubre parte de la fachada, creando un muro verde que aporta sombra y frescor. La vivienda se distribuye en dos plantas y buhardilla. En la primera planta dispone de un amplio salón que sirve como zona de convivencia y entretenimiento, una cocina funcional y equipada, cuatro habitaciones espaciosas, y además cuenta con un baño completo y un lavadero. Todas las estancias tienen buena iluminación natural y ventilación. A la segunda planta accedemos por una escalera de madera y encontramos tres habitaciones, todas muy luminosas y amplias. Además hay un baño en perfectas condiciones. También hay una segunda cocina en esta planta con salida a una hermosa y espaciosa terraza, perfecta para disfrutar al aire libre, tomar el desayuno o relajarte al atardecer.  El inmueble cuenta con una buhardilla en la tercera planta que aporta espacio de almacenamiento adicional. La Colonia de Niño Jesús es uno de los sitios más codiciados de Madrid, calles tranquilas y arboladas, proximidad a colegios de alto nivel, clínicas y servicios premium, opciones de tiendas boutique, mercados locales, cafeterías con encanto y restaurantes de alta gastronomía a poca distancia, ideal para familias que buscan confort y seguridad. Además el barrio cuenta con una conectividad inmejorable: transporte público cercano, acceso rápido a la M-30 y a los principales ejes de la ciudad. ¿Estás pensando en vender tu propiedad para dar el paso hacia esta maravillosa vivienda? Con nuestro servicio ""Cambia y Descansa"", te ayudamos a gestionar la venta de tu inmueble y la adquisición de tu nuevo hogar, ajustando los plazos a tu ritmo y necesidades. ¿Necesitas financiación? Con Finmoo, podrás acceder a las mejores tasas de interés. Consulta nuestras condiciones y haz realidad tu sueño de vivir en un hogar ideal. No esperes más. Visita nuestra web iencuentro.es y reserva este piso en tan solo dos minutos con nuestro servicio iReserva. Estamos aquí para ayudarte a encontrar tu hogar perfecto.",False,renew,False,,7196.0,True,False,True,False,[],False,False,1799000.0,€,True,True,,chalet,independantHouse,"Niño Jesús, Madrid",Casa independiente,,,,
107290228,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a2/27/d6/1349709955.webp,RYN-PVP01,25,3,530000.0,flat,sale,55.0,False,2,1,calle de Ponzano,Madrid,Madrid,Chamberí,es,Nuevos Ministerios-Ríos Rosas,40.4434545,-3.6989866,False,https://www.idealista.com/inmueble/107290228/,"¡Oportunidad para inversores! Piso en venta en la codiciada calle Ponzano. Se vende en exclusiva acogedor piso en una de las zonas más demandadas de Madrid, ideal para inversores. Ubicado en calle Ponzano, este inmueble cuenta con una distribución eficiente y meticulosa, con 2 habitaciones y 1 baño, cocina estilo americana ofreciendo una distribución funcional y confortable. La excelente luz natural y los acabados hacen que cada rincón resulte acogedor y funcional; en perfectas condiciones gracias a la reciente reforma. Ubicado en un entorno inmejorable, la propiedad se encuentra rodeada de una amplia oferta gastronómica, comercios y excelentes conexiones de transporte público, con fácil acceso al metro Ríos Rosas (L1), Alonso Cano (L7) y Cuatro Caminos (L1, L2, L6), y línea de autobuses. Vivir aquí significa disfrutar de la vibrante vida madrileña sin renunciar a la tranquilidad y exclusividad de la zona. Actualmente alquilado el inmueble, lo que garantiza rentabilidad desde el primer día y ofrece tranquilidad a largo plazo. Si buscas una inversión segura y con alta demanda en el mercado de alquiler, ¡este piso es para ti! ¡Contáctanos para más información, llama ahora! En Inmobiliaria HAM buscamos siempre un acuerdo en el que ambas partes queden contentas y podamos establecer relaciones duraderas con todos nuestros clientes. Trabajo transparente y serio con muchos años de experiencia gestionando inmuebles. Estamos aquí para ayudar y ofrecer el mejor servicio posible. Consulte sin compromiso, nos adaptamos a sus necesidades. BIENVENIDO A LA DIFERENCIA.",False,good,False,True,9636.0,True,False,True,False,[],False,False,530000.0,€,,,,flat,,"Nuevos Ministerios-Ríos Rosas, Madrid",Piso en calle de Ponzano,,,,
108506094,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fe/b8/e5/1346920289.webp,,47,1,870000.0,flat,sale,105.0,True,2,2,calle de Hortaleza,Madrid,Madrid,Centro,es,Chueca-Justicia,40.4195491,-3.7008192,False,https://www.idealista.com/inmueble/108506094/,"¡Descubre tu nuevo hogar en el corazón de Madrid! Este espectacular piso recién reformado, ubicado en la emblemática Calle de la Hortaleza, te ofrece una experiencia de vida inigualable. Con una superficie de 105 m², cuenta con dos amplias habitaciones, dos modernos baños y una excelente iluminación natural que resalta cada detalle de su diseño moderno y acogedor. Además de sus acabados de alta calidad, este piso incorpora tecnología domótica que eleva tu comodidad al siguiente nivel: sistema conectado con Alexa, tablet de control centralizado para luces, temperatura y persianas, y climatización por bomba de frío/calor. Disfruta de las vistas urbanas desde el balcón, ideales para relajarte al final del día. El piso se encuentra en la primera planta de un edificio sin ascensor, y dispone de armarios empotrados y aire acondicionado. Vivir aquí es disfrutar del equilibrio perfecto entre confort, tecnología y ubicación: rodeado de restaurantes, comercios, cultura y transporte público. No pierdas la oportunidad de conocer este hogar único. ¡Te encantará!",False,good,False,False,8286.0,True,False,True,False,[],False,False,870000.0,€,,,,flat,,"Chueca-Justicia, Madrid",Piso en calle de Hortaleza,,,,
89043960,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dc/c2/7c/1366890391.webp,MOV03020,44,1,1150000.0,flat,sale,176.0,True,3,3,Encinar de los Reyes,Madrid,La Moraleja,Encinar de los Reyes,es,,40.5124402,-3.6510431,False,https://www.idealista.com/inmueble/89043960/,"Este exclusivo piso de lujo se encuentra en una de las mejores urbanizaciones privadas de Encinar de los Reyes, con excelentes instalaciones y seguridad 24 horas. La vivienda destaca por su amplio salón-comedor de 28 m², muy luminoso gracias a sus grandes ventanales, que dan acceso a una estupenda terraza de 18 m² con vistas despejadas. Dispone de tres dormitorios (el principal en suite), dos baños completos, aseo de cortesía, cocina de 16 m² con zona de tendedero, así como dos plazas de garaje con capacidad para tres coches y trastero. Está equipada con suelo radiante de gas natural y aire acondicionado, lo que garantiza el máximo confort durante todo el año.  La urbanización ofrece instalaciones de primer nivel como piscina, pista de pádel, gimnasio, sauna seca y húmeda, amplias zonas verdes e infantiles, convirtiéndola en el lugar perfecto para quienes buscan exclusividad, comodidad y calidad de vida en un entorno privilegiado. DE SALAS. Ref. MOV03020 DISTRIBUCIÓN - Salón comedor (28 m2) - 3 dormitorios (Dormitorio principal en suite) - 2 baños - Aseo invitados - Cocina (16 m2) y tendedero - Terraza  (18 m2) - Calefacción gas natural suelo radiante y aire acondicionado - Garaje ( 2 plazas, para 3 coches) y trastero URBANIZACIÓN Piscina, pista de pádel, zonas verdes e infantil, gimnasio, sauna seca y húmeda y seguridad 24 horas. La Moraleja es una urbanización residencial en la zona norte del área metropolitana de Madrid, compuesta por La Moraleja, El Soto y El Encinar de los Reyes. Se encuentra a tan solo 15 minutos del Aeropuerto de Barajas y nueva terminal T4 y acceso inmediato a los cinturones de circunvalación M40 y M50, las autovías radiales A1, R2 y próxima R1. En la zona se ubican el mayor número de colegios privados, 18 en total, de toda España, nacionales e internacionales (entre otros el International College, King’s College, San Patricio, Runymede, Los Sauces, Brains, Santa Helena, Saint George, Highlands, Aldovea, Liceo Europeo, etc…). Acoge además uno de los dos campus que la Universidad Europea de Madrid tiene en la Comunidad de Madrid. Cuenta con dos campos de golf de 18 hoyos, club de tenis, club de paddel, así como varios centros comerciales y médicos y una de las ofertas gastronómicas más atractiva de Madrid. Es un área que goza de gran seguridad ya que cuenta con instalación de cámaras, un sistema de alarmas que está conectado con la Entidad de Conservación, y un equipo de seguridad propio que garantizan unos altos niveles de seguridad.",False,good,False,True,6534.0,True,False,False,False,[],False,False,1150000.0,€,True,True,,flat,,"Encinar de los Reyes, La Moraleja",Piso,,,,
107515630,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5b/71/bb/1327784990.webp,PB-A,18,bj,790000.0,flat,sale,153.0,True,3,2,"calle Alejandro Ferrant, 26",Madrid,Madrid,Arganzuela,es,Delicias,40.3948864,-3.6918765,True,https://www.idealista.com/obra-nueva/107515630/,"¡ESTRENA TU NUEVO HOGAR EN EL CORAZÓN DE MADRID! QUEDAN DISPONIBLES 6 DE LAS 12 VIVIENDAS DE LA PROMOCIÓN, ENTRE ELLAS ESTE ESTUPENDO BAJO CON JARDÍN CALLE ALEJANDRO FERRANT 26 ENTREGA EN SEPTIEMBRE DE 2025 Ubicación excelente, conectividad inmejorable y un diseño moderno en pleno corazón de Madrid. En una cuidada y tranquila calle del Barrio de Delicias, en el distrito de Arganzuela, se encuentra Alejandro Ferrant 26. Una promoción de obra nueva con solo 12 viviendas, que combina diseño contemporáneo, eficiencia energética y una ubicación excelente para quienes buscan calidad de vida en Madrid. Alejandro Ferrant 26 es un edificio de nueva construcción con una fachada moderna, marcada por líneas rectas en la destacan los cristales, presentes en los grandes ventanales y las barandillas. Una estilizada palillería oculta los tendederos ventilados a la fachada. Materiales actuales le aportan una estética limpia, atemporal y de fácil mantenimiento. ESPACIOS BIEN PENSADOS EN UNA UBICACIÓN INMEJORABLE - Espacios luminosos - Arquitectura que optimiza los espacios - Distribuciones que maximizan el uso del espacio, ofreciendo estancias bien logradas, cómodas, funcionales y con abundante luz natural y ventilación cruzada - Viviendas exteriores en todas sus estancias, lo que permite que la luz natural inunde cada espacio, aportando calidez a los hogares y un continuo disfrute del maravilloso cielo de Madrid. - Terrazas para el disfrute del cielo y el sol. Cada vivienda cuenta con un espacio exterior ideal para disfrutar del aire libre, tener plantas, tomar una copa, leer un libro. Disfrutar de momentos, sin ruidos ni tráfico en una calle tranquila y silenciosa. Comodidades adicionales: - Tendederos independientes, equipados con lavadora y secadora, un espacio de lavandería práctico y bien concebido. - La mayoría de las viviendas cuentan con trastero, un valioso desahogo para guardar ropa de temporada, gadgets y otros objetos, sin renunciar al espacio en casa. - Piscina comunitaria, perfecta para refrescarse durante el verano. - Sistema de climatización por suelo radiante/refrigerante y paneles solares para una climatización confortable y sostenible, además de un invaluable ahorro en tus facturas. CONECTIVIDAD Y UBICACIÓN - Una atractiva combinación de calidad de vida y buena conectividad. - Conexión directa con el resto de Madrid: - A pocos minutos de tres estaciones de metro y una de Cercanías y varias líneas de autobús, estarás perfectamente comunicado con el centro y otras zonas de la ciudad. - Ocio y naturaleza a un paso: Muy próximo a espacios verdes emblemáticos como Madrid Río y el parque Enrique Tierno Galván y el Planetario. Además, la zona ofrece una interesante oferta cultural y de ocio con lugares como el centro internacional de cultura y de creación artística “Matadero” o el centro comercial Plaza Río, donde encontrar todo tipo de tiendas, restaurantes y entretenimiento. - Ubicación privilegiada dentro de Delicias: Siendo Delicias un barrio concurrido y dinámico, ALEJANDRO FERRANT 26 se encuentra en una tranquila y cuidada calle exclusivamente residencial y con solo dos edificios, utilizada únicamente por los residentes y visitantes. Esto permite ofrecer un ambiente sosegado, alejado del ruido habitual de la zona, y a la vez muy cerca de todos los servicios necesarios. UNA INVERSIÓN QUE CRECE CONTIGO La zona de Delicias y Arganzuela está viviendo un proceso de modernización y trasformación, impulsado por un creciente interés en el área, lo que asegura una revalorización de tu propiedad. La proximidad a proyectos de renovación y mejoras urbanísticas en Delicias y, en general, en Arganzuela, incrementará el valor de tu inmueble a mediano plazo. Alejandro Ferrant 26 es, en definitiva, una fantástica oportunidad de vivir en una promoción de calidad, con diseño, comodidad y una ubicación estratégica, con la certeza de estar adquiriendo una propiedad que g",True,newdevelopment,True,True,5163.0,True,False,False,False,[],False,False,790000.0,€,True,False,25000.0,flat,,"Delicias, Madrid","Piso en calle Alejandro Ferrant, 26",False,,,
