propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108924840,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4c/93/23/1359111503.webp,DS-P77774,43,2,5925000.0,flat,sale,370.0,True,3,4,calle de José Ortega y Gasset,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4289635,-3.6819805,False,https://www.idealista.com/inmueble/108924840/,"DIZA Consultores les presenta piso de ultra lujo recién reformado en Ortega y Gasset, una de las calles más exclusivas del Barrio Salamanca. En la segunda planta de un edificio construido a mediados del siglo XX se encuentra este piso recién reformado con calidades sublimes y mucha luz.  La zona social cuenta cuenta con un salón, comedor muy grande con bar de diseño y acceso a la terraza. La cocina está semi integrada al espacio. Tiene una gran isla de acero inoxidable y electrodomésticos de alta gama.  La zona de descanso se comunica por una amplia zona de estar, con acceso a la gran terraza interior. Esta tiene vistas a los jardines de un palacete y es de gran tamaño.  Los tres dormitorios son amplios y luminosos, todos ellos en suite. El principal cuenta con gran capacidad de almacenaje y estancias independientes para la ducha, con dos lavabos y el inodoro con otro.  Además dispone de un aseo de cortesía y zona de lavandería. El piso cuenta con climatización por conductos, tarima de alta calidad, armarios empotrados de suelo a techo y ventanales de suelo a techo.  La propiedad incluye dos plazas de garaje en el edificio. Actualmente están reformando el aparcamiento y quedará actualizado en 2026.  Estaremos encantados de atenderle. DIZA Consultores Inmobiliarios. Inmobiliaria de lujo en Madrid especializada en comprar, vender y alquilar pisos en las zonas premium de Madrid: Barrio de Salamanca, Almagro, Chamartín, Retiro, Pozuelo, Aravaca, Boadilla. Convertimos Sueños en Hogares.",True,good,False,True,16014.0,True,True,False,False,[],False,True,5925000.0,€,True,True,flat,"Castellana, Madrid",Piso en calle de José Ortega y Gasset,Top+,,,,
108125532,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/81/0d/e5/1337916423.webp,SA209246,37,3,925000.0,duplex,sale,187.0,True,4,3,avenida de los Ángeles,Madrid,Pozuelo de Alarcón,Somosaguas,es,Somosaguas,40.4083706,-3.7817491,False,https://www.idealista.com/inmueble/108125532/,"Descubre este exclusivo ático-dúplex en el prestigioso municipio de Pozuelo de Alarcón, una de las zonas residenciales más codiciadas del noroeste de Madrid. Con una superficie construida de 187 m²construidos, una terraza de 10 metros en la primera planta y una terraza de acceso directo desde el salón-comedor, esta vivienda ofrece un diseño moderno, muy luminoso y funcional, ideal para quienes buscan un hogar con estilo y comodidad. La propiedad cuenta con 4 dormitorios, 3 en planta baja y una amplia suite en la buhardilla, 3 baños y un luminoso y espacioso salón independiente con salida a una de las dos terrazas. Orientación este en el salón y orientación cruzada en la vivienda. La cocina independiente, completamente reformada desde 2020. Está equipada con calefacción individual de gas natural, aire acondicionado, suelos de tarima flotante y ascensor. Incluye una plaza de garaje de 40 m² con cargador eléctrico. En cuanto a las zonas comunes, la urbanización cuenta con piscina, pistas de tenis y pádel, jardines, y servicio de portería 24 horas, lo que garantiza la seguridad y tranquilidad de sus residentes. La vivienda está en perfecto estado de conservación, lista para entrar a vivir.  Servicios y ubicación Pozuelo de Alarcón es reconocido por su excelente calidad de vida, con una amplia oferta de servicios, zonas verdes y una ubicación estratégica a pocos minutos del centro de Madrid. A menos de 10 kilómetros de la propiedad se encuentra el prestigioso colegio Retamar, una de las instituciones educativas de mayor renombre en la zona. Para tus compras y ocio, el Centro Comercial Zielo Shopping Pozuelo está a pocos minutos en coche, ofreciendo una variada selección de tiendas, restaurantes y servicios. En cuanto a transporte, la vivienda está excelentemente comunicada. Las líneas de autobús cercanas incluyen la 656A y la 657, que conectan con el intercambiador de Moncloa. La estación de Cercanías de Pozuelo (líneas C-7 y C-10) se encuentra a poca distancia, facilitando el acceso al centro de Madrid y a otras localidades. Aunque Pozuelo no cuenta con metro propio, la estación de metro de Colonia Jardín (Línea 10) está a menos de 15 minutos en coche.  Sobre el barrio Pozuelo de Alarcón es una de las áreas residenciales más exclusivas de Madrid, con un ambiente tranquilo y familiar. Sus calles están rodeadas de zonas verdes, como el Parque Forestal Adolfo Suárez, ideal para paseos y actividades al aire libre. Además, cuenta con una oferta gastronómica y cultural de primer nivel, con múltiples restaurantes, cafeterías y eventos locales. La proximidad a importantes infraestructuras como la M-40 y la A-6 asegura una excelente conectividad, haciendo de Pozuelo una opción inigualable para quienes buscan calidad de vida cerca de la capital.  Sobre GILMAR Desde 1983, en GILMAR trabajamos con pasión y dedicación para ayudarte a encontrar la casa de tus sueños. Con más de 40 años de experiencia en el sector inmobiliario, somos líderes en ofrecer un servicio personalizado y de alta calidad, acompañándote en cada paso del camino para que tu experiencia sea única.  Si deseas más información sobre este espectacular ático-dúplex, contacta con nuestro equipo en la oficina de Pozuelo-Aravaca. Estamos en la Avenida de Europa, 14, y puedes llamarnos al ** ** o escribirnos a ****. Por favor, facilítanos la referencia **209246** para que podamos atenderte de manera más ágil. ¡Estamos encantados de ayudarte!",True,good,False,True,4947.0,True,True,False,False,[],False,True,925000.0,€,True,True,flat,"Somosaguas, Pozuelo de Alarcón",Dúplex en avenida de los Ángeles,Top+,duplex,,,
108127673,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/65/af/57/1334680528.webp,DS-P77732,41,6,2580000.0,penthouse,sale,130.0,True,2,3,calle de Claudio Coello,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4268548,-3.6880218,False,https://www.idealista.com/inmueble/108127673/,"DIZA Consultores les presenta este magnifico ático en la mejor zona del Barrio Salamanca, junto a la calle Serrano. La vivienda se encuentra en la sexta planta de de mediados del siglo XX con una espectacular terraza, reformado con calidades sobresalientes.  Cuenta con una superficie de 130 metros cuadrados, de los cuales 10 en terraza, y el inmueble se distribuye de manera funcional y moderna, destacando por su luminosidad y vistas al vibrante centro de la ciudad. En la zona social, encontramos un gran espacio abierto con salón, comedor y cocina de diseño que conecta con la amplia terraza de planta cuadrada. La cocina está equipada con todo lo necesario para hacer de esta una estancia muy práctica y funcional. Además cuenta con zona de bar oculta junto al comedor. Gracias a su altura y orientación, la vivienda disfruta de abundante luz natural durante todo el día, lo que permite aprovechar al máximo su ubicación privilegiada. La zona de descanso cuenta con dos amplios dormitorios, el principal con cuarto de baño en suite y hay otro con cuarto de baño completo con bañera para el secundario. Además cuenta con aseo de cortesía con la zona de lavandería oculta. El piso está listo para entrar a vivir, completamente amueblado y equipado, lo que garantiza una experiencia de confort y comodidad inmediata. El Barrio Salamanca se trata de una de las zonas más lujosas y con mejor calidad de vida de Europa. Gracias a la amplia oferta gastronómica, cultural y comercial, se trata de una formidable zona donde vivir e invertir. Estaremos encantados de atenderle. DIZA Consultores Inmobiliarios. Inmobiliaria de lujo en Madrid especializada en comprar, vender y alquilar pisos en las zonas premium de Madrid: Barrio de Salamanca, Almagro, Chamartín, Retiro, Pozuelo, Aravaca, Boadilla. Convertimos Sueños en Hogares.",True,good,False,True,19846.0,True,True,False,False,[],False,True,2580000.0,€,,,flat,"Recoletos, Madrid",Ático en calle de Claudio Coello,Top+,penthouse,,,
107489610,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4e/a3/52/1324712112.webp,FR206990,72,2,3300000.0,flat,sale,487.0,True,5,6,avenida de Luis García Cereceda,Madrid,Pozuelo de Alarcón,Zona Prado de Somosaguas - La Finca,es,La Finca,40.4055488,-3.8016256,False,https://www.idealista.com/inmueble/107489610/,"En Gilmar, estamos encantados de presentarte esta exclusiva vivienda en La Finca, una de las urbanizaciones más lujosas y prestigiosas de España. Este impresionante piso de 487 m2 cuenta con 5 dormitorios, 5 baños, salón, sala de estar (family room), cocina totalmente equipada y una espectacular terraza de 190 metros cuadrados con vistas al campo de golf y que rodea toda la vivienda lo que permite el acceso desde todas las estancias. La propiedad destaca por su diseño elegante y espacioso, con amplios espacios abiertos que permiten una gran entrada de luz natural. Los acabados son de máxima calidad, con suelos radiantes/refrigerantes, aire acondicionado y puerta blindada para garantizar tu seguridad y confort. El salón independiente ofrece un ambiente acogedor y sofisticado, perfecto para relajarse y disfrutar de momentos especiales en familia o con amigos. Además, cuenta con 5 plazas de garaje para mayor comodidad. La urbanización en la que se encuentra este exclusivo piso ofrece una gran privacidad y seguridad las 24 horas del día, para que tú y tu familia puedan disfrutar de la tranquilidad y el lujo que merecen. Además, podrás disfrutar de las instalaciones comunes, como la piscina y el tendedero. La ubicación de esta propiedad es inmejorable. La Finca se encuentra en la zona noroeste de Madrid, cerca de la autovía A-6, lo que te permitirá acceder fácilmente a la ciudad y a otras zonas de interés. Además, encontrarás colegios de prestigio a menos de 10 kilómetros, como el Colegio San Luis de los Franceses. Si eres amante de las compras, estarás encantado de saber que el centro comercial Zielo Shopping Pozuelo se encuentra a pocos minutos de distancia. Aquí encontrarás una amplia variedad de tiendas, restaurantes y servicios para satisfacer todas tus necesidades. En cuanto a las conexiones de transporte, las líneas de metro más cercanas son la Línea 10 (Colonia Jardín) y la Línea 12 (Somosaguas Centro). Además, las líneas de cercanías C7 y C10 te permitirán desplazarte fácilmente por la zona. También encontrarás diversas líneas de autobuses cercanas a la geolocalización de esta propiedad. La Finca es un barrio exclusivo y residencial que ofrece un estilo de vida tranquilo y privilegiado. Rodeado de naturaleza y con hermosas vistas al campo de golf, te sentirás alejado del bullicio de la ciudad pero con todas las comodidades al alcance de la mano. En Gilmar llevamos desde 1983 ayudando a nuestros clientes a encontrar la casa de sus sueños. Nuestro equipo de profesionales en la oficina de Pozuelo-Aravaca estará encantado de brindarte más información sobre esta propiedad. No dudes en contactarnos y facilitarnos la referencia 206990 para recibir atención personalizada. Equipo Gilmar Pozuelo-Aravaca Avda. de Europa 14 Teléfono:  Email:.",True,good,False,True,6776.0,True,True,False,False,[],False,True,3300000.0,€,True,True,flat,"La Finca, Pozuelo de Alarcón",Piso en avenida de Luis García Cereceda,Top+,,,,
108699960,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/22/68/8b/1352530538.webp,DS-P22762,44,4,2450000.0,flat,sale,181.0,True,4,5,calle de las Mártires Concepcionistas,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4290657,-3.6709664,False,https://www.idealista.com/inmueble/108699960/,"En una de las calles más exclusivas de Goya, presentamos esta magnífica vivienda de 181 m² situada en un elegante edificio señorial con servicio de portería. La propiedad destaca por su excelente distribución, su luz natural y una reforma de alta calidad pensada para el confort de una familia exigente. Al entrar, un espacioso hall recibe con luz natural gracias a dos amplias aperturas que conectan con un luminoso salón-comedor orientado al este y con salida directa a un balcón. La cocina, independiente y separada mediante una elegante puerta corredera de cristal, está equipada con electrodomésticos Siemens, una gran isla central con zona de cocción, encimera porcelánica efecto mármol y zona de desayuno. Además, cuenta con ventilación exterior y abundante luz natural. El dormitorio principal, al que se accede desde el hall a través de una puerta oculta, ofrece generosas dimensiones, un vestidor y un baño en suite. La zona de descanso se completa con tres dormitorios adicionales, dos de ellos con baño propio, más un cuarto baño completo situado en el pasillo. También dispone de aseo de cortesía y zona de lavandería independiente. La reforma integral combina elegancia clásica con detalles contemporáneos: suelos en espiga, porcelánicos de gran formato en los baños, puertas y armarios lacados en blanco con molduras, rodapiés y cornisas decorativas, que contrastan armónicamente con elementos actuales como el panelado de madera del hall, grifería de diseño y carpintería exterior renovada. La climatización por conductos se divide en dos zonas para mayor eficiencia y confort. DIZA Consultores. Convertimos Sueños en Hogares.",True,good,False,True,13536.0,True,True,False,False,[],False,True,2450000.0,€,,,flat,"Goya, Madrid",Piso en calle de las Mártires Concepcionistas,Top+,,,,
108948953,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f4/43/d5/1359796119.webp,DS-P77776,55,4,5100000.0,flat,sale,270.0,True,4,3,calle Alcalá,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4224256,-3.6821706,False,https://www.idealista.com/inmueble/108948953/,"DIZA consultores les presenta vivienda singular con balcones con vistas laterales al Retiro, a un paso del parque y la Puerta de Alcalá. La vivienda se encuentra en la cuarta planta de un edificio clásico de principios del siglo XX, íntegramente reformado de diseño, donde han preservado elementos originales de la época, como son las molduras, cada una con un diseño distinto para cada estancia, las puertas y los balcones.  El piso cuenta con 270 metros cuadrados distribuidos en tres amplias zonas de salones, con unas vistas únicas inundadas de sol por su orientación sur.  La zona de noche se compone de cuatro amplios dormitorios, dos de ellos en suite y el principal con vestidor grande. El cuarto lo han decorado como despacho.  La cocina es totalmente independiente a la zona social y tiene mucha luz ya que da a un amplio patio de manzana. Tiene comedor de diario y un espacio destinado a la lavandería.  La vivienda, completamente a estrenar y dispone de electrodomésticos de alta gama. El piso cuenta con aire acondicionado centralizado frío y calor y calefacción. El edificio tiene portero. Ubicado en un edificio de fachada clásica y portal representativo en la calle Alcalá, justo en frente del Parque del Retiro, lugar ideal para disfrutar de actividades y paseos en plena naturaleza, se encuentra muy próximo a otros puntos muy emblemáticos de la ciudad, como la Puerta de Alcalá, la Plaza de Cibeles, el Museo del Prado o el Real Jardín Botánico. Su excelente distribución, su inmejorable ubicación con sus vistas y sus magníficas calidades hacen de este inmueble una oportunidad única. El Barrio Salamanca se trata de una de las zonas más lujosas y con mejor calidad de vida de Europa. Gracias a la amplia oferta gastronómica, cultural y comercial, se trata de una formidable zona donde vivir e invertir. Estaremos encantados de atenderle. DIZA Consultores Inmobiliarios Inmobiliaria de lujo en Madrid especializada en comprar, vender y alquilar pisos en las zonas premium de Madrid: Barrio de Salamanca, Almagro, Chamartín, Retiro, Pozuelo, Aravaca, Boadilla. Convertimos Sueños en Hogares.",True,good,False,True,18889.0,True,True,False,False,[],False,True,5100000.0,€,,,flat,"Recoletos, Madrid",Piso en calle Alcalá,Top+,,,,
108535176,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f9/ec/10/1347767058.webp,DS-P22751,41,5,3480000.0,flat,sale,228.0,True,3,4,calle de Castelló,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4304921,-3.6813195,False,https://www.idealista.com/inmueble/108535176/,"DIZA Consultores Inmobiliarios les presenta este exclusivo proyecto llave en mano, situado en una de las calles más representativas del barrio de Salamanca, junto a Ortega y Gasset y la plaza del Marqués de Salamanca. La vivienda, ubicada en una quinta planta exterior de una finca moderna de 2003, destaca por su reforma integral de alta gama, con mobiliario e interiorismo incluidos, lista para entrar a vivir. El edificio cuenta con conserje, dos ascensores, trastero y plaza de garaje con acceso directo en la misma finca. Distribuida en 228 m² construidos, la propiedad se compone de un hall de entrada, un amplio salón-comedor diáfano con cocina integrada, una gran despensa, cuarto de lavado, tres dormitorios dobles, tres baños completos (dos de ellos en suite) y un aseo de cortesía. La zona de día se beneficia de una magnífica luz natural y vistas despejadas gracias a su orientación sureste y al retranqueo respecto al edificio de enfrente. La zona de noche, por su parte, da a un tranquilo patio interior con jardín vertical, lo que garantiza privacidad y un ambiente de descanso inmejorable. Los materiales de primera calidad, las soluciones técnicas cuidadosamente seleccionadas y el sistema de climatización por aerotermia garantizan un equilibrio perfecto entre estética, funcionalidad, eficiencia energética y confort durante todo el año. Convertimos Sueños en Hogares.",True,good,False,True,15263.0,True,True,False,False,[],False,True,3480000.0,€,True,True,flat,"Recoletos, Madrid",Piso en calle de Castelló,Top+,,,,
106249087,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7c/b5/d5/1277173237.webp,DS-P66013,30,3,1050000.0,flat,sale,117.0,True,2,2,calle de Don Ramón de la Cruz,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4292307,-3.6693722,False,https://www.idealista.com/inmueble/106249087/,"DIZA Consultores les presenta este magnífico inmueble situado en la tercera planta de un edificio clásico del Barrio Salamanca. El área social goza de muchísima luz gracias a sus dos balcones exteriores a la calle y lo tenemos dividido en tres ambientes, salón, comedor y despacho. La cocina es independiente y completamente equipada.  La zona de descanso consta de dos dormitorios de buen tamaño, el principal con cuarto de baño en suite, adicionalmente tenemos otro baño completo para dar servicio al dormitorio secundario y a las visitas. La vivienda se encuentra lista para entrar a vivir, pero hay un proyecto de reforma integral, valorado en 70.863€, con altísimas calidades y dejando dos posibles distribuciones de tres dormitorios, planteadas en los planos que puede observar. Ubicado en el Barrio Salamanca, este piso está rodeado de una amplia variedad de servicios, tiendas, restaurantes y conexiones de transporte público, ofreciendo comodidad y accesibilidad. DIZA Consultores Inmobiliarios Inmobiliaria de lujo en Madrid especializada en comprar, vender y alquilar pisos en las zonas premium de Madrid: Barrio de Salamanca, Almagro, Chamartín, Retiro, Pozuelo, Aravaca, Boadilla… Convertimos Sueños en Hogares.",True,good,False,True,8974.0,True,True,False,False,[],False,True,1050000.0,€,,,flat,"Goya, Madrid",Piso en calle de Don Ramón de la Cruz,Top+,,,,
108643647,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/00/d9/18/1350849575.webp,,36,,794900.0,chalet,sale,300.0,,4,3,calle Juan de Villanueva,Madrid,Boadilla del Monte,Sector B,es,,40.4025818,-3.8913622,False,https://www.idealista.com/inmueble/108643647/,"AGENCIA INMOBILIARIA HOGARES BOADILLA DEL MONTE ofrece este espectacular chalet adosado de 4 plantas y 300 m² construidos en el corazón de SECTOR B. La vivienda está ubicada en el Sector B, una de las zonas residenciales más demandadas de Boadilla del Monte, conocida por su amplia oferta de comercios, bares, restaurantes y todo tipo de servicios. La vivienda se distribuye en 4 cómodas plantas: En la planta principal, encontramos un hall recibidor que da paso a un amplio salón comedor lleno de luz natural, gracias a sus grandes ventanales y su acceso directo a un jardín privado de aproximadamente 60 m², perfecto para disfrutar del exterior durante todo el año. Desde el hall también accedemos a una cocina independiente, luminosa y espaciosa, y a un aseo de cortesía. La primera planta cuenta con tres amplios dormitorios, todos ellos con excelente luminosidad. Dos de las habitaciones comparten un baño completo, y la habitación principal dispone de baño en suite y una generosa zona de almacenaje. En la última planta, encontramos una fantástica y luminosa buhardilla de gran amplitud, que puede emplearse como espacio polivalente o dormitorio adicional. La planta sótano alberga una cuarta habitación con baño en suite, ideal para invitados o como zona de servicio, una zona de lavandería independiente y un amplio garaje privado con capacidad para dos vehículos y espacio de almacenaje. Además, desde esta planta se accede al garaje comunitario, donde la propiedad dispone de una plaza adicional. La vivienda ha sido reformada, incluyendo paredes lisas, renovación de cocina y baños, instalación de ventanas oscilobatientes con rotura de puente térmico, sistema de climatización Airzone por estancias, persianas motorizadas y otros acabados de alta calidad como las carpinterias y las barandillas de cristal que mejoran notablemente la funcionalidad, estética y eficiencia del hogar. Las zonas comunes de la urbanización ofrecen una piscina comunitaria, una sala polivalente para celebraciones y eventos, y vestuarios, lo que aporta un valor añadido a la vida familiar y social. La vivienda está ubicada próxima a la zona comercial y servicios de transporte público, con fácil acceso a salida M-50, M-40, A-5, A-6 y M-501, además de colegios como el Mirabal International School, St. Michael’s School, EuroCasvi, Virgen de Europa, Endaze School, entre otros. ¡No dudes en visitar tu nuevo hogar!",True,good,False,,2650.0,True,True,False,False,[],False,True,794900.0,€,True,True,chalet,"Sector B, Boadilla del Monte",Chalet adosado en calle Juan de Villanueva,Top+,terracedHouse,,,
106202655,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/01/c5/01/1288962390.webp,AS198447,32,2,1200000.0,duplex,sale,181.0,True,3,1,calle de Rufino Blanco,Madrid,Madrid,Barrio de Salamanca,es,Fuente del Berro,40.4242553,-3.6630308,False,https://www.idealista.com/inmueble/106202655/,"Barrio de Salamanca, zona Fuente del Berro, máxima tranquilidad, precioso ático de 111 metros más 70 metros de exclusiva terraza con muy buenas vistas 270º, muy buen estado de conservación, distribuido en salón-comedor independiente de 25 metros, 3 dormitorios, 1 baño y cocina independiente de 12 metros, mucha luz natural en todos sus ambientes al ser prácticamente todo exterior. Servicio individual de calefacción, aire acondicionado frio y calor. Finca moderna con portal representativo y pocos vecinos, lo que hace muy asequibles sus gastos. Muy buena zona, mucha tranquilidad, muy bien comunicada y con todo tipo de comercios y servicios cercanos a la vivienda. GILMAR SALAMANCA  Este distinguido barrio residencial se ha convertido en una de las más importantes zonas comerciales de la ciudad y uno de los barrios de mayor nivel de vida de Europa con la mayor zona de compras de lujo de Madrid en torno a las calles Serrano, Claudio Coello y Ortega y Gasset.    Destaca también por sus señoriales fachadas, que convierten a Madrid en una de las capitales más europeas en cuanto a arquitectura clásica y vanguardista. El barrio de Salamanca es sin duda, una de las zonas residenciales más elegantes y prestigiosas del continente europeo.   Aloja uno de los principales equipamientos deportivos de la ciudad, el Wizink Center inaugurado en 2005 sobre el antiguo Palacio de los Deportes. Asimismo, acoge a diversas instituciones como la Real Casa de la Moneda o Fábrica Nacional de Moneda y Timbre.    El barrio es atravesado diagonalmente por la calle de Alcalá que, junto a calles como Jorge Juan, Goya o Hermosilla, le dan un carácter eminentemente comercial. En Gilmar trabajamos para ofrecer a nuestros clientes los mejores inmuebles desde hace 40 años. Cubrimos todas las necesidades inmobiliarias: viviendas, oficinas, locales comerciales, solares, fincas rústicas, terrenos para construir.  Disponemos de más de 33 equipos especializados en distintas zonas al servicio de más de 90.000 clientes nacionales e internacionales, que cuentan con asesoramiento necesario para garantizar su seguridad, eficacia jurídica y la mejor rentabilidad financiero-fiscal.",True,good,False,True,6630.0,True,True,False,False,[],False,True,1200000.0,€,,,flat,"Fuente del Berro, Madrid",Dúplex en calle de Rufino Blanco,Top+,duplex,,,
