propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,newDevelopmentFinished,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
109091688,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/78/e5/30/1364224547.webp,RH59-25,21,2,520000.0,flat,sale,147.0,True,2,2,calle Marie Curie,Madrid,Las Rozas de Madrid,Montecillo,es,Montecillo,40.5016632,-3.8827486,False,https://www.idealista.com/inmueble/109091688/,"HOGARES LAS ROZAS HERON VENDE EN EXCLUSIVA ✨ Piso en urbanización exclusiva en El Montecillo ✨ Presentamos esta magnífica vivienda en perfecto estado y lista para entrar a vivir, ubicada en una de las zonas residenciales más demandadas de Las Rozas. Con 87 m² útiles (147 m² construidos), este piso combina amplitud, comodidad y una excelente distribución: •2 dormitorios con armarios empotrados (Principal en suite con vestidor). •2 baños completos. •Salón comedor luminoso. •Cocina independiente con tendedero. •Calefacción de gas natural y aire acondicionado. •Persianas eléctricas para mayor confort. •No incluye terraza. La vivienda incluye una plaza de garaje doble y un trastero de 8 m², lo que garantiza espacio extra de almacenamiento. La urbanización privada ofrece todo lo necesario para disfrutar del día a día: � Piscina comunitaria � Gimnasio � Pistas de pádel � Zonas verdes y parque infantil Además, cuenta con ascensor y se encuentra en una finca de 2008 muy bien cuidada. Con disponibilidad inmediata, es una oportunidad única para quienes buscan calidad de vida, seguridad y todos los servicios a su alcance. � Gastos: Comunidad 112,50 €/mes | IBI 570,14 €/año | Basuras 82 €/año � Ubicación privilegiada en Las Rozas, perfectamente conectada con transporte público, colegios, comercios y principales vías de acceso. ¡NO PIERDAS LA OPORTUNIDAD DE VISITARLO! FINANCIACIÓN HASTA EL 100%, CONSULTE CONDICIONES.",False,good,False,True,3537.0,True,False,False,False,[],False,False,520000.0,€,True,True,flat,"Montecillo, Las Rozas de Madrid",Piso en calle Marie Curie,,,,,,
105158884,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b4/0d/5d/1017836055.webp,CH09-06,14,,500000.0,chalet,sale,178.0,,3,3,calle Juan Gelman s/n,Madrid,Alcalá de Henares,Espartales,es,,40.5124732,-3.370309,True,https://www.idealista.com/obra-nueva/105158884/,"¡Últimas viviendas disponibles para entrega inmediata! AEDAS Homes te ofrece La Maquia, en Espartales Norte, barrio residencial junto al centro de Alcalá de Henares. Conjunto de 24 chalets adosados de 3 dormitorios con planta baja, planta primera y bodega de unos 50 metros cuadrados de uso polivalente. Todas las viviendas cuentan con jardin posterior de unos 68 metros cuadrados donde cabe la posibilidad de poner una piscina ( opcional con coste) y aparcamiento en superficie en la parte delantera de la vivienda. Las viviendas destacan por su sostenibilidad al contar con aerotermia y suelo radiante - refrescante. El barrio cuenta con todo tipo de servicios y dotaciones.",False,newdevelopment,True,,2809.0,True,False,False,False,[],False,False,500000.0,€,True,True,chalet,"Espartales, Alcalá de Henares",Chalet adosado en calle Juan Gelman s/n,False,terracedHouse,,,,
109011112,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a8/45/89/1361631368.webp,057,40,bj,575000.0,flat,sale,113.0,True,4,2,CL MAESTRO GUERRERO,Madrid,Alcobendas,Norte,es,,40.5554966,-3.6409491,False,https://www.idealista.com/inmueble/109011112/,"AMPLIA VIVIENDA EN PLANTA BAJA CON JARDÍN PRIVADO EN ALCOBENDAS NORTE Your Place presenta esta exclusiva planta baja en una de las zonas más codiciadas y demandadas de Alcobendas Norte (Madrid), perfecta para quienes buscan comodidad, amplitud y un entorno tranquilo, sin renunciar a una ubicación inmejorable, rodeada de servicios y con excelentes comunicaciones. La vivienda destaca por su amplio jardín privado de 75 m², ideal para disfrutar al aire libre con total intimidad: perfecto como zona de descanso, espacio para mascotas, juegos infantiles o incluso comedor exterior. Distribución funcional y cómoda: • Se accede a la vivienda a través de un hall de entrada que da paso a las diferentes estancias de usos como son cocina y salón comedor. • El salón-comedor, de generosas dimensiones, es un espacio versátil y acogedor, con salida directa al jardín. • La cocina es independiente y muy espaciosa, perfecta para uso diario o para quienes disfrutan de cocinar. • A través de un pasillo accederemos a la zona de descanso que cuenta con 4 dormitorios, todos ellos de buen tamaño y con armarios. • La vivienda dispone de 2 baños completos, uno de ellos en suite en el dormitorio principal. • Los suministros son individualizados, con calefacción y agua caliente por gas natural, y radiadores en todas las estancias. Incluye una plaza de garaje en la misma finca. Urbanización y entorno: Ubicada en un edificio bien mantenido, en una zona residencial tranquila y consolidada, próxima a todo tipo de servicios: colegios, centros de salud, supermercados, zonas deportivas y parques. Muy bien comunicada mediante transporte público (metro, autobuses y cercanías) y con fácil acceso a las principales vías de entrada y salida de Madrid (A-1, M-40, M-607). Una oportunidad única para vivir en una vivienda amplia, práctica y con espacio exterior en una de las mejores zonas de Alcobendas. ¡No dejes pasar esta oportunidad! Contacta con nosotros hoy mismo para más información y agenda una visita. ¿A QUE ESPERAS?",True,good,False,True,5088.0,True,False,False,False,[],False,False,575000.0,€,True,True,flat,"Norte, Alcobendas",Piso en CL Maestro Guerrero,,,597000.0,22000.0,4.0,
109050901,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dd/b3/b6/1362778538.webp,,21,1,220000.0,flat,sale,77.0,True,1,1,calle Córdoba,Madrid,San Fernando de Henares,Centro,es,,40.4255327,-3.5348183,False,https://www.idealista.com/inmueble/109050901/,"ESTUDIO INMOBILIARIO SAN FERNANDO 2026 S. L. U. Vende piso a reformar en zona centro de San Fernando de Henares - Precio: 240.000€ ¡Descubre tu nuevo hogar en el corazón de San Fernando de Henares! Este encantador piso de 1 dormitorio, totalmente exterior, ofrece un amplio salón que se llena de luz natural, creando un ambiente acogedor y perfecto para relajarte. La cocina, equipada con una terraza tendedero. Con 77 m² construidos y 56 m² útiles, este inmueble cuenta con un baño completo con bañera, un pasillo que conecta cada rincón y un trastero que te proporcionará ese espacio extra que tanto necesitas. Construido en 2006, el edificio tiene acceso adaptado para personas con movilidad reducida y cuenta con ascensor, lo que facilita la vida diaria.  Además, la calefacción de gas natural asegura tu confort en los meses más fríos del año. Su ubicación privilegiada te sitúa cerca de todos los servicios esenciales, haciendo de este piso una opción perfecta para quienes buscan comodidad y calidad de vida. ¡No dejes pasar la oportunidad de vivir en este maravilloso espacio! La plaza de garaje está disponible por solo 15.000 € adicionales.  No dude en llamarnos para concertar su cita para visitar el inmueble en la que además recibirá el asesoramiento gratuito de nuestro departamento financiero KÌRON. HIPOTECA HASTA 100%.",False,renew,False,True,2857.0,True,False,False,False,[],False,False,220000.0,€,True,False,flat,"Centro, San Fernando de Henares",Piso en calle Córdoba,,,240000.0,20000.0,8.0,15000.0
108595370,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f7/f5/d8/1349467830.webp,1-30 Bc-K,10,1,369500.0,flat,sale,95.0,True,3,2,calle Mallorca s/n,Madrid,San Sebastián de los Reyes,Praderón,es,,40.5556929,-3.6264629,True,https://www.idealista.com/obra-nueva/108595370/,"¡TU NUEVO HOGAR EN SAN SEBASTIÁN DE LOS REYES!  Bienvenido a Quality Parque La Marina, una promoción exclusiva de 60 inmuebles en San Sebastián de los Reyes, ubicada frente al emblemático Parque de La Marina, en la confluencia de las calles Cantabria y Mallorca. Aquí encontrarás desde estudios funcionales hasta inmuebles de 3 estancias, con distintas distribuciones —incluidos dúplex, bajos y áticos con terraza — con superficies construidas desde 42 m² hasta más de 115 m², diseñados para ofrecerte amplitud, luz natural y una estética moderna que se adapta a tu estilo de vida. Todos los inmuebles incluyen plaza de garaje en el precio.  UN EDIFICIO EXCLUSIVO Y CON TODOS LOS DETALLES La promoción cuenta con una elegante piscina comunitaria en la azotea con solárium, perfecta para disfrutar del buen tiempo sin salir de casa. EFICIENCIA, CONFORT Y SOSTENIBILIDAD Quality Parque La Marina cuenta con calificación energética A y un sistema de climatización por aerotermia mediante suelo radiante y refrescante, una tecnología limpia y eficiente que permite ahorrar energía y reducir el impacto ambiental, asegurando el máximo confort tanto en invierno como en verano. DISEÑO CONTEMPORÁNEO Y MÁXIMA LUMINOSIDAD Espacios abiertos, cocinas integradas, grandes ventanales y acabados de calidad definen esta promoción pensada para quienes buscan una vivienda moderna, funcional y luminosa. CONEXIÓN PERFECTA Y SERVICIOS A UN PASO Ubicada en una de las zonas con mayor proyección del norte de Madrid, está rodeada de zonas verdes, colegios, centros deportivos y comerciales, y perfectamente conectada con el centro de Madrid a través de Renfe, metro, autobuses y acceso directo por la A1. VENTA SOBRE PLANO - ¡YA EN 2ª FASE DE COMERCIALIZACIÓN! Comercializamos actualmente en plano. El inicio de obra está previsto para primer trimestre de 2026 y la entrega de llaves para mediados de 2027. Aprovecha esta etapa para reservar la unidad que mejor se adapte a ti, con las mejores condiciones. PVP FORMAS DE PAGO FLEXIBLES • Viviendas (IVA 10%): reserva desde 6.500 € + IVA, pagos fraccionados durante la obra y resto a la entrega del inmueble. • Lofts (IVA 21%): reserva desde 5.000 € + IVA, pagos fraccionados durante la obra y resto a la entrega del inmueble. ¡DESCUBRE QUALITY PARQUE LA MARINA! Solicita más información, conócenos con una cita presencial o video llamada personalizada. Vive o invierte en una promoción diseñada para el bienestar, la eficiencia y la calidad de vida.",False,newdevelopment,True,True,3889.0,True,False,False,False,[],False,False,369500.0,€,True,True,flat,"Praderón, San Sebastián de los Reyes",Piso en calle Mallorca s/n,False,,,,,
109053480,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ed/61/40/1362877093.webp,M11780V,14,1,1659000.0,flat,sale,135.0,False,3,3,calle del General Díaz Porlier,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4348649,-3.6756621,False,https://www.idealista.com/inmueble/109053480/,"Este excepcional apartamento, con una superficie construida de 184 m² según catastro, representa una oportunidad única en la codiciada zona de Lista, en el distrito de Salamanca. Ubicado en la primera planta de un edificio clásico construido en 1948, el inmueble se encuentra actualmente en proceso de una reforma integral de alta gama, que culminará en una vivienda de tres dormitorios y tres baños, ideal para quienes buscan comodidad y un estilo de vida contemporáneo. El edificio cuenta con ascensor, facilitando el acceso a todas las plantas, y dispone de calefacción comunitaria para el máximo confort durante los meses de invierno. El diseño interior de este apartamento ha sido cuidadosamente planificado para maximizar el espacio y la funcionalidad. La vivienda se entrega completamente amueblada con piezas de diseño y una cocina equipada con electrodomésticos de última generación, lista para ser disfrutada desde el primer día. Además, la propiedad incluye un trastero, ofreciendo una solución práctica para el almacenamiento adicional. A pesar de su carácter interior, la distribución inteligente garantiza una buena entrada de luz natural en sus principales estancias. El aire acondicionado y el certificado energético en vigor aseguran un ambiente agradable y una gestión eficiente de la energía. Ubicado en el corazón del barrio de Salamanca, este apartamento se sitúa en la prestigiosa zona de Lista, reconocida por su arquitectura elegante y su ambiente vibrante. Sus calles arboladas y sus tiendas de lujo se combinan con una excelente oferta de restauración y ocio, así como con una conexión de transporte público inmejorable. La proximidad a importantes arterias viales y paradas de metro y autobús hace que moverse por la ciudad sea sencillo y rápido, consolidando esta ubicación como una de las más deseables de Madrid. Invertir en esta propiedad no solo significa adquirir un hogar de alta calidad, sino también disfrutar de los beneficios de vivir en una de las zonas más valoradas y con mayor potencial de revalorización de la capital. La reforma completa y el mobiliario incluido garantizan una experiencia de compra sin preocupaciones, permitiendo a los nuevos propietarios instalarse de inmediato en una vivienda moderna y funcional. Para quienes valoran la elegancia, la comodidad y una ubicación estratégica, esta es la elección perfecta. Contáctenos hoy mismo para obtener más información.",False,good,False,True,12289.0,False,False,False,False,[],False,False,1659000.0,€,,,flat,"Lista, Madrid",Piso en calle del General Díaz Porlier,,,,,,
107009467,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b3/6d/1c/1300275787.webp,4756,17,3,1849000.0,flat,sale,158.0,True,3,3,"calle de Ayala, 158",Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4267835,-3.6691199,True,https://www.idealista.com/inmueble/107009467/,"Domus Aurea Capital presenta esta exclusiva vivienda en Ayala, en el codiciado barrio de Salamanca - Goya. La vivienda 157 m2 se sitúa en un segundo piso con vistas exteriores de una finca clásica de 1930, combinando elegancia y comodidad, actualmente se encuentra en obras y se entregará íntegramente reformado y amueblado. Dispone de un amplio salón-comedor con varios balcones y una pequeña terraza al exterior, cocina equipada con una península separado de la zona social, cuarto de lavado, dormitorio principal con amplia zona de vestidor y baño en suite, y otros dos dormitorios dobles con baño en suite cada uno. Está equipada con calefacción comunitaria, aire acondicionado y ascensor.   Domus Aurea Capital es una agencia inmobiliaria especializada en la intermediación, construcción y gestión de activos inmobiliarios en las zonas prime de Madrid y alrededores.",False,good,False,True,11703.0,True,False,False,False,[],False,False,1849000.0,€,,,flat,"Goya, Madrid","Piso en calle de Ayala, 158",,,,,,
109192487,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/06/9f/c7/1367014101.webp,PIS0016,34,5,530000.0,flat,sale,95.0,True,4,1,calle de Abtao,Madrid,Madrid,Retiro,es,Pacífico,40.4032473,-3.6768489,False,https://www.idealista.com/inmueble/109192487/,"¡Exclusiva vivienda exterior en venta a 10 minutos del Retiro y Atocha! Madrid House Real Estate vende en exclusiva este magnífico piso de 4 dormitorios, situado en una quinta planta con ascensor, en una de las zonas más cotizadas de Madrid. La vivienda es totalmente exterior, con ventanas en todas las estancias, lo que garantiza una excelente luz natural durante todo el día. Distribución: 4 dormitorios amplios Salón independiente muy luminoso Cocina independiente Baño completo con ventana Trastero incluido en el precio Detalles destacados: 5ª planta con ascensor totalmente exterior Edificio cuidado y actualizado recientemente. Trastero de uso privativo Ubicación privilegiada: A solo 10 minutos andando del Parque del Retiro y del Intercambiador de Atocha Zona con todos los servicios: supermercados, colegios, centros médicos, comercios, ocio y restauración Excelentes comunicaciones: Metro líneas 1 y 6 Varias líneas de autobús Rápido acceso a M-30, M-40 y A-3 Una vivienda ideal para familias o como inversión, en una ubicación con alta demanda y excelente proyección. ¡Llámanos y agenda tu visita! [IW].",True,good,False,True,5579.0,True,False,False,False,[],False,False,530000.0,€,,,flat,"Pacífico, Madrid",Piso en calle de Abtao,,,,,,
107624999,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/93/f3/c5/1047287501.webp,VT4.4.1,7,,286200.0,flat,sale,220.0,True,4,2,calle Buenavista s/n,Madrid,Navalcarnero,El Pijorro,es,,40.2950295,-4.0113653,True,https://www.idealista.com/obra-nueva/107624999/,"Descubre nuestro nuevo proyecto, Diverso El Olivar. Viviendas en altura en régimen de cooperativa VPPL, en una de las zonas más buscadas de Navalcarnero, con viviendas de 3 y 4 dormitorios, garaje y trastero incluidos. Sumérgete en un oasis de tranquilidad con nuestras zonas comunes, que incluyen piscina y zonas ajardinadas, donde podrás disfrutar de momentos inolvidables en compañía de tus seres queridos. EL proyecto se ha diseñado con diferentes tipologías de viviendas, para que encuentres la opción perfecta. Desde viviendas con terrazas, áticos, bajos, … con diseños modernos y funcionales. No te pierdas esta oportunidad única de ser parte del proyecto, Diverso El Olivar. ¡Contáctanos hoy mismo para más información!",False,newdevelopment,True,True,1301.0,True,False,False,False,[],False,False,286200.0,€,True,True,flat,"El Pijorro, Navalcarnero",Piso en calle Buenavista s/n,False,,,,,
109188192,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dc/17/e2/1366891950.webp,,69,,500000.0,chalet,sale,303.0,,3,3,"calle Lili Álvarez, 134",Madrid,Valdemoro,Hospital,es,,40.2055456,-3.6899333,True,https://www.idealista.com/inmueble/109188192/,"Excelente chalet en urbanización de 16 viviendas, con zonas comunitarias privadas de jardín y piscina. Situado cerca del nuevo hospital de Valdemoro, colegios, buenas comunicaciones, zona con todos los servicios. El precio incluye garaje (subterráneo) y trastero dentro de la vivienda. Desde el garaje puede accederse directamente a la vivienda. Tiene jardín en la parte delantera de la vivienda, accesible desde el salón y la cocina. No hay ventanas de vecinos de enfrente con vistas al jardín. La vivienda está distribuida de la siguiente manera: En planta baja, primera, segunda y atico 3 habitaciones con un baño completo en el pasillo y gran habitación principal con baño incorporado y zona de vestidor. Salones, cocina independiente y terrazas. Todas las habitaciones de esta planta dan a una terraza corrida de la parte delantera. Buhardilla totalmente acondicionada, puede destinarse a despacho, zona de juegos, habitación de cine, o ser un dormitorio más. Existe preinstalación para poner un baño en esta planta. Desde este espacio se accede directamente a una terraza cuadrada. Todas las ventanas de la vivienda están automatizadas. En planta sótano hay una zona espectacular para uso varios, con salida al trastero y la plaza de garaje.",False,good,False,,1650.0,True,False,False,False,[],False,False,500000.0,€,True,True,chalet,"Hospital, Valdemoro","Chalet adosado en calle Lili Álvarez, 134",,terracedHouse,,,,
